method,experiment_seed,trial,candidate_columns,exact_over_columns,power_externality_model,worst_detection_deficit,total_detection_deficit,total_energy,remote_reports,cpu_cycles,worst_pd,mean_pd,max_pfa,mean_pfa,design_worst_pd,design_mean_pd,heldout_worst_pd,heldout_mean_pd,heldout_scenario_pfa_mean,heldout_max_pfa,columns
fixed_nominal_global,20250915,0,6300,True,full_load_envelope,0.678515625,1.6816406249999998,400.0,18.0,925.0,0.271484375,0.7990234375,0.109375,0.05185546875,0.271484375,0.7990234375,0.17724609375,0.775439453125,0.053057861328125,0.08935546875,"[{""target"":0,""fusion"":6,""robust_pd"":0.74609375,""robust_information"":2.2653953472364727,""bundle"":[[12,1,""nominal""],[1,14,""nominal""],[1,6,""nominal""]]},{""target"":1,""fusion"":5,""robust_pd"":0.990234375,""robust_information"":9.847870518354,""bundle"":[[2,5,""nominal""],[13,2,""nominal""]]},{""target"":2,""fusion"":6,""robust_pd"":0.98046875,""robust_information"":10.033052725394924,""bundle"":[[1,6,""nominal""],[14,1,""nominal""]]},{""target"":3,""fusion"":1,""robust_pd"":0.828125,""robust_information"":3.6043269760291885,""bundle"":[[12,6,""nominal""],[0,6,""nominal""],[1,6,""nominal""]]},{""target"":4,""fusion"":7,""robust_pd"":0.271484375,""robust_information"":0.3848342487562846,""bundle"":[[4,5,""nominal""],[7,5,""nominal""],[9,5,""nominal""]]},{""target"":5,""fusion"":12,""robust_pd"":0.998046875,""robust_information"":18.685720622250095,""bundle"":[[12,1,""nominal""],[2,12,""nominal""]]},{""target"":6,""fusion"":0,""robust_pd"":0.919921875,""robust_information"":5.088731199017762,""bundle"":[[2,12,""nominal""],[2,1,""nominal""],[13,2,""nominal""]]},{""target"":7,""fusion"":11,""robust_pd"":0.302734375,""robust_information"":0.30598870691903735,""bundle"":[[10,7,""nominal""],[13,10,""nominal""],[3,10,""nominal""]]},{""target"":8,""fusion"":14,""robust_pd"":0.953125,""robust_information"":6.147364977102796,""bundle"":[[12,14,""nominal""],[14,1,""nominal""],[8,14,""nominal""]]},{""target"":9,""fusion"":3,""robust_pd"":1.0,""robust_information"":17.650628996847942,""bundle"":[[8,3,""nominal""]]}]"
active_modes_global,20250915,0,49350,True,full_load_envelope,0.678515625,1.5566406249999998,384.0,17.0,792.0,0.271484375,0.8064453125,0.091796875,0.050244140625,0.271484375,0.8064453125,0.17724609375,0.7836669921875,0.054736328125,0.08935546875,"[{""target"":0,""fusion"":6,""robust_pd"":0.7890625,""robust_information"":2.7275365561738436,""bundle"":[[12,1,""intensive""],[1,12,""eco""],[2,1,""eco""]]},{""target"":1,""fusion"":5,""robust_pd"":0.962890625,""robust_information"":7.832633103892551,""bundle"":[[2,5,""nominal""],[2,13,""nominal""]]},{""target"":2,""fusion"":6,""robust_pd"":0.98046875,""robust_information"":10.033052725394924,""bundle"":[[1,6,""nominal""],[14,1,""nominal""]]},{""target"":3,""fusion"":1,""robust_pd"":0.84375,""robust_information"":3.857891739100001,""bundle"":[[12,6,""intensive""],[4,6,""eco""]]},{""target"":4,""fusion"":7,""robust_pd"":0.271484375,""robust_information"":0.3848342487562846,""bundle"":[[4,5,""nominal""],[7,5,""nominal""],[9,5,""nominal""]]},{""target"":5,""fusion"":12,""robust_pd"":0.958984375,""robust_information"":6.223925227103018,""bundle"":[[12,1,""nominal""],[2,12,""eco""],[4,12,""eco""]]},{""target"":6,""fusion"":0,""robust_pd"":0.919921875,""robust_information"":5.088731199017762,""bundle"":[[2,12,""nominal""],[2,1,""nominal""],[13,2,""nominal""]]},{""target"":7,""fusion"":3,""robust_pd"":0.369140625,""robust_information"":0.5687449567999256,""bundle"":[[7,10,""intensive""],[10,7,""eco""]]},{""target"":8,""fusion"":14,""robust_pd"":0.96875,""robust_information"":7.037398738582556,""bundle"":[[12,14,""nominal""],[14,1,""nominal""],[13,14,""nominal""]]},{""target"":9,""fusion"":3,""robust_pd"":1.0,""robust_information"":17.650628996847942,""bundle"":[[8,3,""nominal""]]}]"
