trial,arm,receiver,target,gate,t_h1,thr_h1,det_h1,dof_h1,kappa_db,eta_survive,rho_weighted,rho_min,xi_rel,ncp_unit,ncp_best,calib_min_ratio,gate_targets,supported_targets,n_candidates,t_h0,thr_h0,det_h0,dof_h0
10,plain_ls,11,5,5.128067595156679e-13,18.191623084918895,20.66856907571369,0,28,37.824708369616886,0.48902660556751587,0.0015661408859928311,9.424436070879198e-10,3.832667490133979e-11,0.01388328407332154,0.012222772796277148,0.9999999999999983,0,0,0,13.767856364035596,20.66856907571369,0,28
10,ridge_ls,11,5,5.128067595156679e-13,14.618984693556506,20.66856907571369,0,28,38.02260155912533,0.4891851483461837,0.0023615199413463133,1.0013133668906033e-09,4.626971648409041e-11,0.02093687831505767,0.019128380684575595,0.999999999999998,0,0,0,12.533816965116781,20.66856907571369,0,28
10,protected_ls,11,5,5.128067595156679e-13,11.549177564698502,20.66856907571369,0,28,8.497563799962753,0.5272018379752608,0.0030383705785140412,5.537439505615662e-10,5.016521188766371e-11,0.01702678987660654,0.014809339208255577,1.8415186292808348,0,0,0,15.075424533529443,20.66856907571369,0,28
10,tp_uic_stage1,11,5,5.128067595156679e-13,11.515848249962817,20.66856907571369,0,28,8.497656961057208,0.5281359529469976,0.003119349262031,5.571616912336015e-10,5.067781485074803e-11,0.01750008733860459,0.01525350165977241,1.5916678073615937,0,0,0,14.376628403460753,20.66856907571369,0,28
10,tp_uic_full,11,5,5.128067595156679e-13,14.932457068620478,20.66856907571369,0,28,33.91462696232423,0.6083219520993473,0.0027321371965052833,1.1082028125993541e-09,5.625066518661502e-11,0.023252717339966457,0.020431885631444782,1.0000000200559158,9,9,378,11.052052013505339,20.66856907571369,0,28
10,perfect_channel,11,5,5.128067595156679e-13,18.772156742513893,20.66856907571369,0,28,inf,1.0,0.004781423349721516,2.317871633515598e-09,1.4694833882970522e-10,0.052984600341799616,0.04515431579509727,1.0,0,0,0,19.245775744401495,20.66856907571369,0,28
11,no_ic,3,5,2.3590071538598584e-13,18.217954572557385,20.66856907571369,0,28,0.0,1.0,0.0003351136325777696,3.783725226734639e-07,1.5401153619090468e-08,0.0017567188321676328,0.001073017948592372,4.2161502855399196,0,0,0,20.28921047519345,20.66856907571369,0,28
11,fixed_kappa,3,5,2.3590071538598584e-13,18.69602510990228,20.66856907571369,0,28,39.999999999999986,1.0,0.0004474845119859213,5.86271280425295e-07,2.0247476343837704e-08,0.0023870739520351794,0.0015368959148658434,1.0003216150285537,0,0,0,25.093525391673865,20.66856907571369,1,28
11,plain_ls,3,5,2.3590071538598584e-13,18.032775273115,20.66856907571369,0,28,35.189868925137105,0.6246297053408545,0.0003102222179360616,3.3318376476769435e-07,1.2301764921498238e-08,0.0016241322798275068,0.0010600449972232309,0.9999999999999966,0,0,0,21.62476755329066,20.66856907571369,1,28
11,ridge_ls,3,5,2.3590071538598584e-13,16.93158047505667,20.66856907571369,0,28,35.25417880332866,0.6268949885929292,0.00032920108067020613,3.637458246384259e-07,1.3360650600341401e-08,0.001723739313513237,0.0010610554661531022,0.9999999999999979,0,0,0,21.513089137274964,20.66856907571369,1,28
11,protected_ls,3,5,2.3590071538598584e-13,16.40561290421878,20.66856907571369,0,28,8.723369906378647,0.7015079364418448,0.00015987942926830624,1.731833674794426e-07,9.291427928131446e-09,0.0007989658969463904,0.00042455875019193246,1.18405993464818,0,0,0,16.098330441404656,20.66856907571369,0,28
11,tp_uic_stage1,3,5,2.3590071538598584e-13,17.126027100791617,20.66856907571369,0,28,8.724082726798637,0.7026625028608375,0.00016103549649030204,1.7407133144737057e-07,9.446542445579007e-09,0.0008051792421048063,0.0004263232168978375,1.1419451164075367,0,0,0,16.008005318495037,20.66856907571369,0,28
