trial,arm,t_h1,threshold,detected,dof,rho_weighted,ncp_unit,ncp_best,kappa_db,eta_survive
0,no_ic,22.748622077872326,20.66856907571369,1,28,1.0,2.441224024050174,0.6703189040089805,0.0,1.0
0,fixed_kappa,23.182971258516726,20.66856907571369,1,28,1.0,2.442876213413977,0.6713792998060119,40.00000000000001,1.0
0,plain_ls,22.573038776568577,20.66856907571369,1,28,1.0,2.441126395148947,0.6702496744089473,31.45760688475978,0.9822379075122329
0,ridge_ls,22.5809082693171,20.66856907571369,1,28,1.0,2.4411303813261327,0.6702524940330119,31.371089232864072,0.9822662984729725
0,protected_ls,21.442488603153578,20.66856907571369,1,28,1.0,2.4132818667884823,0.6573536049850154,20.11604774837362,0.9849852407053064
0,tp_uic_stage1,21.422030474226716,20.66856907571369,1,28,1.0,2.4133479322665385,0.6573981366441769,20.113556594263592,0.9850123000839542
0,tp_uic_full,22.545732289319233,20.66856907571369,1,28,1.0,2.4418780623063445,0.6708090067875127,31.428152510705402,0.9825384860777522
0,perfect_channel,23.21810461266375,20.66856907571369,1,28,1.0,2.4429265908102664,0.6713988153434172,inf,1.0
1,no_ic,19.99634143470477,20.66856907571369,0,28,1.0,8.107369364151742,1.9999748164832467,0.0,1.0
1,fixed_kappa,20.42032597310187,20.66856907571369,0,28,1.0,8.162470900984403,2.0036954098829076,39.99999999999999,1.0
1,plain_ls,19.930926227568442,20.66856907571369,0,28,1.0,8.107114277678809,1.9999447083822792,33.186802685035694,0.940128977540502
1,ridge_ls,19.93279679947298,20.66856907571369,0,28,1.0,8.107116665231723,1.9999449233839157,33.20596330551211,0.940149271525587
1,protected_ls,21.763790773788998,20.66856907571369,1,28,1.0,7.747169298957402,1.9720621334061943,13.2260557592914,0.9333072439967185
1,tp_uic_stage1,21.76790284719884,20.66856907571369,1,28,1.0,7.747218633419937,1.972073508284295,13.226209239406245,0.9333335779842632
1,tp_uic_full,20.385524119379724,20.66856907571369,0,28,1.0,8.150967979548874,2.002168965676645,33.07509556229105,0.9413490415987854
1,perfect_channel,20.72820089600379,20.66856907571369,1,28,1.0,8.171141034005865,2.0038715254011676,inf,1.0
2,no_ic,30.418603226070797,20.66856907571369,1,28,1.0,2.9174822552073705,0.679269177405993,0.0,1.0
2,fixed_kappa,30.40992350815088,20.66856907571369,1,28,1.0,2.941880116722494,0.6853812974422873,39.99999999999999,1.0
2,plain_ls,30.488409794228435,20.66856907571369,1,28,1.0,2.917381320553989,0.6792428852900632,30.624805813558,0.9785888821120321
2,ridge_ls,30.488252043477612,20.66856907571369,1,28,1.0,2.917382874742527,0.6792433227439949,30.758156524692705,0.9785908510092449
2,protected_ls,25.361370796396955,20.66856907571369,1,28,1.0,2.7730592659288313,0.6628535228761371,10.979588242239577,0.9929946320049864
2,tp_uic_stage1,25.361980241546455,20.66856907571369,1,28,1.0,2.773103599451339,0.6628573780706319,10.981375135046056,0.9929955688315372
2,tp_uic_full,30.481540273790106,20.66856907571369,1,28,1.0,2.933191787841889,0.6853840050836232,30.67092591291779,0.9887685259856815
2,perfect_channel,31.07268616648919,20.66856907571369,1,28,1.0,2.944064930028543,0.6858946424174622,inf,1.0
3,no_ic,43.80806708664851,20.66856907571369,1,28,1.0,6.418942264733076,1.9574194065323243,0.0,1.0
