trial,arm,receiver,target,gate,t_h1,thr_h1,det_h1,dof_h1,kappa_db,eta_survive,rho_weighted,rho_min,xi_rel,ncp_unit,ncp_best,calib_min_ratio,t_h0,thr_h0,det_h0,dof_h0
0,no_ic,8,8,2.573061743434258e-13,18.145423838974846,20.66856907571369,0,28,0.0,1.0,0.05222013658044144,9.101803800759093e-09,4.3636519172092914e-10,0.12748105195935494,0.12040680679971218,11.178789519848086,19.14450307924018,20.66856907571369,0,28
0,fixed_kappa,8,8,2.573061743434258e-13,20.593453741172677,20.66856907571369,0,28,40.00000000000001,1.0,0.05410622111267523,1.0852190759677382e-08,5.511579547977452e-10,0.13217480055387146,0.12456409286924541,1.0010178789519852,18.497678851664837,20.66856907571369,0,28
0,plain_ls,8,8,2.573061743434258e-13,17.4774270774667,20.66856907571369,0,28,31.45760688475978,0.4273517910916313,0.0448849888693732,6.324860296461005e-09,2.1327554526336318e-10,0.1095699310749936,0.10403188364814028,0.9999999999999962,14.46483971957855,20.66856907571369,0,28
0,ridge_ls,8,8,2.573061743434258e-13,19.345339299902285,20.66856907571369,0,28,31.371089232864072,0.42772967819699836,0.049423015932466466,8.309208514387214e-09,3.307124475560838e-10,0.12064802572950939,0.11452342976542217,0.9999999999999973,19.757759330536743,20.66856907571369,0,28
0,protected_ls,8,8,2.573061743434258e-13,21.772031177399043,20.66856907571369,1,28,7.439589471642375,0.6988655507594623,0.036991663715747324,4.215671319231346e-09,4.240995285339356e-11,0.09018416958388079,0.0854588944246193,1.696479665563559,22.046672889882135,20.66856907571369,1,28
0,tp_uic_stage1,8,8,2.573061743434258e-13,16.007131963061894,20.66856907571369,0,28,7.439404623872729,0.7008639668004959,0.04109524765551185,4.57424793204307e-09,1.1338341968449333e-10,0.10019317207990439,0.09477413120714918,1.414128062468488,16.51011632966645,20.66856907571369,0,28
0,tp_uic_full,8,8,2.573061743434258e-13,18.641750964642043,20.66856907571369,0,28,21.17406190490645,0.611533785021319,0.05031615367246185,8.443561577348423e-09,3.5553548030886513e-10,0.12288514172623147,0.11611270082767977,1.0000084536573834,20.85138507187795,20.66856907571369,1,28
0,perfect_channel,8,8,2.573061743434258e-13,20.379047177133934,20.66856907571369,0,28,inf,1.0,0.054152727104372134,1.0868630056659725e-08,5.5187170465694e-10,0.13229113700816253,0.1246602522393771,1.0,18.367513012258918,20.66856907571369,0,28
1,no_ic,5,5,4.4082963744794335e-13,143.18619833987242,20.66856907571369,1,28,0.0,1.0,0.03247153463031106,5.006239902455284e-06,5.292131768277652e-08,0.26325872506877623,0.17214875707650562,13.754786443097856,138.09177947262356,20.66856907571369,1,28
1,fixed_kappa,5,5,4.4082963744794335e-13,280.24912353992033,20.66856907571369,1,28,39.99999999999999,1.0,0.033987218921541065,6.965761554047449e-06,6.04409601679907e-08,0.2774196854524654,0.17419964610808894,1.0012754786443105,309.5930125869925,20.66856907571369,1,28
1,plain_ls,5,5,4.4082963744794335e-13,147.4597613787984,20.66856907571369,1,28,33.1868026850357,0.7291527257605243,0.032373277919483426,4.901022208804392e-06,5.1863068719028654e-08,0.26245386363630824,0.17203648686925258,0.9999999999999979,131.82319854526133,20.66856907571369,1,28
1,ridge_ls,5,5,4.4082963744794335e-13,146.97988774920995,20.66856907571369,1,28,33.205963305512114,0.7291814951822619,0.032374058355767184,4.902047092466101e-06,5.187743116937256e-08,0.26246026801722444,0.17203884420954224,0.9999999999999972,131.50152121484507,20.66856907571369,1,28
1,protected_ls,5,5,4.4082963744794335e-13,178.6875012232876,20.66856907571369,1,28,6.6933959607036595,0.7949266435654745,0.021001422788422666,1.1782554791081616e-06,4.303799557490483e-08,0.16184899270306793,0.1256107533715554,1.9242267382646137,162.9074854506255,20.66856907571369,1,28
1,tp_uic_stage1,5,5,4.4082963744794335e-13,177.77834004783443,20.66856907571369,1,28,6.693762078795109,0.7950344119180488,0.02105746216825285,1.1821788424399993e-06,4.317262494243289e-08,0.16229086040881002,0.12567443195903452,1.632220680057718,159.95645196231425,20.66856907571369,1,28
1,tp_uic_full,5,5,4.4082963744794335e-13,144.7371529539406,20.66856907571369,1,28,31.050524299608455,0.8604947757061281,0.031557381089200455,4.598778052513217e-06,5.185653877283235e-08,0.25696439846683283,0.16966060456823032,1.0000001134922871,130.4568653288104,20.66856907571369,1,28
1,perfect_channel,5,5,4.4082963744794335e-13,268.1962822183228,20.66856907571369,1,28,inf,1.0,0.03411487210127712,7.105314405259251e-06,6.121173579752484e-08,0.2787574312966074,0.1743273513839361,1.0,301.0679549844417,20.66856907571369,1,28
2,no_ic,8,8,1.9150047618675183e-13,61.29215835990098,20.66856907571369,1,28,0.0,1.0,0.016869765523709522,1.3400942266710302e-08,5.496823891555705e-10,0.0492172415649316,0.04278988585742042,12.695183361267283,59.070404994957435,20.66856907571369,1,28
2,fixed_kappa,8,8,1.9150047618675183e-13,76.4449967606186,20.66856907571369,1,28,39.99999999999999,1.0,0.01815359185343937,1.6151679224277978e-08,6.908185374919997e-10,0.05340569092072874,0.04554203095417829,1.0011695183361262,65.41209508183925,20.66856907571369,1,28
2,plain_ls,8,8,1.9150047618675183e-13,61.77266829576191,20.66856907571369,1,28,30.624805813558005,0.8733423761109148,0.015725144304570487,7.90533367360993e-09,4.425889579156858e-10,0.04587624225716988,0.04053151821246187,0.9999999999999976,52.60789419688665,20.66856907571369,1,28
2,ridge_ls,8,8,1.9150047618675183e-13,57.05724716936646,20.66856907571369,1,28,30.758156524692705,0.8733460856508825,0.01612186230517882,8.02194647066534e-09,4.762170012375857e-10,0.04703364499808577,0.041528117456393704,0.9999999999999977,55.5851850770405,20.66856907571369,1,28
2,protected_ls,8,8,1.9150047618675183e-13,51.19195344750282,20.66856907571369,1,28,7.2788999214152685,0.8974724230292301,0.014979083593338827,9.9667770543331e-09,3.87710808837511e-10,0.042840528814196574,0.0380806044989065,1.1253284112690622,59.46874454930662,20.66856907571369,1,28
2,tp_uic_stage1,8,8,1.9150047618675183e-13,51.21620158105649,20.66856907571369,1,28,7.279878966427848,0.8974780878713624,0.014980487222413753,9.978213353377646e-09,3.8782713570444945e-10,0.042844932090990204,0.038084030527323114,1.1128395230957413,59.450983511185555,20.66856907571369,1,28
