method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_FA,P_FA_ci95_low,P_FA_ci95_high,P_FA_ci95_half_width,P_FA_overall,P_FA_overall_ci95_low,P_FA_overall_ci95_high,P_FA_overall_ci95_half_width,B_mean_bits,B_std_bits,T_mean_ms,T_std_ms,selected_links_mean,selected_links_std,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,fine_eval_full_mean,fine_eval_c2f_mean,belief_capture_rate_mean,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,paired_proposed_delta_P_D,paired_proposed_delta_ci95_low,paired_proposed_delta_ci95_high,paired_reference_method,paired_reference_delta_P_D,paired_reference_delta_ci95_low,paired_reference_delta_ci95_high,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms
proposed_c2f_adaptive_pd,1.0,0.9286499658256813,1.0,0.035675017087159366,0.043333333333333335,0.03414325410175927,0.05485654481323284,0.010356645355736785,0.043333333333333335,0.03414325410175927,0.05485654481323284,0.010356645355736785,7168.0,1241.0060434985803,11.946666666666669,2.0683434058309675,11.2,1.9390719429665315,1.0,1.0,548.2,0.5144993412384717,2.291910713061964,0.805615588715804,0.9192243864344978,0.9999087430679889,0.9991001665154557,0.999898554400325,0.2435004989301349,1.0,1.0,139327.7236622823,1399.7287788502724,33.0238993841948,122362.972960516,548.2,112.0,1.0,1.0,336.7599564296764,1.0,1.0,1.0,1.0,,,,proposed_c2f_adaptive_pd,0.0,0.0,0.0,0.13950892857142858,0.08370535714285712,19437.46144842108,11662.476869052647
exact_marginal_greedy,1.0,0.9286499658256813,1.0,0.035675017087159366,0.046,0.03650856743661229,0.05781094068179592,0.010651186622591818,0.046,0.03650856743661229,0.05781094068179592,0.010651186622591818,7168.0,1241.0060434985803,11.946666666666669,2.0683434058309675,11.2,1.9390719429665315,1.0,1.0,548.2,0.5144993412384717,2.2882485781212507,0.7688794170189065,0.9107894841406081,0.9983802823687904,0.9853764362519157,0.9971312412169173,0.26924624068344427,1.0,1.0,742.6286402164353,144.21502042056193,31.61121569777623,1426.7075913757708,0.0,0.0,1.0,1.0,194.54468383626326,1.0,1.0,1.0,1.0,,,,proposed_c2f_adaptive_pd,0.0,0.0,0.0,0.13950892857142858,0.08370535714285712,103.6033259230518,62.16199555383107
sense_sinr,1.0,0.9286499658256813,1.0,0.035675017087159366,0.04666666666666667,0.037101423784208984,0.05854801163505326,0.010723293925422137,0.04666666666666667,0.037101423784208984,0.05854801163505326,0.010723293925422137,7168.0,1241.0060434985803,11.946666666666669,2.0683434058309675,11.2,1.9390719429665315,1.0,1.0,548.2,0.5144993412384717,2.5456624258273615,0.7885551603392548,1.059480701488132,0.9981831735200923,0.985378142495863,0.995691963848292,0.9622492326454667,1.0,1.0,103700.53613984835,1392.8678521853162,31.61121569777623,122362.972960516,0.0,0.0,1.0,1.0,329.52932906655116,1.0,1.0,1.0,1.0,,,,proposed_c2f_adaptive_pd,0.0,0.0,0.0,0.13950892857142858,0.08370535714285712,14467.15068915295,8680.290413491768
