scene,error_radius_m,normalized_error,receiver_count,retention_mean_over_subsets,retention_sd_over_subsets,minimum_uav_separation_m
3,50.0,0.3333333333333333,1,0.7628920049443094,0.15394859394658658,134.9794885833758
3,50.0,0.3333333333333333,2,0.7408241505085684,0.13516717681903276,134.9794885833758
3,50.0,0.3333333333333333,3,0.7309067709491526,0.11047198781827966,134.9794885833758
3,50.0,0.3333333333333333,4,0.7251778473358977,0.08483440449923227,134.9794885833758
3,50.0,0.3333333333333333,5,0.7214024990036948,0.05662966553460541,134.9794885833758
3,50.0,0.3333333333333333,6,0.7186924979773704,0.0,134.9794885833758
3,150.0,1.0,1,0.11800904102750483,0.09554357195362585,134.9794885833758
3,150.0,1.0,2,0.10927891876264832,0.06856954348556277,134.9794885833758
3,150.0,1.0,3,0.10524478291242396,0.05059169247623807,134.9794885833758
3,150.0,1.0,4,0.10302594117458758,0.03693929996240196,134.9794885833758
3,150.0,1.0,5,0.10161396660651319,0.024046503890342755,134.9794885833758
3,150.0,1.0,6,0.1006070391995817,0.0,134.9794885833758
3,250.0,1.6666666666666667,1,0.04746883892942618,0.053169640061197405,134.9794885833758
3,250.0,1.6666666666666667,2,0.0518301816413551,0.045567573121971114,134.9794885833758
3,250.0,1.6666666666666667,3,0.05295528445738327,0.036559712416335224,134.9794885833758
3,250.0,1.6666666666666667,4,0.0532367474501847,0.027594584040707484,134.9794885833758
3,250.0,1.6666666666666667,5,0.05322352749976086,0.018126767834440404,134.9794885833758
3,250.0,1.6666666666666667,6,0.053098879967596456,0.0,134.9794885833758
3,400.0,2.6666666666666665,1,0.03801585675129009,0.0666703397343496,134.9794885833758
3,400.0,2.6666666666666665,2,0.046980850464055326,0.057165803649201964,134.9794885833758
3,400.0,2.6666666666666665,3,0.050214885795692846,0.04500858818086032,134.9794885833758
3,400.0,2.6666666666666665,4,0.05151605243874543,0.03340990690373947,134.9794885833758
3,400.0,2.6666666666666665,5,0.05204765220153703,0.021663065932893542,134.9794885833758
3,400.0,2.6666666666666665,6,0.05224224359130006,0.0,134.9794885833758
4,0.0,0.0,1,0.9999999999999991,1.1555567610933196e-15,125.01835104730385
4,0.0,0.0,2,0.9999999999999993,7.079939031228903e-16,125.01835104730385
4,0.0,0.0,3,0.9999999999999994,4.664258210240747e-16,125.01835104730385
4,0.0,0.0,4,0.9999999999999993,3.153241875629456e-16,125.01835104730385
4,0.0,0.0,5,0.9999999999999994,2.482534153247273e-16,125.01835104730385
4,0.0,0.0,6,0.9999999999999994,0.0,125.01835104730385
4,50.0,0.3333333333333333,1,0.8187283313405516,0.05723244332492345,125.01835104730385
4,50.0,0.3333333333333333,2,0.8101715227032981,0.045489038400976685,125.01835104730385
4,50.0,0.3333333333333333,3,0.8061291859926646,0.03549893813863777,125.01835104730385
4,50.0,0.3333333333333333,4,0.8037564627408768,0.026519928629648335,125.01835104730385
4,50.0,0.3333333333333333,5,0.8021934784297247,0.017370936808642,125.01835104730385
4,50.0,0.3333333333333333,6,0.8010855539461345,0.0,125.01835104730385
4,150.0,1.0,1,0.2296692268173898,0.13774231288569894,125.01835104730385
4,150.0,1.0,2,0.2140153547155292,0.09754015240351861,125.01835104730385
4,150.0,1.0,3,0.20688622842264937,0.07287809165080777,125.01835104730385
4,150.0,1.0,4,0.2027349841554487,0.05324942081493564,125.01835104730385
4,150.0,1.0,5,0.20000660737666875,0.03441358077388508,125.01835104730385
4,150.0,1.0,6,0.19807379834420916,0.0,125.01835104730385
4,250.0,1.6666666666666667,1,0.02773087280721138,0.027396585832906672,125.01835104730385
4,250.0,1.6666666666666667,2,0.02498520464632977,0.017291284527373614,125.01835104730385
4,250.0,1.6666666666666667,3,0.02385828917873211,0.012235153052582617,125.01835104730385
4,250.0,1.6666666666666667,4,0.023230110556906085,0.008670905441637592,125.01835104730385
4,250.0,1.6666666666666667,5,0.022826783549796174,0.005495679943641405,125.01835104730385
4,250.0,1.6666666666666667,6,0.022545163036975825,0.0,125.01835104730385
4,400.0,2.6666666666666665,1,0.0013279515333678021,0.000911799985338996,125.01835104730385
4,400.0,2.6666666666666665,2,0.0012545967706721894,0.0006424952711755419,125.01835104730385
4,400.0,2.6666666666666665,3,0.0012166618860124778,0.00047620177738755845,125.01835104730385
4,400.0,2.6666666666666665,4,0.0011937128005253062,0.00034591294589761266,125.01835104730385
4,400.0,2.6666666666666665,5,0.0011783629587663426,0.00022265373645139218,125.01835104730385
4,400.0,2.6666666666666665,6,0.0011673797707852929,0.0,125.01835104730385
5,0.0,0.0,1,0.9999999999999994,4.881615836846586e-16,77.0214219020715
5,0.0,0.0,2,0.9999999999999996,3.0874049412768256e-16,77.0214219020715
5,0.0,0.0,3,0.9999999999999997,3.020133145511626e-16,77.0214219020715
5,0.0,0.0,4,0.9999999999999997,2.4492100359336497e-16,77.0214219020715
5,0.0,0.0,5,0.9999999999999994,1.5700924586837752e-16,77.0214219020715
5,0.0,0.0,6,0.9999999999999994,0.0,77.0214219020715
