scene_id,nominal_10_h0,perfect_10_h0,nominal_30_h0,perfect_30_h0,nominal_50_h0,perfect_50_h0
121,7.89526241133577,8.3613527271097,8.017921317893496,8.361352727109754,8.313102875267534,8.361352727109175
122,5.654046184304144,5.73405957403593,5.982529980135965,5.73405957403596,5.876253285213322,5.73405957403595
123,4.426362103718285,4.456005921174177,4.346173147306666,4.456005921174179,4.36316443985353,4.456005921174121
124,8.177567691123249,7.958208110561868,9.121169850352098,7.958208110561778,9.811511273109115,7.958208110561117
125,5.935552059568387,6.024900029580569,5.65847818257489,6.0249000295805715,5.753399194408826,6.024900029580634
126,10.744584350701562,11.09182230028627,10.704029298475357,11.091822300286264,10.950209867286986,11.091822300286237
127,12.024117605310076,11.999723657581596,12.018508941272412,11.999723657581608,12.12957158670188,11.999723657582807
128,7.799368286182029,5.828674025162577,7.961572110452351,5.828674025162584,7.491539766179765,5.828674025162804
129,3.3891031934518163,3.7087151216775593,3.4154819805774865,3.7087151216775798,3.59030591740421,3.70871512167777
130,6.443949180520305,6.377966229216365,6.319727490082592,6.377966229216378,6.318101465974732,6.377966229216454
131,10.92207880051532,10.715369379630772,10.993904781035267,10.715369379630769,10.995801479801276,10.71536937963044
132,3.0084998922818826,2.944581463750737,3.0719520104929274,2.944581463750746,3.2768884323410474,2.944581463750853
133,4.323341912651038,5.609671747616755,3.919564988139104,5.609671747616625,3.6574362357146173,5.60967174761616
134,9.978571386112192,8.209690730642633,8.209101863273947,8.209690730642674,7.370436015802451,8.20969073064131
135,8.310435652250261,6.005244461664535,8.839735534112695,6.005244461664622,8.864809496949636,6.005244461665092
136,4.6094533107972175,4.755558935774766,4.2501755324921415,4.755558935774758,4.188085423250579,4.75555893577459
137,2.7371128987147952,2.4623388305679415,2.6184800736752236,2.4623388305679392,2.8043198848083133,2.4623388305680733
138,10.931215585776993,10.144963751124799,11.387348864394841,10.144963751124767,11.500874321887403,10.14496375112483
139,10.083877821500614,10.026795027077544,10.185508918870955,10.026795027077533,10.392638836175156,10.026795027077338
140,5.365126828825936,6.373252336854163,5.960761788513433,6.373252336854115,5.911952756149326,6.3732523368538105
141,7.167067879927274,7.090368863025369,7.186899985865077,7.090368863025377,7.575570770568033,7.09036886302517
142,5.508679559652291,5.589091246062377,5.170819650096492,5.589091246062374,5.344083330424288,5.589091246062273
143,5.59941455384676,4.952174068765045,5.787985499909623,4.952174068765026,5.821259700873876,4.952174068764894
144,8.195859872323567,7.609373141235492,9.33408811474514,7.609373141235491,9.323405197713857,7.609373141235889
145,16.112132361389584,6.570473097293643,15.255894566342011,6.570473097293645,14.131065331662626,6.570473097293222
146,5.362317737359522,6.12949697733242,5.545175232141943,6.129496977332408,5.257069761237025,6.129496977332214
147,6.685669569185617,6.849666862802633,7.091691041710017,6.849666862802655,7.235299857677803,6.849666862802038
148,4.0709654119028835,3.7581012690483835,4.1918200868170485,3.758101269048385,4.545661476783362,3.758101269048553
149,7.162982220932028,7.365676631143135,7.073426670106913,7.365676631143117,7.078775337614927,7.365676631143186
150,9.343274516994297,9.057473053865369,9.319332537919319,9.057473053865346,9.319272116307186,9.057473053865928
151,7.286470836770685,6.936338790232462,5.7212984022637805,6.93633879023273,4.728932216460098,6.936338790231741
152,7.375577917221458,6.010259376293975,6.251579491365417,6.0102593762939955,7.116651177531423,6.0102593762939325
153,4.265582040460365,5.473587212901554,3.1983808669606155,5.473587212901588,3.293998649983809,5.47358721290139
154,9.555133438899452,9.435439693960062,10.143445586740443,9.435439693960047,10.30145649502281,9.43543969395996
155,4.679838870663456,4.361219441012237,5.946818618300571,4.361219441012182,6.545178651946403,4.361219441011648
156,6.806748498174388,6.730842494837277,6.788742032915581,6.73084249483736,6.812210002740245,6.7308424948370345
157,9.06035502114279,11.649525569421787,9.201233109099919,11.649525569421765,10.340855056507486,11.649525569421217
158,6.997436140596765,7.321100663363613,8.454326922542293,7.32110066336356,9.996621015361674,7.321100663363459
159,4.6745878000028185,4.5394340121347625,3.9316355078016434,4.5394340121347705,3.530631053706128,4.539434012134728
160,6.353662540333157,6.44717217751153,7.428079264702241,6.447172177511532,7.451335204366679,6.447172177511537
161,7.058236613876796,7.139932756331916,6.990749938656039,7.139932756331875,6.893756540819669,7.139932756332259
162,3.964027763754305,6.368704492461809,3.732155886988589,6.36870449246189,4.066364850614109,6.368704492461903
163,5.033294964353724,4.083838544921989,6.4934952411123685,4.0838385449220755,7.145569688513081,4.083838544921135
164,6.900509552381423,6.85910166970506,7.027090839619097,6.859101669705058,7.046183688043729,6.8591016697051055
165,9.202968387863885,9.103090780787417,8.711549902886373,9.103090780787463,8.374868134533113,9.103090780787278
166,4.955269903089727,4.619649181279642,5.01705882234778,4.619649181279646,5.024380738256498,4.619649181279568
167,5.345415452411255,5.362782488489299,5.221258376451981,5.362782488489314,5.234009735139289,5.362782488489194
168,6.056509431360466,6.183962687107864,6.64676441167539,6.183962687107984,9.00861698745365,6.183962687107865
169,4.59612692444266,6.149333795123984,3.602462487451558,6.149333795123975,3.9627754379897495,6.14933379512394
170,4.249815321829801,4.7274197861481495,4.047996078612652,4.7274197861481415,4.091631924846318,4.727419786147808
171,9.48892497961357,9.182058345868684,9.17077795875057,9.182058345868747,9.198667623313534,9.182058345868468
172,11.894489512350676,12.14923888602372,12.021903216020284,12.1492388860238,11.609649677254222,12.149238886022852
173,7.474339420639849,7.533968972653198,7.363239663966173,7.5339689726531915,7.393987650293108,7.533968972653229
174,6.729641272199654,7.543956625404338,6.382688633886483,7.543956625404393,5.983362525325967,7.543956625404171
175,6.658674219532309,6.618472087677214,6.994368172490732,6.618472087677223,6.864102627808989,6.618472087677766
176,4.667572801808232,5.91534534006131,4.482677825393372,5.915345340061312,4.471718877976233,5.9153453400614975
177,5.973055180698807,6.482789267622875,5.583625336552876,6.482789267622889,6.298818869192811,6.482789267622927
178,8.537672281295832,6.243397022446028,10.484794816158832,6.243397022445992,11.0663248593995,6.24339702244582
