method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_D_cluster_ci95_low,P_D_cluster_ci95_high,P_D_cluster_ci95_half_width,P_FA,P_FA_ci95_low,P_FA_ci95_high,P_FA_ci95_half_width,P_FA_overall,P_FA_overall_ci95_low,P_FA_overall_ci95_high,P_FA_overall_ci95_half_width,B_mean_bits,B_std_bits,T_mean_ms,T_std_ms,selected_links_mean,selected_links_std,selected_observations_mean,selected_observations_std,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,fine_eval_full_mean,fine_eval_c2f_mean,belief_capture_rate_mean,selector_score_evaluations_mean,coordination_messages_mean,bid_rounds_mean,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,paired_proposed_delta_P_D,paired_proposed_delta_ci95_low,paired_proposed_delta_ci95_high,paired_reference_method,paired_reference_delta_P_D,paired_reference_delta_ci95_low,paired_reference_delta_ci95_high,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms
proposed_c2f_adaptive_pd,0.945,0.9290912862059457,0.9575027740521667,0.01420574392311047,0.9300000000000002,0.9590000000000002,0.014500000000000013,0.04954864593781344,0.047146574136028484,0.05206641360674274,0.0024599197353571273,0.0494,0.047004960878594994,0.05191042600972933,0.0024527325655671686,1030.4,1151.6266061532272,1.7173333333333336,1.9193776769220454,1.61,1.7994165721144173,14.75,4.332147273581543,1.0,1.0,865.48,0.5314911618169282,3.192660212479692,2.586445134945301,2.7041080037236305,0.9961188097095018,0.9952951627472936,0.9955243424802573,2.062326320722846,1.0,1.0,5791.4120113274375,146.2066057307884,16.11064502541288,3202.978980799417,865.48,71.19,0.9973216783216783,15795.34,15795.34,0.0,0.49,1065.482407300152,0.9,0.945,0.91,0.99,,,,proposed_c2f_adaptive_pd,0.0,0.0,0.0,0.9171195652173912,0.5502717391304347,5620.547371241691,3372.3284227450135
proposed_c2f_adaptive_pd_calibrated,0.947,0.9313250610861062,0.9592536915776607,0.013964315245777237,0.9320000000000002,0.9610000000000002,0.014500000000000013,0.05065195586760281,0.04822396687633748,0.05319535734713503,0.002485695235398773,0.0505,0.04807911530165476,0.05303598990540645,0.0024784373018758438,1030.4,1151.6266061532272,1.7173333333333336,1.9193776769220454,1.61,1.7994165721144173,14.75,4.332147273581543,1.0,1.0,865.48,0.5314911618169282,3.192660212479692,2.586445134945301,2.7041080037236305,0.9961188097095018,0.9952951627472936,0.9955243424802573,2.062326320722846,1.0,1.0,5791.4120113274375,146.2066057307884,16.11064502541288,3202.978980799417,865.48,71.19,0.9973216783216783,15795.34,15795.34,0.0,0.49,1065.482407300152,0.9,0.9469999999999998,0.91,0.99,,,,proposed_c2f_adaptive_pd,-0.002,-0.0047578237650712785,0.0007578237650712788,0.9190605590062112,0.5514363354037266,5620.547371241691,3372.3284227450135
