method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_D_cluster_ci95_low,P_D_cluster_ci95_high,P_D_cluster_ci95_half_width,P_FA,P_FA_ci95_low,P_FA_ci95_high,P_FA_ci95_half_width,P_FA_cluster_ci95_low,P_FA_cluster_ci95_high,P_FA_cluster_ci95_half_width,P_FA_overall,P_FA_overall_ci95_low,P_FA_overall_ci95_high,P_FA_overall_ci95_half_width,B_mean_bits,B_std_bits,T_mean_ms,T_std_ms,selected_links_mean,selected_links_std,selected_observations_mean,selected_observations_std,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,fine_eval_full_mean,fine_eval_c2f_mean,belief_capture_rate_mean,selector_score_evaluations_mean,coordination_messages_mean,bid_rounds_mean,detection_runtime_mean_ms,detection_runtime_p90_ms,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,paired_proposed_delta_P_D,paired_proposed_delta_ci95_low,paired_proposed_delta_ci95_high,paired_reference_method,paired_reference_delta_P_D,paired_reference_delta_ci95_low,paired_reference_delta_ci95_high,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms
proposed_c2f_adaptive_pd,0.946,0.9352119338168585,0.955077997283484,0.009933031733312725,0.9355000000000001,0.9560000000000001,0.010249999999999981,0.048752720575924995,0.04705449873638413,0.05050898360291347,0.001727242433264671,0.0470425925925926,0.050461157407407406,0.0017092824074074024,0.04853333333333333,0.046842568846989764,0.05028190592997183,0.0017196685414910332,1052.8,1171.2131146806714,1.7546666666666673,1.9520218578011195,1.645,1.8300204916885494,14.54,4.28583714109624,1.0,1.0,853.65,0.5290964551576377,3.4055856347942366,2.597997707415105,2.738362651546865,0.9969155968798837,0.995401404777515,0.9957488340102516,2.3823218548043,1.0,1.0,27614.149455884402,139.35036012409722,15.295688699317385,3473.349135145468,853.65,71.255,0.9962062937062938,15452.59,15452.59,0.0,7.135402001149487,10.25092999334447,0.515,2295.1286747757763,0.905,0.9460000000000001,0.91,0.97,,,,proposed_c2f_adaptive_pd,0.0,0.0,0.0,0.8985562310030395,0.5391337386018235,26229.24530384157,15737.547182304936
proposed_c2f_adaptive_pd_calibrated,0.947,0.936296403548334,0.9559896933168074,0.0098466448842367,0.937,0.9570000000000001,0.010000000000000009,0.04960656286623137,0.04789401358274709,0.05137704351263316,0.0017415149649430348,0.047905555555555555,0.051324120370370374,0.0017092824074074094,0.049383333333333335,0.04767830079708171,0.051146065141515124,0.0017338821722167053,1052.8,1171.2131146806714,1.7546666666666673,1.9520218578011195,1.645,1.8300204916885494,14.54,4.28583714109624,1.0,1.0,853.65,0.5290964551576377,3.4055856347942366,2.597997707415105,2.738362651546865,0.9969155968798837,0.995401404777515,0.9957488340102516,2.3823218548043,1.0,1.0,27614.149455884402,139.35036012409722,15.295688699317385,3473.349135145468,853.65,71.255,0.9962062937062938,15452.59,15452.59,0.0,17.14859700121451,24.351919977925714,0.515,2295.1286747757763,0.905,0.9469999999999998,0.91,0.97,,,,proposed_c2f_adaptive_pd,-0.001,-0.002382442671033221,0.00038244267103322094,0.8995060790273556,0.5397036474164132,26229.24530384157,15737.547182304936
