block,area_m,rcs_m2,trial,model,gate,rho,p_default,active_frac,sense_sinr_db,echo_db,field_db,near_far_db,residual_db
B,400.0,0.2,7,active_set,True,0.8,1.0,0.5,-6.970850730022333,-131.9084347098211,-85.39333795838347,46.515096751437625,-125.24552701163006
A,600.0,0.05,0,active_set,False,0.2,1.0,1.0,-24.16669699174086,-148.45609994049204,-84.57131278382192,63.88478715667012,-124.44863462683968
A,600.0,0.05,0,active_set,False,0.4,1.0,1.0,-21.156397035101048,-145.44579998385223,-84.57131278382192,60.874487200030316,-124.44863462683968
A,600.0,0.05,0,active_set,False,0.6,1.0,1.0,-19.395484444544234,-143.6848873932954,-84.57131278382192,59.1135746094735,-124.44863462683968
A,600.0,0.05,0,active_set,False,0.8,1.0,1.0,-18.146097078461235,-142.4355000272124,-84.57131278382192,57.864187243390504,-124.44863462683968
A,600.0,0.05,0,active_set,False,0.95,1.0,1.0,-17.399760895492193,-141.68916384424338,-84.57131278382192,57.11785106042146,-124.44863462683968
A,600.0,0.05,0,active_set,False,0.2,2.0,1.0,-23.944834525277088,-145.44579998385223,-81.56101282718211,63.88478715667012,-121.43833467019986
A,600.0,0.05,0,active_set,False,0.4,2.0,1.0,-20.934534568637275,-142.4355000272124,-81.56101282718211,60.874487200030316,-121.43833467019986
A,600.0,0.05,0,active_set,False,0.6,2.0,1.0,-19.173621978080465,-140.6745874366556,-81.56101282718211,59.1135746094735,-121.43833467019986
A,600.0,0.05,0,active_set,False,0.8,2.0,1.0,-17.924234611997466,-139.4252000705726,-81.56101282718211,57.864187243390504,-121.43833467019986
A,600.0,0.05,0,active_set,False,0.95,2.0,1.0,-17.177898429028424,-138.67886388760357,-81.56101282718211,57.11785106042146,-121.43833467019986
A,600.0,0.05,0,orthogonal,False,0.2,1.0,1.0,-19.05357164570806,-148.45609994049204,-91.56101282718211,56.895087113309934,-130.97959239149927
A,600.0,0.05,0,orthogonal,False,0.4,1.0,1.0,-17.985620004870782,-145.44579998385223,-88.5507128705423,56.895087113309934,-128.2502800570631
A,600.0,0.05,0,orthogonal,False,0.6,1.0,1.0,-17.549878113072314,-143.6848873932954,-86.78980027998549,56.895087113309934,-126.58722055329619
A,600.0,0.05,0,orthogonal,False,0.8,1.0,1.0,-17.317919183209945,-142.4355000272124,-85.54041291390249,56.895087113309934,-125.38759913695895
A,600.0,0.05,0,orthogonal,False,0.95,1.0,1.0,-17.203348383268747,-141.68916384424338,-84.79407673093345,56.895087113309934,-124.66503683202795
A,600.0,0.05,0,orthogonal,False,0.2,2.0,1.0,-18.225334483396725,-145.44579998385223,-88.5507128705423,56.895087113309934,-127.96929243485947
A,600.0,0.05,0,orthogonal,False,0.4,2.0,1.0,-17.47226548484646,-142.4355000272124,-85.54041291390249,56.895087113309934,-125.23998010042327
A,600.0,0.05,0,orthogonal,False,0.6,2.0,1.0,-17.179574920916487,-140.6745874366556,-83.77950032334567,56.895087113309934,-123.57692059665638
A,600.0,0.05,0,orthogonal,False,0.8,2.0,1.0,-17.03406463487748,-139.4252000705726,-82.53011295726267,56.895087113309934,-122.37729918031914
A,600.0,0.05,0,orthogonal,False,0.95,2.0,1.0,-16.972962482135788,-138.67886388760357,-81.78377677429364,56.895087113309934,-121.65473687538814
B,600.0,0.05,0,active_set,False,0.8,1.0,1.0,-18.146097078461235,-142.4355000272124,-84.57131278382192,57.864187243390504,-124.44863462683968
B,600.0,0.05,0,active_set,True,0.8,1.0,1.0,-18.146097078461235,-142.4355000272124,-84.57131278382192,57.864187243390504,-124.44863462683968
B,600.0,0.05,0,active_set,True,0.8,1.0,0.5,-15.67015895834064,-142.4355000272124,-88.23620855227497,54.19929147493745,-127.95610118894794
A,600.0,0.05,1,active_set,False,0.2,1.0,1.0,-25.311122992279643,-147.01043791611212,-82.68933899759963,64.32109891851249,-122.60940794561348
A,600.0,0.05,1,active_set,False,0.4,1.0,1.0,-22.30082303563983,-144.0001379594723,-82.68933899759963,61.31079896187267,-122.60940794561348
A,600.0,0.05,1,active_set,False,0.6,1.0,1.0,-20.539910445083024,-142.2392253689155,-82.68933899759963,59.54988637131586,-122.60940794561348
A,600.0,0.05,1,active_set,False,0.8,1.0,1.0,-19.290523079000018,-140.9898380028325,-82.68933899759963,58.30049900523286,-122.60940794561348
A,600.0,0.05,1,active_set,False,0.95,1.0,1.0,-18.54418689603098,-140.24350181986344,-82.68933899759963,57.55416282226382,-122.60940794561348
A,600.0,0.05,1,active_set,False,0.2,2.0,1.0,-25.122251801245543,-144.0001379594723,-79.67903904095982,64.32109891851249,-119.59910798897367
A,600.0,0.05,1,active_set,False,0.4,2.0,1.0,-22.11195184460573,-140.9898380028325,-79.67903904095982,61.31079896187267,-119.59910798897367
A,600.0,0.05,1,active_set,False,0.6,2.0,1.0,-20.351039254048917,-139.2289254122757,-79.67903904095982,59.54988637131586,-119.59910798897367
A,600.0,0.05,1,active_set,False,0.8,2.0,1.0,-19.101651887965918,-137.9795380461927,-79.67903904095982,58.30049900523286,-119.59910798897367
A,600.0,0.05,1,active_set,False,0.95,2.0,1.0,-18.355315704996876,-137.23320186322363,-79.67903904095982,57.55416282226382,-119.59910798897367
A,600.0,0.05,1,orthogonal,False,0.2,1.0,1.0,-19.68952217894179,-147.01043791611212,-89.67903904095982,57.331398875152296,-129.29332981214412
A,600.0,0.05,1,orthogonal,False,0.4,1.0,1.0,-18.92691478406449,-144.0001379594723,-86.66873908432001,57.331398875152296,-126.47160388535035
A,600.0,0.05,1,orthogonal,False,0.6,1.0,1.0,-18.63279036529095,-142.2392253689155,-84.9078264937632,57.331398875152296,-124.77541383487801
A,600.0,0.05,1,orthogonal,False,0.8,1.0,1.0,-18.4444948300026,-140.9898380028325,-83.6584391276802,57.331398875152296,-123.55875307768655
A,600.0,0.05,1,orthogonal,False,0.95,1.0,1.0,-18.353210409770814,-140.24350181986344,-82.91210294471115,57.331398875152296,-122.82800547157471
A,600.0,0.05,1,orthogonal,False,0.2,2.0,1.0,-19.109914783188874,-144.0001379594723,-86.66873908432001,57.331398875152296,-126.28302985550432
A,600.0,0.05,1,orthogonal,False,0.4,2.0,1.0,-18.554279601639205,-140.9898380028325,-83.6584391276802,57.331398875152296,-123.46130392871054
A,600.0,0.05,1,orthogonal,False,0.6,2.0,1.0,-18.32544682880114,-139.2289254122757,-81.89752653712338,57.331398875152296,-121.7651138782382
A,600.0,0.05,1,orthogonal,False,0.8,2.0,1.0,-18.196544319292517,-137.9795380461927,-80.64813917104038,57.331398875152296,-120.54845312104673
A,600.0,0.05,1,orthogonal,False,0.95,2.0,1.0,-18.148215632246607,-137.23320186322363,-79.90180298807134,57.331398875152296,-119.8177055149349
B,600.0,0.05,1,active_set,False,0.8,1.0,1.0,-19.290523079000018,-140.9898380028325,-82.68933899759963,58.30049900523286,-122.60940794561348
B,600.0,0.05,1,active_set,True,0.8,1.0,1.0,-19.290523079000018,-140.9898380028325,-82.68933899759963,58.30049900523286,-122.60940794561348
B,600.0,0.05,1,active_set,True,0.8,1.0,0.5,-15.482698879839438,-140.9898380028325,-87.70797464709965,53.281863355732845,-127.45904543392055
A,600.0,0.05,2,active_set,False,0.2,1.0,1.0,-22.529040573407762,-146.60997618623202,-84.7087747305238,61.901201455708225,-124.58220842581859
A,600.0,0.05,2,active_set,False,0.4,1.0,1.0,-19.51874061676795,-143.5996762295922,-84.7087747305238,58.89090149906841,-124.58220842581859
A,600.0,0.05,2,active_set,False,0.6,1.0,1.0,-17.757828026211136,-141.8387636390354,-84.7087747305238,57.1299889085116,-124.58220842581859
A,600.0,0.05,2,active_set,False,0.8,1.0,1.0,-16.508440660128137,-140.5893762729524,-84.7087747305238,55.8806015424286,-124.58220842581859
A,600.0,0.05,2,active_set,False,0.95,1.0,1.0,-15.762104477159099,-139.84304008998333,-84.7087747305238,55.13426535945955,-124.58220842581859
A,600.0,0.05,2,active_set,False,0.2,2.0,1.0,-22.281528676303644,-143.5996762295922,-81.69847477388399,61.901201455708225,-121.57190846917878
A,600.0,0.05,2,active_set,False,0.4,2.0,1.0,-19.271228719663835,-140.5893762729524,-81.69847477388399,58.89090149906841,-121.57190846917878
A,600.0,0.05,2,active_set,False,0.6,2.0,1.0,-17.510316129107025,-138.82846368239558,-81.69847477388399,57.1299889085116,-121.57190846917878
A,600.0,0.05,2,active_set,False,0.8,2.0,1.0,-16.260928763024026,-137.57907631631258,-81.69847477388399,55.8806015424286,-121.57190846917878
A,600.0,0.05,2,active_set,False,0.95,2.0,1.0,-15.514592580054982,-136.83274013334352,-81.69847477388399,55.13426535945955,-121.57190846917878
A,600.0,0.05,2,orthogonal,False,0.2,1.0,1.0,-17.550773792764346,-146.60997618623202,-91.69847477388399,54.91150141234804,-131.09958970652542
A,600.0,0.05,2,orthogonal,False,0.4,1.0,1.0,-16.41138250379442,-143.5996762295922,-88.68817481724417,54.91150141234804,-128.37841729229126
A,600.0,0.05,2,orthogonal,False,0.6,1.0,1.0,-15.961396701634909,-141.8387636390354,-86.92726222668736,54.91150141234804,-126.71832219828948
A,600.0,0.05,2,orthogonal,False,0.8,1.0,1.0,-15.691630558865292,-140.5893762729524,-85.67787486060436,54.91150141234804,-125.52023502824366
A,600.0,0.05,2,orthogonal,False,0.95,1.0,1.0,-15.567540917321592,-139.84304008998333,-84.93153867763532,54.91150141234803,-124.79841207599893
A,600.0,0.05,2,orthogonal,False,0.2,2.0,1.0,-16.700539099324352,-143.5996762295922,-88.68817481724417,54.91150141234804,-128.0892897498856
A,600.0,0.05,2,orthogonal,False,0.4,2.0,1.0,-15.869241029132159,-140.5893762729524,-85.67787486060436,54.91150141234804,-125.36811733565145
A,600.0,0.05,2,orthogonal,False,0.6,2.0,1.0,-15.543295160415042,-138.82846368239558,-83.91696227004755,54.91150141234804,-123.70802224164967
A,600.0,0.05,2,orthogonal,False,0.8,2.0,1.0,-15.400914722123291,-137.57907631631258,-82.66757490396455,54.91150141234804,-122.50993507160386
A,600.0,0.05,2,orthogonal,False,0.95,2.0,1.0,-15.309583420536283,-136.83274013334352,-81.9212387209955,54.91150141234803,-121.78811211935911
B,600.0,0.05,2,active_set,False,0.8,1.0,1.0,-16.508440660128137,-140.5893762729524,-84.7087747305238,55.8806015424286,-124.58220842581859
B,600.0,0.05,2,active_set,True,0.8,1.0,1.0,-16.508440660128137,-140.5893762729524,-84.7087747305238,55.8806015424286,-124.58220842581859
B,600.0,0.05,2,active_set,True,0.8,1.0,0.5,-13.468215801370484,-140.5893762729524,-88.70744974187558,51.88192653107683,-128.39636258315176
A,600.0,0.05,3,active_set,False,0.2,1.0,1.0,-22.94584791115243,-146.8071820919335,-84.87829216295238,61.92888992898113,-124.74676347266333
A,600.0,0.05,3,active_set,False,0.4,1.0,1.0,-19.93554795451262,-143.79688213529369,-84.87829216295238,58.918589972341316,-124.74676347266333
A,600.0,0.05,3,active_set,False,0.6,1.0,1.0,-18.174635363955808,-142.03596954473687,-84.87829216295238,57.1576773817845,-124.74676347266333
A,600.0,0.05,3,active_set,False,0.8,1.0,1.0,-16.92524799787281,-140.78658217865387,-84.87829216295238,55.9082900157015,-124.74676347266333
A,600.0,0.05,3,active_set,False,0.95,1.0,1.0,-16.178911814903767,-140.04024599568484,-84.87829216295238,55.161953832732465,-124.74676347266333
A,600.0,0.05,3,active_set,False,0.2,2.0,1.0,-22.696368964739516,-143.79688213529369,-81.86799220631256,61.92888992898113,-121.73646351602352
A,600.0,0.05,3,active_set,False,0.4,2.0,1.0,-19.686069008099707,-140.78658217865387,-81.86799220631256,58.918589972341316,-121.73646351602352
A,600.0,0.05,3,active_set,False,0.6,2.0,1.0,-17.925156417542894,-139.02566958809706,-81.86799220631256,57.1576773817845,-121.73646351602352
A,600.0,0.05,3,active_set,False,0.8,2.0,1.0,-16.675769051459895,-137.77628222201406,-81.86799220631256,55.9082900157015,-121.73646351602352
A,600.0,0.05,3,active_set,False,0.95,2.0,1.0,-15.929432868490853,-137.02994603904503,-81.86799220631256,55.161953832732465,-121.73646351602352
A,600.0,0.05,3,orthogonal,False,0.2,1.0,1.0,-17.732096558434147,-146.8071820919335,-91.86799220631256,54.93918988562094,-131.24689625923776
A,600.0,0.05,3,orthogonal,False,0.4,1.0,1.0,-16.762996995151198,-143.79688213529369,-88.85769224967275,54.93918988562094,-128.53605065483433
A,600.0,0.05,3,orthogonal,False,0.6,1.0,1.0,-16.35275962169728,-142.03596954473687,-87.09677965911594,54.93918988562094,-126.87972732426799
A,600.0,0.05,3,orthogonal,False,0.8,1.0,1.0,-16.115175064711092,-140.78658217865387,-85.84739229303294,54.93918988562094,-125.6835945500982
A,600.0,0.05,3,orthogonal,False,0.95,1.0,1.0,-16.000201488245875,-140.04024599568484,-85.1010561100639,54.93918988562094,-124.96271398126011
A,600.0,0.05,3,orthogonal,False,0.2,2.0,1.0,-17.02197716139258,-143.79688213529369,-88.85769224967275,54.93918988562094,-128.23659630259795
A,600.0,0.05,3,orthogonal,False,0.4,2.0,1.0,-16.26037267854601,-140.78658217865387,-85.84739229303294,54.93918988562094,-125.52575069819451
A,600.0,0.05,3,orthogonal,False,0.6,2.0,1.0,-15.959440225154202,-139.02566958809706,-84.08647970247613,54.93918988562094,-123.86942736762818
A,600.0,0.05,3,orthogonal,False,0.8,2.0,1.0,-15.789522599739659,-137.77628222201406,-82.83709233639313,54.93918988562094,-122.6732945934584
A,600.0,0.05,3,orthogonal,False,0.95,2.0,1.0,-15.726515140685958,-137.02994603904503,-82.09075615342408,54.93918988562094,-121.95241402462031
B,600.0,0.05,3,active_set,False,0.8,1.0,1.0,-16.92524799787281,-140.78658217865387,-84.87829216295238,55.9082900157015,-124.74676347266333
B,600.0,0.05,3,active_set,True,0.8,1.0,1.0,-16.92524799787281,-140.78658217865387,-84.87829216295238,55.9082900157015,-124.74676347266333
B,600.0,0.05,3,active_set,True,0.8,1.0,0.5,-14.038608086981334,-140.78658217865387,-88.43393439782949,52.3526477808244,-128.1412097370114
A,600.0,0.05,4,active_set,False,0.2,1.0,1.0,-24.700907847054268,-148.17723843132774,-83.84218622929559,64.33505220203216,-123.73824318875904
A,600.0,0.05,4,active_set,False,0.4,1.0,1.0,-21.690607890414455,-145.16693847468792,-83.84218622929559,61.32475224539235,-123.73824318875904
A,600.0,0.05,4,active_set,False,0.6,1.0,1.0,-19.929695299857645,-143.4060258841311,-83.84218622929559,59.56383965483553,-123.73824318875904
A,600.0,0.05,4,active_set,False,0.8,1.0,1.0,-18.680307933774646,-142.1566385180481,-83.84218622929559,58.314452288752534,-123.73824318875904
A,600.0,0.05,4,active_set,False,0.95,1.0,1.0,-17.933971750805604,-141.41030233507908,-83.84218622929559,57.568116105783496,-123.73824318875904
A,600.0,0.05,4,active_set,False,0.2,2.0,1.0,-24.448705111909405,-145.16693847468792,-80.83188627265578,64.33505220203216,-120.72794323211923
A,600.0,0.05,4,active_set,False,0.4,2.0,1.0,-21.438405155269592,-142.1566385180481,-80.83188627265578,61.32475224539235,-120.72794323211923
A,600.0,0.05,4,active_set,False,0.6,2.0,1.0,-19.67749256471278,-140.39572592749133,-80.83188627265578,59.56383965483553,-120.72794323211923
A,600.0,0.05,4,active_set,False,0.8,2.0,1.0,-18.42810519862978,-139.14633856140833,-80.83188627265578,58.314452288752534,-120.72794323211923
A,600.0,0.05,4,active_set,False,0.95,2.0,1.0,-17.68176901566074,-138.40000237843927,-80.83188627265578,57.568116105783496,-120.72794323211923
A,600.0,0.05,4,orthogonal,False,0.2,1.0,1.0,-19.60935107201452,-148.17723843132774,-90.83188627265578,57.34535215867197,-130.33539469350336
A,600.0,0.05,4,orthogonal,False,0.4,1.0,1.0,-18.581547438729142,-145.16693847468792,-87.82158631601597,57.34535215867197,-127.5662494344594
A,600.0,0.05,4,orthogonal,False,0.6,1.0,1.0,-18.109132163001426,-143.4060258841311,-86.06067372545915,57.34535215867197,-125.88879217500512
A,600.0,0.05,4,orthogonal,False,0.8,1.0,1.0,-17.854820571356523,-142.1566385180481,-84.81128635937615,57.34535215867197,-124.68174167051697
A,600.0,0.05,4,orthogonal,False,0.95,1.0,1.0,-17.765738510560954,-141.41030233507908,-84.06495017640711,57.34535215867197,-123.95560475893751
A,600.0,0.05,4,orthogonal,False,0.2,2.0,1.0,-18.81331304859145,-145.16693847468792,-87.82158631601597,57.34535215867197,-127.32509473686356
A,600.0,0.05,4,orthogonal,False,0.4,2.0,1.0,-18.007708858684182,-142.1566385180481,-84.81128635937615,57.34535215867197,-124.55594947781958
A,600.0,0.05,4,orthogonal,False,0.6,2.0,1.0,-17.71722120230535,-140.39572592749133,-83.05037376881934,57.34535215867197,-122.87849221836531
A,600.0,0.05,4,orthogonal,False,0.8,2.0,1.0,-17.55109270900381,-139.14633856140833,-81.80098640273634,57.34535215867197,-121.67144171387716
A,600.0,0.05,4,orthogonal,False,0.95,2.0,1.0,-17.477198694012774,-138.40000237843927,-81.0546502197673,57.34535215867197,-120.9453048022977
B,600.0,0.05,4,active_set,False,0.8,1.0,1.0,-18.680307933774646,-142.1566385180481,-83.84218622929559,58.314452288752534,-123.73824318875904
B,600.0,0.05,4,active_set,True,0.8,1.0,1.0,-18.680307933774646,-142.1566385180481,-83.84218622929559,58.314452288752534,-123.73824318875904
B,600.0,0.05,4,active_set,True,0.8,1.0,0.5,-16.366380228180937,-142.1566385180481,-86.89442516340854,55.262213354639584,-126.68702198879716
A,600.0,0.05,5,active_set,False,0.2,1.0,1.0,-24.74921484494193,-148.8614657619451,-83.86146448358056,65.00000127836456,-123.75706453011551
A,600.0,0.05,5,active_set,False,0.4,1.0,1.0,-21.738914888302116,-145.8511658053053,-83.86146448358056,61.98970132172475,-123.75706453011551
A,600.0,0.05,5,active_set,False,0.6,1.0,1.0,-19.978002297745306,-144.09025321474851,-83.86146448358056,60.22878873116794,-123.75706453011551
A,600.0,0.05,5,active_set,False,0.8,1.0,1.0,-18.728614931662307,-142.8408658486655,-83.86146448358056,58.97940136508494,-123.75706453011551
A,600.0,0.05,5,active_set,False,0.95,1.0,1.0,-17.982278748693265,-142.09452966569646,-83.86146448358056,58.233065182115894,-123.75706453011551
A,600.0,0.05,5,active_set,False,0.2,2.0,1.0,-24.527428321529495,-145.8511658053053,-80.85116452694075,65.00000127836456,-120.7467645734757
A,600.0,0.05,5,active_set,False,0.4,2.0,1.0,-21.517128364889683,-142.8408658486655,-80.85116452694075,61.98970132172475,-120.7467645734757
A,600.0,0.05,5,active_set,False,0.6,2.0,1.0,-19.75621577433287,-141.0799532581087,-80.85116452694075,60.22878873116794,-120.7467645734757
A,600.0,0.05,5,active_set,False,0.8,2.0,1.0,-18.50682840824987,-139.8305658920257,-80.85116452694075,58.97940136508494,-120.7467645734757
A,600.0,0.05,5,active_set,False,0.95,2.0,1.0,-17.760492225280828,-139.08422970905664,-80.85116452694075,58.233065182115894,-120.7467645734757
A,600.0,0.05,5,orthogonal,False,0.2,1.0,1.0,-19.65406149112164,-148.8614657619451,-90.85116452694075,58.01030123500438,-130.3525862137406
A,600.0,0.05,5,orthogonal,False,0.4,1.0,1.0,-18.546533235180892,-145.8511658053053,-87.84086457030094,58.01030123500438,-127.58442462207334
A,600.0,0.05,5,orthogonal,False,0.6,1.0,1.0,-18.142484390137398,-144.09025321474851,-86.07995197974415,58.01030123500438,-125.90732075311882
A,600.0,0.05,5,orthogonal,False,0.8,1.0,1.0,-17.908611497426534,-142.8408658486655,-84.83056461366115,58.01030123500438,-124.70045214785969
A,600.0,0.05,5,orthogonal,False,0.95,1.0,1.0,-17.783883147485756,-142.09452966569646,-84.0842284306921,58.01030123500438,-123.97440265145815
A,600.0,0.05,5,orthogonal,False,0.2,2.0,1.0,-18.803395876269754,-145.8511658053053,-87.84086457030094,58.01030123500438,-127.3422862571008
A,600.0,0.05,5,orthogonal,False,0.4,2.0,1.0,-18.072474939046746,-142.8408658486655,-84.83056461366115,58.01030123500438,-124.57412466543353
A,600.0,0.05,5,orthogonal,False,0.6,2.0,1.0,-17.76279760333294,-141.0799532581087,-83.06965202310434,58.01030123500438,-122.89702079647901
A,600.0,0.05,5,orthogonal,False,0.8,2.0,1.0,-17.604571724109572,-139.8305658920257,-81.82026465702134,58.01030123500438,-121.69015219121988
A,600.0,0.05,5,orthogonal,False,0.95,2.0,1.0,-17.548899787205812,-139.08422970905664,-81.07392847405228,58.01030123500438,-120.96410269481834
B,600.0,0.05,5,active_set,False,0.8,1.0,1.0,-18.728614931662307,-142.8408658486655,-83.86146448358056,58.97940136508494,-123.75706453011551
B,600.0,0.05,5,active_set,True,0.8,1.0,1.0,-18.728614931662307,-142.8408658486655,-83.86146448358056,58.97940136508494,-123.75706453011551
B,600.0,0.05,5,active_set,True,0.8,1.0,0.5,-16.573287614423297,-142.8408658486655,-86.2567098163432,56.58415603232231,-126.07705389690656
A,600.0,0.05,6,active_set,False,0.2,1.0,1.0,-26.23894018404538,-149.56915001588442,-84.08807939609758,65.48107061978683,-123.9781574118657
A,600.0,0.05,6,active_set,False,0.4,1.0,1.0,-23.22864022740557,-146.5588500592446,-84.08807939609758,62.47077066314702,-123.9781574118657
A,600.0,0.05,6,active_set,False,0.6,1.0,1.0,-21.467727636848757,-144.79793746868782,-84.08807939609758,60.70985807259021,-123.9781574118657
A,600.0,0.05,6,active_set,False,0.8,1.0,1.0,-20.218340270765758,-143.5485501026048,-84.08807939609758,59.46047070650721,-123.9781574118657
A,600.0,0.05,6,active_set,False,0.95,1.0,1.0,-19.472004087796716,-142.80221391963576,-84.08807939609758,58.71413452353817,-123.9781574118657
A,600.0,0.05,6,active_set,False,0.2,2.0,1.0,-25.945324155928212,-146.5588500592446,-81.07777943945777,65.48107061978683,-120.9678574552259
A,600.0,0.05,6,active_set,False,0.4,2.0,1.0,-22.9350241992884,-143.5485501026048,-81.07777943945777,62.47077066314702,-120.9678574552259
A,600.0,0.05,6,active_set,False,0.6,2.0,1.0,-21.174111608731586,-141.787637512048,-81.07777943945777,60.70985807259021,-120.9678574552259
A,600.0,0.05,6,active_set,False,0.8,2.0,1.0,-19.924724242648587,-140.53825014596498,-81.07777943945777,59.46047070650721,-120.9678574552259
A,600.0,0.05,6,active_set,False,0.95,2.0,1.0,-19.178388059679545,-139.79191396299595,-81.07777943945777,58.71413452353817,-120.9678574552259
A,600.0,0.05,6,orthogonal,False,0.2,1.0,1.0,-21.144214937722662,-149.56915001588442,-91.07777943945777,58.49137057642665,-130.55404355939294
A,600.0,0.05,6,orthogonal,False,0.4,1.0,1.0,-20.164340868874046,-146.5588500592446,-88.06747948281796,58.49137057642665,-127.79772135451014
A,600.0,0.05,6,orthogonal,False,0.6,1.0,1.0,-19.671328359819476,-144.79793746868782,-86.30656689226116,58.49137057642665,-126.12487943061046
A,600.0,0.05,6,orthogonal,False,0.8,1.0,1.0,-19.412088524420046,-143.5485501026048,-85.05717952617815,58.49137057642665,-124.92020632556708
A,600.0,0.05,6,orthogonal,False,0.95,1.0,1.0,-19.295536470242883,-142.80221391963576,-84.31084334320911,58.49137057642665,-124.195212346796
A,600.0,0.05,6,orthogonal,False,0.2,2.0,1.0,-20.393316774779034,-146.5588500592446,-88.06747948281796,58.49137057642665,-127.54374360275314
A,600.0,0.05,6,orthogonal,False,0.4,2.0,1.0,-19.58306929328187,-143.5485501026048,-85.05717952617815,58.49137057642665,-124.78742139787033
A,600.0,0.05,6,orthogonal,False,0.6,2.0,1.0,-19.252260550723403,-141.787637512048,-83.29626693562135,58.49137057642665,-123.11457947397065
A,600.0,0.05,6,orthogonal,False,0.8,2.0,1.0,-19.06673829293603,-140.53825014596498,-82.04687956953835,58.49137057642665,-121.90990636892727
A,600.0,0.05,6,orthogonal,False,0.95,2.0,1.0,-18.967800326192126,-139.79191396299595,-81.3005433865693,58.49137057642665,-121.18491239015619
B,600.0,0.05,6,active_set,False,0.8,1.0,1.0,-20.218340270765758,-143.5485501026048,-84.08807939609758,59.46047070650721,-123.9781574118657
B,600.0,0.05,6,active_set,True,0.8,1.0,1.0,-20.218340270765758,-143.5485501026048,-84.08807939609758,59.46047070650721,-123.9781574118657
B,600.0,0.05,6,active_set,True,0.8,1.0,0.5,-18.090935722544888,-143.5485501026048,-86.78696865484426,56.76158144776054,-126.58451793795196
A,600.0,0.05,7,active_set,False,0.2,1.0,1.0,-23.270231320001223,-147.62682580634,-85.19284947263134,62.43397633370867,-125.05159974127673
A,600.0,0.05,7,active_set,False,0.4,1.0,1.0,-20.25993136336141,-144.6165258497002,-85.19284947263134,59.42367637706886,-125.05159974127673
A,600.0,0.05,7,active_set,False,0.6,1.0,1.0,-18.499018772804597,-142.85561325914338,-85.19284947263134,57.662763786512045,-125.05159974127673
A,600.0,0.05,7,active_set,False,0.8,1.0,1.0,-17.249631406721598,-141.60622589306038,-85.19284947263134,56.413376420429046,-125.05159974127673
A,600.0,0.05,7,active_set,False,0.95,1.0,1.0,-16.503295223752556,-140.85988971009135,-85.19284947263134,55.66704023746,-125.05159974127673
A,600.0,0.05,7,active_set,False,0.2,2.0,1.0,-22.961231866645228,-144.6165258497002,-82.18254951599152,62.43397633370867,-122.04129978463692
A,600.0,0.05,7,active_set,False,0.4,2.0,1.0,-19.950931910005416,-141.60622589306038,-82.18254951599152,59.42367637706886,-122.04129978463692
A,600.0,0.05,7,active_set,False,0.6,2.0,1.0,-18.190019319448602,-139.84531330250357,-82.18254951599152,57.662763786512045,-122.04129978463692
A,600.0,0.05,7,active_set,False,0.8,2.0,1.0,-16.940631953365603,-138.59592593642057,-82.18254951599152,56.413376420429046,-122.04129978463692
A,600.0,0.05,7,active_set,False,0.95,2.0,1.0,-16.19429577039656,-137.84958975345154,-82.18254951599152,55.66704023746,-122.04129978463692
A,600.0,0.05,7,orthogonal,False,0.2,1.0,1.0,-18.268317631181972,-147.62682580634,-92.18254951599152,55.44427629034848,-131.5181974452874
A,600.0,0.05,7,orthogonal,False,0.4,1.0,1.0,-17.11487371821557,-144.6165258497002,-89.17224955935171,55.44427629034848,-128.8273824232372
A,600.0,0.05,7,orthogonal,False,0.6,1.0,1.0,-16.672911177489155,-142.85561325914338,-87.4113369687949,55.44427629034848,-127.17841008711055
A,600.0,0.05,7,orthogonal,False,0.8,1.0,1.0,-16.42133617348083,-141.60622589306038,-86.1619496027119,55.44427629034848,-125.9860937569351
A,600.0,0.05,7,orthogonal,False,0.95,1.0,1.0,-16.315059156812207,-140.85988971009135,-85.41561341974287,55.44427629034848,-125.26705523955513
A,600.0,0.05,7,orthogonal,False,0.2,2.0,1.0,-17.366239348763703,-144.6165258497002,-89.17224955935171,55.44427629034848,-128.5078974886476
A,600.0,0.05,7,orthogonal,False,0.4,2.0,1.0,-16.576025886481084,-141.60622589306038,-86.1619496027119,55.44427629034848,-125.81708246659738
A,600.0,0.05,7,orthogonal,False,0.6,2.0,1.0,-16.283787562407333,-139.84531330250357,-84.40103701215509,55.44427629034848,-124.16811013047074
A,600.0,0.05,7,orthogonal,False,0.8,2.0,1.0,-16.087223143594123,-138.59592593642057,-83.15164964607209,55.44427629034848,-122.97579380029529
A,600.0,0.05,7,orthogonal,False,0.95,2.0,1.0,-15.988981834032234,-137.84958975345154,-82.40531346310306,55.44427629034848,-122.25675528291532
B,600.0,0.05,7,active_set,False,0.8,1.0,1.0,-17.249631406721598,-141.60622589306038,-85.19284947263134,56.413376420429046,-125.05159974127673
B,600.0,0.05,7,active_set,True,0.8,1.0,1.0,-17.249631406721598,-141.60622589306038,-85.19284947263134,56.413376420429046,-125.05159974127673
B,600.0,0.05,7,active_set,True,0.8,1.0,0.5,-14.855297856633577,-141.60622589306038,-87.83347519946301,53.772750693597395,-127.57745860329386
A,600.0,0.2,0,active_set,False,0.2,1.0,1.0,-18.146097078461235,-142.4355000272124,-84.57131278382192,57.864187243390504,-124.44863462683968
