experiment,local_processing_budget_per_target,local_processing_budget_label,remote_report_budget,uses_scalar_price,method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_D_cluster_ci95_low,P_D_cluster_ci95_high,P_D_cluster_ci95_half_width,P_D_weak,P_D_weak_cluster_ci95_low,P_D_weak_cluster_ci95_high,P_FA_active,P_FA_cluster_ci95_low,P_FA_cluster_ci95_high,P_FA_cluster_ci95_half_width,P_FA_overall,B_mean_bits,T_mean_ms,selected_links_mean,selected_observations_mean,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,fine_eval_full_mean,fine_eval_c2f_mean,belief_capture_rate_mean,receiver_capacity_max_utilization_mean,receiver_capacity_binding_rate,fusion_capacity_max_utilization_mean,fusion_capacity_binding_rate,report_capacity_utilization_mean,report_capacity_binding_rate,assignment_capacity_max_utilization_mean,assignment_capacity_binding_rate,selector_score_evaluations_mean,coordination_messages_mean,detection_runtime_mean_ms,detection_runtime_p90_ms,bid_rounds_mean,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms,K_remote_min_for_weak_requirement,weak_pd_marginal_per_remote_report,weak_pd_marginal_per_local_observation,remote_to_local_marginal_ratio
resource_budget_surface,2,2,0,False,proposed_c2f_adaptive_pd,0.969,0.956334233864468,0.9780761352614977,0.010870950698514847,0.9570000000000001,0.981,0.011999999999999955,0.86,0.79,0.93,0.05008341675008342,0.047621944444444446,0.05261111111111111,0.0024945833333333313,0.05003333333333333,0.0,0.0,0.0,11.03,1.0,1.0,953.82,0.5314911618169282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,37527.20245969434,226.93477358101177,22.094124443195195,7023.993088502792,953.82,58.82,0.999090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2283.22,2283.22,0.0,0.0,0.0,0.68,2807.4861614120146,0.92,0.9690000000000001,0.94,0.98,969000000000.0,969000000000.0,3.752720245969434e+16,3.752720245969434e+16,-1,nan,0.07999999999999996,nan
resource_budget_surface,2,2,1,False,proposed_c2f_adaptive_pd,0.968,0.9551749890510055,0.977243033872133,0.011034022410563726,0.9560000000000001,0.98,0.011999999999999955,0.87,0.8,0.93,0.04961551320628552,0.04717777777777779,0.05215583333333334,0.002489027777777774,0.049466666666666666,640.0,1.0666666666666667,1.0,10.98,0.9990000000000001,1.0,953.82,0.5314911618169282,2.02959819528851,2.02959819528851,2.02959819528851,0.9989389465431288,0.9989389465431288,0.9989389465431288,-0.33482412730568306,1.0,1.0,35282.97663253228,213.0140249087932,21.599715614928602,5709.632002967774,953.82,58.3,0.9980909090909091,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3401.63,3401.63,0.0,0.0,0.0,0.66,2807.4861614120146,0.92,0.968,0.94,0.98,1.5125,0.9075,55129.65098833168,33077.79059299901,-1,0.010000000000000009,0.07999999999999996,0.12500000000000017
resource_budget_surface,2,2,2,False,proposed_c2f_adaptive_pd,0.967,0.9540184599711052,0.9764072167492062,0.011194378389050463,0.9540000000000002,0.9790000000000001,0.012499999999999956,0.88,0.81,0.94,0.04958123953098827,0.04715555555555556,0.05218194444444446,0.00251319444444445,0.04933333333333333,1280.0,2.1333333333333333,2.0,10.92,0.9969999999999999,1.0,953.82,0.5314911618169282,1.996385034907457,1.4109864762412996,1.5280661879745312,0.9991959772397853,0.9983919544795705,0.9985527590316136,-0.36975697250240946,1.0,1.0,36476.55385976688,189.9149956390842,21.673341364022313,4675.918851227632,953.82,58.06,0.9980909090909091,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4585.19,4585.19,0.0,0.0,0.0,0.64,2807.4861614120146,0.92,0.967,0.94,0.98,0.7554687499999999,0.45328124999999997,28497.30770294287,17098.384621765723,-1,0.010000000000000009,0.08999999999999997,0.11111111111111124
resource_budget_surface,2,2,4,False,proposed_c2f_adaptive_pd,0.969,0.956334233864468,0.9780761352614977,0.010870950698514847,0.9560000000000001,0.9810000000000001,0.012500000000000011,0.88,0.81,0.94,0.04924471299093656,0.0466738888888889,0.05178166666666666,0.0025538888888888833,0.0489,2515.2,4.192,3.93,10.82,0.996,1.0,953.82,0.5314911618169282,2.0586280376642843,1.1284057778851284,1.254446588513173,0.9993138107716656,0.9973227890173249,0.9981056885329287,-0.1976308488927984,1.0,1.0,18894.14927669445,179.0047947877845,21.46579410833788,3878.206227602189,953.82,57.76,0.9969999999999999,0.0,0.0,0.0,0.0,0.9825,0.95,0.0,0.0,7171.76,7171.76,0.0,0.0,0.0,0.66,1268.3797254456988,0.93,0.9690000000000001,0.94,1.0,0.3852576335877863,0.23115458015267173,7511.9868307468405,4507.192098448103,-1,0.0,0.07999999999999996,0.0
resource_budget_surface,2,2,8,False,proposed_c2f_adaptive_pd,0.979,0.9681094652438844,0.9862243659103536,0.009057450333234573,0.97,0.9880000000000001,0.009000000000000064,0.92,0.86,0.97,0.04864593781344032,0.04613333333333334,0.0512,0.002533333333333332,0.0485,4448.0,7.413333333333332,6.95,11.43,1.0,1.0,953.82,0.5314911618169282,2.0407221996680662,1.0094520085664234,1.1471220819186179,0.9994761057219749,0.9970118091238188,0.9984753820104753,-0.2514920008537209,1.0,1.0,4753.568615172748,171.91289721025228,25.287530408105027,3694.237451164979,953.82,59.24,0.9969999999999999,0.0,0.0,0.0,0.0,0.86875,0.46,0.0,0.0,11657.09,11657.09,0.0,0.0,0.0,0.77,1238.7782920095642,0.95,0.9789999999999999,0.96,1.0,0.22009892086330932,0.13205935251798562,1068.6979800298443,641.2187880179067,-1,0.010000000000000009,0.0,nan
resource_budget_surface,-1,unbounded,0,False,proposed_c2f_adaptive_pd,0.975,0.9633544581334902,0.9830099882094389,0.009827765037974334,0.9640000000000001,0.985,0.010499999999999954,0.92,0.86,0.97,0.05048381715048382,0.04790000000000001,0.05313333333333334,0.002616666666666663,0.05043333333333333,0.0,0.0,0.0,13.25,1.0,1.0,953.82,0.5314911618169282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,37527.571593257475,226.93477358101177,23.727379099469296,7023.993088502792,953.82,61.61,0.9993333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2883.1,2883.1,0.0,0.0,0.0,0.74,2807.5372470531424,0.95,0.975,0.95,0.99,975000000000.0,975000000000.0,3.752757159325747e+16,3.752757159325747e+16,8,nan,nan,nan
resource_budget_surface,-1,unbounded,1,False,proposed_c2f_adaptive_pd,0.973,0.9610010105865644,0.9813787433507103,0.010188866382072947,0.9620000000000002,0.9830000000000001,0.010499999999999954,0.92,0.86,0.97,0.05015045135406219,0.047573796296296295,0.052807500000000014,0.00261685185185186,0.05,640.0,1.0666666666666667,1.0,13.18,0.9990000000000001,1.0,953.82,0.5314911618169282,2.02959819528851,2.02959819528851,2.02959819528851,0.9989389465431288,0.9989389465431288,0.9989389465431288,-0.33482412730568306,1.0,1.0,35283.33541244615,213.0140249087932,22.547505995072232,5709.632002967774,953.82,61.96,0.9983333333333334,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3979.35,3979.35,0.0,0.0,0.0,0.72,2807.5372470531424,0.95,0.9730000000000001,0.94,0.99,1.5203125,0.9121875,55130.21158194711,33078.12694916826,8,0.0,nan,nan
resource_budget_surface,-1,unbounded,2,False,proposed_c2f_adaptive_pd,0.973,0.9610010105865644,0.9813787433507103,0.010188866382072947,0.9620000000000002,0.9830000000000001,0.010499999999999954,0.93,0.88,0.98,0.04984924623115578,0.04720351851851851,0.05248527777777778,0.002640879629629632,0.0496,1280.0,2.1333333333333333,2.0,13.08,0.9969999999999999,1.0,953.82,0.5314911618169282,1.996385034907457,1.4109864762412996,1.5280661879745312,0.9991959772397853,0.9983919544795705,0.9985527590316136,-0.36975697250240946,1.0,1.0,36476.906677427716,189.9149956390842,22.547505995072232,4675.918851227632,953.82,62.14,0.9983333333333334,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5137.4,5137.4,0.0,0.0,0.0,0.71,2807.5372470531424,0.95,0.9730000000000001,0.94,0.99,0.76015625,0.45609375,28497.583341740403,17098.550005044242,8,0.010000000000000009,nan,nan
resource_budget_surface,-1,unbounded,4,False,proposed_c2f_adaptive_pd,0.971,0.958661377168108,0.9797336843635122,0.010536153597702103,0.9580000000000001,0.9820000000000002,0.012000000000000066,0.94,0.89,0.98,0.050016784155756965,0.04736666666666668,0.05266685185185185,0.0026500925925925824,0.049666666666666665,2508.8,4.181333333333334,3.92,12.83,0.996,1.0,953.82,0.5314911618169282,2.0616427512081845,1.1284057778851284,1.2556015753447693,0.9993138107716656,0.9973227890173249,0.9981056885329287,-0.18942824527365054,1.0,1.0,18894.470302690832,180.36209958996773,22.497257406526035,3878.206227602189,953.82,62.22,0.9969999999999999,0.0,0.0,0.0,0.0,0.98,0.94,0.0,0.0,7773.01,7773.01,0.0,0.0,0.0,0.71,1268.6839663614212,0.95,0.9710000000000001,0.94,0.99,0.38703762755102034,0.2322225765306122,7531.278022437352,4518.766813462412,8,0.004999999999999949,nan,nan
resource_budget_surface,-1,unbounded,8,False,proposed_c2f_adaptive_pd,0.98,0.9693097584861028,0.9870164188709625,0.008853330192429842,0.9700000000000002,0.9890000000000001,0.009499999999999953,0.96,0.92,0.99,0.049114008692744904,0.04646666666666668,0.05181166666666666,0.002672499999999991,0.048966666666666665,4377.6,7.295999999999999,6.84,12.29,1.0,1.0,953.82,0.5314911618169282,2.049779890131092,1.0125939880584764,1.1484478776534432,0.999474676111561,0.9970118091238188,0.998472522789631,-0.22982821548115184,1.0,1.0,4753.703634990148,171.91289721025228,25.55462175415937,3694.237451164979,953.82,61.31,0.9969999999999999,0.0,0.0,0.0,0.0,0.855,0.44,0.0,0.0,11982.15,11982.15,0.0,0.0,0.0,0.81,1238.8115257544766,0.95,0.9799999999999999,0.96,1.0,0.22386695906432746,0.1343201754385965,1085.9154867941677,651.5492920765006,8,0.0050000000000000044,nan,nan
