experiment,robustness_type,condition_value,comm_error_model,soft_error_sigma_scale,residual_direct_factor,method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_FA_active,P_FA_overall,B_mean_bits,T_mean_ms,selected_links_mean,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms
robustness,comm_model,erasure,erasure,3.0,0.0001,proposed_lagrangian,0.6105,0.6009016244030568,0.6200135088393569,0.009555942218150038,0.04373165198825727,0.04369666666666667,17674.88,28.63651587004717,27.617,0.9992000000000001,1.0,430.98,0.3195214631023853,1.1395552621457885,0.24208671658984568,0.3070993558580414,0.7740660725089772,0.5444384347771881,0.6015396075757468,-4.68023002834258,1.0,1.0,42.49310816112856,5.196935284516016,0.1962497325156318,95.24415855632158,0.01,30.07934690875542,0.613,0.6105,0.592,0.625,0.0345405456783865,0.021318934285527467,2.4041525691336267,1.483878428296332
robustness,comm_model,erasure,erasure,3.0,0.0001,sense_sinr,0.5855,0.5758133091427999,0.5951210247235019,0.009653857790350995,0.04519282092340539,0.045156666666666664,17674.88,40.26250124064411,27.617,0.9992000000000001,1.0,430.98,0.3195214631023853,0.8521409433331235,0.2163122335002957,0.24863815855811428,0.7207043786685927,0.5190247739100176,0.5534223305770684,-6.218523037717575,1.0,1.0,39.20081508766884,4.469711731580425,0.19114030619573744,86.02084087233145,0.004,26.717051870434577,0.575,0.5855,0.563,0.605,0.033126108918419814,0.014542067232746847,2.2178829552262216,0.9736308942499697
robustness,comm_model,erasure,erasure,3.0,0.0001,single_best,0.5656,0.5558613536751225,0.5752882638877945,0.009713455106336033,0.042396666666666666,0.042396666666666666,6400.0,8.635075950813386,10.0,1.0,1.0,430.98,0.3195214631023853,1.3368365252665357,0.3608641476795324,0.4583338090392315,0.8137246249384325,0.6318511499202546,0.6835555866081808,-3.5689324463247267,1.0,1.0,40.9415184750418,3.8031592581349134,0.08429035622187087,93.44229799578099,0.003,28.70074585798675,0.51,0.5656,0.548,0.58,0.088375,0.06550029243769685,6.397112261725281,4.741303806503901
robustness,comm_model,erasure,erasure,3.0,0.0001,all_neighbor,0.6631,0.6537749870881907,0.6722997480415619,0.009262380476685594,0.04607666666666667,0.04607666666666667,275827.2,675.3877921347389,430.98,1.0,1.0,430.98,0.3195214631023853,0.7912703927233438,0.20561045501010447,0.23232913808656708,0.7085402099145541,0.507049543039826,0.5381725249515497,-6.557076813237027,1.0,1.0,78.13090025301666,7.891735373903742,0.21598592165822705,169.8602983173712,0.01,53.891057271718104,0.625,0.6631,0.653,0.672,0.0024040413708292727,0.0009818063159005286,0.2832603175213201,0.11568302116634892
robustness,comm_model,biased,biased,3.0,0.0001,proposed_lagrangian,0.6691,0.6598140780571722,0.6782560489228473,0.009220985432837558,0.04490245122561281,0.04488,16984.96,29.292256760116636,26.539,0.9995,1.0,430.98,0.3195214631023853,1.099275493420273,0.23400812006129756,0.2919142520179039,0.7651822221797417,0.5371331176907997,0.5899489601397228,-4.919208465190935,1.0,1.0,47.47014058967228,6.436986988227272,0.26710402868617067,110.7988322084782,0.014,33.93181149323017,0.651,0.6691,0.643,0.702,0.03939367534571763,0.02284221408679663,2.794833817075359,1.620569592108248
robustness,comm_model,biased,biased,3.0,0.0001,sense_sinr,0.6667,0.6573982398948908,0.6758737303450217,0.009237745225065486,0.04566283141570785,0.04564,16984.96,38.37659801996155,26.539,0.9995,1.0,430.98,0.3195214631023853,0.860222608723422,0.2170238748401411,0.2494856072708092,0.7219033628910667,0.5198095574316585,0.5541497338492564,-6.18008828652725,1.0,1.0,44.85270995842374,5.889562678343326,0.264444549655713,102.85857127803054,0.012,31.243354465419984,0.636,0.6667,0.643,0.68,0.03925237386487811,0.01737256647014977,2.640730973662802,1.1687515900990924
robustness,comm_model,biased,biased,3.0,0.0001,single_best,0.6135,0.6039139791300524,0.6229988500374947,0.009542435453721132,0.042396666666666666,0.042396666666666666,6400.0,8.635075950813386,10.0,1.0,1.0,430.98,0.3195214631023853,1.3368365252665357,0.3608641476795324,0.4583338090392315,0.8137246249384325,0.6318511499202546,0.6835555866081808,-3.5689324463247267,1.0,1.0,45.38163514318913,4.901741488297377,0.11214073872042968,106.78115887233099,0.005,32.242935018270906,0.546,0.6134999999999999,0.597,0.633,0.095859375,0.0710474353085697,7.090880491123301,5.255499245367307
robustness,comm_model,biased,biased,3.0,0.0001,all_neighbor,0.7108,0.7018339250672112,0.7196041752721625,0.008885125102475633,0.04631,0.04631,275827.2,675.3877921347389,430.98,1.0,1.0,430.98,0.3195214631023853,0.7912703927233438,0.20561045501010447,0.23232913808656708,0.7085402099145541,0.507049543039826,0.5381725249515497,-6.557076813237027,1.0,1.0,92.55977885121645,10.83082015272986,0.2945234834515987,209.64301764044362,0.018,64.56033746720266,0.67,0.7108,0.699,0.723,0.002576975729732238,0.0010524324073926945,0.33557161458774354,0.13704686393376636
robustness,comm_model,flip,flip,3.0,0.0001,proposed_lagrangian,0.5669,0.5571642586202393,0.5765843605102353,0.009710050944997994,0.04312429038936753,0.043046666666666664,18771.84,23.128180003779562,29.331,0.9982000000000001,1.0,430.98,0.3195214631023853,1.3097541187109285,0.3223932182026798,0.4138554568975687,0.812992449111128,0.6147996705803426,0.6729101398790569,-3.64953957256271,1.0,1.0,34.56056998537891,3.2867087618495976,0.08093664958223476,72.20557901901162,0.004,23.952985924924324,0.493,0.5669000000000001,0.546,0.586,0.030199490300364798,0.024511223966060376,1.8410859023611383,1.4943056470388545
robustness,comm_model,flip,flip,3.0,0.0001,sense_sinr,0.5252,0.5154046522491502,0.5349759935219704,0.009785670636410115,0.04415280838843251,0.04407333333333333,18771.84,43.196479749402314,29.331,0.9982000000000001,1.0,430.98,0.3195214631023853,0.8374129102651189,0.21537750844544762,0.24682992539339843,0.7186435370772859,0.5179610196824119,0.5516912982492229,-6.286134609374922,1.0,1.0,30.304799822560327,1.9682268380035146,0.05414586615485093,58.715272504289544,0.001,19.758534456317843,0.392,0.5252,0.509,0.549,0.02797807780164331,0.012158398162231424,1.6143755658774166,0.7015571638793006
robustness,comm_model,flip,flip,3.0,0.0001,single_best,0.5422,0.532420623197256,0.5519469661496205,0.00976317147618222,0.042396666666666666,0.042396666666666666,6400.0,8.635075950813386,10.0,1.0,1.0,430.98,0.3195214631023853,1.3368365252665357,0.3608641476795324,0.4583338090392315,0.8137246249384325,0.6318511499202546,0.6835555866081808,-3.5689324463247267,1.0,1.0,33.39929567431494,1.9321563383651725,0.027981318088738726,70.27379609657123,0.001,22.730493221921837,0.417,0.5422000000000001,0.526,0.56,0.08471875,0.06279041470954604,5.21863994911171,3.867863567681634
robustness,comm_model,flip,flip,3.0,0.0001,all_neighbor,0.5607,0.5509510144947337,0.5704023663904653,0.009725675947865775,0.04498666666666667,0.04498666666666667,275827.2,675.3877921347389,430.98,1.0,1.0,430.98,0.3195214631023853,0.7912703927233438,0.20561045501010447,0.23232913808656708,0.7085402099145541,0.507049543039826,0.5381725249515497,-6.557076813237027,1.0,1.0,56.76960048628205,3.8636008986522272,0.08854873517852759,114.5940205762489,0.004,38.110203570300925,0.507,0.5607,0.538,0.582,0.0020327944452178752,0.0008301897169739502,0.20581581688202633,0.08405482175928433
