split,scene_id,receiver,target,realisation,direct_gain_boost_db,arm,selected_base_arm,conflict_index,direct_inr_db,tested_protected,n_protected_targets,stat_h0,stat_h1,dof_real,identifiable_fraction,ncp_unit,kappa_accounted_db,kappa_structural_db,i_in,i_res,i_res_structural,i_res_estimate,eta_survive_q,eta_survive_field,eta_survive_pred_q,eta_survive_risk_q,eta_protect,protect_dim,n_coefficients,calibration_error_db
calibration,0,0,1,1,30.0,tp_uic_full,tp_uic_full,0.03703550074086702,32.35061942298008,1,3,146.56350519419422,150.0991670443132,10,0.99802399788733,0.5660388705363689,11.137488655465349,11.137493602167407,1.0784080232143685e-06,8.299162050327827e-08,8.299152597419639e-08,9.452908187895981e-14,0.9994916781877413,0.9996172551920998,0.9989111079392026,0.9929851013798856,0.9049109513232266,45,5,56.34962133799375
calibration,0,0,1,1,30.0,detection_aware_tpuic,tp_uic_full,0.03703550074086702,32.35061942298008,1,3,146.56350519419422,150.0991670443132,10,0.99802399788733,0.5660388705363689,11.137488655465349,11.137493602167407,1.0784080232143685e-06,8.299162050327827e-08,8.299152597419639e-08,9.452908187895981e-14,0.9994916781877413,0.9996172551920998,0.9989111079392026,0.9929851013798856,0.9049109513232266,45,5,56.34962133799375
calibration,0,0,1,1,30.0,perfect_channel,perfect_channel,0.03703550074086702,32.35061942298008,1,3,3.0099394665431083,7.812859939957047,10,0.9980499359106418,0.5761552877369663,inf,inf,1.0784080232143685e-06,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9049109513232266,0,5,nan
calibration,1,0,1,0,0.0,no_ic,no_ic,0.12324760436083321,-2.997686279774803,1,3,4.1071356991425745,4.2034953786022315,10,0.9161773771750878,0.3781550775861297,0.0,0.0,3.147404344951269e-10,3.147404344951269e-10,3.147404344951269e-10,0.0,1.0,1.0,1.0,1.0,0.9971005101992372,0,5,0.0
calibration,1,0,1,0,0.0,plain_ls,plain_ls,0.12324760436083321,-2.997686279774803,1,3,4.135927005999403,4.217663952872481,10,0.9159920456172062,0.37819955202679,17.20586054027093,17.329707867029295,3.147404344951269e-10,5.989167869005429e-12,5.820787614880659e-12,1.6838025412477006e-13,0.9811399490966846,0.8846210481244433,0.9946056512271187,0.9255916222669485,0.9971005101992372,0,5,14.966632180903446
calibration,1,0,1,0,0.0,protected_ls,protected_ls,0.12324760436083321,-2.997686279774803,1,3,3.8826631017139492,3.631062652888049,10,0.9073694443709106,0.3522433979030233,3.4142071119118023,3.420053684710564,3.147404344951269e-10,1.4339428038524626e-10,1.4320136956689437e-10,1.9291081835188947e-13,0.9994688192608736,0.9993085426848856,1.0,0.9801469414938275,0.9971005101992372,45,5,1.6924386219279044
calibration,1,0,1,0,0.0,tp_uic_full,tp_uic_full,0.12324760436083321,-2.997686279774803,1,3,4.1458701363972565,4.231216787041696,10,0.9161526478734284,0.3786010212255673,16.78060148801289,17.00809325674831,3.147404344951269e-10,6.605297627406533e-12,6.268205329522547e-12,3.370922978839865e-13,0.9871781135524466,1.0649596081629356,0.9982126675736794,0.9288007969421113,0.9971005101992372,45,5,12.825682160378653
calibration,1,0,1,0,0.0,detection_aware_tpuic,tp_uic_full,0.12324760436083321,-2.997686279774803,1,3,4.1458701363972565,4.231216787041696,10,0.9161526478734284,0.3786010212255673,16.78060148801289,17.00809325674831,3.147404344951269e-10,6.605297627406533e-12,6.268205329522547e-12,3.370922978839865e-13,0.9871781135524466,1.0649596081629356,0.9982126675736794,0.9288007969421113,0.9971005101992372,45,5,12.825682160378653
calibration,1,0,1,0,0.0,perfect_channel,perfect_channel,0.12324760436083321,-2.997686279774803,1,3,4.6162767622620855,4.659342240410155,10,0.9221110620572073,0.4036246670311068,inf,inf,3.147404344951269e-10,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9971005101992372,0,5,nan
calibration,1,0,1,1,0.0,no_ic,no_ic,0.10756979832679961,-5.009040440290012,1,3,4.275762366835194,2.999096109204702,10,0.9175014363309141,0.38199140940372983,0.0,0.0,1.9806928049584279e-10,1.9806928049584279e-10,1.9806928049584279e-10,0.0,1.0,1.0,1.0,1.0,0.9975730659370808,0,5,0.0
calibration,1,0,1,1,0.0,plain_ls,plain_ls,0.10756979832679961,-5.009040440290012,1,3,4.235843857923827,3.0154294553799152,10,0.9172425423211702,0.38198753379783723,13.526445319608138,13.620294593346587,1.9806928049584279e-10,8.793719166475658e-12,8.605728977990792e-12,1.8799018848486721e-13,0.9841867281892682,0.9461759475605989,0.9938763456958144,0.939446169777682,0.9975730659370808,0,5,16.62645610811028
calibration,1,0,1,1,0.0,protected_ls,protected_ls,0.10756979832679961,-5.009040440290012,1,3,4.535837556755917,3.3868236576885575,10,0.9096135472421971,0.3524463189613284,5.407569246662183,5.421061539044318,1.9806928049584279e-10,5.702433105204553e-11,5.684744760544276e-11,1.7688344660277384e-13,0.9980477534657819,0.9996889928497332,1.0,0.9812768285581951,0.9975730659370808,45,5,2.234244483571936
calibration,1,0,1,1,0.0,tp_uic_full,tp_uic_full,0.10756979832679961,-5.009040440290012,1,3,4.253064098243788,3.0138592336376586,10,0.91749867260604,0.38243505219447893,13.328246879828171,13.448861925170558,1.9806928049584279e-10,9.204335406227868e-12,8.952223814565416e-12,2.5211159166245214e-13,0.9863090906427778,1.3270929207742705,0.9970056136728764,0.9422705736268229,0.9975730659370808,45,5,14.168007914085663
calibration,1,0,1,1,0.0,detection_aware_tpuic,tp_uic_full,0.10756979832679961,-5.009040440290012,1,3,4.253064098243788,3.0138592336376586,10,0.91749867260604,0.38243505219447893,13.328246879828171,13.448861925170558,1.9806928049584279e-10,9.204335406227868e-12,8.952223814565416e-12,2.5211159166245214e-13,0.9863090906427778,1.3270929207742705,0.9970056136728764,0.9422705736268229,0.9975730659370808,45,5,14.168007914085663
