direct_gain_boost_db,receiver,target,arm,threshold,empirical_pfa,pfa_ci95_low,pfa_ci95_high,empirical_pd,pd_ci95_low,pd_ci95_high,auc,n_cal_h0,n_test_h0,n_test_h1,median_conflict_index,median_direct_inr_db,median_kappa_accounted_db,median_kappa_structural_db,median_eta_survive_q,median_eta_survive_risk_q,median_identifiable_fraction,median_protect_dim
0.0,0,1,detection_aware_tpuic,5.754593116579737,0.16666666666666666,0.030053369748306635,0.5635028221864702,0.8333333333333334,0.43649717781352987,0.9699466302516935,0.8333333333333334,6,6,6,0.36005426738207025,-1.9533716392045368,12.380680788891759,12.390360312846322,1.003219490176088,0.7811521771953294,0.9983790211848189,45.0
0.0,0,1,no_ic,5.750459230103812,0.16666666666666666,0.030053369748306635,0.5635028221864702,0.8333333333333334,0.43649717781352987,0.9699466302516935,0.8611111111111112,6,6,6,0.36005426738207025,-1.9533716392045368,0.0,0.0,1.0,1.0,0.9983197727200889,0.0
0.0,0,1,perfect_channel,5.706017658040021,0.5,0.1876163064826506,0.8123836935173494,0.8333333333333334,0.43649717781352987,0.9699466302516935,0.8333333333333334,6,6,6,0.36005426738207025,-1.9533716392045368,nan,nan,1.0,1.0,0.9992231615965893,0.0
0.0,0,1,plain_ls,5.7537543589130475,0.16666666666666666,0.030053369748306635,0.5635028221864702,0.8333333333333334,0.43649717781352987,0.9699466302516935,0.8611111111111112,6,6,6,0.36005426738207025,-1.9533716392045368,12.572559659251262,12.602331762675295,0.9812069356976265,0.7773385244788109,0.9983049540589956,0.0
0.0,0,1,protected_ls,5.625299597754793,0.16666666666666666,0.030053369748306635,0.5635028221864702,0.8333333333333334,0.43649717781352987,0.9699466302516935,0.8888888888888888,6,6,6,0.36005426738207025,-1.9533716392045368,8.156026616761906,8.171687763622927,0.99898062598947,0.973097612894726,0.9919033664318139,45.0
0.0,0,1,tp_uic_full,5.754593116579737,0.16666666666666666,0.030053369748306635,0.5635028221864702,0.8333333333333334,0.43649717781352987,0.9699466302516935,0.8333333333333334,6,6,6,0.36005426738207025,-1.9533716392045368,12.380680788891759,12.390360312846322,1.003219490176088,0.7811521771953294,0.9983790211848189,45.0
30.0,0,1,detection_aware_tpuic,146.56350519419422,0.6666666666666666,0.299993315138392,0.9032285888942195,0.6666666666666666,0.299993315138392,0.9032285888942195,0.6111111111111112,6,6,6,0.36005426738207047,28.046628360795467,12.390212704138323,12.390222407564092,1.0032266749089187,0.7811254464182296,0.9982997150901192,45.0
30.0,0,1,no_ic,146.54905701988687,0.6666666666666666,0.299993315138392,0.9032285888942195,0.6666666666666666,0.299993315138392,0.9032285888942195,0.6111111111111112,6,6,6,0.36005426738207047,28.046628360795467,0.0,0.0,1.0,1.0,0.9982004611356382,0.0
30.0,0,1,perfect_channel,5.706017658040015,0.5,0.1876163064826506,0.8123836935173494,0.8333333333333334,0.43649717781352987,0.9699466302516935,0.8333333333333334,6,6,6,0.36005426738207047,28.046628360795467,nan,nan,1.0,1.0,0.9992231615965893,0.0
30.0,0,1,plain_ls,146.54808101088213,0.6666666666666666,0.299993315138392,0.9032285888942195,0.6666666666666666,0.299993315138392,0.9032285888942195,0.6111111111111112,6,6,6,0.36005426738207047,28.046628360795467,12.602301851210173,12.602331762675298,0.9812069356976265,0.777338524478811,0.9981988911484125,0.0
30.0,0,1,protected_ls,127.98764713683018,0.5,0.1876163064826506,0.8123836935173494,0.5,0.1876163064826506,0.8123836935173494,0.5,6,6,6,0.36005426738207047,28.046628360795467,8.171672074155373,8.171687763622927,0.9989806259894701,0.973097612894726,0.9905675032984772,45.0
30.0,0,1,tp_uic_full,146.56350519419422,0.6666666666666666,0.299993315138392,0.9032285888942195,0.6666666666666666,0.299993315138392,0.9032285888942195,0.6111111111111112,6,6,6,0.36005426738207047,28.046628360795467,12.390212704138323,12.390222407564092,1.0032266749089187,0.7811254464182296,0.9982997150901192,45.0
