split,scene_id,receiver,target,realisation,direct_gain_boost_db,arm,conflict_index,direct_inr_db,tested_protected,n_protected_targets,stat_h0,stat_h1,dof_real,identifiable_fraction,kappa_accounted_db,kappa_structural_db,i_in,i_res,i_res_structural,i_res_estimate,eta_survive_q,eta_survive_field,eta_survive_pred_q,eta_survive_risk_q,eta_protect,protect_dim,n_coefficients,calibration_error_db
calibration,0,1,2,0,0.0,no_ic,0.019527034912689506,-3.853109412166342,1,3,6.376580092329417,2.661514354623085,10,0.9996923144118453,0.0,0.0,2.5847004996769705e-10,2.5847004996769705e-10,2.5847004996769705e-10,0.0,1.0,1.0,1.0,1.0,0.923264070559382,0,5,0.0
calibration,0,1,2,0,0.0,plain_ls,0.019527034912689506,-3.853109412166342,1,3,6.374920545379504,2.6612927400098094,10,0.999692318853348,13.451898657216976,13.501339792782758,2.5847004996769705e-10,1.1674018065961858e-11,1.1541871836686822e-11,1.3214622927503764e-13,0.9999707467489264,0.9931519605411164,0.9999118871903887,0.9987112896170954,0.923264070559382,0,5,17.853533350529712
calibration,0,1,2,0,0.0,protected_ls,0.019527034912689506,-3.853109412166342,1,3,6.6841889535065775,2.4632940807775783,10,0.9988078370170074,12.479703190750929,12.517676232619532,2.5847004996769705e-10,1.460292678244218e-11,1.4475800977489595e-11,1.2712580495258338e-13,0.9999926674593546,0.9988282493781291,0.9999999999999998,0.9989791465468222,0.923264070559382,45,5,4.145036219812849
calibration,0,1,2,0,0.0,tp_uic_full,0.019527034912689506,-3.853109412166342,1,3,6.375156291318345,2.662253500185547,10,0.9996923553233396,13.449170050565233,13.501130383648874,2.5847004996769705e-10,1.168135497983089e-11,1.1542428378793037e-11,1.3892660103785265e-13,0.9999796030122639,0.9954524511051466,0.9999541904811617,0.9987372006337668,0.923264070559382,45,5,17.81182152312103
calibration,0,1,2,0,0.0,perfect_channel,0.019527034912689506,-3.853109412166342,1,3,5.947970031660967,2.6732292691507133,10,0.9996919875777991,inf,inf,2.5847004996769705e-10,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.923264070559382,0,5,nan
calibration,0,1,2,1,0.0,no_ic,0.02225577634863333,-3.7273750193757103,1,3,1.8810381335880657,4.06989429034336,10,0.9996929419921317,0.0,0.0,2.6606249910586737e-10,2.6606249910586737e-10,2.6606249910586737e-10,0.0,1.0,1.0,1.0,1.0,0.9300069711283527,0,5,0.0
calibration,0,1,2,1,0.0,plain_ls,0.02225577634863333,-3.7273750193757103,1,3,1.8809453356461183,4.070075069907567,10,0.999692953900366,11.261463346520292,11.295836064975749,2.6606249910586737e-10,1.989927855445136e-11,1.974240512224254e-11,1.5687343220881724e-13,0.9998548983987552,0.9918221159594932,0.9999417886886454,0.9983763912038014,0.9300069711283527,0,5,20.169981444300454
calibration,0,1,2,1,0.0,protected_ls,0.02225577634863333,-3.7273750193757103,1,3,1.7221340896657455,4.344073004723285,10,0.9989471736526369,9.959609179608426,9.986086980106442,2.6606249910586737e-10,2.685485106175145e-11,2.66916221350517e-11,1.6322892669975187e-13,0.9999794627583185,0.9990006477371636,0.9999999999999998,0.9988599959589389,0.9300069711283527,45,5,6.3160125606166275
calibration,0,1,2,1,0.0,tp_uic_full,0.02225577634863333,-3.7273750193757103,1,3,1.8809355730037527,4.069855323712804,10,0.9996928275698116,11.261260107343238,11.295390705751187,2.6606249910586737e-10,1.9900209813723432e-11,1.974442976529965e-11,1.557800484237839e-13,0.9999223185597755,0.9947299118072414,0.9999867301577455,0.9984034191807851,0.9300069711283527,45,5,20.119121818805215
calibration,0,1,2,1,0.0,perfect_channel,0.02225577634863333,-3.7273750193757103,1,3,2.0046987499770728,4.131141580263114,10,0.9996919875777991,inf,inf,2.6606249910586737e-10,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9300069711283527,0,5,nan
calibration,0,3,2,0,0.0,no_ic,0.006539906985412849,5.688169967731512,1,3,9.80663490815759,8.93308041194432,10,0.9991283979654275,0.0,0.0,2.325616846604822e-09,2.325616846604822e-09,2.325616846604822e-09,0.0,1.0,1.0,1.0,1.0,0.9248312823298752,0,5,0.0
calibration,0,3,2,0,0.0,plain_ls,0.006539906985412849,5.688169967731512,1,3,9.806541386655018,8.932704266967644,10,0.9991284599785407,6.87236596422419,6.87351478448304,2.325616846604822e-09,4.778609788283714e-10,4.777345890643971e-10,1.2638976397427753e-13,0.999950690559335,0.9977978526835767,0.9997055064107928,0.9995234389692447,0.9248312823298752,0,5,33.97292479237861
calibration,0,3,2,0,0.0,protected_ls,0.006539906985412849,5.688169967731512,1,3,9.763689893714945,8.699109323727953,10,0.9946566623542049,6.7132980948829415,6.714612750762176,2.325616846604822e-09,4.956879429201442e-10,4.955379155830631e-10,1.50027337081081e-13,0.9999924923788767,0.9994229986467654,0.9999999999999999,0.9998937506479687,0.9248312823298752,45,5,14.219663157315852
calibration,0,3,2,0,0.0,tp_uic_full,0.006539906985412849,5.688169967731512,1,3,9.804231806046975,8.932963628157609,10,0.9991283173461951,6.872235980434529,6.873489997198058,2.325616846604822e-09,4.778752813611208e-10,4.777373157343622e-10,1.3796562675860806e-13,0.9999791921997673,0.9990488468793208,0.9997800892941219,0.999594794512045,0.9248312823298752,45,5,33.92669197970842
calibration,0,3,2,0,0.0,perfect_channel,0.006539906985412849,5.688169967731512,1,3,5.246813406150272,5.347635757477476,10,0.9991280935292541,inf,inf,2.325616846604822e-09,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9248312823298752,0,5,nan
calibration,0,3,2,1,0.0,no_ic,0.0058284471454504525,5.5743676972295635,1,3,4.7782524047050945,4.092585208217896,10,0.9991284284802945,0.0,0.0,2.265468029337098e-09,2.265468029337098e-09,2.265468029337098e-09,0.0,1.0,1.0,1.0,1.0,0.9255818174597087,0,5,0.0
calibration,0,3,2,1,0.0,plain_ls,0.0058284471454504525,5.5743676972295635,1,3,4.777967056498465,4.09308698415012,10,0.9991285014361563,14.629568350262652,14.63897494457213,2.265468029337098e-09,7.80191299208297e-11,7.78503273872921e-11,1.6880253353759587e-13,0.9997410561939044,0.9987920644292113,0.9997411184328162,0.9995955147099668,0.9255818174597087,0,5,26.101934470362554
calibration,0,3,2,1,0.0,protected_ls,0.0058284471454504525,5.5743676972295635,1,3,4.091251021576069,4.47251362375963,10,0.9962524590503815,13.875800537932712,13.882492965259662,2.265468029337098e-09,9.280639089645709e-11,9.266348746475736e-11,1.4290343169973802e-13,0.9999819918462202,0.99920466587541,1.0,0.9998706198387403,0.9255818174597087,45,5,6.913636649239743
calibration,0,3,2,1,0.0,tp_uic_full,0.0058284471454504525,5.5743676972295635,1,3,4.778277996396122,4.093745735167792,10,0.999128387091765,14.629811938454703,14.638923280442903,2.265468029337098e-09,7.801475408677266e-11,7.785125350849918e-11,1.635005782734872e-13,0.9997554692549478,0.999782735342429,0.999811690437691,0.9996636036023179,0.9255818174597087,45,5,26.031592992864855
