method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_D_cluster_ci95_low,P_D_cluster_ci95_high,P_D_cluster_ci95_half_width,P_D_weak,P_D_weak_cluster_ci95_low,P_D_weak_cluster_ci95_high,P_FA,P_FA_ci95_low,P_FA_ci95_high,P_FA_ci95_half_width,P_FA_cluster_ci95_low,P_FA_cluster_ci95_high,P_FA_cluster_ci95_half_width,P_FA_overall,P_FA_overall_ci95_low,P_FA_overall_ci95_high,P_FA_overall_ci95_half_width,B_mean_bits,B_std_bits,T_mean_ms,T_std_ms,selected_links_mean,selected_links_std,selected_observations_mean,selected_observations_std,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,fine_eval_full_mean,fine_eval_c2f_mean,belief_capture_rate_mean,receiver_capacity_max_utilization_mean,receiver_capacity_binding_rate,fusion_capacity_max_utilization_mean,fusion_capacity_binding_rate,report_capacity_utilization_mean,report_capacity_binding_rate,assignment_capacity_max_utilization_mean,assignment_capacity_binding_rate,cpu_capacity_max_utilization_mean,cpu_capacity_binding_rate,selector_score_evaluations_mean,coordination_messages_mean,bid_rounds_mean,bundle_column_count_mean,bundle_pricing_iterations_mean,bundle_lp_worst_deficit_bound_mean,detection_runtime_mean_ms,detection_runtime_p90_ms,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,paired_proposed_delta_P_D,paired_proposed_delta_ci95_low,paired_proposed_delta_ci95_high,paired_reference_method,paired_reference_delta_P_D,paired_reference_delta_ci95_low,paired_reference_delta_ci95_high,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms
proposed_c2f_adaptive_pd,0.209,0.18493627231405968,0.23529098266321963,0.025177355174579974,0.182,0.23600000000000004,0.027000000000000024,0.05,0.01,0.1,0.048966666666666665,0.04658190082060634,0.05146693036639738,0.002442514772895518,0.04663333333333334,0.05136666666666668,0.0023666666666666697,0.048966666666666665,0.04658190082060634,0.05146693036639738,0.002442514772895518,7782.4,2361.4525699238593,12.970666666666668,3.9357542832064336,12.16,3.689769640506031,52.87,5.881589921101266,1.0,1.0,853.16,0.5221147119177469,2.8291966230327494,0.7061717854244821,0.9450486411937465,0.9606706415617857,0.7260166489838008,0.8930656167165214,1.3240954546068149,1.0,1.0,29.180401868202082,0.08539945083924971,7.876516715498692e-05,5.707087146241386,853.16,165.7,0.9966252525252526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43539.66,43539.66,0.0,0.0,0.0,nan,0.0,0.0,0.0,2.4818613577088127,0.03,0.20900000000000002,0.17,0.27,,,,proposed_c2f_adaptive_pd,0.0,0.0,0.0,0.02685546875,0.016113281249999997,3.7495376578179074,2.249722594690744
