experiment,method,corr_enable,P_D,P_D_ci95_low,P_D_ci95_high,D_mean,selected_links_mean,T_mean_ms
correlation_ablation,proposed_lagrangian,False,0.9481,0.94357758173567,0.9522782662817557,25.10187907102537,14.899,6.940672989058459
correlation_ablation,proposed_lagrangian,True,0.9448,0.9401507358217788,0.9491076466780001,24.49415693361482,15.715,7.4683137058393285
