trial,arm,receiver,weak_target,kappa_db,kappa_pred_db,cal_err_db,eta_protect,eta_survive,noise_enh_db,protect_dim,candidates,i_in,i_res,i_res_structural,i_res_estimate,i_res_pred,i_res_retained,i_res_pred_estimate,stat_h1,stat_h0,echo_to_direct_db,gate
2,tp_uic_full,5,6,27.852707170284,5.477338874756797,22.375368295527203,0.6312166101992042,1.1505088741109244,-21.408184133017137,95,378,1.4607868238165069e-09,2.395058501257219e-12,1.2588488589351506e-12,1.1362096423220682e-12,4.138595254461834e-10,4.133805215546926e-10,4.790038914908214e-13,1.9319755566228974e-13,5.924713730965395e-13,-7.732044040776871,4.1745217571578083e-13
2,perfect_channel,5,6,inf,inf,nan,0.6312166101992042,1.0,-inf,0,0,1.4607868238165069e-09,0.0,0.0,0.0,0.0,0.0,0.0,1.907080021994327e-13,6.24375660794579e-13,-7.732044040776871,4.1745217571578083e-13
3,no_ic,2,6,0.0,0.0,0.0,0.7894804554374818,1.0,-inf,0,0,4.960590226267551e-09,4.960590226267551e-09,4.960590226267551e-09,0.0,4.960590226267551e-09,0.0,0.0,6.529423703750344e-11,5.96464045253572e-11,-11.623966861784222,1.4371272679632577e-12
3,fixed_kappa,2,6,39.99999999999999,39.99999999999999,0.0,0.7894804554374818,1.0,-inf,0,0,4.960590226267551e-09,4.960590226267555e-13,4.960590226267555e-13,0.0,4.960590226267555e-13,0.0,0.0,7.995651339087515e-12,5.310636660184326e-12,-11.623966861784222,1.4371272679632577e-12
3,plain_ls,2,6,39.819124169360094,39.864583339137475,0.04545916977738273,0.7894804554374818,0.6635017866626253,-24.800612879855546,0,0,4.960590226267551e-09,5.171552481601421e-13,2.4138580801678122e-37,5.171552481601421e-13,5.117702302866488e-13,0.0,5.117702302866488e-13,4.9692000983124024e-12,4.733856665860565e-12,-11.623966861784222,1.4371272679632577e-12
3,ridge_ls,2,6,39.873748060991886,39.864583339137475,0.009164721854403453,0.7894804554374818,0.6691381026700332,-24.956364764663125,0,0,4.960590226267551e-09,5.106914032014817e-13,1.1754361332802264e-14,4.989370418686795e-13,5.117702302866488e-13,0.0,5.117702302866488e-13,5.021107782581522e-12,4.734584095401114e-12,-11.623966861784222,1.4371272679632577e-12
3,protected_ls,2,6,6.5027405954377,4.383255005439166,2.119485589998535,0.7894804554374818,0.9241269054481382,-24.104231387495094,86,0,4.960590226267551e-09,1.109837241198725e-09,1.1092301428025559e-09,6.070983961691875e-13,1.8080392439464494e-09,1.8076364066413846e-09,4.0283730506468854e-13,3.193809340984964e-11,3.234851814620928e-11,-11.623966861784222,1.4371272679632577e-12
3,tp_uic_stage1,2,6,6.503073905784386,4.383255005439166,2.1198189003452206,0.7894804554374818,0.9454648036860421,-24.9677061638967,86,0,4.960590226267551e-09,1.1097520671851994e-09,1.1092544313944873e-09,4.976357907122296e-13,1.8080392439464494e-09,1.8076364066413846e-09,4.0283730506468854e-13,3.226837740432992e-11,3.2510406944652804e-11,-11.623966861784222,1.4371272679632577e-12
3,tp_uic_full,2,6,29.73175460521229,4.383255005439166,25.34849959977312,0.7894804554374818,0.9165933144150136,-20.229190602522415,86,420,4.960590226267551e-09,5.2766451927561716e-12,3.794935356087285e-12,1.4817098366688871e-12,1.8080392439464494e-09,1.8076364066413846e-09,4.0283730506468854e-13,7.411022495952714e-12,5.429875908033616e-12,-11.623966861784222,1.4371272679632577e-12
3,perfect_channel,2,6,inf,inf,nan,0.7894804554374818,1.0,-inf,0,0,4.960590226267551e-09,0.0,0.0,0.0,0.0,0.0,0.0,7.983774347157543e-12,5.294129278032907e-12,-11.623966861784222,1.4371272679632577e-12
4,no_ic,11,2,0.0,0.0,0.0,0.375057600908665,1.0,-inf,0,0,3.6423112570475085e-09,3.6423112570475085e-09,3.6423112570475085e-09,0.0,3.6423112570475085e-09,0.0,0.0,3.5957518533215803e-12,5.8042200024002205e-12,-10.577325646900906,5.717554212696216e-13
4,fixed_kappa,11,2,39.99999999999997,39.99999999999997,0.0,0.375057600908665,1.0,-inf,0,0,3.6423112570475085e-09,3.6423112570475303e-13,3.6423112570475303e-13,0.0,3.6423112570475303e-13,0.0,0.0,1.519574300953355e-12,1.3920882024703995e-12,-10.577325646900906,5.717554212696216e-13
4,plain_ls,11,2,36.36465752205826,38.32261430245034,1.9579567803920763,0.375057600908665,0.6578518661002755,-22.719039357151722,0,0,3.6423112570475085e-09,8.41223320740036e-13,1.9416649561609376e-38,8.41223320740036e-13,5.359393261058362e-13,0.0,5.359393261058362e-13,1.4379471487411918e-12,1.3558443111149554e-12,-10.577325646900906,5.717554212696216e-13
4,ridge_ls,11,2,36.37448877646846,38.32261430245034,1.9481255259818744,0.375057600908665,0.6578525227109693,-22.730634055092935,0,0,3.6423112570475085e-09,8.393211720725447e-13,3.4073539933025604e-16,8.389804366732144e-13,5.359393261058362e-13,0.0,5.359393261058362e-13,1.4376054688749917e-12,1.3555369316182767e-12,-10.577325646900906,5.717554212696216e-13
4,protected_ls,11,2,8.153978869228506,7.656116946815963,0.49786192241254384,0.375057600908665,0.7242028340188572,-24.68425342379949,117,0,3.6423112570475085e-09,5.571590242736372e-10,5.566239797821027e-10,5.350444915344741e-13,6.248350186062337e-10,6.243001573662155e-10,5.348612400182409e-13,3.2774183218229683e-12,4.486805396722699e-12,-10.577325646900906,5.717554212696216e-13
4,tp_uic_stage1,11,2,8.153996737725596,7.656116946815963,0.49787979090963397,0.375057600908665,0.7242105676141242,-24.71213924759848,117,0,3.6423112570475085e-09,5.571567319180264e-10,5.566251119134743e-10,5.316200045520627e-13,6.248350186062337e-10,6.243001573662155e-10,5.348612400182409e-13,3.277023987896463e-12,4.4883945196288435e-12,-10.577325646900906,5.717554212696216e-13
4,tp_uic_full,11,2,24.37433054162407,7.656116946815963,16.71821359480811,0.375057600908665,0.9486945299338262,-12.846387660740323,117,378,3.6423112570475085e-09,1.3302828797727806e-11,5.1336862659654804e-12,8.169142531762325e-12,6.248350186062337e-10,6.243001573662155e-10,5.348612400182409e-13,1.7245524214180759e-12,1.740429776859776e-12,-10.577325646900906,5.717554212696216e-13
4,perfect_channel,11,2,inf,inf,nan,0.375057600908665,1.0,-inf,0,0,3.6423112570475085e-09,0.0,0.0,0.0,0.0,0.0,0.0,1.5223241868388954e-12,1.3853564047075045e-12,-10.577325646900906,5.717554212696216e-13
5,no_ic,11,4,0.0,0.0,0.0,0.6621943822637559,1.0,-inf,0,0,2.2643052470138128e-09,2.2643052470138128e-09,2.2643052470138128e-09,0.0,2.2643052470138128e-09,0.0,0.0,4.412521859512772e-13,2.912514917046213e-13,-9.2405958203328,8.590679182858515e-13
5,fixed_kappa,11,4,39.99999999999999,39.99999999999999,0.0,0.6621943822637559,1.0,-inf,0,0,2.2643052470138128e-09,2.2643052470138187e-13,2.2643052470138187e-13,0.0,2.2643052470138187e-13,0.0,0.0,1.861476142079497e-13,2.253040101565761e-13,-9.2405958203328,8.590679182858515e-13
5,plain_ls,11,4,37.27719638746642,36.345915900479966,0.9312804869864515,0.6621943822637559,0.5491740611288054,-25.57743553658512,0,0,2.2643052470138128e-09,4.2385307103448086e-13,1.7093139177818164e-37,4.2385307103448086e-13,5.252225729727849e-13,0.0,5.252225729727849e-13,1.812810132729899e-13,2.1575884975870537e-13,-9.2405958203328,8.590679182858515e-13
5,ridge_ls,11,4,37.47004828656173,36.345915900479966,1.1241323860817634,0.6621943822637559,0.5496149163685256,-25.80802049528353,0,0,2.2643052470138128e-09,4.054433151599168e-13,3.5073779519914314e-15,4.019359372079254e-13,5.252225729727849e-13,0.0,5.252225729727849e-13,1.813508252230611e-13,2.1525894164598766e-13,-9.2405958203328,8.590679182858515e-13
5,protected_ls,11,4,2.9686579209275257,3.473274943030253,0.5046170221027277,0.6621943822637559,0.7730382189058971,-24.36209829552086,107,0,2.2643052470138128e-09,1.1430604038503675e-09,1.1424996799624174e-09,5.607238879499338e-13,1.0176711869672806e-09,1.0172045477737366e-09,4.666391935439429e-13,4.373333591682206e-13,2.906423463718393e-13,-9.2405958203328,8.590679182858515e-13
5,tp_uic_stage1,11,4,2.9690923797324356,3.473274943030253,0.5041825632978175,0.6621943822637559,0.7745780624059898,-25.574751078009022,107,0,2.2643052470138128e-09,1.1429460602797052e-09,1.1425219451358642e-09,4.241151438409588e-13,1.0176711869672806e-09,1.0172045477737366e-09,4.666391935439429e-13,4.3724373521938096e-13,2.910116086348277e-13,-9.2405958203328,8.590679182858515e-13
5,tp_uic_full,11,4,28.46114678717294,3.473274943030253,24.987871844142685,0.6621943822637559,0.6863185978968239,-17.471983528860868,107,378,2.2643052470138128e-09,3.2271584864393243e-12,4.870955706270947e-13,2.7400629158122295e-12,1.0176711869672806e-09,1.0172045477737366e-09,4.666391935439429e-13,1.8059737924307436e-13,2.055572095469362e-13,-9.2405958203328,8.590679182858515e-13
5,perfect_channel,11,4,inf,inf,nan,0.6621943822637559,1.0,-inf,0,0,2.2643052470138128e-09,0.0,0.0,0.0,0.0,0.0,0.0,1.852515024144465e-13,2.2554647294957682e-13,-9.2405958203328,8.590679182858515e-13
6,no_ic,1,6,0.0,0.0,0.0,0.5633187848154811,1.0,-inf,0,0,1.2070463455424498e-09,1.2070463455424498e-09,1.2070463455424498e-09,0.0,1.2070463455424498e-09,0.0,0.0,2.726150009238526e-12,3.174221955224707e-12,-3.522936268028596,8.103308187475161e-13
6,fixed_kappa,1,6,39.99999999999999,39.99999999999999,0.0,0.5633187848154811,1.0,-inf,0,0,1.2070463455424498e-09,1.2070463455424506e-13,1.2070463455424506e-13,0.0,1.2070463455424506e-13,0.0,0.0,9.26512567910325e-13,1.070942535675915e-12,-3.522936268028596,8.103308187475161e-13
6,plain_ls,1,6,36.13213718022394,33.54605614351611,2.5860810367078284,0.5633187848154811,0.5195085202296351,-27.20370378127749,0,0,1.2070463455424498e-09,2.941102954929532e-13,1.0584855847506401e-37,2.941102954929532e-13,5.334802317487149e-13,0.0,5.334802317487149e-13,8.115185164181213e-13,7.173431365003649e-13,-3.522936268028596,8.103308187475161e-13
6,ridge_ls,1,6,36.07513115406761,33.54605614351611,2.5290750105515047,0.5633187848154811,0.5195560519845411,-27.226338261644255,0,0,1.2070463455424498e-09,2.9799627139431457e-13,5.414827079610575e-15,2.92581444314704e-13,5.334802317487149e-13,0.0,5.334802317487149e-13,8.114216316621357e-13,7.187949488422185e-13,-3.522936268028596,8.103308187475161e-13
6,protected_ls,1,6,3.878176972573999,1.0352790021127969,2.842897970461202,0.5633187848154811,0.8928178952886157,-24.66589230147951,91,0,1.2070463455424498e-09,4.942039909790264e-10,4.936764072715367e-10,5.275837074896291e-13,9.510340039748922e-10,9.50565894440068e-10,4.681095348240906e-13,2.7148408297618028e-12,3.2176774519628485e-12,-3.522936268028596,8.103308187475161e-13
6,tp_uic_stage1,1,6,3.8792038296295086,1.0352790021127969,2.843924827516711,0.5633187848154811,0.8984453261026205,-26.002194552594066,91,0,1.2070463455424498e-09,4.940871539280615e-10,4.936993062905678e-10,3.878476374937427e-13,9.510340039748922e-10,9.50565894440068e-10,4.681095348240906e-13,2.713307373477486e-12,3.218085408911237e-12,-3.522936268028596,8.103308187475161e-13
6,tp_uic_full,1,6,25.081748602560406,1.0352790021127969,24.04646960044761,0.5633187848154811,0.7151849472603273,-18.832432626423337,91,420,1.2070463455424498e-09,3.745838812307375e-12,1.724508247941297e-12,2.0213305643660776e-12,9.510340039748922e-10,9.50565894440068e-10,4.681095348240906e-13,8.080039028084809e-13,9.790176426169938e-13,-3.522936268028596,8.103308187475161e-13
6,perfect_channel,1,6,inf,inf,nan,0.5633187848154811,1.0,-inf,0,0,1.2070463455424498e-09,0.0,0.0,0.0,0.0,0.0,0.0,9.21747441652073e-13,1.0728583563455757e-12,-3.522936268028596,8.103308187475161e-13
7,no_ic,9,3,0.0,0.0,0.0,0.920736367782539,1.0,-inf,0,0,3.420293769611025e-09,3.420293769611025e-09,3.420293769611025e-09,0.0,3.420293769611025e-09,0.0,0.0,1.8382096458726328e-12,2.2743413613662986e-12,-16.3493382286231,7.877108587645697e-13
7,fixed_kappa,9,3,39.99999999999999,39.99999999999999,0.0,0.920736367782539,1.0,-inf,0,0,3.420293769611025e-09,3.420293769611033e-13,3.420293769611033e-13,0.0,3.420293769611033e-13,0.0,0.0,5.788473560135985e-13,5.074418519539011e-13,-16.3493382286231,7.877108587645697e-13
7,plain_ls,9,3,36.637785126012055,38.10065863445781,1.4628735084457545,0.920736367782539,0.7911354024895011,-23.302551514643586,0,0,3.420293769611025e-09,7.417966995121251e-13,9.381540414428601e-38,7.417966995121251e-13,5.296604508172078e-13,0.0,5.296604508172078e-13,5.082819396460948e-13,5.138742043929419e-13,-16.3493382286231,7.877108587645697e-13
7,ridge_ls,9,3,36.74684464695387,38.10065863445781,1.3538139875039432,0.920736367782539,0.7923106841721673,-23.44087519113454,0,0,3.420293769611025e-09,7.234007331767525e-13,4.858120063021206e-15,7.185426131137312e-13,5.296604508172078e-13,0.0,5.296604508172078e-13,5.06289520204179e-13,5.124859242082671e-13,-16.3493382286231,7.877108587645697e-13
7,protected_ls,9,3,4.67000764146566,5.7022544199223155,1.0322467784566551,0.920736367782539,0.9843651414611586,-23.884921529612125,106,0,3.420293769611025e-09,1.1669779365418639e-09,1.1663292305711865e-09,6.487059706772733e-13,9.201062215064568e-10,9.1964029367524e-10,4.659278312168362e-13,1.6940842970985106e-12,1.5823614316420264e-12,-16.3493382286231,7.877108587645697e-13
7,tp_uic_stage1,9,3,4.6702173180317805,5.7022544199223155,1.032037101890534,0.920736367782539,0.9889739060851757,-24.383722589660664,106,0,3.420293769611025e-09,1.1669215964247267e-09,1.1663432769874165e-09,5.783194373101495e-13,9.201062215064568e-10,9.1964029367524e-10,4.659278312168362e-13,1.7028932051404722e-12,1.5822260626138478e-12,-16.3493382286231,7.877108587645697e-13
7,tp_uic_full,9,3,32.100123386794344,5.7022544199223155,26.397868966872025,0.920736367782539,0.9392513332582769,-19.003087368315388,106,420,3.420293769611025e-09,2.1088761274059945e-12,1.1255082476076956e-13,1.996325302645225e-12,9.201062215064568e-10,9.1964029367524e-10,4.659278312168362e-13,5.541934688865757e-13,4.970049685721027e-13,-16.3493382286231,7.877108587645697e-13
7,perfect_channel,9,3,inf,inf,nan,0.920736367782539,1.0,-inf,0,0,3.420293769611025e-09,0.0,0.0,0.0,0.0,0.0,0.0,5.823519938236714e-13,5.074004483183241e-13,-16.3493382286231,7.877108587645697e-13
8,no_ic,9,5,0.0,0.0,0.0,0.8309441453674771,1.0,-inf,0,0,1.9183648322484405e-09,1.9183648322484405e-09,1.9183648322484405e-09,0.0,1.9183648322484405e-09,0.0,0.0,6.513962265851635e-13,4.695159320603119e-13,-9.121089783128278,9.67512713445518e-13
8,fixed_kappa,9,5,39.99999999999999,39.99999999999999,0.0,0.8309441453674771,1.0,-inf,0,0,1.9183648322484405e-09,1.9183648322484452e-13,1.9183648322484452e-13,0.0,1.9183648322484452e-13,0.0,0.0,5.010413577447695e-13,5.737394794957783e-13,-9.121089783128278,9.67512713445518e-13
8,plain_ls,9,5,35.39523107380181,35.61538858708055,0.22015751327873742,0.8309441453674771,0.5768139684156537,-24.60507286694223,0,0,1.9183648322484405e-09,5.538703244242994e-13,1.092447215161163e-37,5.538703244242994e-13,5.264926898716869e-13,0.0,5.264926898716869e-13,4.785732698767126e-13,4.049005966857408e-13,-9.121089783128278,9.67512713445518e-13
8,ridge_ls,9,5,35.36958312031719,35.61538858708055,0.2458054667633655,0.8309441453674771,0.5773045613761668,-24.693471811242983,0,0,1.9183648322484405e-09,5.571509716453169e-13,1.444049868013351e-14,5.427104729651833e-13,5.264926898716869e-13,0.0,5.264926898716869e-13,4.797268248535816e-13,4.0561027987377754e-13,-9.121089783128278,9.67512713445518e-13
8,protected_ls,9,5,1.8962350939154122,2.1625298649867237,0.2662947710713115,0.8309441453674771,0.9102823023868513,-22.68973615219837,96,0,1.9183648322484405e-09,1.2396745770399853e-09,1.2388136987249298e-09,8.608783150556402e-13,1.1659454119022843e-09,1.1655930911628718e-09,3.5232073941252244e-13,9.09436488256063e-13,5.449182918762393e-13,-9.121089783128278,9.67512713445518e-13
8,tp_uic_stage1,9,5,1.8976233421485804,2.1625298649867237,0.2649065228381433,0.8309441453674771,0.9179929642825813,-25.553757978731216,96,0,1.9183648322484405e-09,1.2392783709903683e-09,1.2388331869510028e-09,4.4518403936549815e-13,1.1659454119022843e-09,1.1655930911628718e-09,3.5232073941252244e-13,9.411752932802205e-13,5.615232973055492e-13,-9.121089783128278,9.67512713445518e-13
8,tp_uic_full,9,5,24.0475917327867,2.1625298649867237,21.885061867799976,0.8309441453674771,0.7813733910005277,-14.40182786784385,96,336,1.9183648322484405e-09,7.553913910340163e-12,1.7498445090773988e-12,5.804069401262764e-12,1.1659454119022843e-09,1.1655930911628718e-09,3.5232073941252244e-13,4.938807530149427e-13,4.911333708297883e-13,-9.121089783128278,9.67512713445518e-13
8,perfect_channel,9,5,inf,inf,nan,0.8309441453674771,1.0,-inf,0,0,1.9183648322484405e-09,0.0,0.0,0.0,0.0,0.0,0.0,5.00332618918274e-13,5.764263534110261e-13,-9.121089783128278,9.67512713445518e-13
9,no_ic,2,7,0.0,0.0,0.0,0.48519787793661145,1.0,-inf,0,0,1.3094334880231257e-09,1.3094334880231257e-09,1.3094334880231257e-09,0.0,1.3094334880231257e-09,0.0,0.0,1.2485897284792408e-11,1.8027044750449324e-11,-4.627624458362494,4.493631331405556e-13
9,fixed_kappa,2,7,39.99999999999999,39.99999999999999,0.0,0.48519787793661145,1.0,-inf,0,0,1.3094334880231257e-09,1.3094334880231276e-13,1.3094334880231276e-13,0.0,1.3094334880231276e-13,0.0,0.0,4.891394285971345e-12,6.873325302004319e-12,-4.627624458362494,4.493631331405556e-13
9,plain_ls,2,7,36.05917895241254,33.97940520412429,2.0797737482882406,0.48519787793661145,0.7265647855514547,-26.79900963508359,0,0,1.3094334880231257e-09,3.2446327564369625e-13,2.0949628777702707e-37,3.2446327564369625e-13,5.237727780339105e-13,0.0,5.237727780339105e-13,3.528724131114178e-12,4.598756687270561e-12,-4.627624458362494,4.493631331405556e-13
9,ridge_ls,2,7,36.08056284198005,33.97940520412429,2.1011576378557555,0.48519787793661145,0.7278242009979924,-27.078006399254303,0,0,1.3094334880231257e-09,3.2286960275634497e-13,1.8594882436241265e-14,3.042747203201037e-13,5.237727780339105e-13,0.0,5.237727780339105e-13,3.593338439621512e-12,4.668680193431445e-12,-4.627624458362494,4.493631331405556e-13
9,protected_ls,2,7,5.062034941783626,4.567011849826751,0.49502309195687605,0.48519787793661145,0.8410074510750782,-25.92566315876973,89,0,1.3094334880231257e-09,4.082065315289433e-10,4.0780979682100413e-10,3.9673470793919496e-13,4.5749068793882247e-10,4.570066818608748e-10,4.840060779477055e-13,3.9650904394820236e-12,5.263264653376185e-12,-4.627624458362494,4.493631331405556e-13
9,tp_uic_stage1,2,7,5.062479322289409,4.567011849826751,0.4954674724626584,0.48519787793661145,0.8542396347303828,-26.737186162028305,89,0,1.3094334880231257e-09,4.081647649967334e-10,4.078356498306643e-10,3.2911516606907755e-13,4.5749068793882247e-10,4.570066818608748e-10,4.840060779477055e-13,3.983149660638083e-12,5.3510244480705436e-12,-4.627624458362494,4.493631331405556e-13
9,tp_uic_full,2,7,23.72429626846637,4.567011849826751,19.157284418639623,0.48519787793661145,0.8371823827418999,-17.173807105030217,89,420,1.3094334880231257e-09,5.554613133964122e-12,2.578250790063729e-12,2.976362343900392e-12,4.5749068793882247e-10,4.570066818608748e-10,4.840060779477055e-13,4.234479721381232e-12,8.553444231464752e-12,-4.627624458362494,4.493631331405556e-13
9,perfect_channel,2,7,inf,inf,nan,0.48519787793661145,1.0,-inf,0,0,1.3094334880231257e-09,0.0,0.0,0.0,0.0,0.0,0.0,4.877026671671481e-12,6.853560337854922e-12,-4.627624458362494,4.493631331405556e-13
