lambda_cost,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_FA_active,P_FA_overall,B_mean_bits,T_mean_ms,selected_links_mean,active_target_ratio_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_worst_target_P_D,actual_mean_target_P_D,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms
0.0005,0.6187,0.6091362991853698,0.6281725362524085,0.00951811853351936,0.044226666666666664,0.044226666666666664,21054.72,36.90432290107205,32.898,1.0,0.3195214631023853,1.057157972458902,0.22843524782818392,0.759878926359639,0.531485412496324,1.0,1.0,42.81823112027105,6.240439652515745,0.19847528315409976,95.24415855632158,0.01,30.431248645122153,0.617,0.604,0.6186999999999999,0.029385334974770503,0.01676497362269793,2.033664238720394,1.1602497418812474
0.001,0.6085,0.5988935991792528,0.618023070113072,0.009564735466909613,0.04403440344034403,0.04403,20224.0,34.825490057326995,31.6,0.9999,0.3195214631023853,1.0789181960501972,0.23093843655917362,0.7632476735077522,0.5339222687425683,1.0,1.0,42.70101238981238,5.948421139917153,0.1983142320821172,95.24415855632158,0.01,30.32054726631526,0.617,0.582,0.6084999999999999,0.03008801424050633,0.017472833806454265,2.1114029069329696,1.2261424697691636
0.003,0.609,0.5993955896736971,0.6185206956061498,0.009562552966226323,0.044239938648261146,0.044226666666666664,18626.56,30.907510584059445,29.104,0.9997,0.3195214631023853,1.1165848085373762,0.23765221405640702,0.7699347560907556,0.5404805519899964,1.0,1.0,42.550135805821164,5.431278313904006,0.1982319621345011,95.24415855632158,0.01,30.14430916153433,0.615,0.59,0.609,0.03269524807586586,0.01970394860316223,2.284379714011667,1.3766924285311546
0.005,0.6105,0.6009016244030568,0.6200135088393569,0.009555942218150038,0.04373165198825727,0.04369666666666667,17674.88,28.63651587004717,27.617,0.9992000000000001,0.3195214631023853,1.1395552621457885,0.24208671658984568,0.7740660725089772,0.5444384347771881,1.0,1.0,42.49310816112856,5.196935284516016,0.1962497325156318,95.24415855632158,0.01,30.07934690875542,0.613,0.592,0.6105,0.0345405456783865,0.021318934285527467,2.4041525691336267,1.483878428296332
0.01,0.6083,0.5986928059299838,0.6178240169673318,0.009565605518674025,0.044248496993987974,0.04416,16135.68,24.979496782995454,25.212,0.998,0.3195214631023853,1.1853089468823865,0.2505966898988808,0.7819215429746739,0.5523131989430583,1.0,1.0,42.42765142542107,4.965982816229028,0.19098322496489067,95.24415855632158,0.009,30.005102987271542,0.605,0.586,0.6083,0.037699061954624774,0.02435197175045152,2.6294306422425993,1.698499044796742
0.02,0.6106,0.6010020300947327,0.6201130263451853,0.00955549812522627,0.04400482024502912,0.04382,14349.44,21.14913304446895,22.421,0.9957999999999999,0.3195214631023853,1.243317943488834,0.2617682962866864,0.7909424617983785,0.5623229103793923,1.0,1.0,42.37156168190962,4.732590517466677,0.17630791956497494,95.24415855632158,0.009,29.932583946210737,0.602,0.59,0.6106,0.04255218322108737,0.028871159811427252,2.952837301100922,2.003465654730036
0.05,0.601,0.5913650012962902,0.6105574281832008,0.009596213443455293,0.04359362389023406,0.04321,11694.72,15.991308241082677,18.273,0.9912000000000001,0.3195214631023853,1.3259451619322882,0.28880775477408893,0.8041489304554847,0.5842767871288261,1.0,1.0,42.3123155081315,4.545878876857052,0.15223748825147518,95.24415855632158,0.009,29.87596495130551,0.587,0.584,0.601,0.05139071307393422,0.0375829163530219,3.6180699929653293,2.645957095581992
0.1,0.5938,0.5841397546652655,0.6033882045939055,0.009624224964320027,0.04373091797272542,0.04297,9878.4,12.854954137456325,15.435,0.9826000000000001,0.3195214631023853,1.3895616134338398,0.31472279579924345,0.8133548392585096,0.6022485683165519,1.0,1.0,42.2683690990081,4.461692398749763,0.12909261619352147,95.24415855632158,0.008,29.828878456740153,0.579,0.568,0.5938000000000001,0.06011094914156139,0.04619230793440218,4.278867944101079,3.288099564342122
0.2,0.592,0.5823337785788179,0.601595563125273,0.009630892273227554,0.043406140531629916,0.04213,8387.2,10.56335014724571,13.105,0.9706,0.3195214631023853,1.4356227708164904,0.335531930570638,0.8192003692545023,0.61578977683899,1.0,1.0,42.218063973014196,4.355054076408744,0.10600295711038706,95.24415855632158,0.006,29.780473502784826,0.563,0.566,0.5920000000000001,0.07058374666157954,0.05604282654157385,5.033630290563501,3.996654790811998
