trial,arm,belief_term,t_h1,thr_h1,det_h1,t_h0,thr_h0,det_h0
13,tp_uic_stage1,0,11.060795461887235,20.66856907571369,0.0,14.231178372384768,20.66856907571369,0.0
13,tp_uic_full,0,9.440827605807266,20.66856907571369,0.0,14.230465008106755,20.66856907571369,0.0
13,perfect_channel,1,4.583182407362445,20.66856907571369,0.0,11.37649929455579,20.66856907571369,0.0
13,tp_uic_stage1,1,4.817218099390447,20.66856907571369,0.0,10.771174450467683,20.66856907571369,0.0
13,tp_uic_full,1,4.025722005155994,20.66856907571369,0.0,11.072891122214397,20.66856907571369,0.0
14,perfect_channel,0,28.152623307235334,20.66856907571369,1.0,38.065132107018115,20.66856907571369,1.0
14,tp_uic_stage1,0,20.67011877533695,20.66856907571369,1.0,14.988402865997493,20.66856907571369,0.0
14,tp_uic_full,0,19.453983468384294,20.66856907571369,0.0,26.738304951374484,20.66856907571369,1.0
14,perfect_channel,1,18.893776304594446,20.66856907571369,0.0,27.58205578756671,20.66856907571369,1.0
14,tp_uic_stage1,1,20.611977899225465,20.66856907571369,0.0,14.750635662212533,20.66856907571369,0.0
14,tp_uic_full,1,18.624497312815034,20.66856907571369,0.0,24.416548579699043,20.66856907571369,1.0
15,perfect_channel,0,13.801836406584528,20.66856907571369,0.0,18.341495930256123,20.66856907571369,0.0
15,tp_uic_stage1,0,15.033405773930683,20.66856907571369,0.0,20.101802336008074,20.66856907571369,0.0
15,tp_uic_full,0,12.757198907767352,20.66856907571369,0.0,25.236340988692763,20.66856907571369,1.0
15,perfect_channel,1,12.475245354598577,20.66856907571369,0.0,17.41925961011993,20.66856907571369,0.0
15,tp_uic_stage1,1,14.492316843017313,20.66856907571369,0.0,19.48154355948293,20.66856907571369,0.0
15,tp_uic_full,1,11.620033771466106,20.66856907571369,0.0,23.888081221462183,20.66856907571369,1.0
16,perfect_channel,0,10.757266221166951,20.66856907571369,0.0,11.802731713057963,20.66856907571369,0.0
16,tp_uic_stage1,0,11.828845301569402,20.66856907571369,0.0,19.69328107180425,20.66856907571369,0.0
16,tp_uic_full,0,10.122569535124937,20.66856907571369,0.0,15.59466928678055,20.66856907571369,0.0
16,perfect_channel,1,10.59268184942437,20.66856907571369,0.0,11.410766991753203,20.66856907571369,0.0
16,tp_uic_stage1,1,9.634575014676734,20.66856907571369,0.0,16.064621355756728,20.66856907571369,0.0
