area_m,rcs_m2,trial,label,family,pd,worst_pd,weak_pd,pfa,reports,observations,bits,delay_ms,n_looks,rho_mean,rho_std,sensing_w,power_seconds,rinr_median,per_target
600.0,0.1,1,base,baseline,0.6,0.0,1.0,0.05,4.0,23.0,2560.0,4.266666666666667,16,0.8000000000000003,2.220446049250313e-16,12.000000000000004,0.0,6.485976787794769,1;0;1;1;0;0;1;0;1;1
600.0,0.1,1,maxmin,maxmin,0.8,0.0,1.0,0.03333333333333333,8.0,60.0,5120.0,8.533333333333335,16,0.8000000000000003,2.220446049250313e-16,12.000000000000004,0.0,6.485976787794769,1;0;1;1;0;1;1;1;1;1
600.0,0.1,1,looks128,looks,0.9,0.0,1.0,0.04666666666666667,2.0,15.0,1280.0,2.1333333333333333,128,0.8000000000000003,2.220446049250313e-16,12.000000000000004,0.0,6.485976787794769,1;1;1;1;0;1;1;1;1;1
600.0,0.1,1,gain15,radar,1.0,1.0,1.0,0.03666666666666667,0.0,10.0,0.0,0.0,16,0.8000000000000003,2.220446049250313e-16,12.000000000000004,0.0,6.485976787794769,1;1;1;1;1;1;1;1;1;1
600.0,0.1,2,base,baseline,0.5,0.0,0.0,0.06,8.0,21.0,5120.0,8.533333333333335,16,0.8000000000000003,2.220446049250313e-16,12.000000000000004,0.0,8.136966164390792,0;0;1;1;1;1;0;0;1;0
600.0,0.1,2,maxmin,maxmin,0.8,0.0,0.0,0.056666666666666664,8.0,60.0,5120.0,8.533333333333335,16,0.8000000000000003,2.220446049250313e-16,12.000000000000004,0.0,8.136966164390792,0;1;1;1;1;1;0;1;1;1
600.0,0.1,2,looks128,looks,0.9,0.0,1.0,0.06333333333333334,6.0,16.0,3840.0,6.400000000000001,128,0.8000000000000003,2.220446049250313e-16,12.000000000000004,0.0,8.136966164390792,1;0;1;1;1;1;1;1;1;1
600.0,0.1,2,gain15,radar,0.8,0.0,1.0,0.04666666666666667,0.0,10.0,0.0,0.0,16,0.8000000000000003,2.220446049250313e-16,12.000000000000004,0.0,8.136966164390792,1;0;1;1;1;1;1;1;1;0
600.0,0.1,3,base,baseline,0.7,0.0,0.0,0.04666666666666667,2.0,29.0,1280.0,2.1333333333333333,16,0.8000000000000003,2.220446049250313e-16,12.000000000000004,0.0,10.165146057415008,0;1;0;1;1;1;1;0;1;1
600.0,0.1,3,maxmin,maxmin,0.6,0.0,1.0,0.06333333333333334,8.0,60.0,5120.0,8.533333333333335,16,0.8000000000000003,2.220446049250313e-16,12.000000000000004,0.0,10.165146057415008,1;0;1;1;0;1;1;0;0;1
600.0,0.1,3,looks128,looks,0.7,0.0,0.0,0.03333333333333333,0.0,15.0,0.0,0.0,128,0.8000000000000003,2.220446049250313e-16,12.000000000000004,0.0,10.165146057415008,0;1;0;1;1;1;1;0;1;1
