split,scene_id,boost_db,two_cpi_h0,two_cpi_h1,perfect_two_cpi_h0,perfect_two_cpi_h1,crossfit_map_h0,crossfit_map_h1
calibration,39,50.0,21.24312989941077,11.174797807697493,22.77304785108949,10.693526577687962,21.98106445411144,10.702924874466753
calibration,40,50.0,23.628606370886846,20.453984752138034,11.067920585781705,68.70857641707272,14.497645106714842,11.590735426955039
test,41,50.0,10.95308847362128,14.812771115460198,9.67546832296566,12.341619799397332,9.727232112651244,12.090632463019288
test,42,50.0,9.087596275895233,22.109975237360512,9.452578962548571,21.193095552351764,10.069365163462358,19.26839546580418
test,43,50.0,7.383402226429903,20.508952802149427,7.9752084103930825,18.100163376445114,7.217018888110273,18.676879348184826
test,44,50.0,15.176804176240354,22.33837036672494,15.669880233864479,19.40149867506536,15.179217361287993,21.709006958433243
test,45,50.0,12.791430523274997,16.115579209542773,12.54741742162572,16.354602206661944,12.417692448430781,16.41056864146726
test,46,50.0,70.77806061398199,77.69346808337492,19.034891044743347,15.836791043417223,20.29993954949493,15.37058014002907
test,47,50.0,41.58945639925151,45.30112175366443,16.08005414208558,26.703116552270735,16.743517095426387,26.115311846281855
test,48,50.0,14.349490493851345,12.078167917568246,14.989472006000694,12.220458003312455,14.327307539993942,12.180291261475073
test,49,50.0,11.658584358823141,32.18661283980002,10.62694573284519,29.612490028409788,11.305988976115113,27.920908324131396
test,50,50.0,14.595951698362287,14.491291126613191,10.996056975716513,11.616817873714847,11.060116342866282,12.062497349086913
test,51,50.0,11.654750916860772,21.040698774462,9.234789672933752,20.666604069331544,10.912053577491946,19.634373780498883
test,52,50.0,172.9148265242884,214.76833058477598,21.40698106471041,44.06454096441803,11.776204822677673,36.97443458723571
test,53,50.0,18.647470980542153,36.81595142572817,14.171120943626265,28.319333651039493,13.831467487182653,28.94436790130446
test,54,50.0,11.23462045655956,16.262925543089228,10.400376737570529,18.8205124224007,10.210276624162432,16.45502757226166
test,55,50.0,13.03254249719274,17.200794570697823,14.139672309810546,15.513796902821955,13.86847602304568,15.526987551540492
test,56,50.0,14.478573354074161,20.47248778581468,11.002375038474293,12.48265668002767,11.375019376000727,12.377735068637323
test,57,50.0,14.073915830564028,28.54074973296121,9.324208725950466,19.966167110053245,9.194452419011647,22.44519938469471
test,58,50.0,15.822227359588323,14.736863961185371,12.514739430976144,11.959722170916852,14.73052993849225,13.309875457741235
test,59,50.0,18.118463561332767,24.998395774279835,17.505192534655603,22.762056444601754,16.85426430759459,21.334439864655373
test,60,50.0,21.28657125411332,23.051274425014856,15.782702734229309,15.689057652537652,14.538364041610151,15.307278708650768
test,61,50.0,16.49431193873477,18.207039217629323,11.623067416253068,13.805538875432202,12.332603454115523,13.701028708978615
test,62,50.0,10.883559801654364,12.079967336146094,11.048175238066865,11.575606355989756,11.29946173845381,12.805297839366165
test,63,50.0,20.07039729279035,15.648471836366902,20.59853308800966,14.920923312953288,19.888217687298095,15.048622054845143
test,64,50.0,32.52151334681989,30.567112537100005,13.63392272872633,8.799264191435363,15.514554495854602,9.633004451305872
test,65,50.0,7.449951489128756,13.601978670930539,7.496567954111754,13.453866916053247,7.371794264584211,13.56663185061182
test,66,50.0,15.891860764064683,24.792312371400094,10.020554349678566,16.14554585026952,10.6237624613547,16.576412243114014
test,67,50.0,16.076519245725613,33.42477875645932,13.384607819246677,105.33820821545555,10.783424772535684,29.2503922719024
test,68,50.0,29.063254622608014,32.947967012872525,15.527850773405731,24.413632097087152,19.06325904424702,33.76474681691538
test,69,50.0,14.496977660162404,32.4321160439608,13.130108359771508,32.49682593211664,13.539037180830466,32.70020987938979
test,70,50.0,37.93345252173205,46.726236759091634,24.42793083641607,26.567991948844465,18.688077134946994,20.77754241427165
test,71,50.0,18.514202299389943,66.95423966241387,17.56815036075136,74.20638529305006,17.33148689435881,72.80249283441125
test,72,50.0,79.08239414993835,71.13064025857156,12.388360236287141,16.63758447854851,12.118916881383754,16.30416949395609
test,73,50.0,11.61933426309704,23.41636102774743,7.477163334136206,88.31134432161757,10.974299170999894,14.660745526364138
test,74,50.0,12.835295005272815,18.420210133132976,12.57516969868843,19.58182880243914,12.710166411289222,19.27378355701034
test,75,50.0,15.043955206801957,17.32640448280251,13.861211141274861,16.906308457566787,14.601390650863802,16.430820085689113
test,76,50.0,73.9933030464708,71.30336390211943,17.061142192797536,7.603955290767405,18.67977161746915,7.718700218177755
test,77,50.0,20.275563648239952,12.415743953932758,14.004485368789984,15.02151969441164,13.733685881143757,14.627662538931842
test,78,50.0,30.568753305677212,22.44227728517712,14.99202101891635,15.848210352609604,15.137698786526148,16.10317003722475
test,79,50.0,14.384234699846905,18.116894867593,13.410864489030363,13.28184652568747,13.290635049262033,13.433463369190996
test,80,50.0,21.411628038346084,32.77232700205004,10.135848949259554,22.4792409896031,12.84286768342723,17.313241172984995
