split,scene_id,boost_db,two_cpi_h0,two_cpi_h1,perfect_two_cpi_h0,perfect_two_cpi_h1,crossfit_map_h0,crossfit_map_h1
train,0,50.0,15.416296232261738,13.103546660430155,13.221909382023343,11.39081760107701,13.636526110871198,12.111857943194515
calibration,1,50.0,14.446163129663159,14.04049088188485,13.55962806651107,16.706506582654,14.505156111797959,14.683950505058387
calibration,2,50.0,18.67236769210056,41.48950002897682,13.715245626704405,26.183402063103102,14.451774633377878,35.86753494381813
calibration,3,50.0,143.4681353510724,118.99702886769452,14.716623220121864,43.41395559021143,14.786426546013496,28.69850214059062
calibration,4,50.0,60.4704789516902,81.90918479669723,22.837881418176934,49.309294408327126,18.77500773321075,38.02144847900905
calibration,5,50.0,18.283860895161844,27.026670952971422,13.70136063266445,35.119174079463185,14.93989119990906,24.925665110810037
calibration,6,50.0,17.73146136347993,12.451711640339255,18.01231943311337,11.011861428299872,18.152084786273644,11.142373217950698
calibration,7,50.0,11.95427394212306,19.008312017521966,9.988794306384817,17.79594159314737,10.730305539013663,18.073318621739844
calibration,8,50.0,13.526681451124356,18.40150117296816,12.14822337114026,17.27960196506751,12.520008857282983,16.912631466214453
calibration,9,50.0,16.63433526614476,14.273376713214613,15.051173085371316,10.466665462144022,15.995531473652816,11.468503995496288
calibration,10,50.0,26.04707157033328,34.202776108301265,19.169078341880503,41.58491162996219,19.106912448548293,22.477546807445933
calibration,11,50.0,21.119760617417427,14.873153397836864,20.488560596304765,14.486103675509181,21.465156192520492,15.019723921528456
calibration,12,50.0,16.119190263035744,85.4208939248266,19.251965165567253,84.05379200007545,17.445822991499163,72.8678381749088
calibration,13,50.0,10.161595463705659,26.423200241534587,10.559331369996615,24.78478192164097,10.292015381959455,26.859791737550474
calibration,14,50.0,13.22944168911001,13.5810424825636,13.499317219961892,13.327060054436457,13.038225517174148,13.590060414497193
calibration,15,50.0,11.052519506510558,23.840487719456554,12.270325757556588,21.25002217068785,12.541471350189871,21.446248642076718
calibration,16,50.0,17.127940303778765,59.36531332814995,16.337542471524362,59.083728272596254,17.181009972450358,60.05049220314581
calibration,17,50.0,20.78111077670758,248.44066973890608,13.668228582047375,161.6636606033959,11.53786750078099,228.2859521905841
calibration,18,50.0,82.13696647570296,135.93814269789613,15.841428628087389,113.16317753570664,23.700019125049888,146.39645108400487
calibration,19,50.0,67.45451122039057,95.72325639202,13.634392930499258,21.751644198249323,10.334581881016902,16.857567069271127
calibration,20,50.0,90.58665462920308,73.71724457950364,10.807514640286712,21.701651018966075,395.08197371583617,333.47239920570087
calibration,21,50.0,77.42310332999625,77.38051279441834,16.035657935509757,35.95144212163767,17.555631683764343,28.909236731000632
calibration,22,50.0,13.906761800122574,112.27755444164247,13.314107703838207,108.9450253140142,14.319100990550044,109.003243077826
calibration,23,50.0,119.6003537452396,120.52202317517037,9.443832632159783,27.088315878490217,7.861760569707062,28.475651313749346
calibration,24,50.0,14.492599809026313,12.401950591502722,9.883080029580082,8.881461711609015,13.123595708848054,10.013681820976302
calibration,25,50.0,26.474498662534465,120.3784936944383,11.283717298244953,366.97566404157664,11.128677355496553,113.86959158818955
calibration,26,50.0,45.63798291928548,49.98459037844775,20.289514849290775,27.06765568927389,17.668811560545123,23.158895889081105
calibration,27,50.0,24.478905268830573,23.416800812735296,22.677719047145487,24.862066948096007,24.527874949037603,22.89458007991744
calibration,28,50.0,85.51000142733193,67.92225852833928,10.80562486456931,16.233862597902196,14.663634359255688,14.331738720512327
calibration,29,50.0,7.9751588469990935,9.742653440604542,8.57089017354539,10.297194166322917,7.999170931924037,9.305061853651619
calibration,30,50.0,66.08507173432031,56.53384842451957,16.252248218826658,25.129187735613037,15.155375586479636,24.875073922566166
calibration,31,50.0,11.482840502508745,13.146833083613274,10.685892163798618,12.078252444199842,9.302130479585252,12.334313854622394
calibration,32,50.0,11.037055660921709,13.190892890108133,11.986436669080488,14.502303839187437,11.452323874612635,12.776406309286958
calibration,33,50.0,14.094099004485386,28.45807057991167,13.126221706622914,29.46468535642988,13.309879683387894,29.514189171970152
calibration,34,50.0,11.839507110844137,42.91659154361324,12.385528885191562,30.539863457650725,11.27710254962309,32.21767529287172
calibration,35,50.0,33.681026292176455,20.540237753617742,26.467423815206587,15.415873436228567,25.453298140318125,14.655381409526644
calibration,36,50.0,20.95393271313102,40.107627955314875,10.238995720722478,30.448239935737938,10.340872491260757,30.206563688057006
calibration,37,50.0,10.030380598532087,15.552565278586933,10.727205332537125,13.819624977921185,8.36100039003982,13.861936770481286
calibration,38,50.0,14.855218693368231,38.35974254911668,11.75743614055679,19.280263293658052,12.309537553498991,19.635802201443383
