stage,round,links,utility,D_sum,area_m,rcs_m2,trial,model,tag
coarse,28,28,-3.496738106553857,12860.733274298573,400.0,0.05,6,active_set,distributed
coarse,29,29,-3.4890735124609438,12860.757503165127,400.0,0.05,6,active_set,distributed
coarse,30,30,-3.4825065828353567,12860.764072644566,400.0,0.05,6,active_set,distributed
coarse,31,31,-3.476462132193001,12860.764319344118,400.0,0.05,6,active_set,distributed
coarse,32,32,-3.4708270999028095,12860.770403742954,400.0,0.05,6,active_set,distributed
coarse,33,33,-3.465456357822708,12860.771206217194,400.0,0.05,6,active_set,distributed
coarse,34,34,-3.4611784710464524,12860.772126349857,400.0,0.05,6,active_set,distributed
coarse,35,35,-3.4569972614513027,12860.772907373894,400.0,0.05,6,active_set,distributed
coarse,36,36,-3.452878654413862,12861.14901101534,400.0,0.05,6,active_set,distributed
coarse,37,37,-3.4490713284618892,12861.155595045284,400.0,0.05,6,active_set,distributed
coarse,38,38,-3.44556723105668,12861.155765494203,400.0,0.05,6,active_set,distributed
coarse,39,39,-3.442172377151442,12861.156585134262,400.0,0.05,6,active_set,distributed
coarse,40,40,-3.4388134987811636,12861.162557416488,400.0,0.05,6,active_set,distributed
coarse,41,41,-3.435992369239658,12861.163122413636,400.0,0.05,6,active_set,distributed
coarse,42,42,-3.433173362847577,12861.458978400191,400.0,0.05,6,active_set,distributed
coarse,43,43,-3.4310824889031957,12861.459087257748,400.0,0.05,6,active_set,distributed
coarse,44,44,-3.429177239431839,12861.459565062634,400.0,0.05,6,active_set,distributed
coarse,45,45,-3.4275420067875837,12861.459658614875,400.0,0.05,6,active_set,distributed
coarse,46,46,-3.426293818252038,12861.459979837844,400.0,0.05,6,active_set,distributed
coarse,47,47,-3.425580226666802,12866.102140869445,400.0,0.05,6,active_set,distributed
coarse,48,48,-3.425196963235516,12873.458443295123,400.0,0.05,6,active_set,distributed
coarse,1,1,-6.472232894171622,12812.565767984048,400.0,0.05,6,full_concurrent,central
coarse,2,2,-5.880166173715393,12835.382090719637,400.0,0.05,6,full_concurrent,central
coarse,3,3,-5.288161324287093,12845.122163062908,400.0,0.05,6,full_concurrent,central
coarse,4,4,-4.79444936128176,12847.676613352858,400.0,0.05,6,full_concurrent,central
coarse,5,5,-4.608114302902093,12847.78172009756,400.0,0.05,6,full_concurrent,central
coarse,6,6,-4.433930136914431,12847.84681699021,400.0,0.05,6,full_concurrent,central
coarse,7,7,-4.288826349245262,12847.866160597256,400.0,0.05,6,full_concurrent,central
coarse,8,8,-4.156291818248745,12847.8720367785,400.0,0.05,6,full_concurrent,central
coarse,9,9,-4.029807144598819,12847.87330556512,400.0,0.05,6,full_concurrent,central
coarse,10,10,-3.900124969005405,12847.873787541996,400.0,0.05,6,full_concurrent,central
coarse,11,11,-3.8181224073289366,12850.168450855304,400.0,0.05,6,full_concurrent,central
coarse,12,12,-3.7690772029577717,12850.256314282555,400.0,0.05,6,full_concurrent,central
coarse,13,13,-3.7306544723740815,12850.305831464813,400.0,0.05,6,full_concurrent,central
coarse,14,14,-3.6981904503245726,12850.383821536188,400.0,0.05,6,full_concurrent,central
coarse,15,15,-3.66919864204125,12850.401572017618,400.0,0.05,6,full_concurrent,central
coarse,16,16,-3.6519459221760995,12850.449811163282,400.0,0.05,6,full_concurrent,central
coarse,17,17,-3.6302336879502697,12851.58719866992,400.0,0.05,6,full_concurrent,central
coarse,18,18,-3.6140388133534254,12859.895897053053,400.0,0.05,6,full_concurrent,central
coarse,19,19,-3.5985412690481455,12859.898994400452,400.0,0.05,6,full_concurrent,central
coarse,20,20,-3.5840634100175053,12859.899954965029,400.0,0.05,6,full_concurrent,central
coarse,21,21,-3.570771967754258,12859.900334466,400.0,0.05,6,full_concurrent,central
coarse,22,22,-3.5574851111512498,12859.910976250932,400.0,0.05,6,full_concurrent,central
coarse,23,23,-3.544632903127531,12859.949633308945,400.0,0.05,6,full_concurrent,central
coarse,24,24,-3.5330000604544733,12859.967298868049,400.0,0.05,6,full_concurrent,central
coarse,25,25,-3.5229806469126155,12859.984143831134,400.0,0.05,6,full_concurrent,central
coarse,26,26,-3.5130270200154072,12860.725006844692,400.0,0.05,6,full_concurrent,central
coarse,27,27,-3.504822623655655,12860.72594853036,400.0,0.05,6,full_concurrent,central
coarse,28,28,-3.496738106553857,12860.733274298573,400.0,0.05,6,full_concurrent,central
coarse,29,29,-3.4890735124609438,12860.757503165127,400.0,0.05,6,full_concurrent,central
coarse,30,30,-3.4825065828353567,12860.764072644566,400.0,0.05,6,full_concurrent,central
coarse,31,31,-3.476462132193001,12860.764319344118,400.0,0.05,6,full_concurrent,central
coarse,32,32,-3.4708270999028095,12860.770403742954,400.0,0.05,6,full_concurrent,central
coarse,33,33,-3.465456357822708,12860.771206217194,400.0,0.05,6,full_concurrent,central
coarse,34,34,-3.4611784710464524,12860.772126349857,400.0,0.05,6,full_concurrent,central
coarse,35,35,-3.4569972614513027,12860.772907373894,400.0,0.05,6,full_concurrent,central
coarse,36,36,-3.452878654413862,12861.14901101534,400.0,0.05,6,full_concurrent,central
coarse,37,37,-3.4490713284618892,12861.155595045284,400.0,0.05,6,full_concurrent,central
coarse,38,38,-3.44556723105668,12861.155765494203,400.0,0.05,6,full_concurrent,central
coarse,39,39,-3.442172377151442,12861.156585134262,400.0,0.05,6,full_concurrent,central
coarse,40,40,-3.4388134987811636,12861.162557416488,400.0,0.05,6,full_concurrent,central
coarse,41,41,-3.435992369239658,12861.163122413636,400.0,0.05,6,full_concurrent,central
coarse,42,42,-3.433173362847577,12861.458978400191,400.0,0.05,6,full_concurrent,central
coarse,43,43,-3.4310824889031957,12861.459087257748,400.0,0.05,6,full_concurrent,central
coarse,44,44,-3.429177239431839,12861.459565062634,400.0,0.05,6,full_concurrent,central
coarse,45,45,-3.4275420067875837,12861.459658614875,400.0,0.05,6,full_concurrent,central
coarse,46,46,-3.426293818252038,12861.459979837844,400.0,0.05,6,full_concurrent,central
coarse,47,47,-3.425580226666802,12866.102140869445,400.0,0.05,6,full_concurrent,central
coarse,48,48,-3.425196963235516,12873.458443295123,400.0,0.05,6,full_concurrent,central
coarse,1,1,-6.472232894171622,12812.565767984048,400.0,0.05,6,full_concurrent,distributed
coarse,2,2,-5.880166173715393,12835.382090719637,400.0,0.05,6,full_concurrent,distributed
coarse,3,3,-5.288161324287093,12845.122163062908,400.0,0.05,6,full_concurrent,distributed
coarse,4,4,-4.79444936128176,12847.676613352858,400.0,0.05,6,full_concurrent,distributed
coarse,5,5,-4.608114302902093,12847.78172009756,400.0,0.05,6,full_concurrent,distributed
coarse,6,6,-4.433930136914431,12847.84681699021,400.0,0.05,6,full_concurrent,distributed
coarse,7,7,-4.288826349245262,12847.866160597256,400.0,0.05,6,full_concurrent,distributed
coarse,8,8,-4.156291818248745,12847.8720367785,400.0,0.05,6,full_concurrent,distributed
coarse,9,9,-4.029807144598819,12847.87330556512,400.0,0.05,6,full_concurrent,distributed
coarse,10,10,-3.900124969005405,12847.873787541996,400.0,0.05,6,full_concurrent,distributed
coarse,11,11,-3.8181224073289366,12850.168450855304,400.0,0.05,6,full_concurrent,distributed
coarse,12,12,-3.7690772029577717,12850.256314282555,400.0,0.05,6,full_concurrent,distributed
coarse,13,13,-3.7306544723740815,12850.305831464813,400.0,0.05,6,full_concurrent,distributed
coarse,14,14,-3.6981904503245726,12850.383821536188,400.0,0.05,6,full_concurrent,distributed
coarse,15,15,-3.66919864204125,12850.401572017618,400.0,0.05,6,full_concurrent,distributed
coarse,16,16,-3.6519459221760995,12850.449811163282,400.0,0.05,6,full_concurrent,distributed
coarse,17,17,-3.6302336879502697,12851.58719866992,400.0,0.05,6,full_concurrent,distributed
coarse,18,18,-3.6140388133534254,12859.895897053053,400.0,0.05,6,full_concurrent,distributed
coarse,19,19,-3.5985412690481455,12859.898994400452,400.0,0.05,6,full_concurrent,distributed
coarse,20,20,-3.5840634100175053,12859.899954965029,400.0,0.05,6,full_concurrent,distributed
coarse,21,21,-3.570771967754258,12859.900334466,400.0,0.05,6,full_concurrent,distributed
coarse,22,22,-3.5574851111512498,12859.910976250932,400.0,0.05,6,full_concurrent,distributed
coarse,23,23,-3.544632903127531,12859.949633308945,400.0,0.05,6,full_concurrent,distributed
coarse,24,24,-3.5330000604544733,12859.967298868049,400.0,0.05,6,full_concurrent,distributed
coarse,25,25,-3.5229806469126155,12859.984143831134,400.0,0.05,6,full_concurrent,distributed
coarse,26,26,-3.5130270200154072,12860.725006844692,400.0,0.05,6,full_concurrent,distributed
coarse,27,27,-3.504822623655655,12860.72594853036,400.0,0.05,6,full_concurrent,distributed
coarse,28,28,-3.496738106553857,12860.733274298573,400.0,0.05,6,full_concurrent,distributed
coarse,29,29,-3.4890735124609438,12860.757503165127,400.0,0.05,6,full_concurrent,distributed
coarse,30,30,-3.4825065828353567,12860.764072644566,400.0,0.05,6,full_concurrent,distributed
coarse,31,31,-3.476462132193001,12860.764319344118,400.0,0.05,6,full_concurrent,distributed
coarse,32,32,-3.4708270999028095,12860.770403742954,400.0,0.05,6,full_concurrent,distributed
coarse,33,33,-3.465456357822708,12860.771206217194,400.0,0.05,6,full_concurrent,distributed
coarse,34,34,-3.4611784710464524,12860.772126349857,400.0,0.05,6,full_concurrent,distributed
coarse,35,35,-3.4569972614513027,12860.772907373894,400.0,0.05,6,full_concurrent,distributed
coarse,36,36,-3.452878654413862,12861.14901101534,400.0,0.05,6,full_concurrent,distributed
coarse,37,37,-3.4490713284618892,12861.155595045284,400.0,0.05,6,full_concurrent,distributed
coarse,38,38,-3.44556723105668,12861.155765494203,400.0,0.05,6,full_concurrent,distributed
coarse,39,39,-3.442172377151442,12861.156585134262,400.0,0.05,6,full_concurrent,distributed
coarse,40,40,-3.4388134987811636,12861.162557416488,400.0,0.05,6,full_concurrent,distributed
coarse,41,41,-3.435992369239658,12861.163122413636,400.0,0.05,6,full_concurrent,distributed
coarse,42,42,-3.433173362847577,12861.458978400191,400.0,0.05,6,full_concurrent,distributed
coarse,43,43,-3.4310824889031957,12861.459087257748,400.0,0.05,6,full_concurrent,distributed
coarse,44,44,-3.429177239431839,12861.459565062634,400.0,0.05,6,full_concurrent,distributed
coarse,45,45,-3.4275420067875837,12861.459658614875,400.0,0.05,6,full_concurrent,distributed
coarse,46,46,-3.426293818252038,12861.459979837844,400.0,0.05,6,full_concurrent,distributed
coarse,47,47,-3.425580226666802,12866.102140869445,400.0,0.05,6,full_concurrent,distributed
coarse,48,48,-3.425196963235516,12873.458443295123,400.0,0.05,6,full_concurrent,distributed
coarse,1,1,-6.472232894171622,7396.576923399871,400.0,0.05,7,orthogonal,central
coarse,2,2,-5.879475451418312,7428.247220837644,400.0,0.05,7,orthogonal,central
coarse,3,3,-5.314689033605425,7434.3151977949865,400.0,0.05,7,orthogonal,central
coarse,4,4,-5.0059888889660975,7434.914096381892,400.0,0.05,7,orthogonal,central
coarse,5,5,-4.690991767533529,7435.445102505702,400.0,0.05,7,orthogonal,central
coarse,6,6,-4.372171271923918,7435.8822668313205,400.0,0.05,7,orthogonal,central
coarse,7,7,-4.217291010419936,7435.902320806101,400.0,0.05,7,orthogonal,central
coarse,8,8,-4.065111451989373,7435.902970636533,400.0,0.05,7,orthogonal,central
coarse,9,9,-3.90159302110405,7435.913663469672,400.0,0.05,7,orthogonal,central
coarse,10,10,-3.723960459063282,7435.92402371734,400.0,0.05,7,orthogonal,central
coarse,11,11,-3.642331530515449,7436.28326080065,400.0,0.05,7,orthogonal,central
coarse,12,12,-3.559605513843679,7436.702404427985,400.0,0.05,7,orthogonal,central
coarse,13,13,-3.4870241188770823,7437.092275900975,400.0,0.05,7,orthogonal,central
coarse,14,14,-3.4359342001126656,7437.46489174322,400.0,0.05,7,orthogonal,central
coarse,15,15,-3.3912778746791474,7437.795462851798,400.0,0.05,7,orthogonal,central
coarse,16,16,-3.353025340081108,7443.0914359115095,400.0,0.05,7,orthogonal,central
coarse,17,17,-3.3194381653172895,7443.401030598864,400.0,0.05,7,orthogonal,central
coarse,18,18,-3.2887300510326285,7443.580575302384,400.0,0.05,7,orthogonal,central
coarse,19,19,-3.261182770825524,7443.593719367635,400.0,0.05,7,orthogonal,central
coarse,20,20,-3.235304578430094,7443.825059632797,400.0,0.05,7,orthogonal,central
coarse,21,21,-3.213450355237333,7443.831240051728,400.0,0.05,7,orthogonal,central
coarse,22,22,-3.192904563757596,7443.836621304147,400.0,0.05,7,orthogonal,central
coarse,23,23,-3.1728983377158975,7443.968454394988,400.0,0.05,7,orthogonal,central
coarse,24,24,-3.153987373551942,7443.981065667735,400.0,0.05,7,orthogonal,central
coarse,25,25,-3.137513381690174,7444.100251701454,400.0,0.05,7,orthogonal,central
coarse,26,26,-3.1225097232856736,7444.218356209762,400.0,0.05,7,orthogonal,central
coarse,27,27,-3.1078925417878818,7444.363026298032,400.0,0.05,7,orthogonal,central
coarse,28,28,-3.093272284258053,7444.368995159742,400.0,0.05,7,orthogonal,central
coarse,29,29,-3.079185722362689,7444.374326484615,400.0,0.05,7,orthogonal,central
coarse,30,30,-3.066491102086775,7444.504673105306,400.0,0.05,7,orthogonal,central
coarse,31,31,-3.0543652609737832,7444.514078873459,400.0,0.05,7,orthogonal,central
coarse,32,32,-3.042816593437252,7444.52000415334,400.0,0.05,7,orthogonal,central
coarse,33,33,-3.0314016164402076,7444.645425791986,400.0,0.05,7,orthogonal,central
coarse,34,34,-3.0204291460401334,7444.650640205335,400.0,0.05,7,orthogonal,central
coarse,35,35,-3.010377748654682,7444.75639255561,400.0,0.05,7,orthogonal,central
coarse,36,36,-3.0019823442613567,7444.761300052481,400.0,0.05,7,orthogonal,central
coarse,37,37,-2.993588147688842,7444.768388184139,400.0,0.05,7,orthogonal,central
coarse,38,38,-2.9871806403834897,7444.774204214446,400.0,0.05,7,orthogonal,central
coarse,39,39,-2.980863632483247,7444.778222203243,400.0,0.05,7,orthogonal,central
coarse,40,40,-2.9748474001944976,7444.781287194934,400.0,0.05,7,orthogonal,central
coarse,41,41,-2.969340950563142,7449.638972667497,400.0,0.05,7,orthogonal,central
coarse,42,42,-2.9642765957268136,7449.641791699404,400.0,0.05,7,orthogonal,central
coarse,43,43,-2.9639857998058305,7453.169701794406,400.0,0.05,7,orthogonal,central
coarse,44,44,-2.963865782881007,7453.16978193225,400.0,0.05,7,orthogonal,central
coarse,45,45,-2.9637759089374454,7453.169890925589,400.0,0.05,7,orthogonal,central
coarse,46,46,-2.9637593328603007,7461.228639059116,400.0,0.05,7,orthogonal,central
coarse,1,1,-6.472232894171622,7396.576923399871,400.0,0.05,7,orthogonal,distributed
coarse,2,2,-5.879475451418312,7428.247220837644,400.0,0.05,7,orthogonal,distributed
coarse,3,3,-5.314689033605425,7434.3151977949865,400.0,0.05,7,orthogonal,distributed
coarse,4,4,-5.0059888889660975,7434.914096381892,400.0,0.05,7,orthogonal,distributed
coarse,5,5,-4.690991767533529,7435.445102505702,400.0,0.05,7,orthogonal,distributed
coarse,6,6,-4.372171271923918,7435.8822668313205,400.0,0.05,7,orthogonal,distributed
coarse,7,7,-4.217291010419936,7435.902320806101,400.0,0.05,7,orthogonal,distributed
coarse,8,8,-4.065111451989373,7435.902970636533,400.0,0.05,7,orthogonal,distributed
coarse,9,9,-3.90159302110405,7435.913663469672,400.0,0.05,7,orthogonal,distributed
coarse,10,10,-3.723960459063282,7435.92402371734,400.0,0.05,7,orthogonal,distributed
coarse,11,11,-3.642331530515449,7436.28326080065,400.0,0.05,7,orthogonal,distributed
coarse,12,12,-3.559605513843679,7436.702404427985,400.0,0.05,7,orthogonal,distributed
coarse,13,13,-3.4870241188770823,7437.092275900975,400.0,0.05,7,orthogonal,distributed
coarse,14,14,-3.4359342001126656,7437.46489174322,400.0,0.05,7,orthogonal,distributed
coarse,15,15,-3.3912778746791474,7437.795462851798,400.0,0.05,7,orthogonal,distributed
coarse,16,16,-3.353025340081108,7443.0914359115095,400.0,0.05,7,orthogonal,distributed
coarse,17,17,-3.3194381653172895,7443.401030598864,400.0,0.05,7,orthogonal,distributed
coarse,18,18,-3.2887300510326285,7443.580575302384,400.0,0.05,7,orthogonal,distributed
coarse,19,19,-3.261182770825524,7443.593719367635,400.0,0.05,7,orthogonal,distributed
coarse,20,20,-3.235304578430094,7443.825059632797,400.0,0.05,7,orthogonal,distributed
coarse,21,21,-3.213450355237333,7443.831240051728,400.0,0.05,7,orthogonal,distributed
coarse,22,22,-3.192904563757596,7443.836621304147,400.0,0.05,7,orthogonal,distributed
coarse,23,23,-3.1728983377158975,7443.968454394988,400.0,0.05,7,orthogonal,distributed
coarse,24,24,-3.153987373551942,7443.981065667735,400.0,0.05,7,orthogonal,distributed
coarse,25,25,-3.137513381690174,7444.100251701454,400.0,0.05,7,orthogonal,distributed
coarse,26,26,-3.1225097232856736,7444.218356209762,400.0,0.05,7,orthogonal,distributed
coarse,27,27,-3.1078925417878818,7444.363026298032,400.0,0.05,7,orthogonal,distributed
coarse,28,28,-3.093272284258053,7444.368995159742,400.0,0.05,7,orthogonal,distributed
coarse,29,29,-3.079185722362689,7444.374326484615,400.0,0.05,7,orthogonal,distributed
coarse,30,30,-3.066491102086775,7444.504673105306,400.0,0.05,7,orthogonal,distributed
coarse,31,31,-3.0543652609737832,7444.514078873459,400.0,0.05,7,orthogonal,distributed
coarse,32,32,-3.042816593437252,7444.52000415334,400.0,0.05,7,orthogonal,distributed
coarse,33,33,-3.0314016164402076,7444.645425791986,400.0,0.05,7,orthogonal,distributed
coarse,34,34,-3.0204291460401334,7444.650640205335,400.0,0.05,7,orthogonal,distributed
coarse,35,35,-3.010377748654682,7444.75639255561,400.0,0.05,7,orthogonal,distributed
coarse,36,36,-3.0019823442613567,7444.761300052481,400.0,0.05,7,orthogonal,distributed
coarse,37,37,-2.993588147688842,7444.768388184139,400.0,0.05,7,orthogonal,distributed
coarse,38,38,-2.9871806403834897,7444.774204214446,400.0,0.05,7,orthogonal,distributed
coarse,39,39,-2.980863632483247,7444.778222203243,400.0,0.05,7,orthogonal,distributed
coarse,40,40,-2.9748474001944976,7444.781287194934,400.0,0.05,7,orthogonal,distributed
coarse,41,41,-2.969340950563142,7449.638972667497,400.0,0.05,7,orthogonal,distributed
coarse,42,42,-2.9642765957268136,7449.641791699404,400.0,0.05,7,orthogonal,distributed
coarse,43,43,-2.9639857998058305,7453.169701794406,400.0,0.05,7,orthogonal,distributed
coarse,44,44,-2.963865782881007,7453.16978193225,400.0,0.05,7,orthogonal,distributed
coarse,45,45,-2.9637759089374454,7453.169890925589,400.0,0.05,7,orthogonal,distributed
coarse,46,46,-2.9637593328603007,7461.228639059116,400.0,0.05,7,orthogonal,distributed
coarse,1,1,-6.472232894171622,7396.576923399871,400.0,0.05,7,active_set,central
coarse,2,2,-5.879475451418312,7428.247220837644,400.0,0.05,7,active_set,central
coarse,3,3,-5.314689033605425,7434.3151977949865,400.0,0.05,7,active_set,central
coarse,4,4,-5.0059888889660975,7434.914096381892,400.0,0.05,7,active_set,central
coarse,5,5,-4.690991767533529,7435.445102505702,400.0,0.05,7,active_set,central
coarse,6,6,-4.372171271923918,7435.8822668313205,400.0,0.05,7,active_set,central
coarse,7,7,-4.217291010419936,7435.902320806101,400.0,0.05,7,active_set,central
coarse,8,8,-4.065111451989373,7435.902970636533,400.0,0.05,7,active_set,central
coarse,9,9,-3.90159302110405,7435.913663469672,400.0,0.05,7,active_set,central
coarse,10,10,-3.723960459063282,7435.92402371734,400.0,0.05,7,active_set,central
coarse,11,11,-3.642331530515449,7436.28326080065,400.0,0.05,7,active_set,central
coarse,12,12,-3.559605513843679,7436.702404427985,400.0,0.05,7,active_set,central
coarse,13,13,-3.4870241188770823,7437.092275900975,400.0,0.05,7,active_set,central
coarse,14,14,-3.4359342001126656,7437.46489174322,400.0,0.05,7,active_set,central
coarse,15,15,-3.3912778746791474,7437.795462851798,400.0,0.05,7,active_set,central
coarse,16,16,-3.353025340081108,7443.0914359115095,400.0,0.05,7,active_set,central
coarse,17,17,-3.3194381653172895,7443.401030598864,400.0,0.05,7,active_set,central
coarse,18,18,-3.2887300510326285,7443.580575302384,400.0,0.05,7,active_set,central
coarse,19,19,-3.261182770825524,7443.593719367635,400.0,0.05,7,active_set,central
coarse,20,20,-3.235304578430094,7443.825059632797,400.0,0.05,7,active_set,central
coarse,21,21,-3.213450355237333,7443.831240051728,400.0,0.05,7,active_set,central
coarse,22,22,-3.192904563757596,7443.836621304147,400.0,0.05,7,active_set,central
coarse,23,23,-3.1728983377158975,7443.968454394988,400.0,0.05,7,active_set,central
coarse,24,24,-3.153987373551942,7443.981065667735,400.0,0.05,7,active_set,central
coarse,25,25,-3.137513381690174,7444.100251701454,400.0,0.05,7,active_set,central
coarse,26,26,-3.1225097232856736,7444.218356209762,400.0,0.05,7,active_set,central
coarse,27,27,-3.1078925417878818,7444.363026298032,400.0,0.05,7,active_set,central
coarse,28,28,-3.093272284258053,7444.368995159742,400.0,0.05,7,active_set,central
coarse,29,29,-3.079185722362689,7444.374326484615,400.0,0.05,7,active_set,central
coarse,30,30,-3.066491102086775,7444.504673105306,400.0,0.05,7,active_set,central
coarse,31,31,-3.0543652609737832,7444.514078873459,400.0,0.05,7,active_set,central
coarse,32,32,-3.042816593437252,7444.52000415334,400.0,0.05,7,active_set,central
coarse,33,33,-3.0314016164402076,7444.645425791986,400.0,0.05,7,active_set,central
coarse,34,34,-3.0204291460401334,7444.650640205335,400.0,0.05,7,active_set,central
coarse,35,35,-3.010377748654682,7444.75639255561,400.0,0.05,7,active_set,central
coarse,36,36,-3.0019823442613567,7444.761300052481,400.0,0.05,7,active_set,central
coarse,37,37,-2.993588147688842,7444.768388184139,400.0,0.05,7,active_set,central
coarse,38,38,-2.9871806403834897,7444.774204214446,400.0,0.05,7,active_set,central
coarse,39,39,-2.980863632483247,7444.778222203243,400.0,0.05,7,active_set,central
coarse,40,40,-2.9748474001944976,7444.781287194934,400.0,0.05,7,active_set,central
coarse,41,41,-2.969340950563142,7449.638972667497,400.0,0.05,7,active_set,central
coarse,42,42,-2.9642765957268136,7449.641791699404,400.0,0.05,7,active_set,central
coarse,43,43,-2.9639857998058305,7453.169701794406,400.0,0.05,7,active_set,central
coarse,44,44,-2.963865782881007,7453.16978193225,400.0,0.05,7,active_set,central
coarse,45,45,-2.9637759089374454,7453.169890925589,400.0,0.05,7,active_set,central
coarse,46,46,-2.9637593328603007,7461.228639059116,400.0,0.05,7,active_set,central
coarse,1,1,-6.472232894171622,7396.576923399871,400.0,0.05,7,active_set,distributed
coarse,2,2,-5.879475451418312,7428.247220837644,400.0,0.05,7,active_set,distributed
coarse,3,3,-5.314689033605425,7434.3151977949865,400.0,0.05,7,active_set,distributed
coarse,4,4,-5.0059888889660975,7434.914096381892,400.0,0.05,7,active_set,distributed
coarse,5,5,-4.690991767533529,7435.445102505702,400.0,0.05,7,active_set,distributed
coarse,6,6,-4.372171271923918,7435.8822668313205,400.0,0.05,7,active_set,distributed
coarse,7,7,-4.217291010419936,7435.902320806101,400.0,0.05,7,active_set,distributed
coarse,8,8,-4.065111451989373,7435.902970636533,400.0,0.05,7,active_set,distributed
coarse,9,9,-3.90159302110405,7435.913663469672,400.0,0.05,7,active_set,distributed
coarse,10,10,-3.723960459063282,7435.92402371734,400.0,0.05,7,active_set,distributed
coarse,11,11,-3.642331530515449,7436.28326080065,400.0,0.05,7,active_set,distributed
coarse,12,12,-3.559605513843679,7436.702404427985,400.0,0.05,7,active_set,distributed
coarse,13,13,-3.4870241188770823,7437.092275900975,400.0,0.05,7,active_set,distributed
coarse,14,14,-3.4359342001126656,7437.46489174322,400.0,0.05,7,active_set,distributed
coarse,15,15,-3.3912778746791474,7437.795462851798,400.0,0.05,7,active_set,distributed
coarse,16,16,-3.353025340081108,7443.0914359115095,400.0,0.05,7,active_set,distributed
coarse,17,17,-3.3194381653172895,7443.401030598864,400.0,0.05,7,active_set,distributed
coarse,18,18,-3.2887300510326285,7443.580575302384,400.0,0.05,7,active_set,distributed
coarse,19,19,-3.261182770825524,7443.593719367635,400.0,0.05,7,active_set,distributed
coarse,20,20,-3.235304578430094,7443.825059632797,400.0,0.05,7,active_set,distributed
coarse,21,21,-3.213450355237333,7443.831240051728,400.0,0.05,7,active_set,distributed
coarse,22,22,-3.192904563757596,7443.836621304147,400.0,0.05,7,active_set,distributed
coarse,23,23,-3.1728983377158975,7443.968454394988,400.0,0.05,7,active_set,distributed
coarse,24,24,-3.153987373551942,7443.981065667735,400.0,0.05,7,active_set,distributed
coarse,25,25,-3.137513381690174,7444.100251701454,400.0,0.05,7,active_set,distributed
coarse,26,26,-3.1225097232856736,7444.218356209762,400.0,0.05,7,active_set,distributed
coarse,27,27,-3.1078925417878818,7444.363026298032,400.0,0.05,7,active_set,distributed
coarse,28,28,-3.093272284258053,7444.368995159742,400.0,0.05,7,active_set,distributed
coarse,29,29,-3.079185722362689,7444.374326484615,400.0,0.05,7,active_set,distributed
coarse,30,30,-3.066491102086775,7444.504673105306,400.0,0.05,7,active_set,distributed
coarse,31,31,-3.0543652609737832,7444.514078873459,400.0,0.05,7,active_set,distributed
coarse,32,32,-3.042816593437252,7444.52000415334,400.0,0.05,7,active_set,distributed
coarse,33,33,-3.0314016164402076,7444.645425791986,400.0,0.05,7,active_set,distributed
coarse,34,34,-3.0204291460401334,7444.650640205335,400.0,0.05,7,active_set,distributed
coarse,35,35,-3.010377748654682,7444.75639255561,400.0,0.05,7,active_set,distributed
coarse,36,36,-3.0019823442613567,7444.761300052481,400.0,0.05,7,active_set,distributed
coarse,37,37,-2.993588147688842,7444.768388184139,400.0,0.05,7,active_set,distributed
coarse,38,38,-2.9871806403834897,7444.774204214446,400.0,0.05,7,active_set,distributed
coarse,39,39,-2.980863632483247,7444.778222203243,400.0,0.05,7,active_set,distributed
coarse,40,40,-2.9748474001944976,7444.781287194934,400.0,0.05,7,active_set,distributed
coarse,41,41,-2.969340950563142,7449.638972667497,400.0,0.05,7,active_set,distributed
coarse,42,42,-2.9642765957268136,7449.641791699404,400.0,0.05,7,active_set,distributed
coarse,43,43,-2.9639857998058305,7453.169701794406,400.0,0.05,7,active_set,distributed
coarse,44,44,-2.963865782881007,7453.16978193225,400.0,0.05,7,active_set,distributed
coarse,45,45,-2.9637759089374454,7453.169890925589,400.0,0.05,7,active_set,distributed
coarse,46,46,-2.9637593328603007,7461.228639059116,400.0,0.05,7,active_set,distributed
coarse,1,1,-6.472232894171622,7396.576923399871,400.0,0.05,7,full_concurrent,central
coarse,2,2,-5.879475451418312,7428.247220837644,400.0,0.05,7,full_concurrent,central
coarse,3,3,-5.314689033605425,7434.3151977949865,400.0,0.05,7,full_concurrent,central
coarse,4,4,-5.0059888889660975,7434.914096381892,400.0,0.05,7,full_concurrent,central
coarse,5,5,-4.690991767533529,7435.445102505702,400.0,0.05,7,full_concurrent,central
coarse,6,6,-4.372171271923918,7435.8822668313205,400.0,0.05,7,full_concurrent,central
coarse,7,7,-4.217291010419936,7435.902320806101,400.0,0.05,7,full_concurrent,central
coarse,8,8,-4.065111451989373,7435.902970636533,400.0,0.05,7,full_concurrent,central
coarse,9,9,-3.90159302110405,7435.913663469672,400.0,0.05,7,full_concurrent,central
coarse,10,10,-3.723960459063282,7435.92402371734,400.0,0.05,7,full_concurrent,central
coarse,11,11,-3.642331530515449,7436.28326080065,400.0,0.05,7,full_concurrent,central
coarse,12,12,-3.559605513843679,7436.702404427985,400.0,0.05,7,full_concurrent,central
coarse,13,13,-3.4870241188770823,7437.092275900975,400.0,0.05,7,full_concurrent,central
coarse,14,14,-3.4359342001126656,7437.46489174322,400.0,0.05,7,full_concurrent,central
coarse,15,15,-3.3912778746791474,7437.795462851798,400.0,0.05,7,full_concurrent,central
