method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_D_cluster_ci95_low,P_D_cluster_ci95_high,P_D_cluster_ci95_half_width,P_D_weak,P_D_weak_cluster_ci95_low,P_D_weak_cluster_ci95_high,P_FA,P_FA_ci95_low,P_FA_ci95_high,P_FA_ci95_half_width,P_FA_cluster_ci95_low,P_FA_cluster_ci95_high,P_FA_cluster_ci95_half_width,P_FA_overall,P_FA_overall_ci95_low,P_FA_overall_ci95_high,P_FA_overall_ci95_half_width,B_mean_bits,B_std_bits,T_mean_ms,T_std_ms,selected_links_mean,selected_links_std,selected_observations_mean,selected_observations_std,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,fine_eval_full_mean,fine_eval_c2f_mean,belief_capture_rate_mean,receiver_capacity_max_utilization_mean,receiver_capacity_binding_rate,fusion_capacity_max_utilization_mean,fusion_capacity_binding_rate,report_capacity_utilization_mean,report_capacity_binding_rate,assignment_capacity_max_utilization_mean,assignment_capacity_binding_rate,cpu_capacity_max_utilization_mean,cpu_capacity_binding_rate,selector_score_evaluations_mean,coordination_messages_mean,bid_rounds_mean,bundle_column_count_mean,bundle_pricing_iterations_mean,bundle_lp_worst_deficit_bound_mean,detection_runtime_mean_ms,detection_runtime_p90_ms,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,paired_proposed_delta_P_D,paired_proposed_delta_ci95_low,paired_proposed_delta_ci95_high,paired_reference_method,paired_reference_delta_P_D,paired_reference_delta_ci95_low,paired_reference_delta_ci95_high,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms
proposed_c2f_adaptive_pd,0.7169,0.7079881202762215,0.7256452951109233,0.00882858741735093,0.7078,0.726,0.009099999999999997,0.785,0.76,0.81,0.04835142330534507,0.04758058005991087,0.04913411057031807,0.0007767652552036,0.04756174768518519,0.049159006944444444,0.0007986296296296283,0.04722,0.04646675796300646,0.04798483788615817,0.0007590399615758567,4142.08,2353.0090678958295,6.903466666666668,3.921681779826384,6.472,3.6765766685872334,27.964,7.5112385130549555,1.0,1.0,1060.738,0.4435757955184455,2.312837277981207,1.093819723609532,1.2453822609380638,0.9924004172906059,0.9730249155962862,0.9824139001498325,0.07319692418849473,1.0,1.0,8115.337824069573,21.55535868051242,0.23932054850778658,1155.6935301657047,1060.738,124.487,0.9494886386978747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34065.231,34065.231,0.0,0.0,0.0,nan,0.0,0.0,0.005,1795.8677559203084,0.554,0.7169,0.699,0.741,,,,proposed_c2f_adaptive_pd,0.0,0.0,0.0,0.17307729449938195,0.10384637669962914,1959.242173997019,1175.545304398211
exact_marginal_greedy,0.686,0.6768333592517491,0.6950237881065219,0.009095214427386367,0.6768,0.695,0.009099999999999997,0.79,0.765,0.816,0.04883807968425709,0.048064747777897446,0.049623205411715124,0.000779228816908839,0.04802997552910054,0.049634809523809525,0.0008024169973544944,0.04784666666666667,0.04708864816550963,0.04861626496784274,0.0007638084011665561,7589.12,3135.85867436656,12.648533333333337,5.226431123944269,11.858,4.8997791786977505,26.593,7.426934158857206,1.0,1.0,1060.738,0.4435757955184455,2.17414950826065,0.8406511904294827,0.9715711873414793,0.9965380328550312,0.9765590149232248,0.9916908901061238,-0.21279593879143158,1.0,1.0,6990.215881407933,14.901221856314054,0.22459910430005134,832.3096791263415,0.0,0.0,0.9512470933651374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.003,1462.6419421059632,0.511,0.6860000000000002,0.661,0.713,,,,proposed_c2f_adaptive_pd,0.030899999999999997,0.023346993061182993,0.038453006938817,0.09039256198347108,0.05423553719008264,921.08385180468,552.6503110828079
sense_sinr,0.7429,0.7342419743163087,0.7513714724219924,0.00856474905284188,0.7345,0.7514,0.008449999999999958,0.776,0.75,0.802,0.049201453149633284,0.04842256646318376,0.04999221018289902,0.0007848218598576276,0.048431916666666665,0.05001385185185185,0.0007909675925925931,0.04785333333333333,0.04709526421413861,0.0486229820818115,0.0007638589338364449,8612.48,3224.8729974372636,14.354133333333337,5.374788329062108,13.457,5.038864058495724,27.964,7.5112385130549555,1.0,1.0,1060.738,0.4435757955184455,2.0915721223765793,0.7441573944408492,0.8648119976969756,0.9778208166750212,0.846177319833451,0.9423808082679763,-0.517260485658696,1.0,1.0,13293.828735777935,28.801864836683947,0.3182646691373869,1666.0109002097126,0.0,0.0,0.9490214218716821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.007,2897.880942169422,0.577,0.7429,0.716,0.764,,,,proposed_c2f_adaptive_pd,-0.026,-0.03343209111747013,-0.01856790888252987,0.08625854573827749,0.051755127442966474,1543.554090781974,926.1324544691842
