split,scene_id,boost_db,nominal_h1,perfect_h1,nominal_h0,perfect_h0
train,0,10.0,12.728221977080924,12.120581190416038,12.748593803557245,12.656733898735187
calibration,1,10.0,11.705808617510856,11.572798042397299,6.1141852372026655,6.4222212996937165
calibration,2,10.0,24.167512253032307,24.6471398847755,4.769718575894596,4.268981558198859
calibration,3,10.0,5.457136391657151,5.631967837274656,9.30132728490187,8.718298340545884
calibration,4,10.0,19.936059995743715,40.62190566422843,5.755102198279767,5.710113590290471
calibration,5,10.0,7.920145997175325,8.786992297358967,5.989370322620784,6.564776065689289
calibration,6,10.0,13.306095883639166,13.296408843701046,4.1398519427970095,4.129470573554271
calibration,7,10.0,57.12853354016365,55.768725645250676,3.971308043857131,3.8910617460308083
calibration,8,10.0,8.842606730347217,8.841629115236046,3.7023797570807075,5.4289545748310095
calibration,9,10.0,12.042621928222957,10.767406240444151,5.283949922609729,5.442038280353876
calibration,10,10.0,9.40436362859409,9.262198247530112,4.810900422343248,4.00216969550112
calibration,11,10.0,5.8320853197923785,5.536499591039215,8.574082272213198,8.643453465691124
calibration,12,10.0,27.235384407391468,25.432276395605918,4.675780788810007,5.772822107520933
calibration,13,10.0,5.8268811565658485,5.703052143515361,3.4870493938609988,3.4932908142674504
calibration,14,10.0,13.505508338255304,15.026865155228917,6.679980829210996,6.722889189358345
calibration,15,10.0,7.307098438351166,7.170677576330367,7.422041449742194,7.407060385082925
calibration,16,10.0,18.00855899998477,9.352469385926321,5.64929546461108,8.51326268783606
calibration,17,10.0,8.339234246777956,9.623521618762766,7.7193336191922866,7.32701796735136
calibration,18,10.0,4.129484211603315,7.110172139462222,5.946653619475471,6.338062766079825
calibration,19,10.0,8.832694935867234,8.013681810432809,6.101632919598638,8.104022871300113
calibration,20,10.0,5.75630306651763,6.4812484927272305,6.922634701000297,6.987087242546374
calibration,21,10.0,3.967065734042392,3.9197043631433823,5.021205586754132,4.407744302010187
calibration,22,10.0,7.71513576711923,7.3727033982939005,4.681787803831873,6.384827603772311
calibration,23,10.0,11.638287161292686,11.23330994324936,5.075016768463838,6.452443122270457
calibration,24,10.0,4.722355689638088,5.16184678211058,7.892403839601069,6.686954602848552
