split,scene_id,boost_db,nominal_h1,perfect_h1,nominal_h0,perfect_h0
calibration,25,10.0,5.415513623095411,5.278952769533449,6.742556319584252,6.536224174259666
calibration,26,10.0,8.420642878830739,8.45189976365312,4.317478924525541,4.012540082232887
calibration,27,10.0,5.6570430121082405,5.49613469162319,5.325274950630884,5.043053621187347
calibration,28,10.0,10.739718503250167,11.260038971159341,5.574028163129588,5.8704261679310585
calibration,29,10.0,18.325966722421974,25.35641021744194,4.399191450112671,4.719821367249437
calibration,30,10.0,4.502945295758648,5.16319976304311,6.038165485550144,6.731204828423553
calibration,31,10.0,12.20431491825213,14.649129536832156,11.18576872298085,9.674431496167315
calibration,32,10.0,6.801392871555678,6.716363055861262,5.6571317113944675,5.782613679182683
calibration,33,10.0,8.95415411782863,16.771551691618036,7.749835285074403,10.609835002622177
calibration,34,10.0,15.130228993985252,17.17436685477138,6.853590119205669,6.384838068620217
calibration,35,10.0,8.078332578343764,7.980926680800712,3.5216735623301574,3.218159715760794
calibration,36,10.0,32.946675669717244,34.36955928751684,11.697817278684719,13.222995966933633
calibration,37,10.0,7.732453826762585,6.930290041019029,8.94708538325574,9.50580860229037
calibration,38,10.0,12.238143829697973,10.812133288639004,3.2675604440033648,3.9054522828527847
calibration,39,10.0,6.505990760501114,7.0096321243038915,6.100359211271491,5.570376551214489
calibration,40,10.0,17.27348904857852,19.23312090351633,3.3515762745430124,3.062297009713248
test,41,10.0,4.495239709976617,4.610592857366953,7.198676404696539,7.218184223527284
test,42,10.0,13.446760457970619,11.629554294431117,4.99816538665153,5.638397825641773
test,43,10.0,20.506929424710368,15.061832962643091,3.730812071364086,5.977036480221981
test,44,10.0,7.5803328146686635,7.54657448433842,2.543788791695853,2.4966995429558696
test,45,10.0,4.803128792631513,3.969610175491575,3.445038735970331,4.944897314904162
test,46,10.0,5.967939221978247,5.756636987385158,4.891022460444457,4.521518281046827
test,47,10.0,10.898428299428138,24.078402354663467,6.601708582415981,6.700331035027101
test,48,10.0,24.807732454118632,24.884193712552385,4.811144605630716,4.903400368307279
test,49,10.0,9.391465026976057,9.42065572519629,7.651564661049109,7.996774506309124
test,50,10.0,8.27767208664276,7.979041308139715,6.261649706375412,5.739064449124653
test,51,10.0,13.920226630628136,13.902883956017433,5.280796894754496,5.243329714492512
test,52,10.0,9.76598175016593,11.55096000265274,5.37419900394287,5.747168942560003
test,53,10.0,7.401779138081772,8.916737872249582,5.574566024340486,6.137585758307077
test,54,10.0,6.230823101486024,6.377473806329425,5.182726363876357,6.10119850549675
test,55,10.0,10.40611391321709,10.292541806745238,10.669628172802774,11.054242136274565
test,56,10.0,16.52656162335605,52.605516936688495,6.948212050321816,6.730677270656544
test,57,10.0,13.231924762353982,12.71731711626446,4.646695540339687,4.540479241288067
test,58,10.0,3.3989265501056662,5.873706068578008,6.906719766177908,7.70541063081588
test,59,10.0,11.294649920190269,19.925094960334004,12.025628328860082,10.871673617388693
test,60,10.0,4.7469023058989945,4.520551405542376,2.8410555318866026,2.062958762145484
test,61,10.0,6.088203222703271,6.352000202332108,6.684877962504044,6.6856278243083995
test,62,10.0,4.140033879089361,4.14956877929472,7.088582518598804,7.048498249266141
test,63,10.0,18.587452434850142,17.83283534851171,8.174492132142026,8.066224752844182
test,64,10.0,9.140977232912007,8.841176602954555,6.088427646352079,5.9504418339341925
test,65,10.0,7.099795900769402,7.364334239652606,7.840885710997273,8.351477149194134
test,66,10.0,21.769676335267807,21.934639829556286,5.723329710711786,5.620596484557421
test,67,10.0,20.45679180335457,23.590526028850523,3.376247342417753,7.240921745121568
test,68,10.0,14.220315199495097,15.741448559272177,4.147756635140567,4.335249915305668
test,69,10.0,4.460252839390144,5.160365491972062,5.150252080681925,4.441596881105186
test,70,10.0,85.06562121810407,89.72697895246992,5.60121026082756,5.694053365069445
test,71,10.0,22.735267147267894,22.129839281975038,6.3451294397556905,6.018071203505867
test,72,10.0,5.211521150870594,5.2506415872885155,5.16914118272699,4.3590974617238185
test,73,10.0,9.767364382507917,5.848657352588448,6.97776127025879,4.676230916114273
test,74,10.0,4.595142464655731,5.021569370932309,6.1844381950770195,6.934897076271685
test,75,10.0,7.80329950753175,7.357540059873195,4.272986136538982,4.108704066093952
test,76,10.0,5.6586821975217205,5.578962767605067,4.912317763085635,4.9456667041709705
test,77,10.0,7.168347329332697,6.089846735420147,8.877319314290396,7.897208515628831
test,78,10.0,12.381008290169795,12.022826160436143,8.224203046528118,8.258093576512891
test,79,10.0,13.952823409415604,16.139508801595163,7.156532111010761,7.841193631191544
test,80,10.0,5.337655594625413,11.510272864654544,5.85607755301647,6.384599991235139
