trial,budget,method,pd,pfa,pfa_active,active_targets,reports,observations,selected,detected_per_target
61,0,sense_sinr_budgeted,0.6,0.02666666666666667,0.044444444444444446,6,0,12,"{""0"": [], ""1"": [[7, 10], [3, 10]], ""2"": [[14, 4], [13, 4], [8, 4]], ""3"": [[6, 0]], ""4"": [], ""5"": [[4, 14], [8, 14], [9, 14], [13, 14]], ""6"": [], ""7"": [[4, 13]], ""8"": [[0, 9]], ""9"": []}","[0, 1, 1, 1, 0, 1, 0, 1, 1, 0]"
61,0,balanced_sinr,1.0,0.05,0.05,10,0,12,"{""0"": [[13, 6]], ""1"": [[7, 10], [3, 10]], ""2"": [[14, 4]], ""3"": [[6, 0]], ""4"": [[4, 13]], ""5"": [[4, 14], [8, 14]], ""6"": [[12, 11]], ""7"": [[4, 13]], ""8"": [[0, 9]], ""9"": [[1, 11]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
62,0,proposed_c2f_adaptive_pd,0.9,0.03666666666666667,0.040740740740740744,10,0,12,"{""0"": [[0, 11]], ""1"": [[11, 14]], ""2"": [[0, 13]], ""3"": [[3, 6]], ""4"": [[1, 9]], ""5"": [[0, 3]], ""6"": [[0, 11]], ""7"": [[0, 5]], ""8"": [[2, 9], [3, 9], [10, 9]], ""9"": [[3, 9]]}","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
62,0,sense_sinr_budgeted,0.4,0.02,0.05,4,0,12,"{""0"": [[0, 11], [14, 11], [4, 11]], ""1"": [], ""2"": [[1, 13], [12, 13]], ""3"": [], ""4"": [], ""5"": [[5, 3], [9, 3]], ""6"": [[0, 11], [4, 11], [14, 11], [12, 11], [8, 11]], ""7"": [], ""8"": [], ""9"": []}","[1, 0, 1, 0, 0, 1, 1, 0, 0, 0]"
62,0,balanced_sinr,0.8,0.043333333333333335,0.04814814814814815,10,0,12,"{""0"": [[0, 11]], ""1"": [[11, 14]], ""2"": [[1, 13]], ""3"": [[7, 6]], ""4"": [[12, 9]], ""5"": [[5, 3], [9, 3]], ""6"": [[0, 11], [4, 11]], ""7"": [[6, 5]], ""8"": [[2, 9]], ""9"": [[3, 9]]}","[0, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
63,0,proposed_c2f_adaptive_pd,1.0,0.03,0.03,10,0,12,"{""0"": [[0, 4]], ""1"": [[9, 12]], ""2"": [[0, 4]], ""3"": [[0, 14]], ""4"": [[0, 8]], ""5"": [[0, 6]], ""6"": [[0, 9]], ""7"": [[0, 9]], ""8"": [[1, 10]], ""9"": [[9, 8], [13, 8], [3, 8]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
63,0,sense_sinr_budgeted,0.6,0.04,0.06666666666666667,6,0,12,"{""0"": [[5, 4], [0, 4]], ""1"": [], ""2"": [[5, 4], [0, 4]], ""3"": [[2, 14]], ""4"": [[14, 8], [13, 8], [3, 8], [2, 8]], ""5"": [[5, 6], [2, 6]], ""6"": [[12, 9]], ""7"": [], ""8"": [], ""9"": []}","[1, 0, 1, 1, 1, 1, 1, 0, 0, 0]"
63,0,balanced_sinr,1.0,0.043333333333333335,0.043333333333333335,10,0,12,"{""0"": [[5, 4]], ""1"": [[9, 12]], ""2"": [[5, 4], [0, 4]], ""3"": [[2, 14]], ""4"": [[14, 8], [13, 8]], ""5"": [[5, 6]], ""6"": [[12, 9]], ""7"": [[7, 9]], ""8"": [[7, 10]], ""9"": [[9, 8]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
64,0,proposed_c2f_adaptive_pd,1.0,0.06,0.06,10,0,10,"{""0"": [[8, 3]], ""1"": [[2, 13]], ""2"": [[2, 10]], ""3"": [[0, 7]], ""4"": [[1, 6]], ""5"": [[1, 6]], ""6"": [[0, 7]], ""7"": [[0, 12]], ""8"": [[1, 6]], ""9"": [[0, 12]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
64,0,sense_sinr_budgeted,0.4,0.016666666666666666,0.041666666666666664,4,0,12,"{""0"": [], ""1"": [[5, 13], [10, 13], [2, 13], [14, 13]], ""2"": [[13, 10], [4, 10], [2, 10], [5, 10]], ""3"": [], ""4"": [], ""5"": [], ""6"": [], ""7"": [[8, 12], [3, 12], [11, 12]], ""8"": [], ""9"": [[8, 12]]}","[0, 1, 1, 0, 0, 0, 0, 1, 0, 1]"
64,0,balanced_sinr,1.0,0.07666666666666666,0.07666666666666666,10,0,12,"{""0"": [[12, 3]], ""1"": [[5, 13], [10, 13]], ""2"": [[13, 10]], ""3"": [[12, 7]], ""4"": [[1, 6]], ""5"": [[1, 6]], ""6"": [[12, 7]], ""7"": [[8, 12], [3, 12]], ""8"": [[1, 6]], ""9"": [[8, 12]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
65,0,proposed_c2f_adaptive_pd,1.0,0.043333333333333335,0.043333333333333335,10,0,10,"{""0"": [[0, 14]], ""1"": [[2, 0]], ""2"": [[4, 14]], ""3"": [[1, 0]], ""4"": [[0, 9]], ""5"": [[1, 13]], ""6"": [[0, 5]], ""7"": [[0, 3]], ""8"": [[0, 7]], ""9"": [[0, 8]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
65,0,sense_sinr_budgeted,0.5,0.01,0.02,5,0,12,"{""0"": [[0, 14]], ""1"": [], ""2"": [], ""3"": [[8, 0], [7, 0], [14, 0], [2, 0], [4, 0], [9, 0]], ""4"": [], ""5"": [[10, 13], [1, 13]], ""6"": [], ""7"": [[11, 3], [2, 3]], ""8"": [], ""9"": [[2, 8]]}","[1, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
65,0,balanced_sinr,1.0,0.03,0.03,10,0,12,"{""0"": [[0, 14]], ""1"": [[8, 0]], ""2"": [[6, 14]], ""3"": [[8, 0], [7, 0]], ""4"": [[2, 9]], ""5"": [[10, 13]], ""6"": [[7, 5]], ""7"": [[11, 3], [2, 3]], ""8"": [[0, 7]], ""9"": [[2, 8]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
66,0,proposed_c2f_adaptive_pd,1.0,0.06,0.06,10,0,12,"{""0"": [[2, 11]], ""1"": [[8, 9], [5, 9]], ""2"": [[0, 2]], ""3"": [[0, 1]], ""4"": [[0, 6]], ""5"": [[6, 11]], ""6"": [[8, 9], [2, 9]], ""7"": [[3, 13]], ""8"": [[0, 2]], ""9"": [[1, 11]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
66,0,sense_sinr_budgeted,0.5,0.02,0.04,5,0,12,"{""0"": [], ""1"": [], ""2"": [[6, 2], [8, 2], [12, 2]], ""3"": [[12, 1]], ""4"": [[2, 6], [13, 6], [12, 6]], ""5"": [], ""6"": [], ""7"": [], ""8"": [[8, 2], [5, 2], [12, 2]], ""9"": [[6, 11], [13, 11]]}","[0, 0, 1, 1, 1, 0, 0, 0, 1, 1]"
66,0,balanced_sinr,1.0,0.043333333333333335,0.043333333333333335,10,0,12,"{""0"": [[6, 11]], ""1"": [[5, 9]], ""2"": [[6, 2]], ""3"": [[12, 1]], ""4"": [[2, 6], [13, 6]], ""5"": [[6, 11]], ""6"": [[8, 9]], ""7"": [[3, 13]], ""8"": [[8, 2], [5, 2]], ""9"": [[6, 11]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
67,0,proposed_c2f_adaptive_pd,1.0,0.05,0.05,10,0,12,"{""0"": [[6, 8], [0, 8]], ""1"": [[2, 3]], ""2"": [[9, 13]], ""3"": [[1, 5]], ""4"": [[9, 13], [5, 13]], ""5"": [[2, 6]], ""6"": [[3, 2]], ""7"": [[0, 5]], ""8"": [[0, 6]], ""9"": [[6, 2]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
67,0,sense_sinr_budgeted,0.3,0.016666666666666666,0.05555555555555555,3,0,12,"{""0"": [], ""1"": [], ""2"": [], ""3"": [[9, 5], [13, 5], [14, 5]], ""4"": [], ""5"": [], ""6"": [], ""7"": [[9, 5], [13, 5], [10, 5], [11, 5], [6, 5], [3, 5]], ""8"": [[5, 6], [1, 6], [0, 6]], ""9"": []}","[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
67,0,balanced_sinr,1.0,0.023333333333333334,0.023333333333333334,10,0,12,"{""0"": [[0, 8]], ""1"": [[10, 3]], ""2"": [[9, 13]], ""3"": [[9, 5], [13, 5]], ""4"": [[9, 13]], ""5"": [[2, 6]], ""6"": [[3, 2]], ""7"": [[9, 5], [13, 5]], ""8"": [[5, 6]], ""9"": [[6, 2]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
68,0,proposed_c2f_adaptive_pd,1.0,0.03,0.03,10,0,10,"{""0"": [[0, 11]], ""1"": [[0, 9]], ""2"": [[0, 4]], ""3"": [[0, 9]], ""4"": [[0, 7]], ""5"": [[0, 9]], ""6"": [[1, 7]], ""7"": [[2, 0]], ""8"": [[6, 3]], ""9"": [[0, 8]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
68,0,sense_sinr_budgeted,0.5,0.006666666666666667,0.013333333333333334,5,0,12,"{""0"": [], ""1"": [[7, 9], [14, 9], [8, 9], [6, 9], [3, 9], [2, 9]], ""2"": [[12, 4], [11, 4]], ""3"": [], ""4"": [[1, 7]], ""5"": [], ""6"": [[9, 7]], ""7"": [], ""8"": [], ""9"": [[1, 8], [9, 8]]}","[0, 1, 1, 0, 1, 0, 1, 0, 0, 1]"
68,0,balanced_sinr,1.0,0.03666666666666667,0.03666666666666667,10,0,12,"{""0"": [[0, 11]], ""1"": [[7, 9], [14, 9]], ""2"": [[12, 4], [11, 4]], ""3"": [[6, 9]], ""4"": [[1, 7]], ""5"": [[0, 9]], ""6"": [[9, 7]], ""7"": [[14, 0]], ""8"": [[13, 3]], ""9"": [[1, 8]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
69,0,proposed_c2f_adaptive_pd,1.0,0.03666666666666667,0.03666666666666667,10,0,11,"{""0"": [[4, 14], [3, 14]], ""1"": [[1, 11]], ""2"": [[0, 14]], ""3"": [[0, 3]], ""4"": [[1, 6]], ""5"": [[7, 12]], ""6"": [[1, 9]], ""7"": [[0, 10]], ""8"": [[0, 3]], ""9"": [[4, 11]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
69,0,sense_sinr_budgeted,0.4,0.006666666666666667,0.016666666666666666,4,0,12,"{""0"": [], ""1"": [], ""2"": [], ""3"": [[8, 3], [0, 3], [14, 3], [4, 3], [11, 3]], ""4"": [[13, 6]], ""5"": [], ""6"": [[1, 9], [6, 9], [10, 9], [13, 9], [11, 9]], ""7"": [[9, 10]], ""8"": [], ""9"": []}","[0, 0, 0, 1, 1, 0, 1, 1, 0, 0]"
69,0,balanced_sinr,1.0,0.04,0.04,10,0,12,"{""0"": [[4, 14]], ""1"": [[1, 11]], ""2"": [[4, 14]], ""3"": [[8, 3], [0, 3]], ""4"": [[13, 6]], ""5"": [[7, 12]], ""6"": [[1, 9], [6, 9]], ""7"": [[9, 10]], ""8"": [[0, 3]], ""9"": [[4, 11]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
70,0,proposed_c2f_adaptive_pd,0.9,0.023333333333333334,0.023333333333333334,10,0,12,"{""0"": [[0, 6]], ""1"": [[0, 7]], ""2"": [[2, 12]], ""3"": [[2, 9]], ""4"": [[0, 4]], ""5"": [[0, 6]], ""6"": [[0, 14]], ""7"": [[8, 7]], ""8"": [[0, 11]], ""9"": [[2, 11], [9, 11], [3, 11]]}","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
70,0,sense_sinr_budgeted,0.3,0.006666666666666667,0.022222222222222223,3,0,12,"{""0"": [], ""1"": [[8, 7]], ""2"": [], ""3"": [], ""4"": [[6, 4], [12, 4], [1, 4], [10, 4], [0, 4], [13, 4]], ""5"": [[4, 6], [12, 6], [10, 6], [0, 6], [1, 6]], ""6"": [], ""7"": [], ""8"": [], ""9"": []}","[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]"
70,0,balanced_sinr,0.8,0.03333333333333333,0.03333333333333333,10,0,12,"{""0"": [[4, 6]], ""1"": [[8, 7]], ""2"": [[2, 12]], ""3"": [[2, 9]], ""4"": [[6, 4], [12, 4]], ""5"": [[4, 6], [12, 6]], ""6"": [[10, 14]], ""7"": [[8, 7]], ""8"": [[3, 11]], ""9"": [[9, 11]]}","[1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
71,0,proposed_c2f_adaptive_pd,1.0,0.07666666666666666,0.07666666666666666,10,0,10,"{""0"": [[0, 2]], ""1"": [[4, 6]], ""2"": [[0, 12]], ""3"": [[4, 9]], ""4"": [[4, 6]], ""5"": [[0, 6]], ""6"": [[1, 7]], ""7"": [[4, 6]], ""8"": [[4, 6]], ""9"": [[0, 1]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
71,0,sense_sinr_budgeted,0.4,0.03,0.075,4,0,12,"{""0"": [[13, 2], [3, 2], [8, 2], [0, 2], [11, 2]], ""1"": [], ""2"": [[8, 12], [10, 12], [11, 12]], ""3"": [], ""4"": [], ""5"": [[9, 6], [5, 6], [7, 6]], ""6"": [], ""7"": [], ""8"": [], ""9"": [[7, 1]]}","[1, 0, 1, 0, 0, 1, 0, 0, 0, 1]"
71,0,balanced_sinr,0.9,0.06333333333333334,0.06333333333333334,10,0,12,"{""0"": [[13, 2], [3, 2]], ""1"": [[9, 6]], ""2"": [[8, 12]], ""3"": [[6, 9]], ""4"": [[9, 6]], ""5"": [[9, 6], [5, 6]], ""6"": [[1, 7]], ""7"": [[9, 6]], ""8"": [[5, 6]], ""9"": [[7, 1]]}","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1]"
72,0,proposed_c2f_adaptive_pd,1.0,0.023333333333333334,0.023333333333333334,10,0,10,"{""0"": [[7, 5]], ""1"": [[0, 11]], ""2"": [[1, 4]], ""3"": [[1, 14]], ""4"": [[0, 12]], ""5"": [[3, 1]], ""6"": [[0, 12]], ""7"": [[0, 2]], ""8"": [[2, 14]], ""9"": [[0, 7]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
72,0,sense_sinr_budgeted,0.3,0.016666666666666666,0.05555555555555555,4,0,12,"{""0"": [], ""1"": [[2, 11]], ""2"": [], ""3"": [[5, 14]], ""4"": [], ""5"": [[10, 1], [9, 1], [8, 1], [4, 1], [13, 1]], ""6"": [], ""7"": [], ""8"": [], ""9"": [[5, 7], [4, 7], [8, 7], [9, 7], [6, 7]]}","[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
72,0,balanced_sinr,0.9,0.03333333333333333,0.037037037037037035,10,0,12,"{""0"": [[7, 5]], ""1"": [[2, 11]], ""2"": [[3, 4]], ""3"": [[5, 14]], ""4"": [[3, 12]], ""5"": [[10, 1], [9, 1]], ""6"": [[3, 12]], ""7"": [[11, 2]], ""8"": [[6, 14]], ""9"": [[5, 7], [4, 7]]}","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
73,0,proposed_c2f_adaptive_pd,1.0,0.043333333333333335,0.043333333333333335,10,0,10,"{""0"": [[0, 10]], ""1"": [[0, 1]], ""2"": [[4, 0]], ""3"": [[1, 0]], ""4"": [[0, 12]], ""5"": [[2, 8]], ""6"": [[0, 5]], ""7"": [[1, 11]], ""8"": [[10, 0]], ""9"": [[0, 10]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
73,0,sense_sinr_budgeted,0.4,0.02,0.05,4,0,12,"{""0"": [], ""1"": [[11, 1]], ""2"": [], ""3"": [[12, 0], [10, 0], [4, 0], [13, 0], [9, 0], [1, 0]], ""4"": [], ""5"": [], ""6"": [[1, 5], [11, 5], [7, 5], [2, 5]], ""7"": [[1, 11]], ""8"": [], ""9"": []}","[0, 1, 0, 1, 0, 0, 1, 1, 0, 0]"
73,0,balanced_sinr,1.0,0.06,0.06,10,0,12,"{""0"": [[0, 10]], ""1"": [[11, 1]], ""2"": [[12, 0]], ""3"": [[12, 0], [10, 0]], ""4"": [[13, 12]], ""5"": [[3, 8]], ""6"": [[1, 5], [11, 5]], ""7"": [[1, 11]], ""8"": [[12, 0]], ""9"": [[0, 10]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
74,0,proposed_c2f_adaptive_pd,0.9,0.04666666666666667,0.04666666666666667,10,0,12,"{""0"": [[0, 5]], ""1"": [[0, 12]], ""2"": [[9, 13], [12, 13], [0, 13]], ""3"": [[11, 4]], ""4"": [[6, 0]], ""5"": [[0, 13]], ""6"": [[0, 12]], ""7"": [[1, 8]], ""8"": [[0, 6]], ""9"": [[0, 11]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
74,0,sense_sinr_budgeted,0.4,0.016666666666666666,0.041666666666666664,4,0,12,"{""0"": [[10, 5], [14, 5], [4, 5], [11, 5], [3, 5]], ""1"": [[13, 12]], ""2"": [], ""3"": [], ""4"": [], ""5"": [[9, 13], [12, 13]], ""6"": [], ""7"": [], ""8"": [], ""9"": [[14, 11], [4, 11], [5, 11], [10, 11]]}","[1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
74,0,balanced_sinr,0.9,0.05,0.05,10,0,12,"{""0"": [[10, 5]], ""1"": [[13, 12]], ""2"": [[12, 13]], ""3"": [[11, 4]], ""4"": [[6, 0]], ""5"": [[9, 13], [12, 13]], ""6"": [[6, 12]], ""7"": [[13, 8]], ""8"": [[0, 6]], ""9"": [[14, 11], [4, 11]]}","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
75,0,proposed_c2f_adaptive_pd,1.0,0.056666666666666664,0.056666666666666664,10,0,10,"{""0"": [[5, 8]], ""1"": [[0, 9]], ""2"": [[0, 12]], ""3"": [[0, 10]], ""4"": [[11, 13]], ""5"": [[8, 5]], ""6"": [[9, 5]], ""7"": [[0, 13]], ""8"": [[0, 11]], ""9"": [[0, 9]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
75,0,sense_sinr_budgeted,0.5,0.03333333333333333,0.06666666666666667,5,0,12,"{""0"": [], ""1"": [], ""2"": [[8, 12], [11, 12], [2, 12]], ""3"": [[12, 10], [2, 10], [11, 10], [14, 10]], ""4"": [], ""5"": [], ""6"": [], ""7"": [[8, 13]], ""8"": [[2, 11], [12, 11]], ""9"": [[1, 9], [0, 9]]}","[0, 0, 1, 1, 0, 0, 0, 1, 1, 1]"
75,0,balanced_sinr,1.0,0.05,0.05,10,0,12,"{""0"": [[5, 8]], ""1"": [[5, 9]], ""2"": [[8, 12], [11, 12]], ""3"": [[12, 10], [2, 10]], ""4"": [[11, 13]], ""5"": [[8, 5]], ""6"": [[9, 5]], ""7"": [[8, 13]], ""8"": [[2, 11]], ""9"": [[1, 9]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
76,0,proposed_c2f_adaptive_pd,1.0,0.03666666666666667,0.03666666666666667,10,0,12,"{""0"": [[0, 12]], ""1"": [[5, 2]], ""2"": [[0, 3]], ""3"": [[3, 2]], ""4"": [[2, 5]], ""5"": [[9, 12]], ""6"": [[8, 14], [9, 14]], ""7"": [[1, 11]], ""8"": [[5, 2], [8, 2]], ""9"": [[0, 10]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
76,0,sense_sinr_budgeted,0.4,0.01,0.025,4,0,12,"{""0"": [], ""1"": [], ""2"": [[13, 3], [0, 3]], ""3"": [[5, 2]], ""4"": [], ""5"": [], ""6"": [], ""7"": [[7, 11], [4, 11], [10, 11]], ""8"": [], ""9"": [[4, 10], [6, 10], [11, 10], [14, 10], [8, 10], [7, 10]]}","[0, 0, 1, 1, 0, 0, 0, 1, 0, 1]"
76,0,balanced_sinr,1.0,0.03333333333333333,0.03333333333333333,10,0,12,"{""0"": [[13, 12]], ""1"": [[5, 2]], ""2"": [[13, 3]], ""3"": [[5, 2]], ""4"": [[2, 5]], ""5"": [[9, 12]], ""6"": [[8, 14]], ""7"": [[7, 11], [4, 11]], ""8"": [[5, 2]], ""9"": [[4, 10], [6, 10]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
77,0,proposed_c2f_adaptive_pd,1.0,0.04666666666666667,0.04666666666666667,10,0,10,"{""0"": [[2, 7]], ""1"": [[0, 2]], ""2"": [[2, 11]], ""3"": [[0, 6]], ""4"": [[0, 3]], ""5"": [[2, 4]], ""6"": [[1, 0]], ""7"": [[4, 2]], ""8"": [[0, 1]], ""9"": [[1, 0]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
77,0,sense_sinr_budgeted,0.4,0.03333333333333333,0.08333333333333333,4,0,12,"{""0"": [], ""1"": [[5, 2], [11, 2], [4, 2], [8, 2]], ""2"": [], ""3"": [[4, 6], [8, 6], [10, 6]], ""4"": [[10, 3], [13, 3], [12, 3], [9, 3]], ""5"": [], ""6"": [], ""7"": [], ""8"": [[14, 1]], ""9"": []}","[0, 1, 0, 1, 1, 0, 0, 0, 1, 0]"
77,0,balanced_sinr,1.0,0.056666666666666664,0.056666666666666664,10,0,12,"{""0"": [[8, 7]], ""1"": [[5, 2]], ""2"": [[2, 11]], ""3"": [[4, 6], [8, 6]], ""4"": [[10, 3], [13, 3]], ""5"": [[11, 4]], ""6"": [[1, 0]], ""7"": [[11, 2]], ""8"": [[14, 1]], ""9"": [[1, 0]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
78,0,proposed_c2f_adaptive_pd,1.0,0.043333333333333335,0.043333333333333335,10,0,12,"{""0"": [[1, 4]], ""1"": [[3, 7]], ""2"": [[0, 12]], ""3"": [[0, 8]], ""4"": [[7, 10], [12, 10], [11, 10]], ""5"": [[0, 8]], ""6"": [[1, 10]], ""7"": [[2, 5]], ""8"": [[2, 5]], ""9"": [[0, 5]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
78,0,sense_sinr_budgeted,0.5,0.03,0.06,5,0,12,"{""0"": [], ""1"": [], ""2"": [[0, 12], [14, 12], [3, 12], [9, 12]], ""3"": [], ""4"": [], ""5"": [], ""6"": [[13, 10]], ""7"": [[2, 5], [6, 5]], ""8"": [[2, 5], [6, 5]], ""9"": [[2, 5], [9, 5], [6, 5]]}","[0, 0, 1, 0, 0, 0, 1, 1, 1, 1]"
78,0,balanced_sinr,1.0,0.04,0.04,10,0,12,"{""0"": [[1, 4]], ""1"": [[14, 7]], ""2"": [[0, 12]], ""3"": [[12, 8]], ""4"": [[0, 10]], ""5"": [[13, 8]], ""6"": [[13, 10]], ""7"": [[2, 5], [6, 5]], ""8"": [[2, 5]], ""9"": [[2, 5], [9, 5]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
79,0,proposed_c2f_adaptive_pd,1.0,0.03333333333333333,0.03333333333333333,10,0,12,"{""0"": [[0, 10]], ""1"": [[0, 9]], ""2"": [[1, 7], [6, 7], [3, 7]], ""3"": [[4, 8]], ""4"": [[1, 5]], ""5"": [[1, 12]], ""6"": [[0, 4]], ""7"": [[2, 0]], ""8"": [[0, 9]], ""9"": [[1, 3]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
79,0,sense_sinr_budgeted,0.5,0.03,0.06,5,0,12,"{""0"": [], ""1"": [], ""2"": [], ""3"": [], ""4"": [], ""5"": [[11, 12]], ""6"": [[14, 4]], ""7"": [[13, 0], [8, 0], [4, 0]], ""8"": [[13, 9], [0, 9], [6, 9], [4, 9], [8, 9]], ""9"": [[1, 3], [11, 3]]}","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
79,0,balanced_sinr,1.0,0.06,0.06,10,0,12,"{""0"": [[0, 10]], ""1"": [[6, 9]], ""2"": [[6, 7]], ""3"": [[12, 8]], ""4"": [[12, 5]], ""5"": [[11, 12]], ""6"": [[14, 4]], ""7"": [[13, 0], [8, 0]], ""8"": [[13, 9], [0, 9]], ""9"": [[1, 3]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
80,0,proposed_c2f_adaptive_pd,1.0,0.05333333333333334,0.05333333333333334,10,0,12,"{""0"": [[2, 14]], ""1"": [[0, 11]], ""2"": [[3, 1], [4, 1], [0, 1]], ""3"": [[5, 6]], ""4"": [[0, 11]], ""5"": [[3, 7]], ""6"": [[3, 2]], ""7"": [[1, 0]], ""8"": [[0, 4]], ""9"": [[0, 5]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
80,0,sense_sinr_budgeted,0.4,0.02666666666666667,0.06666666666666667,4,0,12,"{""0"": [], ""1"": [[0, 11]], ""2"": [], ""3"": [], ""4"": [[7, 11], [4, 11], [13, 11]], ""5"": [], ""6"": [], ""7"": [[5, 0], [7, 0], [11, 0], [1, 0], [8, 0], [13, 0]], ""8"": [[3, 4], [9, 4]], ""9"": []}","[0, 1, 0, 0, 1, 0, 0, 1, 1, 0]"
80,0,balanced_sinr,1.0,0.043333333333333335,0.043333333333333335,10,0,12,"{""0"": [[10, 14]], ""1"": [[0, 11]], ""2"": [[3, 1]], ""3"": [[8, 6]], ""4"": [[7, 11]], ""5"": [[4, 7]], ""6"": [[9, 2]], ""7"": [[5, 0], [7, 0]], ""8"": [[3, 4], [9, 4]], ""9"": [[8, 5]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
81,0,proposed_c2f_adaptive_pd,1.0,0.04,0.04,10,0,12,"{""0"": [[2, 14]], ""1"": [[7, 1], [2, 1]], ""2"": [[0, 4]], ""3"": [[0, 12]], ""4"": [[0, 4]], ""5"": [[0, 12]], ""6"": [[0, 6]], ""7"": [[2, 12]], ""8"": [[14, 9], [1, 9]], ""9"": [[1, 8]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
81,0,sense_sinr_budgeted,0.4,0.02,0.05,4,0,12,"{""0"": [[9, 14]], ""1"": [], ""2"": [[10, 4], [13, 4], [5, 4], [12, 4]], ""3"": [], ""4"": [], ""5"": [[2, 12], [7, 12], [1, 12], [8, 12], [9, 12], [13, 12]], ""6"": [[8, 6]], ""7"": [], ""8"": [], ""9"": []}","[1, 0, 1, 0, 0, 1, 1, 0, 0, 0]"
81,0,balanced_sinr,1.0,0.04,0.04,10,0,12,"{""0"": [[9, 14]], ""1"": [[7, 1]], ""2"": [[10, 4], [13, 4]], ""3"": [[2, 12]], ""4"": [[10, 4]], ""5"": [[2, 12], [7, 12]], ""6"": [[8, 6]], ""7"": [[2, 12]], ""8"": [[14, 9]], ""9"": [[2, 8]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
82,0,proposed_c2f_adaptive_pd,1.0,0.06,0.06,10,0,11,"{""0"": [[0, 2]], ""1"": [[2, 0]], ""2"": [[0, 2], [5, 2]], ""3"": [[0, 1]], ""4"": [[4, 13]], ""5"": [[2, 1]], ""6"": [[0, 5]], ""7"": [[11, 3]], ""8"": [[2, 1]], ""9"": [[0, 1]]}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
82,0,sense_sinr_budgeted,0.5,0.02,0.04,5,0,12,"{""0"": [[0, 2], [5, 2]], ""1"": [[2, 0], [5, 0]], ""2"": [], ""3"": [[3, 1], [2, 1], [8, 1], [11, 1], [9, 1]], ""4"": [], ""5"": [], ""6"": [[0, 5], [2, 5]], ""7"": [], ""8"": [[8, 1]], ""9"": []}","[1, 1, 0, 1, 0, 0, 1, 0, 1, 0]"
