split,scene_id,receiver,target,realisation,direct_gain_boost_db,arm,selected_base_arm,conflict_index,direct_inr_db,tested_protected,n_protected_targets,stat_h0,stat_h1,raw_stat_h0,raw_stat_h1,target_direction_inflation_h0,whitened_residual_power_h0,whitened_residual_ratio_h0,dof_real,identifiable_fraction,ncp_unit,glrt_neighbourhood_size,glrt_selected_offset_delay,glrt_selected_offset_doppler,kappa_accounted_db,kappa_structural_db,i_in,i_res,i_res_structural,i_res_estimate,eta_survive_q,eta_survive_field,eta_survive_pred_q,eta_survive_risk_q,eta_protect,s_q_energy,post_ic_sinr,protect_dim,n_coefficients,calibration_error_db
calibration,0,1,1,0,30.0,perfect_channel,perfect_channel,0.024893348180992068,26.13659321281507,0,1,6.155167816496389,12.23773799057197,6.155167816496389,12.23773799057197,1.231033563299278,16419.967532679235,1.002195283977004,10,0.9768413488137017,2.779641580838339,9,-0.25,0.25,inf,inf,2.5785792840542185e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.06630804205663869,1.1766538647253003e-13,0.00018746817760420162,0,15,nan
calibration,1,1,1,0,30.0,perfect_channel,perfect_channel,0.22444126138317474,23.69222959458329,0,1,8.081229045034668,13.701160648731825,8.081229045034668,13.701160648731825,1.6162458090069336,16463.352742520532,1.0048433070386067,10,0.9930517573922966,0.9733968408425043,9,0.25,-0.25,inf,inf,1.468737310549013e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04887434681302375,3.8831712095432415e-14,6.186789945640691e-05,0,15,nan
calibration,2,1,1,0,30.0,perfect_channel,perfect_channel,0.0057153962857055965,37.64893462412937,0,1,7.2747201267491945,5.797647961436077,7.2747201267491945,5.797647961436077,1.454944025349839,16190.120601480012,0.9881665406176765,10,0.9832939305237546,1.650483636824074,9,0.25,-0.25,inf,inf,3.6527052632822063e-06,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.21591592732898818,6.576852273376564e-14,0.00010478446950495486,0,15,nan
calibration,3,1,1,0,30.0,perfect_channel,perfect_channel,0.0010922971251894561,34.24356475634946,1,1,7.009264257134007,9.725609980941098,7.009264257134007,9.725609980941098,1.4018528514268014,16364.272542384952,0.9987959315420503,10,0.9656343244425584,0.2623859288579425,9,-0.25,0.0,inf,inf,1.6675453114460281e-06,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.09202162605222568,1.1260262161954142e-14,1.7940202213502332e-05,0,15,nan
calibration,4,1,1,0,30.0,perfect_channel,perfect_channel,0.9993200023285013,27.127081387552817,0,1,13.82650158338201,7.785084862793624,13.82650158338201,7.785084862793624,2.765300316676402,16556.83465229204,1.010548990008059,10,0.9999533740585628,24.85206573735679,9,-0.25,0.0,inf,inf,3.2391369237520404e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.02008553318336309,9.62376295677107e-13,0.0015332880444172844,0,15,nan
calibration,5,1,1,0,30.0,perfect_channel,perfect_channel,0.06577156155417425,33.78887400819928,0,1,4.6687449034976565,14.351966619952508,4.6687449034976565,14.351966619952508,0.9337489806995313,16464.13580255998,1.0048911012304675,10,0.9975022248280374,4.990866022978635,9,0.0,-0.25,inf,inf,1.5017877891758955e-06,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.014070593717262924,1.7309902065492824e-13,0.00027578677910370275,0,15,nan
calibration,6,1,1,0,30.0,perfect_channel,perfect_channel,0.0018321313063814034,30.68345279973938,0,1,9.616746777525933,5.514687389656386,9.616746777525933,5.514687389656386,1.9233493555051866,16376.588043971273,0.9995476101056685,10,0.9995717171398302,0.1789535945670459,9,0.25,0.25,inf,inf,7.346262589284775e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.16320252370548063,7.436029974713548e-15,1.184731576346126e-05,0,15,nan
calibration,7,1,1,0,30.0,perfect_channel,perfect_channel,0.7006663144846748,27.079229887071982,0,1,5.855704460786842,11.47380308441514,5.855704460786842,11.47380308441514,1.1711408921573683,16352.557232990615,0.9980808858026499,10,0.8904775719698343,1.6882477417161974,9,0.25,0.0,inf,inf,3.2036433133636793e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.17412685453012802,7.09372122359522e-14,0.0001130193874415317,0,15,nan
calibration,8,1,1,0,30.0,perfect_channel,perfect_channel,0.014944706640442836,28.60647313612752,0,1,8.12862100119915,7.254414423734266,8.12862100119915,7.254414423734266,1.62572420023983,16364.811029924083,0.9988287982131399,10,0.5578031032300718,0.453172493185601,9,-0.25,-0.25,inf,inf,4.5537426325683843e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.08786486401661277,3.202169975172028e-14,5.1017974582060964e-05,0,15,nan
calibration,9,1,1,0,30.0,perfect_channel,perfect_channel,0.07730354278412044,26.90314938472622,0,1,4.750940966629443,9.178378097334871,4.750940966629443,9.178378097334871,0.9501881933258887,16269.144217314626,0.9929897593575822,10,0.9950349024224783,0.6117976751752835,9,-0.25,0.25,inf,inf,3.076352566597908e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.18598800195665013,2.5294903787567413e-14,4.030063264897309e-05,0,15,nan
