method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_D_cluster_ci95_low,P_D_cluster_ci95_high,P_D_cluster_ci95_half_width,P_FA,P_FA_ci95_low,P_FA_ci95_high,P_FA_ci95_half_width,P_FA_cluster_ci95_low,P_FA_cluster_ci95_high,P_FA_cluster_ci95_half_width,P_FA_overall,P_FA_overall_ci95_low,P_FA_overall_ci95_high,P_FA_overall_ci95_half_width,B_mean_bits,B_std_bits,T_mean_ms,T_std_ms,selected_links_mean,selected_links_std,selected_observations_mean,selected_observations_std,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,fine_eval_full_mean,fine_eval_c2f_mean,belief_capture_rate_mean,selector_score_evaluations_mean,coordination_messages_mean,bid_rounds_mean,detection_runtime_mean_ms,detection_runtime_p90_ms,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,paired_proposed_delta_P_D,paired_proposed_delta_ci95_low,paired_proposed_delta_ci95_high,paired_reference_method,paired_reference_delta_P_D,paired_reference_delta_ci95_low,paired_reference_delta_ci95_high,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms
proposed_c2f_adaptive_pd,0.9762,0.9730245729515548,0.9790096935646202,0.002992560306532721,0.9732000000000001,0.9792000000000001,0.0030000000000000027,0.049746788744675856,0.04897215692806184,0.05053302246927131,0.0007804327706047373,0.0489704513888889,0.05056148148148148,0.0007955150462962898,0.04944333333333333,0.04867330676220234,0.0502248988133092,0.0007757960255534296,480.64,870.2585767460151,0.8010666666666668,1.450430961243359,0.751,1.3597790261656488,12.101,3.1462356872936263,1.0,1.0,860.244,0.5304100292548655,3.973526750411772,3.366066221096635,3.4735191192258106,0.9994007606502044,0.9987713728480826,0.9989078857575496,3.697497630560619,1.0,1.0,977545.5437809363,255.5307569297396,26.42087301155969,7162.906596694587,860.244,61.278,0.9940322971361284,12673.894,12673.894,0.0,6.0531015988090076,8.40151000302285,0.726,9296.442492502321,0.955,0.9762000000000001,0.967,0.982,,,,proposed_c2f_adaptive_pd,0.0,0.0,0.0,2.031041944074567,1.21862516644474,2033841.427640097,1220304.8565840581
proposed_c2f_adaptive_pd_calibrated,0.9764,0.9732367404948062,0.9791973724163777,0.00298031596078574,0.9734,0.9794,0.0030000000000000027,0.05069591172820874,0.04991425191650037,0.051489148991354455,0.0007874485374270435,0.04991718518518519,0.05150992824074074,0.0007963715277777769,0.05038666666666667,0.049609651420452455,0.051175196662639574,0.0007827726210935596,480.64,870.2585767460151,0.8010666666666668,1.450430961243359,0.751,1.3597790261656488,12.101,3.1462356872936263,1.0,1.0,860.244,0.5304100292548655,3.973526750411772,3.366066221096635,3.4735191192258106,0.9994007606502044,0.9987713728480826,0.9989078857575496,3.697497630560619,1.0,1.0,977545.5437809363,255.5307569297396,26.42087301155969,7162.906596694587,860.244,61.278,0.9940322971361284,12673.894,12673.894,0.0,14.11796270031482,20.15778998611495,0.726,9296.442492502321,0.955,0.9763999999999999,0.967,0.982,,,,proposed_c2f_adaptive_pd,-0.0002,-0.0004770470918293334,7.704709182933335e-05,2.031458055925433,1.2188748335552595,2033841.427640097,1220304.8565840581
