experiment,selection_policy,detector_k,method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_D_cluster_ci95_low,P_D_cluster_ci95_high,P_D_cluster_ci95_half_width,P_D_weak,P_D_weak_cluster_ci95_low,P_D_weak_cluster_ci95_high,P_FA_active,P_FA_cluster_ci95_low,P_FA_cluster_ci95_high,P_FA_cluster_ci95_half_width,P_FA_overall,B_mean_bits,T_mean_ms,selected_links_mean,selected_observations_mean,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,fine_eval_full_mean,fine_eval_c2f_mean,belief_capture_rate_mean,receiver_capacity_max_utilization_mean,receiver_capacity_binding_rate,fusion_capacity_max_utilization_mean,fusion_capacity_binding_rate,report_capacity_utilization_mean,report_capacity_binding_rate,assignment_capacity_max_utilization_mean,assignment_capacity_binding_rate,selector_score_evaluations_mean,coordination_messages_mean,detection_runtime_mean_ms,detection_runtime_p90_ms,bid_rounds_mean,bundle_column_count_mean,bundle_pricing_iterations_mean,bundle_lp_worst_deficit_bound_mean,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms,paired_reference_method,paired_reference_delta_P_D,paired_reference_delta_ci95_low,paired_reference_delta_ci95_high
v1.4_exact_llr_detector_ablation,shared_joint_bundle_cg,2,joint_bundle_cg,0.58,0.5107194625547862,0.6462651764982825,0.06777285697174817,0.515,0.6449999999999999,0.06499999999999995,0.55,0.3,0.75,0.0570446735395189,0.05018518518518519,0.06314826388888889,0.006481539351851851,0.05533333333333333,3008.0,5.013333333333333,4.7,16.55,1.0,1.0,1109.5,0.4336872532806999,1.9119959346915862,1.1199757680482927,1.230624550513596,0.9998823609169646,0.9994716921196218,0.9996927410748082,-0.554938277460023,1.0,1.0,120.50691144958255,3.7958784232669673,0.0795531538708058,155.12417566105464,0.0,0.0,0.9717962184873951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.25,0.0,0.0,0.0,0.0,634.25,2.0,0.8055811731626907,0.0,10.50549572773642,0.25,0.5800000000000001,0.5,0.65,0.1928191489361702,0.11569148936170214,40.062138114887816,24.037282868932692,joint_bundle_cg,0.0,0.0,0.0
v1.4_exact_llr_detector_ablation,shared_joint_bundle_cg,2,joint_bundle_cg_exact_llr,0.575,0.5057080512046821,0.6414650479075696,0.06787849835144377,0.5199999999999999,0.6299999999999999,0.05499999999999999,0.5,0.3,0.7,0.053951890034364264,0.04707372685185185,0.060041782407407415,0.006484027777777783,0.052333333333333336,3008.0,5.013333333333333,4.7,16.55,1.0,1.0,1109.5,0.4336872532806999,1.9119959346915862,1.1199757680482927,1.230624550513596,0.9998823609169646,0.9994716921196218,0.9996927410748082,-0.554938277460023,1.0,1.0,119.61756949482438,3.795584317348614,0.07954131141643478,152.4940559107764,0.0,0.0,0.9717962184873951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.25,0.0,0.0,0.0,0.0,634.25,2.0,0.8055811731626907,0.0,10.49883421025725,0.25,0.5750000000000001,0.5,0.7,0.191156914893617,0.11469414893617022,39.76647922035385,23.859887532212312,joint_bundle_cg,0.005,-0.012269321749397412,0.022269321749397414
