experiment,robustness_type,condition_value,comm_error_model,soft_error_sigma_scale,residual_direct_factor,method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_FA_active,P_FA_overall,B_mean_bits,T_mean_ms,selected_links_mean,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms
robustness,residual_direct,1e-05,erasure,3.0,1e-05,proposed_lagrangian,0.6115,0.6019057003340286,0.6210086648834295,0.009551482274700485,0.04370392608159045,0.043673333333333335,17646.08,28.588841163121394,27.572,0.9993000000000001,1.0,430.98,0.3195214631023853,1.1400484376799622,0.24197855981544883,0.3075088882447601,0.7741498553382696,0.5443750558531874,0.6018277066094092,-4.677722993979824,1.0,1.0,42.83575359918446,5.260770418289216,0.1989372690571137,96.39814326454487,0.01,30.36816214191471,0.613,0.6115,0.595,0.632,0.03465358878572465,0.02138946438965192,2.427494015621852,1.4983382276592967
robustness,residual_direct,1e-05,erasure,3.0,1e-05,sense_sinr,0.5882,0.5785216010086107,0.5978106591903112,0.009644529090850229,0.04526168317822476,0.04523,17646.08,40.19028472738634,27.572,0.9993000000000001,1.0,430.98,0.3195214631023853,0.8518825783617997,0.21639392967696175,0.24873556067427705,0.7206827742134237,0.5191095678186723,0.5535142266962831,-6.2195126955853794,1.0,1.0,39.51244361723627,4.528817436987305,0.19450703477324727,86.48733888627824,0.004,26.973833099980553,0.577,0.5882000000000001,0.567,0.607,0.03333318221384012,0.014635377778231824,2.2391626705328473,0.9831342048271637
robustness,residual_direct,1e-05,erasure,3.0,1e-05,single_best,0.5676,0.5578658509940622,0.5772822305189438,0.009708189762440811,0.042423333333333334,0.042423333333333334,6400.0,8.64084598399241,10.0,1.0,1.0,430.98,0.3195214631023853,1.337301966615186,0.3618642832053347,0.45902954651278266,0.8137473633464185,0.6319125496802187,0.6836338242125567,-3.5675850153548545,1.0,1.0,41.298483013643754,3.8492131038426045,0.08554819155525796,94.303902872268,0.003,28.953835357031032,0.51,0.5676,0.552,0.582,0.08868749999999999,0.0656880126149114,6.452887970881836,4.779449036604889
robustness,residual_direct,1e-05,erasure,3.0,1e-05,all_neighbor,0.6652,0.6558884778756645,0.6743846444016813,0.009248083263008411,0.04607666666666667,0.04607666666666667,275827.2,675.3877921347389,430.98,1.0,1.0,430.98,0.3195214631023853,0.7912703927233438,0.20561045501010447,0.23232913808656708,0.7085402099145541,0.507049543039826,0.5381725249515497,-6.557076813237027,1.0,1.0,78.94632533338695,8.016158361948438,0.2187125268304939,172.56025522454874,0.01,54.55363129381581,0.627,0.6652000000000001,0.654,0.674,0.002411654833170913,0.0009849156406832025,0.2862166071126667,0.1168903646953057
robustness,residual_direct,0.0001,erasure,3.0,0.0001,proposed_lagrangian,0.6105,0.6009016244030568,0.6200135088393569,0.009555942218150038,0.04373165198825727,0.04369666666666667,17674.88,28.63651587004717,27.617,0.9992000000000001,1.0,430.98,0.3195214631023853,1.1395552621457885,0.24208671658984568,0.3070993558580414,0.7740660725089772,0.5444384347771881,0.6015396075757468,-4.68023002834258,1.0,1.0,42.49310816112856,5.196935284516016,0.1962497325156318,95.24415855632158,0.01,30.07934690875542,0.613,0.6105,0.592,0.625,0.0345405456783865,0.021318934285527467,2.4041525691336267,1.483878428296332
robustness,residual_direct,0.0001,erasure,3.0,0.0001,sense_sinr,0.5855,0.5758133091427999,0.5951210247235019,0.009653857790350995,0.04519282092340539,0.045156666666666664,17674.88,40.26250124064411,27.617,0.9992000000000001,1.0,430.98,0.3195214631023853,0.8521409433331235,0.2163122335002957,0.24863815855811428,0.7207043786685927,0.5190247739100176,0.5534223305770684,-6.218523037717575,1.0,1.0,39.20081508766884,4.469711731580425,0.19114030619573744,86.02084087233145,0.004,26.717051870434577,0.575,0.5855,0.563,0.605,0.033126108918419814,0.014542067232746847,2.2178829552262216,0.9736308942499697
robustness,residual_direct,0.0001,erasure,3.0,0.0001,single_best,0.5656,0.5558613536751225,0.5752882638877945,0.009713455106336033,0.042396666666666666,0.042396666666666666,6400.0,8.635075950813386,10.0,1.0,1.0,430.98,0.3195214631023853,1.3368365252665357,0.3608641476795324,0.4583338090392315,0.8137246249384325,0.6318511499202546,0.6835555866081808,-3.5689324463247267,1.0,1.0,40.9415184750418,3.8031592581349134,0.08429035622187087,93.44229799578099,0.003,28.70074585798675,0.51,0.5656,0.548,0.58,0.088375,0.06550029243769685,6.397112261725281,4.741303806503901
robustness,residual_direct,0.0001,erasure,3.0,0.0001,all_neighbor,0.6631,0.6537749870881907,0.6722997480415619,0.009262380476685594,0.04607666666666667,0.04607666666666667,275827.2,675.3877921347389,430.98,1.0,1.0,430.98,0.3195214631023853,0.7912703927233438,0.20561045501010447,0.23232913808656708,0.7085402099145541,0.507049543039826,0.5381725249515497,-6.557076813237027,1.0,1.0,78.13090025301666,7.891735373903742,0.21598592165822705,169.8602983173712,0.01,53.891057271718104,0.625,0.6631,0.653,0.672,0.0024040413708292727,0.0009818063159005286,0.2832603175213201,0.11568302116634892
robustness,residual_direct,0.001,erasure,3.0,0.001,proposed_lagrangian,0.5978,0.588153514814276,0.6073713723450729,0.009608928765398428,0.043749374436993296,0.04371,17938.56,29.009594885066868,28.029,0.9991,1.0,430.98,0.3195214631023853,1.1408402025252296,0.24122780206840624,0.30706151839446355,0.7741556428917382,0.5436897490606322,0.6014292111043732,-4.675671326015219,1.0,1.0,39.42964380275374,4.7567771457504655,0.16670933018759362,86.82470340964235,0.006,27.52705049437711,0.592,0.5978,0.586,0.621,0.033324859966463304,0.020606975118695182,2.1980384045739307,1.359193189666042
robustness,residual_direct,0.001,erasure,3.0,0.001,sense_sinr,0.575,0.5652838940339693,0.5846585040943657,0.009687305030198212,0.04517065358822941,0.04513,17938.56,40.615558366481054,28.029,0.9991,1.0,430.98,0.3195214631023853,0.8572242860612804,0.2167719851730263,0.24967855448428736,0.7221204509300578,0.5195470851910623,0.5543738729073239,-6.183033272577092,1.0,1.0,36.94921837657453,4.1166863401551606,0.16373382390975574,78.42828430708553,0.005,24.758191014891857,0.558,0.575,0.56,0.595,0.03205385493595918,0.014157136405996877,2.059765018851821,0.9097306515689254
