split,scene_id,error_radius_m,error_angle_rad,true_delta_x_m,true_delta_y_m,nominal_h1,self_fit_h1,local_crossfit_h1,shared_crossfit_h1,oracle_h1,estimated_delta_a_x,estimated_delta_a_y,estimated_delta_b_x,estimated_delta_b_y,state_error_a_m,state_error_b_m,objective_a,objective_b,self_fit_state_error_m,nominal_h0,self_fit_h0,local_crossfit_h0,shared_crossfit_h0,oracle_h0,runtime_s
calibration,1,0.0,1.8865781288799797,0.0,0.0,3136.7925350488194,3136.7925350488194,3117.975020708832,3136.7925350488194,3136.7925350488194,0.0,0.0,0.0,0.0,0.0,0.0,1491.1395899973052,1645.6529450515156,0.0,71.00057436088346,108.68629305211616,82.78958875260219,75.4880381386572,71.00057436088346,1020.3406881000847
calibration,9,0.0,4.294526694678744,0.0,0.0,3706.202038940274,3706.202038940274,3704.919816496802,3706.202038940274,3706.202038940274,0.0,0.0,0.0,0.0,0.0,0.0,1838.0743589378512,1868.1276800024214,0.0,69.66213543034875,114.44223336373119,92.25880864846364,83.99731108054569,69.66213543034875,1029.4984946998302
calibration,17,0.0,5.535737476868377,0.0,0.0,525.7674310093223,525.7674310093223,513.6033958284736,525.7674310093223,525.7674310093223,0.0,0.0,0.0,0.0,0.0,0.0,274.1985445549841,246.1375255685397,0.0,74.35951117366804,109.97655002132103,84.22287254275393,78.64714922916036,74.35951117366804,1020.9668250000104
test,25,0.0,3.7919270696265617,0.0,0.0,1006.7152965523046,1006.7152965523046,988.1941703371266,1006.7152965523046,1006.7152965523046,0.0,0.0,0.0,0.0,0.0,0.0,506.8193958185177,491.6992464798515,0.0,71.41728193180867,116.66734681905143,88.31197584045731,80.37715801957549,71.41728193180867,1020.3459071000107
test,33,0.0,6.076428749521875,0.0,0.0,548.4487088645884,548.4487088645884,539.1316988047508,548.4487088645884,548.4487088645884,0.0,0.0,0.0,0.0,0.0,0.0,263.95061051197547,281.55934463211406,0.0,70.68776449146678,107.7283861310022,75.26793254481632,78.75522807487127,70.68776449146678,1021.115484500071
calibration,1,250.0,1.8865781288799797,77.63992776531236,-237.63846830131922,90.61115694927264,3074.690696383118,3058.616435009401,3074.690696383118,3136.7925350488194,75.0,-234.375,75.0,-234.375,4.197552139018943,4.197552139018943,1424.7533531844456,1571.8113718676002,4.197552139018943,87.76451683702322,119.23342124682236,86.49939533937076,75.92790158563545,71.00057436088346,1016.8455596000422
calibration,9,250.0,4.294526694678744,101.45189989267664,228.48963216777761,96.62175447795914,3625.0061304818037,3650.360336651562,3640.2787034452535,3706.202038940274,103.125,225.0,103.125,215.625,3.8699866453921703,12.972972858267454,1797.7256533519705,1764.961739599473,8.421479751829812,85.05675177473898,102.58584915157039,90.12790773186643,69.61170644715342,69.66213543034875,1020.3748610999901
calibration,17,250.0,5.535737476868377,-183.35653545380262,169.94228698701926,75.60867782300977,523.3151222251892,517.902110190089,523.3151222251892,525.7674310093223,-187.5,168.75,-187.5,168.75,4.311594450433635,4.311594450433635,272.12649888004177,244.0658901856097,4.311594450433635,69.03783334602771,102.55924897423421,83.26819365331721,80.67274858834185,74.35951117366804,1015.0832060000394
test,25,250.0,3.7919270696265617,198.97034249971608,151.36314876992247,95.7274735353347,1006.3860961268232,963.8095518833056,1006.3860961268232,1006.7152965523046,196.875,150.0,196.875,150.0,2.4997269370988495,2.4997269370988495,493.775589866372,485.8026934941903,2.4997269370988495,84.22109713121688,113.54621290404742,83.5007207892263,74.824382850105,71.41728193180867,1020.1011318000965
test,33,250.0,6.076428749521875,-244.6754742015993,51.3216555093706,80.38385587887413,544.6793956964735,500.76172609707726,544.6793956964735,548.4487088645884,-243.75,46.875,-243.75,46.875,4.541943165302903,4.541943165302903,250.89468256083723,256.09145536319147,4.541943165302903,72.3720334499684,108.70960904998731,73.96934665591358,79.02669192601215,70.68776449146678,1015.3455163000617
