split,scene_id,error_radius_m,error_angle_rad,true_delta_x_m,true_delta_y_m,nominal_h1,self_fit_h1,local_crossfit_h1,shared_crossfit_h1,oracle_h1,estimated_delta_a_x,estimated_delta_a_y,estimated_delta_b_x,estimated_delta_b_y,state_error_a_m,state_error_b_m,objective_a,objective_b,self_fit_state_error_m,nominal_h0,self_fit_h0,local_crossfit_h0,shared_crossfit_h0,oracle_h0,runtime_s
calibration,1,400.0,1.8865781288799797,124.22388442449979,-380.2215492821107,87.11491384456633,3015.9336791925934,3013.50045181552,2984.9285694336913,3136.7925350488194,131.25,-384.375,121.875,-384.375,8.161951540301006,4.7716256040885,1396.6695326439728,1524.6531916191086,6.466788572194753,90.40358532422145,117.26316896852336,98.50072867194609,82.46327770766308,71.00057436088346,830.000923599815
calibration,9,400.0,4.294526694678744,162.32303982828262,365.5834114684442,81.21006248582114,3660.802918686928,3623.0922472350826,3652.334254492951,3706.202038940274,159.375,365.625,159.375,356.25,2.9483331621608797,9.787926668525158,1814.1518874574042,1806.4447018301435,6.368129915343019,63.61720523872125,106.3721838990531,81.14050305944684,94.09889448344555,69.66213543034875,824.8819046998397
calibration,17,400.0,5.535737476868377,-293.37045672608417,271.90765917923085,84.44433696323699,525.7926034762297,503.1411366838937,520.277116987359,525.7674310093223,-300.0,271.875,-290.625,271.875,6.629623718033373,2.745650971407118,269.4471482662456,242.8575996783722,4.687637344720246,71.76556748277216,103.17189421723944,88.10672665033134,75.05436413988238,74.35951117366804,825.4924232999329
test,25,400.0,3.7919270696265617,318.3525479995457,242.18103803187594,63.67102079352312,1002.7578758220359,986.4877017641504,1004.1799433164249,1006.7152965523046,318.75,234.375,318.75,243.75,7.816149809705464,1.6185208525332084,476.5328304928113,483.5390698479114,4.717335331119336,65.61865394422222,117.55169512987906,87.86703563568338,74.85432645471151,71.41728193180867,823.7390894999262
test,33,400.0,6.076428749521875,-391.4807587225589,82.11464881499296,79.10943590197567,554.5595538305412,470.9509528994003,554.5595538305412,548.4487088645884,-393.75,84.375,-393.75,84.375,3.2029117151125512,3.2029117151125512,242.33648846633952,253.815088915787,3.2029117151125512,78.44477277298543,108.78639544029218,78.59277120250411,74.50332658913467,70.68776449146678,819.5442200999241
calibration,1,550.0,1.8865781288799797,170.8078410836872,-522.8046302629022,80.35280807735802,326.9178613975753,433.667461727628,279.45041511345863,3136.7925350488194,168.75,-450.0,75.0,-450.0,72.83370715296317,120.33144477165955,114.4885785971094,117.88124029466913,96.58257596231135,108.54340496137462,119.63116051983681,98.19447252426635,82.78386284644444,71.00057436088346,816.0232285999227
calibration,9,550.0,4.294526694678744,223.1941797638886,502.6771907691108,81.08779542543643,2558.920694223303,2493.9893014257477,2558.920694223303,3706.2020389401914,206.25,450.0,206.25,450.0,55.335265926859535,55.335265926859535,1000.4553239410616,990.7508200267182,55.335265926859535,80.7005072253042,108.83634845265189,88.72313182592684,87.94151677851868,69.66213543036164,811.9213677998632
calibration,17,550.0,5.535737476868377,-403.38437799836584,373.8730313714424,83.38105524556698,525.8151566787557,469.05933479313927,525.8151566787557,525.7674310093223,-403.125,375.0,-403.125,375.0,1.156432114648028,1.156432114648028,267.55498296235794,239.693390043387,1.156432114648028,82.75673655503704,107.16129445990039,85.69574760872196,78.57449391605223,74.35951117366804,820.3533904000651
test,25,550.0,3.7919270696265617,437.73475349937536,332.9989272938294,74.84509424703465,997.9756362282444,960.0230088940965,997.9756362282444,1006.7152965523046,440.625,337.5,440.625,337.5,5.349128932883074,5.349128932883074,483.73726204964487,476.32307790424295,5.349128932883074,79.36811414827278,108.29256693621544,74.08591362766667,82.56581730789121,71.41728193180867,814.5614844998345
test,33,550.0,6.076428749521875,-538.2860432435185,112.90764212061532,76.14147986737447,106.67578703598079,88.2499005661492,78.06386850609837,548.4487088645884,-393.75,290.625,150.0,243.75,229.07231846759998,700.6121608559587,46.63406389164571,39.99349957104944,464.84223966177933,80.86313126090712,109.82595846761659,78.1142845655684,74.46643174376462,70.68776449146678,824.9219460999593
