split,scene_id,error_radius_m,error_angle_rad,true_delta_x_m,true_delta_y_m,nominal_h1,self_fit_h1,local_crossfit_h1,shared_crossfit_h1,oracle_h1,estimated_delta_a_x,estimated_delta_a_y,estimated_delta_b_x,estimated_delta_b_y,state_error_a_m,state_error_b_m,objective_a,objective_b,self_fit_state_error_m,nominal_h0,self_fit_h0,local_crossfit_h0,shared_crossfit_h0,oracle_h0,runtime_s
train,0,0.0,4.57284853378179,0.0,0.0,142.00149569999277,147.3380955966369,127.39025086430325,144.6104820391318,142.00149569999277,18.75,-9.375,9.375,-37.5,20.96313728906053,38.65411524016557,52.870289266027065,77.88494346685553,29.808626264613046,61.774541985307195,100.73699397235019,73.00390267953077,77.12319772520621,61.774541985307195,1033.1829599000048
calibration,8,0.0,0.5424921441191919,0.0,0.0,96.91775569371437,102.67475427791655,86.56136068456308,86.47209939484273,96.91775569371437,18.75,-121.875,140.625,-84.375,123.30887285593036,163.99552204252407,50.493011125999686,42.05728801588865,143.65219744922723,70.80615219977929,98.55207747378975,74.0171106691129,77.38174912669689,70.80615219977929,1032.8197760998737
calibration,16,0.0,1.6677036316322438,0.0,0.0,333.6761833807345,336.22969751136935,305.00940915286805,331.3268313447393,333.6761833807345,-9.375,9.375,0.0,0.0,13.258252147247767,0.0,137.55579403068725,184.20873838528934,6.629126073623883,79.39474385443893,113.42255443670679,70.80659889519671,76.57859533822669,79.39474385443893,1033.1760232001543
test,24,0.0,6.116945750915842,0.0,0.0,4894.1715078681555,4894.1715078681555,4889.404718924128,4894.1715078681555,4894.1715078681555,0.0,0.0,0.0,0.0,0.0,0.0,2409.4311321243,2484.7403757438547,0.0,83.48128356100426,108.41002852165285,78.26952117946998,90.8735672890842,83.48128356100426,1025.0794152999297
test,32,0.0,4.931531313773223,0.0,0.0,198.7661422846379,196.3191272050537,179.17834814938783,201.6486451633639,198.7661422846379,-9.375,-9.375,9.375,9.375,13.258252147247767,13.258252147247767,100.30504127257969,85.61029162936437,13.258252147247767,90.54613994654432,105.78502271225277,77.78668112329717,77.95058750592128,90.54613994654432,1026.1256641999353
test,40,0.0,0.39338677685279766,0.0,0.0,127.24196432719685,130.46967520347562,99.04914014505691,129.84833483391125,127.24196432719685,0.0,150.0,0.0,65.625,150.0,65.625,50.542246519076635,68.22526060318953,107.8125,76.98845581283952,100.45835028470115,79.48643844654809,84.76468188643102,76.98845581283952,1023.4539720998146
train,0,250.0,4.57284853378179,34.772010700080884,247.57000479030867,96.89432746924089,148.84376276260792,106.7850102830386,90.87073094523242,142.00149569999277,-300.0,159.375,46.875,215.625,346.19453782250474,34.16087939510341,47.60906069082227,76.72649418469153,190.17770860880407,61.35638630505372,107.84578532292721,70.90096105542406,65.94814702525996,61.774541985307195,1028.9574184000958
calibration,8,250.0,0.5424921441191919,-214.1061795456249,-129.0679816235484,68.84458327597156,102.77945918339192,74.95265730732439,87.71946577008254,96.91775569371111,-187.5,-206.25,-75.0,-215.625,81.63916186902546,163.83725650169137,47.99173906698468,41.35179512902179,122.73820918535841,62.16816919668942,106.31798460497723,80.78985982388546,78.60978296779258,70.80615219977948,1017.9195824998897
calibration,16,250.0,1.6677036316322438,24.188924885611925,-248.827040156166,84.01258561621209,334.2320283485567,310.3091594481948,334.2320283485567,333.6761833807267,18.75,-243.75,18.75,-243.75,7.440311865684845,7.440311865684845,135.84782908325116,182.16099403597286,7.440311865684845,84.2771894145333,110.33043196413402,76.2863267128972,68.89347301700236,79.39474385444535,1023.137599900132
test,24,250.0,6.116945750915842,-246.55349939427515,41.36873138539744,88.83968922207063,606.4426466176069,1652.1941680981215,606.4426466176069,4894.1715078681555,-225.0,-65.625,-225.0,-65.625,109.14307990848344,109.14307990848344,199.4854657076409,208.18882147852946,109.14307990848344,81.34888677232986,110.1755367563986,100.9903342377443,83.23452186287957,83.48128356100426,1016.5603396000806
test,32,250.0,4.931531313773223,-54.34813706524949,244.02106465946102,91.02172258741982,196.11159276154507,167.95310880196553,200.40789155447715,198.7661422846379,-56.25,234.375,-46.875,243.75,9.83176718790069,7.478051460481832,99.25544528974797,84.58781681664837,8.65490932419126,80.3412455002175,116.49199912217816,74.59861589422991,76.41152867913249,90.54613994654432,829.0714618999045
test,40,250.0,0.39338677685279766,-230.90403613184156,-95.82967232556527,89.51745278582544,130.82761387241973,84.3127233745187,129.28957273103023,127.24196432719685,-234.375,65.625,-234.375,-37.5,161.49197752807945,58.43285260691862,49.58803545239219,66.66077137484872,109.96241506749904,72.86464761274019,91.99857049873938,89.65655689794282,81.99318408281266,76.98845581283952,828.2083835001104
train,0,400.0,4.57284853378179,55.63521712012941,396.11200766449383,74.54269211413764,146.95042937612772,94.50586165218911,144.29480392077744,142.00149569999277,75.0,384.375,65.625,356.25,22.64403155140259,41.09471276248467,49.280579761466505,74.67308660050921,31.86937215694363,66.6244115193924,104.7819236170608,73.81374106157074,69.91715418476615,61.774541985307195,828.0857794999611
calibration,8,400.0,0.5424921441191919,-342.56988727299984,-206.50877059767743,80.6977339917984,102.70935738110535,77.01626800277508,85.64686464809145,96.91775569371111,-328.125,-328.125,-196.875,-281.25,122.47106606202145,163.7475237982631,46.015924029019,39.746368000904326,143.10929493014228,75.65223288310888,106.20017799681968,71.54942233140216,78.7900976163989,70.80615219977948,822.9513380997814
calibration,16,400.0,1.6677036316322438,38.70227981697906,-398.12326424986554,78.90374511495384,334.862610330392,304.89801958154504,331.7891214562801,333.6761833807267,28.125,-393.75,37.5,-393.75,11.44571048584685,4.535517275622177,133.09810009264996,180.41700970779385,7.990613880734514,74.82569834493657,110.38121773716527,81.52569751735538,69.19477747941193,79.39474385444535,823.4609989998862
test,24,400.0,6.116945750915842,-394.48559903084026,66.18997021663591,91.46180551721741,4864.5343695812135,4506.982984934002,4864.5343695812135,4894.1715078681555,-393.75,65.625,-393.75,65.625,0.9275221182585158,0.9275221182585158,2363.670467717992,2425.1493369727336,0.9275221182585158,92.13888617882338,106.3198302976379,95.33559712277298,78.64900034495028,83.48128356100426,824.360817699926
test,32,400.0,4.931531313773223,-86.95701930439918,390.4337034551376,79.59903132913541,198.66728614805373,123.37421095851525,200.87697487361368,198.7661422846379,-93.75,375.0,-84.375,384.375,16.862496525483177,6.585948014187976,97.27046901700088,82.50778641980267,11.724222269835577,85.48402762789706,105.21350429882975,95.28736311537384,75.5238786643582,90.54613994654432,825.8349667000584
test,40,400.0,0.39338677685279766,-369.44645781094647,-153.32747572090446,74.48861915551919,131.03653308107857,82.59807960538168,129.81711994633773,127.24196432719685,-365.625,0.0,-375.0,-65.625,153.37509038545141,87.87813196934397,47.87962358825274,65.09737749255764,120.62661117739769,77.99398836770898,103.94272225427014,77.04558593082746,79.8627566146975,76.98845581283952,824.1038077000994
train,0,550.0,4.57284853378179,76.49842354017794,544.654010538679,80.53947587534998,137.64159075551433,86.61831719268682,101.88922666643246,142.00149569999277,215.625,-215.625,65.625,450.0,772.9038608669927,95.2765083876422,43.07509685049847,69.93109763609068,434.0901846273174,78.06488451069447,114.11406879183235,69.67188942960166,80.0500707284693,61.774541985307195,816.0176281000022
calibration,8,550.0,0.5424921441191919,-471.0335950003748,-283.9495595718065,80.6351399984541,95.27969787417294,77.03459310040508,82.05654499702038,96.91775569371111,150.0,56.25,140.625,168.75,708.1090780747983,760.9619754457775,44.448001658654576,39.45123599496645,734.5355267602879,70.26679995010696,99.92958011010191,65.63050126254733,74.73608573414232,70.80615219977948,790.2535856999457
calibration,16,550.0,1.6677036316322438,53.21563474834622,-547.4194883435651,76.34370534983626,196.2984015067678,161.82767071305494,187.36310891843362,333.6761833807267,18.75,-450.0,46.875,-450.0,103.33652155810373,97.62561322795345,67.01679058520332,76.78456438114361,100.48106739302858,81.49139178647471,110.93050668200485,71.2367875562352,69.35055907884245,79.39474385444535,453.0560457999818
test,24,550.0,6.116945750915842,-542.4176986674054,91.01120904787439,83.36763723760853,661.0588025469157,489.70526538142593,661.0588025469157,4894.1715078681555,-450.0,103.125,-450.0,103.125,93.20823439058988,93.20823439058988,278.33762094159545,239.6654055148226,93.20823439058988,90.01777860001928,108.19596826079368,99.8172617389086,96.01278079973167,83.48128356100426,452.0377686000429
test,32,550.0,4.931531313773223,-119.56590154354888,536.8463422508142,77.33790151122064,168.3151509185976,82.02757730553944,168.3151509185976,198.7661422846379,-150.0,450.0,-150.0,450.0,92.02457014951237,92.02457014951237,66.96781532783939,56.36792977324886,92.02457014951237,77.18448775442762,109.4538307849167,81.69842832441162,74.97131723991674,90.54613994654432,453.40875199995935
test,40,550.0,0.39338677685279766,-507.9888794900514,-210.8252791162436,90.35203443127992,110.57062135876592,69.97861428354233,89.1323093725141,127.24196432719685,-375.0,-187.5,0.0,178.125,135.0189272430724,639.7929519072258,45.30557791812627,45.442435906226955,387.4059395751491,74.67167661481447,101.44771848071207,80.202487877284,70.2703174824029,76.98845581283952,457.8947727000341
