split,scene_id,error_radius_m,error_angle_rad,true_delta_x_m,true_delta_y_m,nominal_h1,self_fit_h1,local_crossfit_h1,shared_crossfit_h1,oracle_h1,estimated_delta_a_x,estimated_delta_a_y,estimated_delta_b_x,estimated_delta_b_y,state_error_a_m,state_error_b_m,objective_a,objective_b,self_fit_state_error_m,nominal_h0,self_fit_h0,local_crossfit_h0,shared_crossfit_h0,oracle_h0,runtime_s
calibration,2,0.0,5.688063360052344,0.0,0.0,480.4382163003177,482.46902330642297,480.22651436722253,478.85712312136707,480.4382163003177,0.0,0.0,0.0,-9.375,0.0,9.375,246.49414477138518,225.3313982800138,4.6875,72.56092372571509,107.17842497691662,95.71795983432405,79.28447713497394,72.56092372571509,1026.9662183001637
calibration,10,0.0,2.4824879909892297,0.0,0.0,703.1568057731392,703.1568057731392,693.2143365854972,703.1568057731392,703.1568057731392,0.0,0.0,0.0,0.0,0.0,0.0,337.2885563950341,357.5558980056615,0.0,70.0246083771918,104.74914298142397,91.49727228380007,78.40114713161006,70.0246083771918,1033.4841785999015
calibration,18,0.0,0.1563077761814619,0.0,0.0,617.3373469036972,620.2280604370985,602.5980657046903,616.1474435996074,617.3373469036972,9.375,0.0,0.0,0.0,9.375,0.0,312.740937349969,302.6939137825803,4.6875,79.02181484641942,102.40034925051694,78.16508306355648,75.63848114101906,79.02181484641942,1035.2851035001222
test,26,0.0,4.873334736021526,0.0,0.0,142.34058704132366,141.7066153993295,110.57524111976889,118.68484771426333,142.34058704132366,140.625,-75.0,18.75,0.0,159.375,18.75,45.501118748452186,84.58445129995565,89.0625,87.1885304454519,108.65529019027753,65.93129451489837,67.78446343499034,87.1885304454519,1030.242733699968
test,34,0.0,0.08761366888716729,0.0,0.0,86.1755976866992,114.25999394254049,78.78711141689396,98.47505557763222,86.1755976866992,-403.125,225.0,-290.625,150.0,461.6652094591924,327.05181642210766,51.906251005157486,45.722863156051986,394.35851294065003,79.59106363602663,103.93279611386558,82.49772339475959,77.68648256671796,79.59106363602663,1029.4461365998723
calibration,2,250.0,5.688063360052344,-207.0200350624034,140.15243516529156,103.06702037034162,481.0659063541455,462.8627185201617,481.0659063541455,480.4382163003177,-206.25,140.625,-206.25,140.625,0.9034774597817098,0.9034774597817098,237.57477057893024,216.53159287617657,0.9034774597817098,90.9805744568697,103.45545357345867,80.33229009324853,70.09973687040025,72.56092372571509,1025.434233600041
calibration,10,250.0,2.4824879909892297,197.6352153078691,-153.10232418292097,83.82996158498467,699.6493442988725,693.0612324917126,696.1657468297873,703.1568057731392,196.875,-159.375,196.875,-150.0,6.318574935892318,3.1941106196020725,331.2962128462488,354.04847468511855,4.756342777747196,79.22298562862926,99.17177624036228,90.15795700504589,78.4630587862082,70.0246083771918,1023.0769324998837
calibration,18,250.0,0.1563077761814619,-246.95219783192636,-38.91801621333127,99.78761964856173,621.1544972704959,577.9339590150032,611.6860072220095,617.3373469036876,-234.375,-28.125,-243.75,-46.875,16.57332508233169,8.577159316236518,308.1449624844312,292.28710167918575,12.575242199284103,76.80519696815028,119.8553098441886,83.91589072963494,86.73171387301193,79.02181484642122,1009.3394744999241
test,26,250.0,4.873334736021526,-40.06295274794314,246.7690414479014,83.84048664162727,145.35309393917487,107.43328860050669,123.18062016083792,142.34058704132366,-131.25,281.25,-18.75,243.75,97.48853311656912,21.525718712744617,47.643648545423176,83.2928451839388,59.50712591465687,70.4972712932474,112.3931945616491,72.67458623962183,83.08302267529993,87.1885304454519,1020.4158699000254
test,34,250.0,0.08761366888716729,-249.0410942559376,-21.87540563750069,75.34389714053412,105.78800967043296,105.08731113496744,79.73825835164251,86.1755976866992,243.75,121.875,356.25,28.125,513.3295644115098,607.3527388177854,43.48418061237588,46.020068331428774,560.3411516146475,86.49296169963364,97.33176375906521,80.5814504981388,72.22004063931544,79.59106363602663,1014.5316618999932
