split,scene_id,error_radius_m,error_angle_rad,true_delta_x_m,true_delta_y_m,nominal_h1,self_fit_h1,local_crossfit_h1,shared_crossfit_h1,oracle_h1,estimated_delta_a_x,estimated_delta_a_y,estimated_delta_b_x,estimated_delta_b_y,state_error_a_m,state_error_b_m,objective_a,objective_b,self_fit_state_error_m,nominal_h0,self_fit_h0,local_crossfit_h0,shared_crossfit_h0,oracle_h0,runtime_s
calibration,2,400.0,5.688063360052344,-331.2320560998455,224.24389626446649,83.78638636256173,482.85924718685686,479.9554457521993,478.37576258884235,480.4382163003177,-328.125,225.0,-328.125,215.625,3.1977320817221386,9.16183226353886,234.7080246475031,213.39242939168798,6.1797821726305,83.9196790612058,103.34262638738315,88.65161996520565,70.2194368357671,72.56092372571509,823.3009744000155
calibration,10,400.0,2.4824879909892297,316.21634449259057,-244.96371869267352,72.79547706628857,699.4792476770479,698.2049950371963,697.4966756402014,703.1568057731392,309.375,-243.75,318.75,-243.75,6.948172963538284,2.8093635035664732,331.94074149766516,353.7153114072092,4.878768233552378,65.17384009418359,96.99369743940672,70.81574449212303,63.16879018539521,70.0246083771918,821.225085800048
calibration,18,400.0,0.1563077761814619,-395.12351653108215,-62.26882594133008,92.00549155935407,622.9438327921248,603.8551582265524,615.6947380739613,617.3373469036876,-384.375,-56.25,-393.75,-65.625,12.318963971494277,3.626355191269171,307.07493242011395,294.5175452833504,7.972659581381724,65.74591707288495,109.89891474446551,84.37186678964537,71.2635754197638,79.02181484642122,823.0462253000587
test,26,400.0,4.873334736021526,-64.10072439670898,394.83046631664223,83.97168760233953,133.1986521462314,91.5237610851876,97.47967392005182,142.34058704132366,84.375,65.625,-46.875,393.75,361.13886496455257,17.2595767170801,42.819827729815756,81.02993962852975,189.19922084081634,73.60996140217011,109.40716835931005,80.99164920892025,79.90426038823543,87.1885304454519,825.5053590000607
test,34,400.0,0.08761366888716729,-398.4657508095002,-35.00064902000112,81.67121909171686,105.67741611387595,97.26402222098113,80.51247086025225,86.1755976866992,93.75,103.125,206.25,9.375,511.2289509233182,606.3417662531947,44.63384321094974,47.89466103127836,558.7853585882565,78.17586657061386,94.11154474420162,66.60625206951623,78.84477805408457,79.59106363602663,827.1935217999853
calibration,2,550.0,5.688063360052344,-455.44407713728754,308.33535736364144,84.83786914186554,481.3397635865517,476.33833636367757,481.3397635865517,480.4382163003177,-450.0,309.375,-450.0,309.375,5.54245727886751,5.54245727886751,229.7894311459078,211.11689574113538,5.54245727886751,74.37223737713177,102.00859749680791,67.13758270361126,69.21937005946754,72.56092372571509,807.5644167999271
calibration,10,550.0,2.4824879909892297,434.797473677312,-336.8251132024261,72.59622998439744,701.8082463020489,642.0611861834072,696.9149849454639,703.1568057731392,431.25,-337.5,440.625,-337.5,3.6110997882585516,5.8664755374211905,330.5277794218356,350.38800991652795,4.738787662839871,62.95887806438758,97.12638272109591,82.23387881679258,59.98884346948509,70.0246083771918,814.363524899818
calibration,18,550.0,0.1563077761814619,-543.2948352302379,-85.61963566932883,82.61413329369898,197.5703414253871,167.15346064454317,198.977855609829,617.3373469036876,-450.0,-225.0,-450.0,-84.375,167.72242617368698,93.30313713153814,92.04316306098644,58.85266938159989,130.51278165261255,77.49282632213342,106.7876904712643,79.86297031695833,86.15170132687166,79.02181484642122,814.0790356001817
test,26,550.0,4.873334736021526,-88.13849604547488,542.8918911853831,60.43597158719347,117.13440217356293,78.36620061990037,100.94103328066304,142.34058704132366,309.375,178.125,18.75,450.0,539.5107639735697,141.6123371562681,46.19811184994947,42.958699771660534,340.5615505649189,73.2854842879656,109.50154574825137,87.17254233743179,73.26429882542888,87.1885304454519,819.1123028001748
test,34,550.0,0.08761366888716729,-547.8904073630626,-48.12589240250152,89.48554467867268,113.23079388152014,85.93991861014187,64.52998177249788,86.17559768668609,187.5,-271.875,56.25,-9.375,768.6759488837206,605.3819153813546,47.396555560500744,48.657908168962784,687.0289321325376,74.26940860639382,99.84443532012331,67.64054415318316,72.32746231612097,79.5910636360181,815.708573800046
