split,scene_id,error_radius_m,error_angle_rad,true_delta_x_m,true_delta_y_m,nominal_h1,self_fit_h1,local_crossfit_h1,shared_crossfit_h1,oracle_h1,estimated_delta_a_x,estimated_delta_a_y,estimated_delta_b_x,estimated_delta_b_y,state_error_a_m,state_error_b_m,objective_a,objective_b,self_fit_state_error_m,nominal_h0,self_fit_h0,local_crossfit_h0,shared_crossfit_h0,oracle_h0,runtime_s
calibration,7,0.0,3.3597841743751955,0.0,0.0,4930.023935759304,4930.023935759304,4930.023935759304,4930.023935759304,4930.023935759304,0.0,0.0,0.0,0.0,0.0,0.0,2522.8250177097157,2405.6451178444354,0.0,98.960263763937,117.07990462957977,83.5374134672484,84.08092126135483,98.960263763937,1023.3658472001553
calibration,15,0.0,3.1054299523081235,0.0,0.0,565.2212826082279,566.0757225475082,556.2045488638055,561.394547864146,565.2212826082279,0.0,9.375,0.0,-9.375,9.375,9.375,238.83176922869012,314.3853100037802,9.375,81.25168258916713,131.6946025485673,85.32336457012273,110.83933471286747,81.25168258916713,1035.026424099924
test,23,0.0,6.1535091244505145,0.0,0.0,113.39559467820338,120.20264831377403,100.52496616687083,112.80962641440556,113.39559467820338,-18.75,-93.75,-9.375,-18.75,95.60661587986472,20.96313728906053,57.06321936302033,50.283901788270356,58.28487658446262,79.83603992503362,110.15277141209663,74.83607813710148,66.97613096495024,79.83603992503362,1028.0926828000229
test,31,0.0,2.869910951018095,0.0,0.0,19563.032192157818,19563.032192157818,19563.032192157818,19563.032192157818,19563.032192157818,0.0,0.0,0.0,0.0,0.0,0.0,9651.991079433268,9911.04111272455,0.0,90.4545009337746,106.3797887583637,118.5851021454602,88.32873766300303,90.4545009337746,1022.7590622999705
test,39,0.0,5.617295097321785,0.0,0.0,239.10672420521965,240.7361098738643,217.1703494682314,238.2834876904607,239.10672420521965,-9.375,0.0,-9.375,-9.375,9.375,13.258252147247767,112.97917624070126,118.528049259961,11.316626073623883,73.27580245823324,105.03417925668244,70.06095688908479,66.97757933958516,73.27580245823324,1017.1450147998985
calibration,7,250.0,3.3597841743751955,244.0726292423979,54.11609422993274,87.49848304402074,4915.770932967162,4205.652160324262,4915.770932967162,4930.023935759304,243.75,56.25,243.75,56.25,2.1581574232610063,2.1581574232610063,2454.084559363273,2342.1250507286763,2.1581574232610063,74.45489499361793,109.91435635045198,76.57872934647136,73.29890911164769,98.960263763937,1023.6491167000495
calibration,15,250.0,3.1054299523081235,249.836550193167,-9.038704972347333,98.4598282689561,564.2957593530625,530.5847774566967,562.9149437087267,565.221282608217,243.75,0.0,243.75,-9.375,10.896984942224964,6.095833626302899,228.88415724932162,305.4089942725335,8.496409284263931,77.22638893424761,116.50233691814779,80.85480710908561,93.23939092522139,81.2516825891864,1023.4756791000254
test,23,250.0,6.1535091244505145,-247.90095487548112,32.328262740590816,82.788975691822,117.58563138889266,100.07636503554099,107.94781041787284,113.39559467820338,-262.5,-65.625,-225.0,-150.0,99.03521494940553,183.76084764772594,55.533611113387025,46.75858617986897,141.39803129856574,80.88706724573845,112.5003123292015,84.45492972153349,74.29635100021999,79.83603992503362,1020.966203500051
test,31,250.0,2.869910951018095,240.83024270075794,-67.08795868629504,98.78222059714983,17472.255762268047,15293.898814024185,17472.255762268047,19563.032192157818,243.75,-56.25,243.75,-56.25,11.2243632858312,11.2243632858312,8310.696631254712,8732.150656181093,11.2243632858312,76.83814795610863,108.47086670429854,100.69978873273877,93.91460209381421,90.4545009337746,1021.8302973001264
test,39,250.0,5.617295097321785,-196.59179031820383,154.4398523033591,69.07109598759888,241.5724038591238,210.46460172329768,235.6679348186352,239.10672420521965,-206.25,159.375,-206.25,140.625,10.846045226035216,16.856190507382358,110.92775251625888,117.09572174400398,13.851117866708787,75.98039229113775,107.65136015746283,80.74867857895958,70.21496352432433,73.27580245823324,1018.5285746001173
calibration,7,400.0,3.3597841743751955,390.51620678783667,86.58575076789242,88.80105899889236,4781.038619331624,3834.4222342888033,4781.038619331624,4930.023935759304,393.75,84.375,393.75,84.375,3.917248715204408,3.917248715204408,2310.1167897443484,2227.212615866572,3.917248715204408,77.8358365560279,109.09229607000216,89.30443182757173,74.14082538668302,98.960263763937,825.3282944001257
