split,scene_id,error_radius_m,error_angle_rad,true_delta_x_m,true_delta_y_m,nominal_h1,self_fit_h1,local_crossfit_h1,shared_crossfit_h1,oracle_h1,estimated_delta_a_x,estimated_delta_a_y,estimated_delta_b_x,estimated_delta_b_y,state_error_a_m,state_error_b_m,objective_a,objective_b,self_fit_state_error_m,nominal_h0,self_fit_h0,local_crossfit_h0,shared_crossfit_h0,oracle_h0,runtime_s
calibration,6,0.0,4.256579604238514,0.0,0.0,150.72564965280583,150.4152229288169,129.18911965656554,144.85590710089298,150.72564965280583,0.0,37.5,-9.375,0.0,37.5,9.375,66.57875839117344,70.33226575090698,23.4375,96.10667547436016,109.45146509446116,98.61687686263652,87.05295380619148,96.10667547436016,1031.155783899827
calibration,14,0.0,2.143024080563261,0.0,0.0,156.43357874355968,157.22258617232845,119.28651407671295,151.274815525613,156.43357874355968,0.0,0.0,-28.125,-9.375,0.0,29.646353064078557,85.64074660840421,60.07567037957621,14.823176532039279,68.18394534942942,112.5027647996288,90.09163672867926,73.33311015249052,68.18394534942942,1029.06652140012
test,22,0.0,2.063734096775517,0.0,0.0,210.58875292222098,214.32174287733596,193.54671211296295,210.9517981793292,210.58875292222098,0.0,9.375,0.0,-9.375,9.375,9.375,115.2195281382922,83.69642099669981,9.375,54.590495808191854,105.41056342586246,89.59607510357546,72.23150148036781,54.590495808191854,1021.6351684001274
test,30,0.0,2.1599293647843907,0.0,0.0,1191.131680090648,1191.131680090648,1180.2462949874425,1191.131680090648,1191.131680090648,0.0,0.0,0.0,0.0,0.0,0.0,591.45088092518,598.0127557204542,0.0,74.3215278008165,116.20163568550765,81.99942498936365,78.16741484400833,74.3215278008165,1024.8103837999515
test,38,0.0,3.7768309892833605,0.0,0.0,104.09821110730772,106.60572434903031,92.29476411077574,94.6291248040759,104.09821110730772,9.375,-28.125,-121.875,75.0,29.646353064078557,143.1031642731914,47.95394794826617,43.71822148127542,86.37475866863498,79.56259554324765,111.10279296114959,57.94396892062255,71.3878747797578,79.56259554324765,1019.841685499996
calibration,6,250.0,4.256579604238514,110.04730020802556,224.47626092066997,81.14169872231707,149.373782158805,116.00983568129661,141.9754963119899,150.72564965280583,150.0,150.0,93.75,234.375,84.51586632929552,19.06795818726183,61.58801960884084,69.23632583132539,51.79191225827867,90.44548032728127,101.01370312298201,94.40276719783907,81.66742192786236,96.10667547436016,1028.0967814999167
calibration,14,250.0,2.143024080563261,135.37656404669386,-210.17417992444126,69.26920074699143,156.40963366465263,127.86838391885959,153.54281247487904,156.43357874355968,131.25,-215.625,112.5,-215.625,6.836663683960222,23.516985820436265,84.54309950396404,58.448314912909545,15.176824752198243,81.93150482350815,111.31269856178602,84.8269529466344,80.00894597282021,68.18394534942942,1021.5426870000083
test,22,250.0,2.063734096775517,118.30398614061676,-220.2366156279213,86.65109254652967,208.88735837608237,193.59694497851467,208.88735837608237,210.58875292222098,121.875,-234.375,121.875,-234.375,14.582388440737208,14.582388440737208,113.7420997631035,79.71849103850863,14.582388440737208,77.46957528221714,103.75753686213858,73.88195669987223,74.90260593275481,54.590495808191854,1021.9810245002154
test,30,250.0,2.1599293647843907,138.91010497859276,-207.85567765840878,117.06244407746132,1185.8869551035475,1177.2469586069474,1170.92847036809,1191.131680090648,140.625,-206.25,131.25,-206.25,2.349269179374823,7.826583483600914,576.2444775387479,586.8994409192125,5.087926331487869,75.62715624222659,103.68169991841475,73.11194064830222,83.27447168274603,74.3215278008165,1015.3718747000676
test,38,250.0,3.7768309892833605,201.2325745587254,148.34234370693696,72.3619960179036,108.65432481832613,77.99287713793152,77.06046079839066,104.09821110730772,-187.5,-37.5,84.375,215.625,430.8716644634946,134.843051617792,47.92301279580826,42.85269906240707,282.8573580406433,77.33476678642975,111.67319769198392,72.42345095959206,73.46777630703949,79.56259554324765,1012.9002948000561
calibration,6,400.0,4.256579604238514,176.07568033284088,359.16201747307196,68.98654374299298,150.13070822242642,105.1112842256818,133.77024093010783,150.72564965280583,234.375,225.0,159.375,375.0,146.28143288229873,23.01639446357783,60.96873201286234,66.85554352212694,84.64891367293828,91.22646215930621,106.65300312338105,85.18635797706119,87.67748475626809,96.10667547436016,636.5473696000408
