split,scene_id,error_radius_m,error_angle_rad,true_delta_x_m,true_delta_y_m,nominal_h1,self_fit_h1,local_crossfit_h1,shared_crossfit_h1,oracle_h1,estimated_delta_a_x,estimated_delta_a_y,estimated_delta_b_x,estimated_delta_b_y,state_error_a_m,state_error_b_m,objective_a,objective_b,self_fit_state_error_m,nominal_h0,self_fit_h0,local_crossfit_h0,shared_crossfit_h0,oracle_h0,runtime_s
calibration,4,0.0,3.620224218617158,0.0,0.0,216.13039708287215,217.49703542539726,129.7363220517755,216.95407390900834,216.13039708287215,9.375,-9.375,9.375,0.0,13.258252147247767,9.375,71.6431715209973,138.1359444504143,11.316626073623883,93.55526442638254,128.31821389608896,89.32342177485197,85.90360860816872,93.55526442638254,1034.5465011999477
calibration,12,0.0,0.14767599154953198,0.0,0.0,425.23254595239365,425.23254595239365,420.1513627675362,425.23254595239365,425.23254595239365,0.0,0.0,0.0,0.0,0.0,0.0,204.6703550527965,215.3076705092922,0.0,99.81908777360175,120.68824839674485,78.47451545817988,75.75365722473893,99.81908777360175,1030.2291859001853
calibration,20,0.0,2.9753470696755264,0.0,0.0,8180.110194214918,8180.110194214918,8175.6503591177425,8180.110194214918,8180.110194214918,0.0,0.0,0.0,0.0,0.0,0.0,4636.9400576799435,3541.3018569919905,0.0,95.93830087067357,113.23131386961464,105.45064040269567,84.92396108294342,95.93830087067357,1023.757382000098
test,28,0.0,4.842901695907496,0.0,0.0,5017.660213717792,5017.660213717792,5001.591935900913,5017.660213717792,5017.660213717792,0.0,0.0,0.0,0.0,0.0,0.0,2296.1621496917737,2721.4980640260183,0.0,85.53848307624821,122.25018877560346,93.17837694812151,84.8058987869194,85.53848307624821,1024.6585385999642
test,36,0.0,5.6377574716422565,0.0,0.0,1959.2317838908305,1959.2317838908305,1924.0731772681559,1959.2317838908305,1959.2317838908305,0.0,0.0,0.0,0.0,0.0,0.0,1069.2782453498735,889.9535385409565,0.0,61.815391791140115,111.92513715057999,84.23439352225833,88.59463996254061,61.815391791140115,1018.2296829998959
calibration,4,250.0,3.620224218617158,221.9065017139901,115.14123717008994,94.09477301445463,218.15607544462102,115.19935364840904,216.81227172018004,216.13039708287215,225.0,112.5,225.0,121.875,4.067660929110343,7.410350429974584,70.21078199895766,137.04325661811262,5.739005679542464,102.18450145256568,127.41552644263041,115.08862914730648,78.42400395219792,93.55526442638254,1027.1372563999612
calibration,12,250.0,0.14767599154953198,-247.27892573086527,-36.784954660692534,82.18652098101575,426.93327841107816,402.6516852229872,420.31232928524736,425.23254595239365,-253.125,-37.5,-243.75,-37.5,5.889641262208126,3.600639755825108,203.04777779545208,212.5228645923428,4.7451405090166165,80.97196366476463,119.71182688878935,77.74988089111318,75.06909329333558,99.81908777360175,1018.9986854000017
calibration,20,250.0,2.9753470696755264,246.55325003354085,-41.37021752297531,102.39034905802407,7996.864476068011,7784.536996073213,7986.46288321571,8180.110194214918,234.375,-75.0,243.75,-46.875,35.7669126894038,6.177446144638159,3903.528787585837,3091.8719153116717,20.972179417020982,77.37220303442149,119.11046792683575,94.2713759610901,80.41542831262205,95.93830087067357,1019.2659318000078
test,28,250.0,4.842901695907496,-32.53562868330539,247.87382448774633,186.70169450505256,4949.6404601074955,4915.514140719084,4949.6404601074955,5017.660213717792,-28.125,243.75,-28.125,243.75,6.038176362754946,6.038176362754946,2196.100077969013,2647.3533101402486,6.038176362754946,94.11796680726863,126.44590441825623,79.36256014095974,78.40632654425274,85.53848307624821,1015.8246029999573
test,36,250.0,5.6377574716422565,-199.71061993972688,150.38506668978127,195.82563504720983,1958.944065174766,1948.1910605649446,1958.944065174766,1959.2317838908275,-196.875,150.0,-196.875,150.0,2.861645819830922,2.861645819830922,1038.457326569141,854.3283394089738,2.861645819830922,59.65204931814836,126.64405682934105,79.87066688638257,83.0209217608668,61.815391791139405,1015.7160807999317
calibration,4,400.0,3.620224218617158,355.0504027423842,184.22597947214388,80.92133840375692,217.3499381977059,99.62800536348891,217.2572489714325,216.13039708287215,356.25,178.125,365.625,187.5,6.217795758948687,11.069838191120882,68.12735032641828,134.853689716272,8.643816975034785,92.36030812068603,118.04300097430338,91.05132701528305,84.52741472586308,93.55526442637793,634.5866916000377
