method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_FA,P_FA_ci95_low,P_FA_ci95_high,P_FA_ci95_half_width,P_FA_overall,P_FA_overall_ci95_low,P_FA_overall_ci95_high,P_FA_overall_ci95_half_width,B_mean_bits,B_std_bits,T_mean_ms,T_std_ms,selected_links_mean,selected_links_std,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,fine_eval_full_mean,fine_eval_c2f_mean,belief_capture_rate_mean,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,paired_proposed_delta_P_D,paired_proposed_delta_ci95_low,paired_proposed_delta_ci95_high,paired_reference_method,paired_reference_delta_P_D,paired_reference_delta_ci95_low,paired_reference_delta_ci95_high,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms
proposed_c2f,0.8475,0.8310788250186569,0.8625887782489867,0.015754976615164895,0.04714334009465855,0.04546463330452555,0.04888085625543567,0.0017081114754550625,0.046483333333333335,0.044827586210817214,0.0481971510586712,0.0016847824239269935,10707.2,4234.512977899583,13.384000000000002,5.2931412223744765,16.73,6.616426527968099,0.9905000000000002,1.0,474.945,0.4217788810319139,4.112110477376865,3.6010432808697406,3.677659081707192,0.9816882156632691,0.9312662192792945,0.9513482738472263,3.429560860110625,1.0,1.0,44761.19540456929,124.77803178791581,1.4392709695581165,2942.3536834684655,474.945,208.45,0.996396245999209,0.61,1355.998856723525,0.835,0.8474999999999999,0.82,0.895,,,,proposed_c2f_adaptive_pd,0.013000000000000001,0.003544882643715863,0.022455117356284138,0.07915234608487746,0.06332187686790197,4180.476259392679,3344.3810075141428
proposed_c2f_adaptive_pd,0.8605,0.8446230974136547,0.8749946607963756,0.015185781691360423,0.04835845896147404,0.04666648420980554,0.05010855480208948,0.0017210352961419678,0.04811666666666667,0.04643294927064159,0.04985824552512628,0.0017126481272423458,10707.2,4234.512977899583,13.384000000000002,5.2931412223744765,16.73,6.616426527968099,0.9990000000000001,1.0,474.945,0.4217788810319139,4.138328676927588,3.6454950178404095,3.7211100690804075,0.9894649678456523,0.958349117481006,0.9720976645759585,3.542201135546236,1.0,1.0,3036658.4709537816,262.54686402451057,1.4699499634232518,34956.785095261315,474.945,130.095,0.9968195196564978,0.615,31174.51780564255,0.835,0.8605,0.83,0.905,,,,proposed_c2f_adaptive_pd,0.0,0.0,0.0,0.08036648236700539,0.06429318589360429,283609.0173858508,226887.2139086806
