trial,arm,receiver,target,gate,t_h1,thr_h1,det_h1,dof_h1,cov_rank_h1,min_ratio_h1,t_h0,thr_h0,det_h0,dof_h0,cov_rank_h0,min_ratio_h0
8,perfect_channel,9,4,2.6847325675966986e-13,15.745727223834717,20.66856907571369,0,28,0,1.0,14.972269779921199,20.66856907571369,0,28,0,1.0
8,no_ic,9,4,2.6847325675966986e-13,21.532541378976255,20.66856907571369,1,28,14,2.22509091620946,9.589771298078098,20.66856907571369,0,28,14,2.22509091620946
8,tp_uic_stage1,9,4,2.6847325675966986e-13,22.77639604582657,20.66856907571369,1,28,28,1.0496481855270974,7.844426978088411,20.66856907571369,0,28,28,1.0496481855270974
9,perfect_channel,6,8,5.199282013067947e-13,16.37824448758399,20.66856907571369,0,28,0,1.0,9.148789428690533,20.66856907571369,0,28,0,1.0
9,no_ic,6,8,5.199282013067947e-13,14.017398871947123,20.66856907571369,0,28,14,2.369813294165338,10.48776818038396,20.66856907571369,0,28,14,2.369813294165338
9,tp_uic_stage1,6,8,5.199282013067947e-13,9.55313011109791,20.66856907571369,0,28,28,1.0863161275463562,11.791350894799955,20.66856907571369,0,28,28,1.0863161275463562
10,perfect_channel,11,5,5.099186669506978e-13,7.98945890552291,20.66856907571369,0,28,0,1.0,10.180485280432146,20.66856907571369,0,28,0,1.0
10,no_ic,11,5,5.099186669506978e-13,10.511394795348362,20.66856907571369,0,28,14,11.846060823710596,14.94579605185689,20.66856907571369,0,28,14,11.846060823710596
10,tp_uic_stage1,11,5,5.099186669506978e-13,14.807891667306588,20.66856907571369,0,28,28,1.5886471117641363,13.806803343403514,20.66856907571369,0,28,28,1.5886471117641363
11,perfect_channel,3,5,4.0984549450239684e-13,10.376372410676566,20.66856907571369,0,28,0,1.0,15.403217420766039,20.66856907571369,0,28,0,1.0
11,no_ic,3,5,4.0984549450239684e-13,9.44722888276554,20.66856907571369,0,28,14,4.2161502855399196,16.29621112822185,20.66856907571369,0,28,14,4.2161502855399196
11,tp_uic_stage1,3,5,4.0984549450239684e-13,10.432838695464776,20.66856907571369,0,28,28,1.112523537252493,16.695070000370208,20.66856907571369,0,28,28,1.112523537252493
12,perfect_channel,7,3,5.208181440493746e-13,9.576642850662058,20.66856907571369,0,28,0,1.0,17.553420676081195,20.66856907571369,0,28,0,1.0
12,no_ic,7,3,5.208181440493746e-13,11.288303548945727,20.66856907571369,0,28,14,1.3034074771916138,16.792525362000656,20.66856907571369,0,28,14,1.3034074771916138
12,tp_uic_stage1,7,3,5.208181440493746e-13,7.16815812492105,20.66856907571369,0,28,28,1.0105437923740865,9.04593515489158,20.66856907571369,0,28,28,1.0105437923740865
13,perfect_channel,13,4,4.970618329473545e-13,14.138369482769708,20.66856907571369,0,28,0,1.0,13.240460950458116,20.66856907571369,0,28,0,1.0
13,no_ic,13,4,4.970618329473545e-13,11.883233324554723,20.66856907571369,0,28,14,2.0316036189854967,11.911373326928377,20.66856907571369,0,28,14,2.0316036189854967
13,tp_uic_stage1,13,4,4.970618329473545e-13,10.84490316169971,20.66856907571369,0,28,28,1.02683013705091,11.163203760367445,20.66856907571369,0,28,28,1.02683013705091
14,perfect_channel,12,5,3.474076372043067e-13,16.359680008856756,20.66856907571369,0,28,0,1.0,14.042770989171018,20.66856907571369,0,28,0,1.0
14,no_ic,12,5,3.474076372043067e-13,15.23359012926196,20.66856907571369,0,28,14,12.547877231912748,15.341204462748767,20.66856907571369,0,28,14,12.547877231912748
14,tp_uic_stage1,12,5,3.474076372043067e-13,15.646263081765511,20.66856907571369,0,28,28,1.07687109287871,16.288341040037942,20.66856907571369,0,28,28,1.07687109287871
15,perfect_channel,7,8,3.0600890825786285e-13,8.913321870032334,20.66856907571369,0,28,0,1.0,12.67972220391745,20.66856907571369,0,28,0,1.0
15,no_ic,7,8,3.0600890825786285e-13,9.286342880617351,20.66856907571369,0,28,14,54.16477097370137,10.622925363472854,20.66856907571369,0,28,14,54.16477097370137
15,tp_uic_stage1,7,8,3.0600890825786285e-13,10.677327299934145,20.66856907571369,0,28,28,1.8823198678656894,14.099079480484342,20.66856907571369,0,28,28,1.8823198678656894
16,perfect_channel,7,7,2.0429352442921786e-13,11.115736260633522,20.66856907571369,0,28,0,1.0,14.46905155440818,20.66856907571369,0,28,0,1.0
16,no_ic,7,7,2.0429352442921786e-13,9.296697855657005,20.66856907571369,0,28,14,3.1248613632358775,16.049582393814912,20.66856907571369,0,28,14,3.1248613632358775
16,tp_uic_stage1,7,7,2.0429352442921786e-13,9.309849140687417,20.66856907571369,0,28,28,1.0470849893844565,20.626021889733792,20.66856907571369,0,28,28,1.0470849893844565
17,perfect_channel,3,8,2.4344366568772796e-13,11.474120351389132,20.66856907571369,0,28,0,1.0,13.147770184671511,20.66856907571369,0,28,0,1.0
17,no_ic,3,8,2.4344366568772796e-13,11.281905896404893,20.66856907571369,0,28,14,27.063439251773328,16.96387532553466,20.66856907571369,0,28,14,27.063439251773328
17,tp_uic_stage1,3,8,2.4344366568772796e-13,11.021328012688297,20.66856907571369,0,28,28,1.8842294653084712,12.242438901232768,20.66856907571369,0,28,28,1.8842294653084712
18,perfect_channel,13,6,5.402403155492867e-13,13.502783555790685,20.66856907571369,0,28,0,1.0,15.347005700983468,20.66856907571369,0,28,0,1.0
18,no_ic,13,6,5.402403155492867e-13,13.004534929045997,20.66856907571369,0,28,14,2.157060916843414,16.585704030332376,20.66856907571369,0,28,14,2.157060916843414
18,tp_uic_stage1,13,6,5.402403155492867e-13,12.536767960773442,20.66856907571369,0,28,28,1.0551753485945066,17.117449306170897,20.66856907571369,0,28,28,1.0551753485945066
19,perfect_channel,11,5,3.1027606179951036e-13,17.44947849122698,20.66856907571369,0,28,0,1.0,16.14521122718167,20.66856907571369,0,28,0,1.0
19,no_ic,11,5,3.1027606179951036e-13,15.41137558247786,20.66856907571369,0,28,14,2.90062189415124,14.789486981009269,20.66856907571369,0,28,14,2.90062189415124
19,tp_uic_stage1,11,5,3.1027606179951036e-13,15.430413151520014,20.66856907571369,0,28,28,1.0308421795014602,10.969122096763929,20.66856907571369,0,28,28,1.0308421795014602
20,perfect_channel,12,1,2.457602556280657e-13,16.10402395116912,20.66856907571369,0,28,0,1.0,16.224872343629535,20.66856907571369,0,28,0,1.0
20,no_ic,12,1,2.457602556280657e-13,15.554701192210825,20.66856907571369,0,28,14,56.02442800890908,12.916755389427372,20.66856907571369,0,28,14,56.02442800890908
20,tp_uic_stage1,12,1,2.457602556280657e-13,14.58174762642688,20.66856907571369,0,28,28,1.1119523264772153,15.116237829448512,20.66856907571369,0,28,28,1.1119523264772153
21,perfect_channel,0,4,5.557965161099912e-13,12.544866999345249,20.66856907571369,0,28,0,1.0,14.95649928991629,20.66856907571369,0,28,0,1.0
21,no_ic,0,4,5.557965161099912e-13,11.570628859078946,20.66856907571369,0,28,14,404.50066973720675,13.170696495799605,20.66856907571369,0,28,14,404.50066973720675
21,tp_uic_stage1,0,4,5.557965161099912e-13,15.145031620977033,20.66856907571369,0,28,28,1.9833729861749019,17.27855806982312,20.66856907571369,0,28,28,1.9833729861749019
22,perfect_channel,13,1,4.61356097293421e-13,16.498093043136592,20.66856907571369,0,28,0,1.0,18.872452741562938,20.66856907571369,0,28,0,1.0
22,no_ic,13,1,4.61356097293421e-13,19.263330882230544,20.66856907571369,0,28,14,4.051713487262108,13.744867901466392,20.66856907571369,0,28,14,4.051713487262108
22,tp_uic_stage1,13,1,4.61356097293421e-13,22.271583619940635,20.66856907571369,1,28,28,1.0293228619284325,14.03997531456867,20.66856907571369,0,28,28,1.0293228619284325
23,perfect_channel,10,7,2.77189097346639e-13,16.450300426289658,20.66856907571369,0,28,0,1.0,14.813933065981805,20.66856907571369,0,28,0,1.0
23,no_ic,10,7,2.77189097346639e-13,10.546944018816632,20.66856907571369,0,28,14,29.017838988716004,15.54810344722542,20.66856907571369,0,28,14,29.017838988716004
23,tp_uic_stage1,10,7,2.77189097346639e-13,8.67936290053144,20.66856907571369,0,28,28,1.6783956929877886,15.000197874791011,20.66856907571369,0,28,28,1.6783956929877886
24,perfect_channel,6,5,3.5400448871075904e-13,8.30948926267531,20.66856907571369,0,28,0,1.0,22.230317552149756,20.66856907571369,1,28,0,1.0
24,no_ic,6,5,3.5400448871075904e-13,9.183486211542462,20.66856907571369,0,28,14,5.391842625282783,22.740975189814776,20.66856907571369,1,28,14,5.391842625282783
24,tp_uic_stage1,6,5,3.5400448871075904e-13,13.182698824827513,20.66856907571369,0,28,28,1.02028916851335,21.92643686946543,20.66856907571369,1,28,28,1.02028916851335
25,perfect_channel,0,9,5.118947395704184e-13,9.414739536400738,20.66856907571369,0,28,0,1.0,20.30050576557379,20.66856907571369,0,28,0,1.0
25,no_ic,0,9,5.118947395704184e-13,8.457630099630146,20.66856907571369,0,28,14,168.5071324487426,21.185784774104086,20.66856907571369,1,28,14,168.5071324487426
25,tp_uic_stage1,0,9,5.118947395704184e-13,9.47922051214539,20.66856907571369,0,28,28,1.9898683527078804,18.585182774626606,20.66856907571369,0,28,28,1.9898683527078804
26,perfect_channel,1,1,4.762391814103559e-13,11.210327986274443,20.66856907571369,0,28,0,1.0,15.853849411083313,20.66856907571369,0,28,0,1.0
26,no_ic,1,1,4.762391814103559e-13,12.387380390354208,20.66856907571369,0,28,14,68.299818618391,12.920754355550143,20.66856907571369,0,28,14,68.299818618391
26,tp_uic_stage1,1,1,4.762391814103559e-13,12.698086247129652,20.66856907571369,0,28,28,1.3841754899951404,10.978070815054316,20.66856907571369,0,28,28,1.3841754899951404
27,perfect_channel,6,0,2.84046126464339e-13,13.822205398454248,20.66856907571369,0,28,0,1.0,11.770892439874938,20.66856907571369,0,28,0,1.0
27,no_ic,6,0,2.84046126464339e-13,9.165735316383625,20.66856907571369,0,28,14,4.1639402841498345,13.878289798226152,20.66856907571369,0,28,14,4.1639402841498345
27,tp_uic_stage1,6,0,2.84046126464339e-13,6.740413041266196,20.66856907571369,0,28,28,1.0390300974099067,14.901333362044442,20.66856907571369,0,28,28,1.0390300974099067
28,perfect_channel,5,6,3.7797576657142407e-13,9.12629690874044,20.66856907571369,0,28,0,1.0,11.860963736099727,20.66856907571369,0,28,0,1.0
28,no_ic,5,6,3.7797576657142407e-13,13.679820070148072,20.66856907571369,0,28,14,3.2648356989002454,11.627804387210139,20.66856907571369,0,28,14,3.2648356989002454
28,tp_uic_stage1,5,6,3.7797576657142407e-13,18.550280877016387,20.66856907571369,0,28,28,1.027089213852515,14.189003495448606,20.66856907571369,0,28,28,1.027089213852515
29,perfect_channel,13,7,2.1835344885574009e-13,17.372968780587854,20.66856907571369,0,28,0,1.0,10.175917985569402,20.66856907571369,0,28,0,1.0
29,no_ic,13,7,2.1835344885574009e-13,18.406412016699676,20.66856907571369,0,28,14,6.775974104528545,12.70596764900187,20.66856907571369,0,28,14,6.775974104528545
29,tp_uic_stage1,13,7,2.1835344885574009e-13,16.892417250525106,20.66856907571369,0,28,28,1.0369312915943407,14.793783328411726,20.66856907571369,0,28,28,1.0369312915943407
30,perfect_channel,5,0,9.752617880656945e-13,10.635976826370534,20.66856907571369,0,28,0,1.0,11.052353485520904,20.66856907571369,0,28,0,1.0
30,no_ic,5,0,9.752617880656945e-13,8.370103129996867,20.66856907571369,0,28,14,173.09130460814902,12.184448089068212,20.66856907571369,0,28,14,173.09130460814902
30,tp_uic_stage1,5,0,9.752617880656945e-13,9.68942049234871,20.66856907571369,0,28,28,1.4124581820927886,15.10739872841282,20.66856907571369,0,28,28,1.4124581820927886
31,perfect_channel,4,4,3.9074966200949556e-13,12.043102854136734,20.66856907571369,0,28,0,1.0,11.337190047384523,20.66856907571369,0,28,0,1.0
31,no_ic,4,4,3.9074966200949556e-13,12.657253773000022,20.66856907571369,0,28,14,1.5550260691463935,10.658740762647048,20.66856907571369,0,28,14,1.5550260691463935
31,tp_uic_stage1,4,4,3.9074966200949556e-13,12.770414406944436,20.66856907571369,0,28,28,1.0209120481173852,9.71229283293183,20.66856907571369,0,28,28,1.0209120481173852
32,perfect_channel,9,0,2.5972877011344714e-13,13.642306535893434,20.66856907571369,0,28,0,1.0,16.659899970834477,20.66856907571369,0,28,0,1.0
32,no_ic,9,0,2.5972877011344714e-13,13.363526383615628,20.66856907571369,0,28,14,1.4053520964872661,18.587229187348093,20.66856907571369,0,28,14,1.4053520964872661
32,tp_uic_stage1,9,0,2.5972877011344714e-13,14.273121180105447,20.66856907571369,0,28,28,1.027506057891301,16.939103224186198,20.66856907571369,0,28,28,1.027506057891301
33,perfect_channel,1,0,4.1139638899696545e-13,12.91552895539236,20.66856907571369,0,28,0,1.0,12.084343741622995,20.66856907571369,0,28,0,1.0
33,no_ic,1,0,4.1139638899696545e-13,15.19278620710919,20.66856907571369,0,28,14,4.207647589439238,14.148002326262773,20.66856907571369,0,28,14,4.207647589439238
33,tp_uic_stage1,1,0,4.1139638899696545e-13,15.277866786956448,20.66856907571369,0,28,28,1.0816026075677874,14.696225009193288,20.66856907571369,0,28,28,1.0816026075677874
34,perfect_channel,1,3,3.974638409576016e-13,10.220164323058542,20.66856907571369,0,28,0,1.0,9.12215325508677,20.66856907571369,0,28,0,1.0
34,no_ic,1,3,3.974638409576016e-13,8.518860999075269,20.66856907571369,0,28,14,9.534236563893533,10.658324871980163,20.66856907571369,0,28,14,9.534236563893533
34,tp_uic_stage1,1,3,3.974638409576016e-13,7.369772424882537,20.66856907571369,0,28,28,1.0767450765784912,11.300358317709186,20.66856907571369,0,28,28,1.0767450765784912
35,perfect_channel,5,4,7.71407713606629e-13,13.129795097346474,20.66856907571369,0,28,0,1.0,13.702509540178745,20.66856907571369,0,28,0,1.0
35,no_ic,5,4,7.71407713606629e-13,13.059469614851334,20.66856907571369,0,28,14,126.84172491518329,10.773090143323312,20.66856907571369,0,28,14,126.84172491518329
35,tp_uic_stage1,5,4,7.71407713606629e-13,12.83920301800162,20.66856907571369,0,28,28,1.0003908630838747,12.175256148503511,20.66856907571369,0,28,28,1.0003908630838747
36,perfect_channel,4,7,2.447510864084896e-13,18.891285512556536,20.66856907571369,0,28,0,1.0,15.007748891975192,20.66856907571369,0,28,0,1.0
36,no_ic,4,7,2.447510864084896e-13,15.150472260089073,20.66856907571369,0,28,14,23.959954454298366,15.77697844547545,20.66856907571369,0,28,14,23.959954454298366
36,tp_uic_stage1,4,7,2.447510864084896e-13,16.470289767764406,20.66856907571369,0,28,28,1.6947179426501677,15.615227778677543,20.66856907571369,0,28,28,1.6947179426501677
37,perfect_channel,4,5,3.8001505762984723e-13,11.806921925832803,20.66856907571369,0,28,0,1.0,13.390067929701754,20.66856907571369,0,28,0,1.0
37,no_ic,4,5,3.8001505762984723e-13,12.160355137939607,20.66856907571369,0,28,14,11.596441093245144,15.335960514419686,20.66856907571369,0,28,14,11.596441093245144
