trial,arm,t_h1,threshold,detected,dof,rho_weighted,ncp_unit,ncp_best,kappa_db,eta_survive
7,tp_uic_stage1,17.17490279713435,20.66856907571369,0,28,1.0,7.306284280177702,3.311017437007807,12.852564786921505,0.9840316127147319
7,tp_uic_full,19.5201841501039,20.66856907571369,0,28,1.0,7.92373773513082,3.5562746703218444,35.28705041764317,0.9915960959534789
7,perfect_channel,19.313411522869377,20.66856907571369,0,28,1.0,7.94423866433523,3.5625685384687653,inf,1.0
8,no_ic,11.866781275725172,20.66856907571369,0,28,1.0,4.765773023279089,2.012741443274738,0.0,1.0
8,fixed_kappa,11.286583501897159,20.66856907571369,0,28,1.0,4.8316190351269865,2.013921087429936,39.999999999999986,1.0
8,plain_ls,11.56938828817711,20.66856907571369,0,28,1.0,4.758585550669866,2.012518291762789,35.174143572765914,0.9736230680001631
8,ridge_ls,11.609432576145235,20.66856907571369,0,28,1.0,4.760131110389168,2.01256973395014,35.220461549865774,0.9741553488866959
8,protected_ls,11.744433498014637,20.66856907571369,0,28,1.0,4.612634752175425,2.0096636978121794,9.56864256687677,0.983783840190663
8,tp_uic_stage1,11.767929279938194,20.66856907571369,0,28,1.0,4.614199260309018,2.0096867397238425,9.569175530801136,0.9841706917021463
8,tp_uic_full,12.247562049869416,20.66856907571369,0,28,1.0,4.796157597670267,2.013369199570966,35.00343253692865,0.9822653768802964
8,perfect_channel,10.53377960133185,20.66856907571369,0,28,1.0,4.8403620036947075,2.013985632033123,inf,1.0
9,no_ic,15.041197177129828,20.66856907571369,0,28,1.0,23.142062157510125,12.274308238507768,0.0,1.0
9,fixed_kappa,15.427757162479669,20.66856907571369,0,28,1.0,23.38659367716843,12.449622132451678,40.0,1.0
9,plain_ls,15.28898875671102,20.66856907571369,0,28,1.0,23.101322605768193,12.241375485613414,39.28939541037195,0.736270302719185
9,ridge_ls,15.261065576286569,20.66856907571369,0,28,1.0,23.110169532123766,12.24871914010814,39.28913699903531,0.7463445988688356
9,protected_ls,12.660210962841624,20.66856907571369,0,28,1.0,21.376410173893227,11.141219568977572,14.226042763800786,0.6598179728271867
9,tp_uic_stage1,12.709226821739142,20.66856907571369,0,28,1.0,21.379651483965763,11.143459987078584,14.22627842358743,0.6854119190878768
9,tp_uic_full,15.422076339864349,20.66856907571369,0,28,1.0,23.343064029256748,12.410101332438161,39.49122882945412,0.7444417638092335
9,perfect_channel,15.57021630926661,20.66856907571369,0,28,1.0,23.424291062850795,12.473657708588217,inf,1.0
10,no_ic,7.055499131923659,20.66856907571369,0,28,1.0,8.898322589573329,2.939287985216406,0.0,1.0
10,fixed_kappa,12.929453148401265,20.66856907571369,0,28,1.0,10.91176482408287,3.0658430210977974,40.00000000000003,1.0
10,plain_ls,7.207911464282875,20.66856907571369,0,28,1.0,8.864645701731007,2.930729586246083,37.82470836961688,0.8311512854021096
10,ridge_ls,7.192915352009566,20.66856907571369,0,28,1.0,8.8658486208342,2.931083446653832,38.022601559125334,0.8312481092736597
10,protected_ls,7.640875966485754,20.66856907571369,0,28,1.0,8.110513184375051,2.8703937743548753,5.815049801253476,0.9359833781832166
10,tp_uic_stage1,7.634564488919456,20.66856907571369,0,28,1.0,8.120790411171786,2.872801826570365,5.815161833693528,0.9441176749522404
10,tp_uic_full,8.783184681592548,20.66856907571369,0,28,1.0,9.546252710141747,3.066286167165112,37.65203234338827,0.8689992208944299
10,perfect_channel,14.20346374764556,20.66856907571369,0,28,1.0,11.081344709810226,3.068726009234897,inf,1.0
11,no_ic,9.42739573532621,20.66856907571369,0,28,1.0,5.24215866318107,1.1865906778778545,0.0,1.0
11,fixed_kappa,8.825283400714564,20.66856907571369,0,28,1.0,5.334428093257183,1.20622025575561,39.999999999999986,1.0
11,plain_ls,9.272396826193905,20.66856907571369,0,28,1.0,5.235383495846996,1.1844379280578252,35.189868925137105,0.9532144869347956
11,ridge_ls,9.290864337332588,20.66856907571369,0,28,1.0,5.2361289641089614,1.1846801230647712,35.254178803328664,0.9542162056865993
11,protected_ls,10.52681338165112,20.66856907571369,0,28,1.0,4.580321355471722,1.122667916287364,10.268288160107144,0.9899672839019165
11,tp_uic_stage1,10.4597381235431,20.66856907571369,0,28,1.0,4.582563814332535,1.1229637704556372,10.269146488676109,0.9900939490281886
11,tp_uic_full,9.53642848241397,20.66856907571369,0,28,1.0,5.3047306708563555,1.2033893821734545,35.13903267336798,0.969255063654653
11,perfect_channel,8.71985298613741,20.66856907571369,0,28,1.0,5.34164925248988,1.2080189118100695,inf,1.0
12,no_ic,21.43651456438862,20.66856907571369,1,28,1.0,16.040151856517404,5.84525850147352,0.0,1.0
12,fixed_kappa,23.230580250541085,20.66856907571369,1,28,1.0,16.39988106131982,5.98114961150584,39.99999999999998,1.0
12,plain_ls,21.269512414519774,20.66856907571369,1,28,1.0,16.003620111678693,5.841212633984023,37.62218890089447,0.9787641732159567
12,ridge_ls,21.316190652992482,20.66856907571369,1,28,1.0,16.020884672003433,5.8424938899310925,37.814825090100975,0.9791079701194233
12,protected_ls,19.463427487555908,20.66856907571369,0,28,1.0,14.268118175604844,5.09762247081969,9.66722944930709,0.9933291506935003
12,tp_uic_stage1,19.471616721506493,20.66856907571369,0,28,1.0,14.271791739416889,5.097814370318568,9.667181665692329,0.99339583059565
12,tp_uic_full,21.929517146223425,20.66856907571369,1,28,1.0,16.409619199490848,6.0202342394352995,37.807267670488216,0.993545620069174
