method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_D_cluster_ci95_low,P_D_cluster_ci95_high,P_D_cluster_ci95_half_width,P_FA,P_FA_ci95_low,P_FA_ci95_high,P_FA_ci95_half_width,P_FA_cluster_ci95_low,P_FA_cluster_ci95_high,P_FA_cluster_ci95_half_width,P_FA_overall,P_FA_overall_ci95_low,P_FA_overall_ci95_high,P_FA_overall_ci95_half_width,B_mean_bits,B_std_bits,T_mean_ms,T_std_ms,selected_links_mean,selected_links_std,selected_observations_mean,selected_observations_std,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,fine_eval_full_mean,fine_eval_c2f_mean,belief_capture_rate_mean,selector_score_evaluations_mean,coordination_messages_mean,bid_rounds_mean,detection_runtime_mean_ms,detection_runtime_p90_ms,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,paired_proposed_delta_P_D,paired_proposed_delta_ci95_low,paired_proposed_delta_ci95_high,paired_reference_method,paired_reference_delta_P_D,paired_reference_delta_ci95_low,paired_reference_delta_ci95_high,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms
proposed_c2f_adaptive_pd,0.9676,0.9639460830695227,0.9708947884612701,0.003474352695873706,0.9641000000000002,0.9711000000000001,0.0034999999999999476,0.049624488701133236,0.04885088403150845,0.050409694928324804,0.0007794054484081755,0.04881459490740741,0.05043603703703704,0.0008107210648148171,0.04933666666666667,0.04856743521188727,0.05011743976206041,0.0007750022750865684,703.36,1023.8397874667695,1.1722666666666668,1.7063996457779498,1.099,1.5997496679168277,13.164,3.8088192396069416,1.0,1.0,860.244,0.5304100292548655,3.5370258238016494,2.857504892155228,2.973430227903783,0.9989377519180419,0.9981400422967912,0.9983570200394938,2.7710380411727935,1.0,1.0,659278.5671062357,187.79596005292217,19.691918040564484,4843.157338666514,860.244,65.447,0.9943693917073638,13944.919,13944.919,0.0,6.507557101314887,9.117780037922785,0.619,5927.924184928739,0.939,0.9676,0.959,0.977,,,,proposed_c2f_adaptive_pd,0.0,0.0,0.0,1.3756824385805277,0.8254094631483165,937327.3531423961,562396.4118854376
proposed_c2f_adaptive_pd_calibrated,0.9676,0.9639460830695227,0.9708947884612701,0.003474352695873706,0.9641000000000002,0.9711000000000001,0.0034999999999999476,0.05061691141956682,0.04983595061959879,0.05140944821254714,0.0007867487964741751,0.04979925462962963,0.05144842592592593,0.0008245856481481524,0.05032333333333333,0.04954678488698057,0.05111139815143291,0.0007823066322261707,703.36,1023.8397874667695,1.1722666666666668,1.7063996457779498,1.099,1.5997496679168277,13.164,3.8088192396069416,1.0,1.0,860.244,0.5304100292548655,3.5370258238016494,2.857504892155228,2.973430227903783,0.9989377519180419,0.9981400422967912,0.9983570200394938,2.7710380411727935,1.0,1.0,659278.5671062357,187.79596005292217,19.691918040564484,4843.157338666514,860.244,65.447,0.9943693917073638,13944.919,13944.919,0.0,15.453107399691362,22.13273998931982,0.619,5927.924184928739,0.939,0.9676,0.959,0.977,,,,proposed_c2f_adaptive_pd,0.0,0.0,0.0,1.3756824385805277,0.8254094631483165,937327.3531423961,562396.4118854376
