method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_D_cluster_ci95_low,P_D_cluster_ci95_high,P_D_cluster_ci95_half_width,P_FA,P_FA_ci95_low,P_FA_ci95_high,P_FA_ci95_half_width,P_FA_overall,P_FA_overall_ci95_low,P_FA_overall_ci95_high,P_FA_overall_ci95_half_width,B_mean_bits,B_std_bits,T_mean_ms,T_std_ms,selected_links_mean,selected_links_std,selected_observations_mean,selected_observations_std,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,fine_eval_full_mean,fine_eval_c2f_mean,belief_capture_rate_mean,selector_score_evaluations_mean,coordination_messages_mean,bid_rounds_mean,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,paired_proposed_delta_P_D,paired_proposed_delta_ci95_low,paired_proposed_delta_ci95_high,paired_reference_method,paired_reference_delta_P_D,paired_reference_delta_ci95_low,paired_reference_delta_ci95_high,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms
proposed_c2f_adaptive_pd,0.98,0.8950431352816304,0.9964608319110235,0.050708848314696575,0.9400000000000001,1.0,0.02999999999999997,0.043333333333333335,0.03414325410175927,0.05485654481323284,0.010356645355736785,0.043333333333333335,0.03414325410175927,0.05485654481323284,0.010356645355736785,384.0,768.0,0.64,1.28,0.6,1.2,11.2,1.9390719429665315,1.0,1.0,876.4,0.5144993412384717,2.153915322091424,1.4683875719812438,1.6054931220032798,1.0,1.0,1.0,0.48375607875353566,1.0,1.0,6327.200620517488,189.32776088468353,29.033002952429115,4974.42218026494,876.4,57.2,1.0,11635.6,11635.6,0.0,0.8,110.61724315337005,0.8,0.9800000000000001,0.8,1.0,,,,proposed_c2f_adaptive_pd,0.0,0.0,0.0,2.552083333333333,1.53125,16477.084949264292,9886.250969558574
proposed_c2f_adaptive_pd_calibrated,0.98,0.8950431352816304,0.9964608319110235,0.050708848314696575,0.9400000000000001,1.0,0.02999999999999997,0.04533333333333334,0.03591630963695681,0.057073271180597386,0.01057848077182029,0.04533333333333334,0.03591630963695681,0.057073271180597386,0.01057848077182029,384.0,768.0,0.64,1.28,0.6,1.2,11.2,1.9390719429665315,1.0,1.0,876.4,0.5144993412384717,2.153915322091424,1.4683875719812438,1.6054931220032798,1.0,1.0,1.0,0.48375607875353566,1.0,1.0,6327.200620517488,189.32776088468353,29.033002952429115,4974.42218026494,876.4,57.2,1.0,11635.6,11635.6,0.0,0.8,110.61724315337005,0.8,0.9800000000000001,0.8,1.0,,,,proposed_c2f_adaptive_pd,0.0,0.0,0.0,2.552083333333333,1.53125,16477.084949264292,9886.250969558574
