condition,trial,seed,pd_before,pd_after,pfa_before,pfa_after,reports_before,reports_after,report_lower_bound,already_at_count_bound,changed_targets,candidate_pd_evaluations,min_predicted_pd_change,fine_evaluations_before,fine_evaluations_after
belief_stress,41,2026,0.9,0.9,0.03666666666666667,0.03666666666666667,0,0,0,1,0,0,0.0,56.0,56.0
belief_stress,42,2026,1.0,1.0,0.05,0.05,0,0,0,1,0,0,0.0,57.0,57.0
belief_stress,43,2026,0.8,0.8,0.07,0.07,0,0,0,1,0,0,0.0,55.0,55.0
belief_stress,44,2026,1.0,1.0,0.043333333333333335,0.043333333333333335,0,0,0,1,0,0,0.0,55.0,55.0
belief_stress,45,2026,0.9,0.9,0.056666666666666664,0.056666666666666664,2,2,2,1,0,0,0.0,71.0,71.0
belief_stress,46,2026,1.0,1.0,0.06,0.06,0,0,0,1,0,0,0.0,55.0,55.0
belief_stress,47,2026,1.0,1.0,0.043333333333333335,0.043333333333333335,0,0,0,1,0,0,0.0,61.0,61.0
belief_stress,48,2026,0.8,0.8,0.03666666666666667,0.03666666666666667,0,0,0,1,0,0,0.0,59.0,59.0
belief_stress,49,2026,0.9,0.9,0.03666666666666667,0.03666666666666667,1,1,1,1,0,0,0.0,67.0,67.0
belief_stress,50,2026,0.8,0.8,0.043333333333333335,0.043333333333333335,2,2,2,1,0,0,0.0,80.0,80.0
belief_stress,51,2026,0.8,0.8,0.04,0.04,0,0,0,1,0,0,0.0,55.0,55.0
belief_stress,52,2026,0.9,0.9,0.04666666666666667,0.04666666666666667,0,0,0,1,0,0,0.0,55.0,55.0
belief_stress,53,2026,0.9,0.9,0.05333333333333334,0.05333333333333334,0,0,0,1,0,0,0.0,56.0,56.0
belief_stress,54,2026,0.8,0.8,0.04666666666666667,0.04666666666666667,4,2,2,0,1,1,0.0,60.0,60.0
belief_stress,55,2026,0.9,0.9,0.05,0.05,0,0,0,1,0,0,0.0,55.0,55.0
belief_stress,56,2026,0.8,0.8,0.05,0.05,4,4,4,1,0,0,0.0,80.0,80.0
belief_stress,57,2026,0.9,0.9,0.043333333333333335,0.043333333333333335,2,2,2,1,0,0,0.0,60.0,60.0
belief_stress,58,2026,0.8,0.8,0.04,0.04,1,1,1,1,0,0,0.0,90.0,90.0
belief_stress,59,2026,0.8,0.8,0.06333333333333334,0.06333333333333334,1,1,1,1,0,0,0.0,63.0,63.0
belief_stress,60,2026,0.9,0.9,0.07333333333333333,0.07333333333333333,6,6,6,1,0,0,0.0,113.0,113.0
belief_stress,61,2026,0.9,0.9,0.06666666666666667,0.06666666666666667,1,1,1,1,0,0,0.0,60.0,60.0
belief_stress,62,2026,1.0,1.0,0.03666666666666667,0.03666666666666667,2,2,2,1,0,0,0.0,67.0,67.0
belief_stress,63,2026,0.7,0.7,0.06,0.06,5,5,5,1,0,0,0.0,93.0,93.0
belief_stress,64,2026,0.7,0.7,0.023333333333333334,0.023333333333333334,3,3,3,1,0,0,0.0,67.0,67.0
belief_stress,65,2026,1.0,1.0,0.056666666666666664,0.056666666666666664,2,2,2,1,0,0,0.0,60.0,60.0
belief_stress,66,2026,1.0,1.0,0.04666666666666667,0.04666666666666667,0,0,0,1,0,0,0.0,56.0,56.0
belief_stress,67,2026,0.9,0.9,0.043333333333333335,0.043333333333333335,1,1,1,1,0,0,0.0,67.0,67.0
belief_stress,68,2026,0.9,0.9,0.043333333333333335,0.043333333333333335,0,0,0,1,0,0,0.0,57.0,57.0
belief_stress,69,2026,1.0,1.0,0.03333333333333333,0.03333333333333333,6,6,6,1,0,0,0.0,72.0,72.0
belief_stress,70,2026,1.0,1.0,0.03333333333333333,0.03333333333333333,1,1,1,1,0,0,0.0,67.0,67.0
belief_stress,71,2026,0.9,0.9,0.03666666666666667,0.03666666666666667,4,4,4,1,0,0,0.0,67.0,67.0
belief_stress,72,2026,0.9,0.9,0.07,0.07,0,0,0,1,0,0,0.0,56.0,56.0
belief_stress,73,2026,1.0,1.0,0.043333333333333335,0.043333333333333335,4,4,4,1,0,0,0.0,80.0,80.0
belief_stress,74,2026,0.7,0.7,0.04,0.04,2,2,2,1,0,0,0.0,61.0,61.0
belief_stress,75,2026,0.9,0.9,0.04666666666666667,0.04666666666666667,2,2,2,1,0,0,0.0,60.0,60.0
belief_stress,76,2026,1.0,1.0,0.06,0.06,0,0,0,1,0,0,0.0,61.0,61.0
belief_stress,77,2026,0.8,0.8,0.04,0.04,1,1,1,1,0,0,0.0,83.0,83.0
belief_stress,78,2026,1.0,1.0,0.02666666666666667,0.02666666666666667,3,3,3,1,0,0,0.0,89.0,89.0
belief_stress,79,2026,0.7,0.7,0.03666666666666667,0.03666666666666667,0,0,0,1,0,0,0.0,57.0,57.0
belief_stress,80,2026,1.0,1.0,0.02666666666666667,0.02666666666666667,1,1,1,1,0,0,0.0,67.0,67.0
belief_stress,81,2026,1.0,1.0,0.05,0.05,0,0,0,1,0,0,0.0,56.0,56.0
belief_stress,82,2026,1.0,1.0,0.05333333333333334,0.05333333333333334,0,0,0,1,0,0,0.0,55.0,55.0
belief_stress,83,2026,0.9,0.9,0.06666666666666667,0.06666666666666667,0,0,0,1,0,0,0.0,66.0,66.0
belief_stress,84,2026,0.8,0.8,0.05,0.05,1,1,1,1,0,0,0.0,67.0,67.0
belief_stress,85,2026,0.8,0.8,0.03333333333333333,0.03333333333333333,1,1,1,1,0,0,0.0,73.0,73.0
belief_stress,86,2026,1.0,1.0,0.04666666666666667,0.04666666666666667,3,3,3,1,0,0,0.0,60.0,60.0
belief_stress,87,2026,0.6,0.6,0.05,0.05,0,0,0,1,0,0,0.0,64.0,64.0
belief_stress,88,2026,1.0,1.0,0.056666666666666664,0.056666666666666664,1,1,1,1,0,0,0.0,57.0,57.0
belief_stress,89,2026,0.8,0.8,0.04666666666666667,0.04666666666666667,4,4,4,1,0,0,0.0,72.0,72.0
belief_stress,90,2026,0.9,0.9,0.056666666666666664,0.056666666666666664,1,1,1,1,0,0,0.0,64.0,64.0
belief_stress,91,2026,0.7,0.7,0.04666666666666667,0.04666666666666667,6,6,6,1,0,0,0.0,117.0,117.0
belief_stress,92,2026,0.6,0.6,0.05,0.05,2,2,2,1,0,0,0.0,60.0,60.0
belief_stress,93,2026,0.9,0.9,0.03,0.03,1,1,1,1,0,0,0.0,60.0,60.0
belief_stress,94,2026,1.0,1.0,0.02666666666666667,0.02666666666666667,0,0,0,1,0,0,0.0,55.0,55.0
belief_stress,95,2026,0.8,0.8,0.06,0.06,1,1,1,1,0,0,0.0,57.0,57.0
belief_stress,96,2026,0.9,0.9,0.043333333333333335,0.043333333333333335,0,0,0,1,0,0,0.0,56.0,56.0
belief_stress,97,2026,0.9,0.9,0.03666666666666667,0.03666666666666667,0,0,0,1,0,0,0.0,63.0,63.0
belief_stress,98,2026,1.0,1.0,0.03666666666666667,0.03666666666666667,5,5,5,1,0,0,0.0,88.0,88.0
belief_stress,99,2026,1.0,1.0,0.07333333333333333,0.07333333333333333,1,1,1,1,0,0,0.0,67.0,67.0
