condition,trial,seed,pd_before,pd_after,pfa_before,pfa_after,reports_before,reports_after,report_lower_bound,already_at_count_bound,changed_targets,candidate_pd_evaluations,min_predicted_pd_change,fine_evaluations_before,fine_evaluations_after
belief_stress,18,2026,1.0,1.0,0.043333333333333335,0.043333333333333335,3,3,3,1,0,0,0.0,82.0,82.0
belief_stress,19,2026,0.8,0.8,0.05333333333333334,0.05333333333333334,2,2,2,1,0,0,0.0,90.0,90.0
belief_stress,20,2026,1.0,1.0,0.06,0.06,1,1,1,1,0,0,0.0,61.0,61.0
belief_stress,21,2026,0.7,0.7,0.07,0.07,1,1,1,1,0,0,0.0,97.0,97.0
belief_stress,22,2026,0.7,0.7,0.05,0.05,0,0,0,1,0,0,0.0,55.0,55.0
belief_stress,23,2026,0.9,0.9,0.04,0.04,4,4,4,1,0,0,0.0,75.0,75.0
belief_stress,24,2026,1.0,1.0,0.08,0.08,0,0,0,1,0,0,0.0,113.0,113.0
belief_stress,25,2026,0.8,0.8,0.03,0.03,1,1,1,1,0,0,0.0,91.0,91.0
belief_stress,26,2026,0.9,0.9,0.043333333333333335,0.043333333333333335,5,5,5,1,0,0,0.0,72.0,72.0
belief_stress,27,2026,1.0,1.0,0.04,0.04,5,5,5,1,0,0,0.0,95.0,95.0
belief_stress,28,2026,0.9,0.9,0.07,0.07,0,0,0,1,0,0,0.0,60.0,60.0
belief_stress,29,2026,1.0,1.0,0.043333333333333335,0.043333333333333335,5,5,5,1,0,0,0.0,86.0,86.0
belief_stress,30,2026,0.8,0.8,0.07666666666666666,0.07666666666666666,0,0,0,1,0,0,0.0,56.0,56.0
belief_stress,31,2026,1.0,1.0,0.056666666666666664,0.056666666666666664,1,1,1,1,0,0,0.0,58.0,58.0
belief_stress,32,2026,0.8,0.8,0.03,0.03,0,0,0,1,0,0,0.0,60.0,60.0
belief_stress,33,2026,0.9,0.9,0.05,0.05,1,1,1,1,0,0,0.0,58.0,58.0
belief_stress,34,2026,0.9,0.9,0.04666666666666667,0.04666666666666667,2,2,2,1,0,0,0.0,69.0,69.0
belief_stress,35,2026,0.9,0.9,0.05333333333333334,0.05333333333333334,0,0,0,1,0,0,0.0,60.0,60.0
belief_stress,36,2026,0.8,0.8,0.056666666666666664,0.056666666666666664,2,2,2,1,0,0,0.0,71.0,71.0
belief_stress,37,2026,0.8,0.8,0.043333333333333335,0.043333333333333335,1,1,1,1,0,0,0.0,105.0,105.0
belief_stress,38,2026,0.9,0.9,0.04,0.04,0,0,0,1,0,0,0.0,59.0,59.0
belief_stress,39,2026,0.6,0.6,0.03333333333333333,0.03333333333333333,2,2,2,1,0,0,0.0,67.0,67.0
belief_stress,40,2026,0.9,0.9,0.03,0.03,0,0,0,1,0,0,0.0,63.0,63.0
