receiver,illuminator,target,rho,trial,m_rx,axis
4,9,5,0.9838537089680051,0,8,0
4,9,6,0.783050095161387,0,8,0
4,9,7,0.9973980865140011,0,8,0
4,9,8,0.8484395517248056,0,8,0
4,9,9,0.853191129987116,0,8,0
4,10,0,0.050606427444079616,0,8,0
4,10,1,0.9980010536544749,0,8,0
4,10,2,0.0708689489068487,0,8,0
4,10,3,0.9359472054989881,0,8,0
4,10,4,0.8933143014598487,0,8,0
4,10,5,0.9932062816023479,0,8,0
4,10,6,0.7858555372863376,0,8,0
4,10,7,0.9960470158590518,0,8,0
4,10,8,0.21128089302898256,0,8,0
4,10,9,0.722589379680219,0,8,0
4,11,0,0.8219667869218252,0,8,0
