direct_gain_boost_db,receiver,target,arm,scene_id,threshold,scene_pfa,scene_pd,scene_conflict_index,scene_direct_inr_db
0.0,1,1,no_ic,3,4.6549218866466795,0.5,1.0,0.001126004932196445,4.2386197851884235
0.0,1,1,no_ic,4,4.6549218866466795,1.0,1.0,0.9981879195452927,-3.0136623564414635
0.0,1,1,no_ic,5,4.6549218866466795,0.5,1.0,0.1097757022791035,3.8115167674630848
0.0,1,1,perfect_channel,3,5.831104049639897,0.0,0.5,0.001126004932196445,4.2386197851884235
0.0,1,1,perfect_channel,4,5.831104049639897,1.0,1.0,0.9981879195452927,-3.0136623564414635
0.0,1,1,perfect_channel,5,5.831104049639897,0.5,0.5,0.1097757022791035,3.8115167674630848
0.0,1,1,plain_ls,3,4.617242111238725,0.5,1.0,0.001126004932196445,4.2386197851884235
0.0,1,1,plain_ls,4,4.617242111238725,1.0,1.0,0.9981879195452927,-3.0136623564414635
0.0,1,1,plain_ls,5,4.617242111238725,0.5,1.0,0.1097757022791035,3.8115167674630848
0.0,1,1,protected_ls,3,8.51660089297302,0.0,0.0,0.001126004932196445,4.2386197851884235
0.0,1,1,protected_ls,4,8.51660089297302,1.0,1.0,0.9981879195452927,-3.0136623564414635
0.0,1,1,protected_ls,5,8.51660089297302,0.5,0.5,0.1097757022791035,3.8115167674630848
0.0,1,1,tp_uic_full,3,4.696007543172131,0.5,1.0,0.001126004932196445,4.2386197851884235
0.0,1,1,tp_uic_full,4,4.696007543172131,1.0,1.0,0.9981879195452927,-3.0136623564414635
0.0,1,1,tp_uic_full,5,4.696007543172131,0.5,1.0,0.1097757022791035,3.8115167674630848
0.0,3,1,no_ic,3,62.88825646007781,0.0,0.0,0.030716681765595884,0.8356870305870467
0.0,3,1,no_ic,4,62.88825646007781,0.0,0.0,0.374251683184704,-1.0462263896203303
0.0,3,1,no_ic,5,62.88825646007781,0.0,0.0,0.039097570044017746,0.8318321554748025
0.0,3,1,perfect_channel,3,8.88668473034406,0.0,0.0,0.030716681765595884,0.8356870305870467
0.0,3,1,perfect_channel,4,8.88668473034406,0.0,0.0,0.374251683184704,-1.0462263896203303
0.0,3,1,perfect_channel,5,8.88668473034406,0.0,1.0,0.039097570044017746,0.8318321554748025
0.0,3,1,plain_ls,3,63.03897940804643,0.0,0.0,0.030716681765595884,0.8356870305870467
0.0,3,1,plain_ls,4,63.03897940804643,0.0,0.0,0.374251683184704,-1.0462263896203303
0.0,3,1,plain_ls,5,63.03897940804643,0.0,0.0,0.039097570044017746,0.8318321554748025
0.0,3,1,protected_ls,3,20.518966493603365,0.0,0.0,0.030716681765595884,0.8356870305870467
0.0,3,1,protected_ls,4,20.518966493603365,0.0,0.0,0.374251683184704,-1.0462263896203303
0.0,3,1,protected_ls,5,20.518966493603365,0.0,0.0,0.039097570044017746,0.8318321554748025
0.0,3,1,tp_uic_full,3,68.85052944286322,0.0,0.0,0.030716681765595884,0.8356870305870467
0.0,3,1,tp_uic_full,4,68.85052944286322,0.0,0.0,0.374251683184704,-1.0462263896203303
0.0,3,1,tp_uic_full,5,68.85052944286322,0.0,0.0,0.039097570044017746,0.8318321554748025
0.0,5,1,no_ic,3,7.098702537862713,0.5,0.5,0.002117211537450561,4.15539295349435
0.0,5,1,no_ic,4,7.098702537862713,0.5,0.5,0.06341814238231072,0.6197298676165555
0.0,5,1,no_ic,5,7.098702537862713,1.0,1.0,0.2739749835810991,-2.3454754110227567
0.0,5,1,perfect_channel,3,4.576516870677234,0.5,0.5,0.002117211537450561,4.15539295349435
0.0,5,1,perfect_channel,4,4.576516870677234,0.5,0.5,0.06341814238231072,0.6197298676165555
0.0,5,1,perfect_channel,5,4.576516870677234,1.0,1.0,0.2739749835810991,-2.3454754110227567
