experiment,selection_policy,detector_k,method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_D_cluster_ci95_low,P_D_cluster_ci95_high,P_D_cluster_ci95_half_width,P_D_weak,P_D_weak_cluster_ci95_low,P_D_weak_cluster_ci95_high,P_FA_active,P_FA_cluster_ci95_low,P_FA_cluster_ci95_high,P_FA_cluster_ci95_half_width,P_FA_overall,B_mean_bits,T_mean_ms,selected_links_mean,selected_observations_mean,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,fine_eval_full_mean,fine_eval_c2f_mean,belief_capture_rate_mean,receiver_capacity_max_utilization_mean,receiver_capacity_binding_rate,fusion_capacity_max_utilization_mean,fusion_capacity_binding_rate,report_capacity_utilization_mean,report_capacity_binding_rate,assignment_capacity_max_utilization_mean,assignment_capacity_binding_rate,cpu_capacity_max_utilization_mean,cpu_capacity_binding_rate,selector_score_evaluations_mean,coordination_messages_mean,detection_runtime_mean_ms,detection_runtime_p90_ms,bid_rounds_mean,bundle_column_count_mean,bundle_pricing_iterations_mean,bundle_lp_worst_deficit_bound_mean,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms,paired_reference_method,paired_reference_delta_P_D,paired_reference_delta_ci95_low,paired_reference_delta_ci95_high
v1.4_exact_llr_detector_ablation,shared_joint_bundle_cg,2,joint_bundle_cg,0.57,0.500703604055383,0.636657955116052,0.06797717553033455,0.5199999999999999,0.6200000000000001,0.0500000000000001,0.5,0.3,0.7,0.05309278350515464,0.04831018518518519,0.05760185185185185,0.004645833333333328,0.0515,3040.0,5.066666666666666,4.75,16.55,1.0,1.0,1103.9,0.4336872532806999,2.057136293046431,1.1241419393001233,1.260770465421547,0.9999308885414857,0.9995673347610021,0.9998002041660262,-0.24430678017524884,1.0,1.0,128.59474512559794,4.238484202492643,0.08288977217399943,155.90841172077532,0.0,0.0,0.9717962184873951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.15,631.8,0.0,0.0,0.0,0.0,631.8,2.0,0.8056211881625517,0.0,10.350604154351036,0.25,0.5700000000000001,0.45,0.65,0.18749999999999997,0.11249999999999999,42.30090300184143,25.380541801104858,joint_bundle_cg,0.0,0.0,0.0
v1.4_exact_llr_detector_ablation,shared_joint_bundle_cg,2,joint_bundle_cg_exact_llr,0.575,0.5057080512046821,0.6414650479075696,0.06787849835144377,0.525,0.625,0.04999999999999999,0.5,0.3,0.7,0.053436426116838485,0.048522800925925924,0.057764004629629634,0.004620601851851855,0.051833333333333335,3040.0,5.066666666666666,4.75,16.55,1.0,1.0,1103.9,0.4336872532806999,2.057136293046431,1.1241419393001233,1.260770465421547,0.9999308885414857,0.9995673347610021,0.9998002041660262,-0.24430678017524884,1.0,1.0,127.76502534902231,4.2253935439040635,0.08288213985416625,155.15321609991,0.0,0.0,0.9717962184873951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.15,631.8,0.0,0.0,0.0,0.0,631.8,2.0,0.8056211881625517,0.0,10.344025737419713,0.25,0.575,0.45,0.65,0.18914473684210525,0.11348684210526315,42.02796886480997,25.21678131888598,joint_bundle_cg,-0.005,-0.0148,0.004800000000000001
