method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_D_cluster_ci95_low,P_D_cluster_ci95_high,P_D_cluster_ci95_half_width,P_D_weak,P_D_weak_cluster_ci95_low,P_D_weak_cluster_ci95_high,P_FA,P_FA_ci95_low,P_FA_ci95_high,P_FA_ci95_half_width,P_FA_cluster_ci95_low,P_FA_cluster_ci95_high,P_FA_cluster_ci95_half_width,P_FA_overall,P_FA_overall_ci95_low,P_FA_overall_ci95_high,P_FA_overall_ci95_half_width,B_mean_bits,B_std_bits,T_mean_ms,T_std_ms,selected_links_mean,selected_links_std,selected_observations_mean,selected_observations_std,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,fine_eval_full_mean,fine_eval_c2f_mean,belief_capture_rate_mean,receiver_capacity_max_utilization_mean,receiver_capacity_binding_rate,fusion_capacity_max_utilization_mean,fusion_capacity_binding_rate,report_capacity_utilization_mean,report_capacity_binding_rate,assignment_capacity_max_utilization_mean,assignment_capacity_binding_rate,cpu_capacity_max_utilization_mean,cpu_capacity_binding_rate,selector_score_evaluations_mean,coordination_messages_mean,bid_rounds_mean,coordination_rounds_mean,coordination_converged_rate,coordination_n_tx_mean,bundle_column_count_mean,bundle_pricing_iterations_mean,bundle_lp_worst_deficit_bound_mean,detection_runtime_mean_ms,detection_runtime_p90_ms,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,paired_proposed_delta_P_D,paired_proposed_delta_ci95_low,paired_proposed_delta_ci95_high,paired_reference_method,paired_reference_delta_P_D,paired_reference_delta_ci95_low,paired_reference_delta_ci95_high,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms
proposed_c2f_adaptive_pd,0.053,0.04401030668319261,0.06370359645166596,0.009846644884236672,0.0435,0.063,0.009750000000000002,0.055,0.025,0.09,0.04944834503510532,0.047739705028182505,0.05121484957200219,0.0017375722719098416,0.04775550925925926,0.051092685185185185,0.001668587962962962,0.0493,0.047596359955966776,0.0510613499863913,0.0017324950152122626,3107.2,1828.650912558217,5.178666666666667,3.047751520930362,4.855,2.857267050872214,26.33,5.105007345734187,1.0,1.0,879.2,0.9382619047619049,5.299045025998231,3.2501412805609418,3.562629581826728,0.9999999999999885,0.9999999999999417,0.9999999999999651,7.095653550717074,1.0,1.0,0.0005406829177598753,3.169072066364336e-06,8.552186141916144e-08,0.00014357811492931907,3838.1,207.02,0.9836844351109595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108448.0,108448.0,0.0,2.16,1.0,2.84,0.0,0.0,nan,0.0,0.0,0.0,0.00010069344598372177,0.0,0.053000000000000005,0.015,0.08,,,,,,,,0.017057157569515966,0.010234294541709576,0.00017400969289388366,0.00010440581573633017
