method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_D_cluster_ci95_low,P_D_cluster_ci95_high,P_D_cluster_ci95_half_width,P_D_weak,P_D_weak_cluster_ci95_low,P_D_weak_cluster_ci95_high,P_FA,P_FA_ci95_low,P_FA_ci95_high,P_FA_ci95_half_width,P_FA_cluster_ci95_low,P_FA_cluster_ci95_high,P_FA_cluster_ci95_half_width,P_FA_overall,P_FA_overall_ci95_low,P_FA_overall_ci95_high,P_FA_overall_ci95_half_width,B_mean_bits,B_std_bits,T_mean_ms,T_std_ms,selected_links_mean,selected_links_std,selected_observations_mean,selected_observations_std,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,fine_eval_full_mean,fine_eval_c2f_mean,belief_capture_rate_mean,receiver_capacity_max_utilization_mean,receiver_capacity_binding_rate,fusion_capacity_max_utilization_mean,fusion_capacity_binding_rate,report_capacity_utilization_mean,report_capacity_binding_rate,assignment_capacity_max_utilization_mean,assignment_capacity_binding_rate,selector_score_evaluations_mean,coordination_messages_mean,bid_rounds_mean,detection_runtime_mean_ms,detection_runtime_p90_ms,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,paired_proposed_delta_P_D,paired_proposed_delta_ci95_low,paired_proposed_delta_ci95_high,paired_reference_method,paired_reference_delta_P_D,paired_reference_delta_ci95_low,paired_reference_delta_ci95_high,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms
proposed_c2f_adaptive_pd,0.958,0.9437152767228901,0.9687792841719761,0.012532003724542995,0.9430000000000001,0.972,0.014499999999999957,0.84,0.77,0.91,0.04948073701842546,0.04707791712275829,0.05199950278289299,0.0024607928300673515,0.046944444444444455,0.05206666666666667,0.0025611111111111078,0.04923333333333333,0.04684223926443849,0.05173985696953175,0.0024488088525466273,537.6,485.0507602303083,0.8960000000000001,0.8084179337171807,0.84,0.7578918128598566,10.84,0.7578918128598565,1.0,1.0,855.4,0.5314911618169282,2.493937416716161,2.1657694754189376,2.2314030636783815,0.999762858728765,0.9995349547098955,0.9995805355136694,0.8965183614007773,1.0,1.0,103065.00997049069,514.6048156372387,21.159621617360482,22257.224997615664,855.4,55.92,0.9953636363636363,0.78,0.56,0.81,0.62,0.42,0.22,1.0,1.0,3163.23,3163.23,0.0,0.0,0.0,0.61,14021.654589927033,0.91,0.958,0.93,0.98,,,,,,,,1.7819940476190472,1.0691964285714284,191713.18818915676,115027.91291349406
