trial,arm,p_d,p_fa,belief_objective,truth_objective,belief_worst_pd,truth_worst_pd,truth_mean_pd,n_tx,n_links,n_captured,kappa_db_median,eta_median,eval_kappa_db_median,eval_eta_median,fraction_json,retention_json,eval_fraction_json,eval_retention_json,joint_rounds,accepted_rounds,termination,measure_seconds,capture_aware,redundancy_aware,selection_rcs_factor,selector_strategy,fusion_rule,exact_gaussian_threshold,capability_source,capability_retention_source,risk_polish_swaps,risk_polish_json,risk_secondary_swaps,risk_secondary_json,fusion_pd_polish_json,rho_mean,rho_vector_json,power_policy,soft_mu,control_mu_json,history_json,selected_json,selected_eval_json,fusion_nodes_json
30,constant_serial_baseline,0.0,0.022222222222222223,0.05450706512512848,0.05450128056381066,0.04910388721156414,0.0490982177732048,0.0491319801844671,6,7,7,0.0,1.0,0.0,1.0,null,null,null,null,0,0,serial,0.0,False,False,1.0,c2f,max_in_rate,False,predicted,predicted_risk,2,"[{""round"":0,""remove_target"":1,""remove_link"":[5,1],""add_target"":0,""add_link"":[0,1],""worst_pd_before"":0.04874856471146236,""worst_pd_after"":0.04910388721156414,""service_before"":0.14682533553189633,""service_after"":0.14732677678753633},{""round"":1,""remove_target"":2,""remove_link"":[5,1],""add_target"":2,""add_link"":[3,1],""worst_pd_before"":0.04910388721156414,""worst_pd_after"":0.04910388721156414,""service_before"":0.14732677678753633,""service_after"":0.14739375245591899}]",0,[],"{""before"":[0.04910388721156414,0.04911421401245323,0.04917565123190163],""after"":[0.04910388721156414,0.04911421401245323,0.04917565123190163],""reports_before"":[2,2,3],""reports_after"":[2,2,3],""candidate_evaluations"":15}",0.7999999999999999,"[0.8,0.8,0.8,0.8,0.8,0.8]",uniform,nan,null,[],"{""0"":[[2,1],[0,1]],""1"":[[0,1],[2,1]],""2"":[[2,1],[0,1],[3,1]]}","{""0"":[[2,1],[0,1]],""1"":[[0,1],[2,1]],""2"":[[2,1],[0,1],[3,1]]}","[2,2,2]"
30,constant_joint_baseline,0.0,0.044444444444444446,0.04703298334356976,0.04557386339938933,0.04226699099877661,0.04093185508050348,0.041893506036117086,3,13,13,0.0,1.0,0.0,1.0,null,null,null,null,1,0,fixed_point,0.0,False,False,1.0,c2f,max_in_rate,False,predicted,predicted_risk,5,"[{""round"":0,""remove_target"":1,""remove_link"":[3,5],""add_target"":0,""add_link"":[0,2],""worst_pd_before"":0.036965600532135594,""worst_pd_after"":0.040351330146057025,""service_before"":0.12128507124043456,""service_after"":0.1266688050986332},{""round"":1,""remove_target"":2,""remove_link"":[0,5],""add_target"":0,""add_link"":[3,2],""worst_pd_before"":0.040351330146057025,""worst_pd_after"":0.040765376369216025,""service_before"":0.1266688050986332,""service_after"":0.126757911007087},{""round"":2,""remove_target"":1,""remove_link"":[3,4],""add_target"":0,""add_link"":[3,0],""worst_pd_before"":0.040765376369216025,""worst_pd_after"":0.0420360477176139,""service_before"":0.126757911007087,""service_after"":0.12753915274518723},{""round"":3,""remove_target"":0,""remove_link"":[0,2],""add_target"":0,""add_link"":[0,1],""worst_pd_before"":0.0420360477176139,""worst_pd_after"":0.04226699099877661,""service_before"":0.12753915274518723,""service_after"":0.1280591319367938},{""round"":4,""remove_target"":0,""remove_link"":[2,0],""add_target"":0,""add_link"":[2,1],""worst_pd_before"":0.04226699099877661,""worst_pd_after"":0.04226699099877661,""service_before"":0.1280591319367938,""service_after"":0.12841462165253326}]",0,[],"{""before"":[0.042911516624959935,0.04323611402879671,0.04226699099877661],""after"":[0.0442380941913484,0.04323611402879671,0.04226699099877661],""reports_before"":[4,2,3],""reports_after"":[3,2,3],""candidate_evaluations"":9}",0.7999999999999999,"[0.8,0.8,0.8,0.8,0.8,0.8]",uniform,nan,null,"[{""round"":0,""mask_before"":[0,2,3],""mask_candidate"":[0,2,3],""objective_before"":0.04226699099877661,""accepted"":false,""reason"":""fixed_point""}]","{""0"":[[3,2],[3,0],[0,1],[2,1]],""1"":[[2,5],[2,3],[0,3],[0,5]],""2"":[[2,3],[0,3],[2,4],[2,5],[0,4]]}","{""0"":[[3,2],[3,0],[0,1],[2,1]],""1"":[[2,5],[2,3],[0,3],[0,5]],""2"":[[2,3],[0,3],[2,4],[2,5],[0,4]]}","[2,3,3]"
30,constant_serial_capture,0.0,0.022222222222222223,0.054507067825270095,0.05450128056381066,0.049103890554250545,0.0490982177732048,0.0491319801844671,6,7,7,0.0,1.0,0.0,1.0,null,null,null,null,0,0,serial,0.0,True,False,1.0,c2f,max_in_rate,False,predicted,predicted_risk,2,"[{""round"":0,""remove_target"":1,""remove_link"":[5,1],""add_target"":0,""add_link"":[0,1],""worst_pd_before"":0.04874856442162969,""worst_pd_after"":0.049103890554250545,""service_before"":0.14682515083303116,""service_after"":0.14732676131138586},{""round"":1,""remove_target"":2,""remove_link"":[5,1],""add_target"":2,""add_link"":[3,1],""worst_pd_before"":0.049103890554250545,""worst_pd_after"":0.049103890554250545,""service_before"":0.14732676131138586,""service_after"":0.14739374554207563}]",0,[],"{""before"":[0.049103890554250545,0.0491142080126811,0.049175646975144],""after"":[0.049103890554250545,0.0491142080126811,0.049175646975144],""reports_before"":[2,2,3],""reports_after"":[2,2,3],""candidate_evaluations"":15}",0.7999999999999999,"[0.8,0.8,0.8,0.8,0.8,0.8]",uniform,nan,null,[],"{""0"":[[2,1],[0,1]],""1"":[[0,1],[2,1]],""2"":[[2,1],[0,1],[3,1]]}","{""0"":[[2,1],[0,1]],""1"":[[0,1],[2,1]],""2"":[[2,1],[0,1],[3,1]]}","[2,2,2]"
30,constant_joint_capture,0.0,0.044444444444444446,0.047033386922113285,0.04557386339938933,0.04226746471472562,0.04093185508050348,0.041893506036117086,3,13,13,0.0,1.0,0.0,1.0,null,null,null,null,1,0,fixed_point,0.0,True,False,1.0,c2f,max_in_rate,False,predicted,predicted_risk,5,"[{""round"":0,""remove_target"":1,""remove_link"":[3,5],""add_target"":0,""add_link"":[0,2],""worst_pd_before"":0.03696560020061104,""worst_pd_after"":0.04035132972543592,""service_before"":0.1212865617327134,""service_after"":0.1266679676717091},{""round"":1,""remove_target"":2,""remove_link"":[0,5],""add_target"":0,""add_link"":[3,2],""worst_pd_before"":0.04035132972543592,""worst_pd_after"":0.040765899824811484,""service_before"":0.1266679676717091,""service_after"":0.12675757524785722},{""round"":2,""remove_target"":1,""remove_link"":[3,4],""add_target"":0,""add_link"":[3,0],""worst_pd_before"":0.040765899824811484,""worst_pd_after"":0.042036255492427045,""service_before"":0.12675757524785722,""service_after"":0.12753909842881717},{""round"":3,""remove_target"":0,""remove_link"":[0,2],""add_target"":0,""add_link"":[0,1],""worst_pd_before"":0.042036255492427045,""worst_pd_after"":0.04226746471472562,""service_before"":0.12753909842881717,""service_after"":0.12805883341697635},{""round"":4,""remove_target"":0,""remove_link"":[2,0],""add_target"":0,""add_link"":[2,1],""worst_pd_before"":0.04226746471472562,""worst_pd_after"":0.04226746471472562,""service_before"":0.12805883341697635,""service_after"":0.1284142714603211}]",0,[],"{""before"":[0.042911428523931,0.04323537822166449,0.04226746471472562],""after"":[0.04423843852212174,0.04323537822166449,0.04226746471472562],""reports_before"":[4,2,3],""reports_after"":[3,2,3],""candidate_evaluations"":9}",0.7999999999999999,"[0.8,0.8,0.8,0.8,0.8,0.8]",uniform,nan,null,"[{""round"":0,""mask_before"":[0,2,3],""mask_candidate"":[0,2,3],""objective_before"":0.04226746471472562,""accepted"":false,""reason"":""fixed_point""}]","{""0"":[[3,2],[3,0],[0,1],[2,1]],""1"":[[2,5],[2,3],[0,3],[0,5]],""2"":[[2,3],[0,3],[2,4],[2,5],[0,4]]}","{""0"":[[3,2],[3,0],[0,1],[2,1]],""1"":[[2,5],[2,3],[0,3],[0,5]],""2"":[[2,3],[0,3],[2,4],[2,5],[0,4]]}","[2,3,3]"
30,constant_serial_redundancy,0.0,0.03333333333333333,0.05436957073370661,0.05417799184252353,0.048968095256915006,0.04877720458396063,0.048991157721824684,6,8,8,0.0,1.0,0.0,1.0,null,null,null,null,0,0,serial,0.0,False,True,1.0,c2f,max_in_rate,False,predicted,predicted_risk,0,[],0,[],"{""before"":[0.04910388721156414,0.048968095256915006,0.04910867556351897],""after"":[0.04910388721156414,0.048968095256915006,0.04910867556351897],""reports_before"":[2,3,3],""reports_after"":[2,3,3],""candidate_evaluations"":15}",0.7999999999999999,"[0.8,0.8,0.8,0.8,0.8,0.8]",uniform,nan,null,[],"{""0"":[[2,1],[0,1]],""1"":[[5,1],[0,1],[2,1]],""2"":[[2,1],[0,1],[5,1]]}","{""0"":[[2,1],[0,1]],""1"":[[5,1],[0,1],[2,1]],""2"":[[2,1],[0,1],[5,1]]}","[2,2,2]"
30,constant_joint_redundancy,0.0,0.022222222222222223,0.04502492386661922,0.045063451642473835,0.040320539364073094,0.04032105366047045,0.04240188169713213,3,14,14,0.0,1.0,0.0,1.0,null,null,null,null,1,0,fixed_point,0.0,False,True,1.0,c2f,max_in_rate,False,predicted,predicted_risk,1,"[{""round"":0,""remove_target"":2,""remove_link"":[2,5],""add_target"":2,""add_link"":[2,1],""worst_pd_before"":0.040320539364073094,""worst_pd_after"":0.040320539364073094,""service_before"":0.12642112245213288,""service_after"":0.1264616738364684}]",0,[],"{""before"":[0.040320539364073094,0.04269970175357974,0.04344143271881557],""after"":[0.040320539364073094,0.04269970175357974,0.04344143271881557],""reports_before"":[2,4,5],""reports_after"":[1,3,4],""candidate_evaluations"":9}",0.7999999999999999,"[0.8,0.8,0.8,0.8,0.8,0.8]",uniform,nan,null,"[{""round"":0,""mask_before"":[0,2,5],""mask_candidate"":[0,2,5],""objective_before"":0.040320539364073094,""accepted"":false,""reason"":""fixed_point""}]","{""0"":[[2,0],[0,2]],""1"":[[2,5],[0,5],[5,3],[5,4],[2,3],[0,3]],""2"":[[0,5],[2,4],[2,3],[0,3],[0,4],[2,1]]}","{""0"":[[2,0],[0,2]],""1"":[[2,5],[0,5],[5,3],[5,4],[2,3],[0,3]],""2"":[[0,5],[2,4],[2,3],[0,3],[0,4],[2,1]]}","[0,3,3]"
30,constant_serial_combined,0.0,0.03333333333333333,0.054369399349816834,0.05417799184252353,0.04896792366694724,0.04877720458396063,0.048991157721824684,6,8,8,0.0,1.0,0.0,1.0,null,null,null,null,0,0,serial,0.0,True,True,1.0,c2f,max_in_rate,False,predicted,predicted_risk,0,[],0,[],"{""before"":[0.049103890554250545,0.04896792366694724,0.04910866274445422],""after"":[0.049103890554250545,0.04896792366694724,0.04910866274445422],""reports_before"":[2,3,3],""reports_after"":[2,3,3],""candidate_evaluations"":15}",0.7999999999999999,"[0.8,0.8,0.8,0.8,0.8,0.8]",uniform,nan,null,[],"{""0"":[[2,1],[0,1]],""1"":[[5,1],[0,1],[2,1]],""2"":[[2,1],[0,1],[5,1]]}","{""0"":[[2,1],[0,1]],""1"":[[5,1],[0,1],[2,1]],""2"":[[2,1],[0,1],[5,1]]}","[2,2,2]"
30,constant_joint_combined,0.0,0.022222222222222223,0.04502459864565504,0.045063451642473835,0.04032053892737626,0.04032105366047045,0.04240188169713213,3,14,14,0.0,1.0,0.0,1.0,null,null,null,null,1,0,fixed_point,0.0,True,True,1.0,c2f,max_in_rate,False,predicted,predicted_risk,1,"[{""round"":0,""remove_target"":2,""remove_link"":[2,5],""add_target"":2,""add_link"":[2,1],""worst_pd_before"":0.04032053892737626,""worst_pd_after"":0.04032053892737626,""service_before"":0.12641752143349483,""service_after"":0.12645816482795977}]",0,[],"{""before"":[0.04032053892737626,0.042696482880810495,0.043441143019773],""after"":[0.04032053892737626,0.042696482880810495,0.043441143019773],""reports_before"":[2,4,5],""reports_after"":[1,3,4],""candidate_evaluations"":9}",0.7999999999999999,"[0.8,0.8,0.8,0.8,0.8,0.8]",uniform,nan,null,"[{""round"":0,""mask_before"":[0,2,5],""mask_candidate"":[0,2,5],""objective_before"":0.04032053892737626,""accepted"":false,""reason"":""fixed_point""}]","{""0"":[[2,0],[0,2]],""1"":[[2,5],[0,5],[5,3],[5,4],[2,3],[0,3]],""2"":[[0,5],[2,4],[2,3],[0,3],[0,4],[2,1]]}","{""0"":[[2,0],[0,2]],""1"":[[2,5],[0,5],[5,3],[5,4],[2,3],[0,3]],""2"":[[0,5],[2,4],[2,3],[0,3],[0,4],[2,1]]}","[0,3,3]"
30,tpuic_serial_baseline,0.0,0.05555555555555555,0.08234167403667636,0.1849017749796326,0.07103823179577413,0.158746876194017,0.22651872543885765,6,15,15,37.15624123458355,0.9777298048729695,37.664827250633365,0.9995034195354577,"[[4.640230470909054e-05,0.0009279444432770405,4.793570010835339e-05],[0.00011189572875791945,0.0006881332954545083,0.00017802011400223423],[4.254796953080974e-05,0.002216222162975001,6.586340331509516e-05],[0.00014091056954802965,0.0001506345974264139,0.00014262438112176497],[0.0002081050783095719,0.028868088592981123,0.00022901035994590672],[0.00037665131292812746,0.013264459910690909,0.0003940878204749115]]","[[0.9967325625136978,0.8110543112439329,0.9907154332508442],[0.9949330741799867,0.9765128378707562,0.760146324696937],[0.9900147243715813,0.8730660305969523,0.9355728402491286],[0.9981179509221152,0.9955297028472545,0.9799785122434459],[0.7847982901109373,0.7592440457022437,0.9789467718751829],[0.9989400860756418,0.705688051210012,0.9590334457171071]]","[[5.081763886332858e-05,0.00025837814715972643,5.240629601274224e-05],[0.00010142350120449138,0.0007330906984953943,0.00015511298265980346],[2.995791470548682e-05,0.002229914843149881,6.203478229267333e-05],[9.268974894554032e-05,0.00010273793746329767,9.41499819834876e-05],[0.0002875695616627714,0.04948214615737164,0.00031603513668487717],[0.00018896718821423425,0.00776623864500048,0.00021450268676519532]]","[[0.9999087545106291,0.9976160065248967,0.9998642566391367],[0.9998914906247409,0.999465900214583,0.9999219752706571],[0.9992249083869783,0.9990282148599813,0.9995409388563326],[0.9999967689251728,0.9999511801763593,0.9999442802723129],[0.9975477632653833,0.9950925585337862,0.9996630869692548],[0.9992499296838888,0.9986529486946883,0.9993405771356739]]",0,0,serial,33.99533400009386,False,False,1.0,c2f,max_in_rate,False,predicted,predicted_risk,5,"[{""round"":0,""remove_target"":1,""remove_link"":[4,0],""add_target"":0,""add_link"":[5,2],""worst_pd_before"":0.05577366238079707,""worst_pd_after"":0.05891058689549581,""service_before"":0.3712659523167144,""service_after"":0.37413150989857547},{""round"":1,""remove_target"":0,""remove_link"":[2,1],""add_target"":0,""add_link"":[5,0],""worst_pd_before"":0.05891058689549581,""worst_pd_after"":0.06318007577224054,""service_before"":0.37413150989857547,""service_after"":0.38158864957846383},{""round"":2,""remove_target"":0,""remove_link"":[4,1],""add_target"":1,""add_link"":[4,0],""worst_pd_before"":0.06318007577224054,""worst_pd_after"":0.06345144270507823,""service_before"":0.38158864957846383,""service_after"":0.3812956225314167},{""round"":3,""remove_target"":2,""remove_link"":[2,1],""add_target"":0,""add_link"":[4,2],""worst_pd_before"":0.06345144270507823,""worst_pd_after"":0.06345144270507823,""service_before"":0.3812956225314167,""service_after"":0.3842083762976663},{""round"":4,""remove_target"":0,""remove_link"":[5,1],""add_target"":0,""add_link"":[4,0],""worst_pd_before"":0.06345144270507823,""worst_pd_after"":0.06345144270507823,""service_before"":0.3842083762976663,""service_after"":0.3855720561805843}]",0,[],"{""before"":[0.07103823179577413,0.06345144270507823,0.25108238167973196],""after"":[0.07103823179577413,0.08792618424104899,0.25108238167973196],""reports_before"":[2,5,3],""reports_after"":[2,3,2],""candidate_evaluations"":15}",0.7999999999999999,"[0.8,0.8,0.8,0.8,0.8,0.8]",uniform,1.0,null,[],"{""0"":[[5,2],[5,0],[4,2],[4,0]],""1"":[[5,1],[4,1],[2,1],[5,0],[5,2],[4,0]],""2"":[[2,0],[4,0],[4,2],[5,0],[5,2]]}","{""0"":[[5,2],[5,0],[4,2],[4,0]],""1"":[[5,1],[4,1],[2,1],[5,0],[5,2],[4,0]],""2"":[[2,0],[4,0],[4,2],[5,0],[5,2]]}","[2,1,0]"
30,tpuic_joint_baseline,0.6666666666666666,0.05555555555555555,0.4049260196202021,0.9673486355346274,0.34070809766556687,0.8628486355346274,0.9535431020040788,3,14,14,34.60775458830865,0.9912889729305628,35.993399847302356,0.9997422500528101,"[[3.438799175225095e-05,0.0007398274855783121,3.4569640428717674e-05],[0.0002127061770441953,0.001273423650262321,0.00032207495103393514],[0.00039691702963206275,0.05057117888920385,0.00039634375182118025],[9.716030569307179e-05,9.855916073865949e-05,9.761678475474594e-05],[0.0002466157759000852,0.003543371405566266,0.00024794939629908737],[0.0003719564832341122,0.0092637940525772,0.0003739435516649801]]","[[0.9957573054007283,0.6710153981031519,0.9940242760898008],[0.9996541997538189,0.9668906708110178,0.6686923812509408],[0.9901300323222555,0.733174003320476,0.9924479135388702],[0.9986186282730157,0.9973645407558815,0.9727967464939272],[0.7454028351391918,0.9238238777672207,0.9980841034098058],[0.9994183390854606,0.6601682990414108,0.997392353035658]]","[[2.8603086764384753e-05,0.00041742204730483234,2.860698501810057e-05],[0.00040152458280195795,0.0014759746623695632,0.0005078768504480682],[0.00017524029625132947,0.06287853879914043,0.00017586233669304965],[7.096455074995063e-05,7.334730663715471e-05,7.138935682990214e-05],[4.4104362175966135e-05,0.0033587743980503,4.5818699248635496e-05],[0.0003598712821450629,0.008678038734441935,0.0003609095691500897]]","[[0.9999305990675178,0.9979359171414383,0.9998777307262469],[0.9999404492094689,0.999373755345163,0.9999176504393044],[0.9997417230626167,0.999506815419214,0.9996709780222961],[0.9999505092326987,0.9999618384790351,0.999943512668557],[0.9975344262903878,0.9947703737460739,0.9998793122714708],[0.9991696664567512,0.9990629199280351,0.9997427770430037]]",1,0,fixed_point,27.77762269997038,False,False,1.0,c2f,max_in_rate,False,predicted,predicted_risk,0,[],0,[],"{""before"":[0.34070809766556687,0.9543761113262348,0.5471792195463518],""after"":[0.34070809766556687,0.9543761113262348,0.5471792195463518],""reports_before"":[5,2,4],""reports_after"":[4,0,4],""candidate_evaluations"":13}",0.7999999999999999,"[0.8,0.8,0.8,0.8,0.8,0.8]",uniform,1.0,null,"[{""round"":0,""mask_before"":[2,4,5],""mask_candidate"":[2,4,5],""objective_before"":0.34070809766556687,""accepted"":false,""reason"":""fixed_point""}]","{""0"":[[4,5],[5,4],[5,3],[5,2],[2,5],[4,3]],""1"":[[5,3],[4,3]],""2"":[[2,0],[2,4],[4,2],[2,3],[4,0],[5,2]]}","{""0"":[[4,5],[5,4],[5,3],[5,2],[2,5],[4,3]],""1"":[[5,3],[4,3]],""2"":[[2,0],[2,4],[4,2],[2,3],[4,0],[5,2]]}","[3,3,2]"
