split,scene_id,boost_db,two_cpi_h0,two_cpi_h1,perfect_two_cpi_h0,perfect_two_cpi_h1,crossfit_map_h0,map_seconds_h0,crossfit_map_h1,map_seconds_h1
calibration,13,50.0,10.161595463705659,26.423200241534587,10.559331369996615,24.78478192164097,10.442348891265363,5.697345900116488,26.867829350351585,5.62540280004032
calibration,14,50.0,13.22944168911001,13.5810424825636,13.499317219961892,13.327060054436457,13.075900698759925,5.634444999974221,13.58060603990682,5.6276215999387205
calibration,15,50.0,11.052519506510558,23.840487719456554,12.270325757556588,21.25002217068785,11.998024006846546,5.578183500096202,20.990321433175748,5.5952708998229355
calibration,16,50.0,17.127940303778765,59.36531332814995,16.337542471524362,59.083728272596254,17.562884170943068,5.6297511998564005,59.38928298874366,5.624068199889734
calibration,17,50.0,20.78111077670758,248.44066973890608,13.668228582047375,161.6636606033959,8.844242325748567,5.587703200057149,207.95175328230513,5.583131999941543
calibration,18,50.0,82.13696647570296,135.93814269789613,15.841428628087389,113.16317753570664,16.781373810245945,5.643149999901652,109.80275990451739,5.721459400141612
calibration,19,50.0,67.45451122039057,95.72325639202,13.634392930499258,21.751644198249323,10.34987945516961,5.579229400027543,14.81682264650497,5.5688122001010925
calibration,20,50.0,90.58665462920308,73.71724457950364,10.807514640286712,21.701651018966075,10.293130178976693,5.618299400201067,24.04548248211826,5.572452499996871
calibration,21,50.0,77.42310332999625,77.38051279441834,16.035657935509757,35.95144212163767,16.207196925718577,5.620810899883509,28.14713153170719,5.611195200122893
calibration,22,50.0,13.906761800122574,112.27755444164247,13.314107703838207,108.9450253140142,13.319289304246967,5.578814000124112,109.03524282076901,5.565688899951056
calibration,23,50.0,119.6003537452396,120.52202317517037,9.443832632159783,27.088315878490217,8.43851890597346,5.629207299789414,27.195483862627427,5.736010099994019
calibration,24,50.0,14.492599809026313,12.401950591502722,9.883080029580082,8.881461711609015,12.911614500418732,5.575870799832046,9.425317810415354,5.578977100085467
calibration,25,50.0,26.474498662534465,120.3784936944383,11.283717298244953,366.97566404157664,10.422867507204064,5.603718600003049,114.20744308447163,5.560522599844262
calibration,26,50.0,45.63798291928548,49.98459037844775,20.289514849290775,27.06765568927389,18.33232626411551,5.570909800007939,24.127152996405982,5.634574900148436
calibration,27,50.0,24.478905268830573,23.416800812735296,22.677719047145487,24.862066948096007,23.448110682985885,5.562693200074136,22.395945166575032,5.573552600108087
calibration,28,50.0,85.51000142733193,67.92225852833928,10.80562486456931,16.233862597902196,14.191499893518285,5.594380700029433,13.286216465823866,5.594419700093567
calibration,29,50.0,7.9751588469990935,9.742653440604542,8.57089017354539,10.297194166322917,7.9239852808955415,5.57235400006175,8.91273464130251,5.550989100011066
calibration,30,50.0,66.08507173432031,56.53384842451957,16.252248218826658,25.129187735613037,15.796631149825927,5.5422515999525785,24.34869637664236,5.580389500129968
calibration,31,50.0,11.482840502508745,13.146833083613274,10.685892163798618,12.078252444199842,9.680486063219705,5.561909599928185,12.529964801641508,5.681174300145358
calibration,32,50.0,11.037055660921709,13.190892890108133,11.986436669080488,14.502303839187437,11.061134062537961,5.603844899917021,12.80437898408125,5.541060500079766
calibration,33,50.0,14.094099004485386,28.45807057991167,13.126221706622914,29.46468535642988,12.644525467494447,5.5483727001119405,29.538221428696737,5.557717200135812
calibration,34,50.0,11.839507110844137,42.91659154361324,12.385528885191562,30.539863457650725,11.219338922621628,5.525838900124654,34.295557267198475,5.563284500036389
calibration,35,50.0,33.681026292176455,20.540237753617742,26.467423815206587,15.415873436228567,26.14033116598799,5.590098900021985,14.58045244969841,5.586840499890968
calibration,36,50.0,20.95393271313102,40.107627955314875,10.238995720722478,30.448239935737938,10.494170770160826,5.811813300009817,30.100201119985467,5.69861950003542
calibration,37,50.0,10.030380598532087,15.552565278586933,10.727205332537125,13.819624977921185,9.65095087904364,5.6677388998214155,13.28429947659523,5.575569299980998
calibration,38,50.0,14.855218693368231,38.35974254911668,11.75743614055679,19.280263293658052,10.604904131880817,5.883463199948892,19.50701922569809,5.7525117001496255
calibration,39,50.0,21.24312989941077,11.174797807697493,22.77304785108949,10.693526577687962,22.51379197069603,5.678592399926856,10.63944210092507,5.737052300013602
calibration,40,50.0,23.628606370886846,20.453984752138034,11.067920585781705,68.70857641707272,11.546567101684886,5.666718099964783,12.371464315767174,5.696164899971336
test,41,50.0,10.95308847362128,14.812771115460198,9.67546832296566,12.341619799397332,9.917788988053719,5.612560000037774,11.80955392151403,5.532296299934387
test,42,50.0,9.087596275895233,22.109975237360512,9.452578962548571,21.193095552351764,10.024226517371265,5.517756500048563,19.329084825122322,5.530712899984792
test,43,50.0,7.383402226429903,20.508952802149427,7.9752084103930825,18.100163376445114,7.400222108778665,5.541308999992907,18.779087292185856,5.508901300141588
test,44,50.0,15.176804176240354,22.33837036672494,15.669880233864479,19.40149867506536,15.290925486111613,5.508624200010672,22.068532376356355,5.5640520001761615
test,45,50.0,12.791430523274997,16.115579209542773,12.54741742162572,16.354602206661944,12.490573633958919,5.547638399992138,16.403052004313587,5.563408599933609
test,46,50.0,70.77806061398199,77.69346808337492,19.034891044743347,15.836791043417223,19.083672947307445,5.5526562999002635,15.754398039332777,5.5481361001729965
test,47,50.0,41.58945639925151,45.30112175366443,16.08005414208558,26.703116552270735,17.081416265958836,5.679648300167173,25.791812703846595,5.618695099838078
test,48,50.0,14.349490493851345,12.078167917568246,14.989472006000694,12.220458003312455,14.311914172667265,5.507848599925637,12.247919052446864,5.516573700122535
test,49,50.0,11.658584358823141,32.18661283980002,10.62694573284519,29.612490028409788,10.922443272655237,5.736915099900216,27.802124268115836,5.711120899999514
test,50,50.0,14.595951698362287,14.491291126613191,10.996056975716513,11.616817873714847,10.981914915242148,5.756782799959183,11.901960260922355,5.6926023999694735
test,51,50.0,11.654750916860772,21.040698774462,9.234789672933752,20.666604069331544,9.479188416807817,5.735492199892178,21.285917887772733,5.750794199993834
test,52,50.0,172.9148265242884,214.76833058477598,21.40698106471041,44.06454096441803,13.46332362842196,5.640054899966344,33.82630874806064,5.706166699994355
test,53,50.0,18.647470980542153,36.81595142572817,14.171120943626265,28.319333651039493,13.635729057648811,5.658346199896187,29.128061354324373,5.681597199989483
test,54,50.0,11.23462045655956,16.262925543089228,10.400376737570529,18.8205124224007,10.095536257653563,5.721158700063825,16.87246145908687,5.724457999924198
test,55,50.0,13.03254249719274,17.200794570697823,14.139672309810546,15.513796902821955,13.937692524990084,5.704410900129005,15.566999893037273,5.675756900105625
test,56,50.0,14.478573354074161,20.47248778581468,11.002375038474293,12.48265668002767,11.686628096402927,5.662100400077179,11.75091124834952,5.723891699919477
test,57,50.0,14.073915830564028,28.54074973296121,9.324208725950466,19.966167110053245,7.95714388065738,5.675612899940461,21.643543263953195,5.664014599984512
test,58,50.0,15.822227359588323,14.736863961185371,12.514739430976144,11.959722170916852,14.883655886965041,5.62594970013015,12.971050749314195,5.676008500158787
test,59,50.0,18.118463561332767,24.998395774279835,17.505192534655603,22.762056444601754,16.75431927830112,5.605165200075135,22.043751046469453,5.6579845999367535
