split,scene_id,boost_db,nominal_h1,perfect_h1,nominal_h0,perfect_h0
train,0,30.0,12.30292459204945,12.120581190415972,12.880091365786555,12.65673389873519
calibration,1,30.0,11.840238081798548,11.572798042397332,5.657197332711601,6.4222212996937245
calibration,2,30.0,23.419401172819033,24.647139884775505,4.712108993569951,4.268981558198853
calibration,3,30.0,4.040156411889548,5.631967837274727,9.312457424239952,8.718298340545948
calibration,4,30.0,19.31725600408591,40.62190566422784,6.400565355617416,5.710113590290556
calibration,5,30.0,7.8876201755633755,8.786992297358946,5.753481125597383,6.564776065689296
calibration,6,30.0,13.279404496974493,13.29640884370105,4.157367954617061,4.129470573554134
calibration,7,30.0,58.06979139580043,55.768725645250775,3.929033118178156,3.8910617460307675
calibration,8,30.0,8.967418365030362,8.841629115236053,3.565422596721592,5.428954574830957
calibration,9,30.0,11.195628878039235,10.767406240444158,5.291473726107326,5.442038280353827
calibration,10,30.0,9.75205595953874,9.26219824753037,5.365684257088032,4.002169695501158
calibration,11,30.0,6.172815511413875,5.536499591039222,8.139407841631678,8.643453465691085
calibration,12,30.0,20.449303042386582,25.432276395605886,6.136410250561783,5.772822107520909
calibration,13,30.0,5.731714700151487,5.703052143515369,3.3771497958579486,3.4932908142674477
calibration,14,30.0,7.168889535584486,15.026865155228768,5.174352223787533,6.722889189358487
calibration,15,30.0,7.4422067589882035,7.170677576330377,7.278414284966658,7.4070603850829295
calibration,16,30.0,17.16996903220253,9.35246938592627,5.063918896021482,8.513262687835946
calibration,17,30.0,8.635063008173919,9.623521618762755,7.407877555215333,7.327017967351372
calibration,18,30.0,4.564090189392988,7.11017213946224,7.43312870224734,6.338062766079854
calibration,19,30.0,7.302791172194339,8.013681810432908,6.86449035891577,8.10402287130019
calibration,20,30.0,6.445052257635939,6.481248492727205,6.247209806154004,6.987087242546371
calibration,21,30.0,4.089082388804178,3.919704363143366,5.289922997515751,4.407744302010217
calibration,22,30.0,6.577505563451886,7.372703398293932,4.028819661786207,6.384827603772329
calibration,23,30.0,11.45030751697783,11.233309943249319,5.168678015591288,6.452443122270467
calibration,24,30.0,4.853566596475277,5.161846782110716,6.874038526129001,6.686954602848505
calibration,25,30.0,5.314358972510552,5.27895276953344,6.775323269356955,6.536224174259653
calibration,26,30.0,8.502001202239981,8.451899763653119,4.607032725191139,4.012540082232888
calibration,27,30.0,5.8147636560862015,5.496134691623197,5.4155092719453295,5.0430536211872905
calibration,28,30.0,10.570057616896205,11.26003897115933,5.695489042676717,5.8704261679310585
calibration,29,30.0,14.278989740954502,25.35641021744189,8.446381446034351,4.719821367249398
calibration,30,30.0,4.32487152940857,5.163199763043135,5.668351269553519,6.731204828423556
calibration,31,30.0,10.622723959359446,14.649129536831984,11.60184200170475,9.67443149616739
calibration,32,30.0,6.818178835692544,6.716363055861255,5.6241761654958005,5.782613679182673
