method,P_D,P_D_ci95_low,P_D_ci95_high,P_D_ci95_half_width,P_D_cluster_ci95_low,P_D_cluster_ci95_high,P_D_cluster_ci95_half_width,P_D_weak,P_D_weak_cluster_ci95_low,P_D_weak_cluster_ci95_high,P_FA,P_FA_ci95_low,P_FA_ci95_high,P_FA_ci95_half_width,P_FA_cluster_ci95_low,P_FA_cluster_ci95_high,P_FA_cluster_ci95_half_width,P_FA_overall,P_FA_overall_ci95_low,P_FA_overall_ci95_high,P_FA_overall_ci95_half_width,B_mean_bits,B_std_bits,T_mean_ms,T_std_ms,selected_links_mean,selected_links_std,selected_observations_mean,selected_observations_std,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,fine_eval_full_mean,fine_eval_c2f_mean,belief_capture_rate_mean,receiver_capacity_max_utilization_mean,receiver_capacity_binding_rate,fusion_capacity_max_utilization_mean,fusion_capacity_binding_rate,report_capacity_utilization_mean,report_capacity_binding_rate,assignment_capacity_max_utilization_mean,assignment_capacity_binding_rate,selector_score_evaluations_mean,coordination_messages_mean,bid_rounds_mean,detection_runtime_mean_ms,detection_runtime_p90_ms,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,paired_proposed_delta_P_D,paired_proposed_delta_ci95_low,paired_proposed_delta_ci95_high,paired_reference_method,paired_reference_delta_P_D,paired_reference_delta_ci95_low,paired_reference_delta_ci95_high,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms
proposed_c2f_adaptive_pd,0.972,0.9598295551975795,0.9805578525368679,0.010364148669644191,0.96,0.9830000000000001,0.011500000000000066,0.92,0.86,0.97,0.04933065595716198,0.046932569939150785,0.05184461003358739,0.002456020047218302,0.04675175925925926,0.05184444444444444,0.002546342592592593,0.049133333333333334,0.04674461001430458,0.05163751182705323,0.0024464509063743256,4076.8,939.1005058032925,6.794666666666667,1.5651675096721551,6.37,1.4673445403176448,10.67,0.8837986195961159,0.998,1.0,854.28,0.5314911618169282,2.5469313926817994,0.9313317853582792,1.096070996866886,0.9978635038928786,0.9863680447042075,0.9938343380756001,0.7623749768921252,1.0,1.0,6451.266905412283,175.29698738298026,22.246286390056643,3850.407701975129,854.28,57.33,0.998,0.995,0.99,0.75,0.5,0.79625,0.29,1.0,1.0,9256.8,9256.8,0.0,0.0,0.0,0.65,1207.3809335899618,0.92,0.9720000000000001,0.94,1.0,,,,,,,,0.23842229199372053,0.14305337519623232,1582.43399367452,949.460396204712
