seed,arm,area_m,rcs_m2,scenario,looks,penalty,worst_pd,mean_pd,pfa_active,n_tx,n_links,per_target
20260917,uncoordinated,600.0,0.1,compact-small-uav,16,0.2,0.875,0.9375,0.04733333333333333,15.0,14.2,0.9000;0.9750;0.9250;0.9500;0.9000;0.9500;0.8750;0.9750;0.9500;0.9750
20260917,mask_only,600.0,0.1,compact-small-uav,16,0.2,0.9,0.9574999999999999,0.04783333333333333,7.85,14.2,0.9000;0.9750;0.9250;0.9750;0.9500;0.9750;0.9000;1.0000;1.0000;0.9750
20260917,sparse,600.0,0.1,compact-small-uav,16,0.2,0.95,0.9824999999999999,0.04766666666666667,2.275,11.5,0.9750;1.0000;1.0000;0.9750;1.0000;1.0000;0.9750;0.9500;1.0000;0.9500
101,uncoordinated,600.0,0.1,compact-small-uav,16,0.2,0.85,0.9299999999999999,0.05266666666666667,15.0,15.1,0.9500;0.9500;0.9750;0.9250;0.9750;0.9000;0.9000;0.9000;0.9750;0.8500
101,mask_only,600.0,0.1,compact-small-uav,16,0.2,0.925,0.9674999999999999,0.052333333333333336,7.625,15.1,0.9750;0.9750;1.0000;0.9750;0.9750;0.9500;0.9500;0.9250;0.9750;0.9750
101,sparse,600.0,0.1,compact-small-uav,16,0.2,0.95,0.9800000000000001,0.050083333333333334,1.875,10.975,1.0000;0.9750;0.9750;1.0000;1.0000;0.9500;0.9500;0.9750;0.9750;1.0000
202,uncoordinated,600.0,0.1,compact-small-uav,16,0.2,0.875,0.915,0.04683333333333333,15.0,16.05,0.8750;0.9250;0.9000;0.9750;0.9500;0.9000;0.8750;0.9250;0.9000;0.9250
202,mask_only,600.0,0.1,compact-small-uav,16,0.2,0.875,0.9525,0.04675,8.275,16.05,0.9250;0.9500;0.9750;1.0000;0.9750;0.9500;0.8750;0.9750;0.9750;0.9250
202,sparse,600.0,0.1,compact-small-uav,16,0.2,0.95,0.975,0.05,2.125,11.975,1.0000;0.9750;0.9500;1.0000;0.9750;0.9500;0.9500;1.0000;0.9750;0.9750
303,uncoordinated,600.0,0.1,compact-small-uav,16,0.2,0.85,0.9225,0.04816666666666667,15.0,14.775,0.9500;0.9250;0.9250;0.9750;0.9000;0.9250;0.9000;1.0000;0.8500;0.8750
303,mask_only,600.0,0.1,compact-small-uav,16,0.2,0.875,0.9650000000000001,0.04833333333333333,7.65,14.775,1.0000;0.9750;0.9750;1.0000;0.9750;0.9500;0.9750;1.0000;0.8750;0.9250
303,sparse,600.0,0.1,compact-small-uav,16,0.2,0.95,0.9799999999999999,0.050833333333333335,2.1,11.475,1.0000;0.9750;1.0000;0.9500;0.9750;1.0000;0.9750;0.9750;0.9500;1.0000
