experiment,trial,greedy_obj,oracle_obj,gap,greedy_links,oracle_links
same_objective_gap,0,-1.1606159125208972,-1.1606159125208972,0.0,6,6
same_objective_gap,1,2.6544163133995675,2.6544163133995675,0.0,3,3
same_objective_gap,2,-4.4437247384500695,-4.4437247384500695,0.0,6,6
same_objective_gap,3,-4.638078893999882,-4.638078893999882,0.0,3,3
same_objective_gap,4,-1.9825579282946373,-1.9825579282946373,0.0,3,3
same_objective_gap,5,-4.1999310794427895,-4.1999310794427895,0.0,6,6
same_objective_gap,6,-1.0662338531163436,-1.0662338531163436,0.0,4,4
same_objective_gap,7,-2.043606251710412,-2.043606251710412,0.0,3,3
same_objective_gap,8,0.3307714784055311,0.3307714784055311,0.0,6,6
same_objective_gap,9,0.022186343734903562,0.022186343734903562,0.0,4,4
same_objective_gap,10,-4.155938690772711,-4.155938690772711,0.0,3,3
same_objective_gap,11,0.36129467177310104,0.36129467177310104,0.0,3,3
same_objective_gap,12,-2.6460236909769455,-2.6460236909769455,0.0,6,6
same_objective_gap,13,2.4712259428269356,2.4712259428269365,3.594080186306646e-16,5,5
same_objective_gap,14,-3.5793451197580346,-3.5793451197580346,0.0,3,3
same_objective_gap,15,-2.8673705754015804,-2.8673705754015804,0.0,5,5
same_objective_gap,16,-0.993811896917737,-0.993811896917737,0.0,3,3
same_objective_gap,17,-1.626981919458642,-1.626981919458642,0.0,6,6
same_objective_gap,18,2.4453337635566226,2.4453337635566337,4.54016969450577e-15,5,5
same_objective_gap,19,2.65066205615464,2.65066205615464,0.0,3,3
same_objective_gap,20,-1.7283196370285139,-1.7283196370285139,0.0,3,3
same_objective_gap,21,-2.944985921033281,-2.944985921033281,0.0,6,6
same_objective_gap,22,-3.004379635000315,-3.004379635000315,0.0,3,3
same_objective_gap,23,-1.8184159283926447,-1.8184159283926447,0.0,6,6
same_objective_gap,24,-3.1358259207932133,-3.1358259207932133,0.0,6,6
same_objective_gap,25,2.4879687328067788,2.4879687328067788,0.0,3,3
same_objective_gap,26,-3.4113697617141114,-3.4113697617141114,0.0,3,3
same_objective_gap,27,2.182389104933014,2.1823891049330144,2.0348764060737617e-16,5,5
same_objective_gap,28,2.625046142945051,2.625046142945051,0.0,4,4
same_objective_gap,29,0.07732392556681954,0.07732392556681954,0.0,4,4
same_objective_gap,30,-2.7470425266461085,-2.7470425266461085,0.0,6,6
same_objective_gap,31,-1.3358349365857134,-1.3358349365857134,0.0,3,3
same_objective_gap,32,-1.9015878331505034,-1.9015878331505034,0.0,3,3
same_objective_gap,33,-4.031888994627199,-4.031888994627199,0.0,5,5
same_objective_gap,34,-1.403908087428837,-1.403908087428837,0.0,6,6
same_objective_gap,35,0.07930480660663318,0.07930480660663318,0.0,4,4
same_objective_gap,36,-0.8861925217856298,-0.8861925217856298,0.0,4,4
same_objective_gap,37,-2.284570688146189,-2.284570688146189,0.0,3,3
same_objective_gap,38,-1.2248790772599483,-1.2248790772599483,0.0,5,5
same_objective_gap,39,-1.125296184302747,-1.125296184302747,0.0,4,4
same_objective_gap,40,-3.9808385185992683,-3.9808385185992683,0.0,3,3
same_objective_gap,41,-0.7302087050811484,-0.7302087050811484,0.0,3,3
same_objective_gap,42,-0.4535575939006689,-0.4535575939006689,0.0,5,5
same_objective_gap,43,-2.7742565944979938,-2.7742565944979938,0.0,3,3
same_objective_gap,44,-2.937189022533345,-2.937189022533345,0.0,3,3
same_objective_gap,45,-1.050084364896727,-1.050084364896727,0.0,5,5
same_objective_gap,46,-1.030255693180356,-1.030255693180356,0.0,4,4
same_objective_gap,47,2.654416313397433,2.654416313397446,5.0190605852817e-15,3,3
same_objective_gap,48,0.1350647259411129,0.1350647259411129,0.0,5,5
same_objective_gap,49,2.00304524600884,2.00304524600884,0.0,3,3
