direct_gain_boost_db,receiver,target,arm,scene_id,threshold,scene_pfa,scene_pd,scene_conflict_index,scene_direct_inr_db
0.0,0,0,no_ic,2,126.44655655528689,0.0,0.0,0.0006734460611264966,-4.1019870169487564
0.0,0,0,no_ic,3,126.44655655528689,0.0,0.0,0.00644654668672146,-2.220363930745285
0.0,0,0,perfect_channel,2,9.36245967562312,0.0,0.0,0.0006734460611264966,-4.1019870169487564
0.0,0,0,perfect_channel,3,9.36245967562312,0.0,0.125,0.00644654668672146,-2.220363930745285
0.0,0,0,plain_ls,2,126.86595741962815,0.0,0.0,0.0006734460611264966,-4.1019870169487564
0.0,0,0,plain_ls,3,126.86595741962815,0.0,0.0,0.00644654668672146,-2.220363930745285
0.0,0,0,protected_ls,2,140.49821750505345,0.0,0.0,0.0006734460611264966,-4.1019870169487564
0.0,0,0,protected_ls,3,140.49821750505345,0.0,0.0,0.00644654668672146,-2.220363930745285
0.0,0,0,ridge_ls,2,126.86551048719875,0.0,0.0,0.0006734460611264966,-4.1019870169487564
0.0,0,0,ridge_ls,3,126.86551048719875,0.0,0.0,0.00644654668672146,-2.220363930745285
0.0,0,0,tp_uic_full,2,129.19924672294297,0.0,0.0,0.0006734460611264966,-4.1019870169487564
0.0,0,0,tp_uic_full,3,129.19924672294297,0.0,0.0,0.00644654668672146,-2.220363930745285
0.0,0,0,tp_uic_stage1,2,140.50367328256308,0.0,0.0,0.0006734460611264966,-4.1019870169487564
0.0,0,0,tp_uic_stage1,3,140.50367328256308,0.0,0.0,0.00644654668672146,-2.220363930745285
20.0,0,0,no_ic,2,12877.09412194486,0.0,0.0,0.0006734460611264965,15.898012983051242
20.0,0,0,no_ic,3,12877.09412194486,0.0,0.0,0.006446546686721458,17.779636069254714
20.0,0,0,perfect_channel,2,9.362459675623118,0.0,0.0,0.0006734460611264965,15.898012983051242
20.0,0,0,perfect_channel,3,9.362459675623118,0.0,0.125,0.006446546686721458,17.779636069254714
20.0,0,0,plain_ls,2,12877.607262061269,0.0,0.0,0.0006734460611264965,15.898012983051242
20.0,0,0,plain_ls,3,12877.607262061269,0.0,0.0,0.006446546686721458,17.779636069254714
20.0,0,0,protected_ls,2,13565.14862204058,0.0,0.0,0.0006734460611264965,15.898012983051242
20.0,0,0,protected_ls,3,13565.14862204058,0.0,0.0,0.006446546686721458,17.779636069254714
20.0,0,0,ridge_ls,2,12877.607184727804,0.0,0.0,0.0006734460611264965,15.898012983051242
20.0,0,0,ridge_ls,3,12877.607184727804,0.0,0.0,0.006446546686721458,17.779636069254714
20.0,0,0,tp_uic_full,2,13175.755328238414,0.0,0.0,0.0006734460611264965,15.898012983051242
20.0,0,0,tp_uic_full,3,13175.755328238414,0.0,0.0,0.006446546686721458,17.779636069254714
20.0,0,0,tp_uic_stage1,2,13565.148742595728,0.0,0.0,0.0006734460611264965,15.898012983051242
20.0,0,0,tp_uic_stage1,3,13565.148742595728,0.0,0.0,0.006446546686721458,17.779636069254714
