split,scene_id,receiver,target,realisation,direct_gain_boost_db,arm,conflict_index,direct_inr_db,stat_h0,stat_h1,dof_real,identifiable_fraction,kappa_accounted_db,kappa_structural_db,i_in,i_res,i_res_structural,i_res_estimate,eta_survive_q,eta_survive_field,eta_survive_pred_q,eta_survive_risk_q,eta_protect,protect_dim,n_coefficients,calibration_error_db
calibration,0,0,0,4,0.0,perfect_channel,0.0019882059452306826,2.1569758276837696,4.777647318301292,4.909218668613851,10,0.9988430977670611,inf,inf,1.0313801074248164e-09,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8979026494687233,0,5,nan
calibration,0,0,0,5,0.0,no_ic,0.0017007091431266858,2.2714236510670824,4.260291498155218,1.9984298520495396,10,0.9988397208703043,0.0,0.0,1.0589209317317664e-09,1.0589209317317664e-09,1.0589209317317664e-09,0.0,1.0,1.0,1.0,1.0,0.893829898219723,0,5,0.0
calibration,0,0,0,5,0.0,plain_ls,0.0017007091431266858,2.2714236510670824,4.260565675778614,1.9984564104081997,10,0.9988397282790549,20.883631565508605,20.9238445491771,1.0589209317317664e-09,8.639734097924207e-12,8.560104730627331e-12,7.962936729687608e-14,0.9998499619525149,0.9992564598640228,0.9999599785634261,0.9990890747542114,0.893829898219723,0,5,16.54644964077885
calibration,0,0,0,5,0.0,ridge_ls,0.0017007091431266858,2.2714236510670824,4.260570328464996,1.9984538388775541,10,0.998839727497289,20.883605089547686,20.92375609738991,1.0589209317317664e-09,8.639786768627863e-12,8.560279074144002e-12,7.950769448386179e-14,0.9998499626486411,0.9992564610533455,0.9999599786863085,0.9990890763344322,0.893829898219723,0,5,16.546476116739765
calibration,0,0,0,5,0.0,protected_ls,0.0017007091431266858,2.2714236510670824,4.087498647125495,1.90221825818682,10,0.9984681679959705,17.062571164044595,17.07739600390037,1.0589209317317664e-09,2.0826026501425673e-11,2.075505710938003e-11,7.096939204564262e-14,0.9999001975065475,0.9998850049298778,1.0,0.9992112939445846,0.893829898219723,45,5,2.004876446292565
calibration,0,0,0,5,0.0,tp_uic_stage1,0.0017007091431266858,2.2714236510670824,4.087500100523889,1.9022192459034553,10,0.9984682045671445,17.06255699795236,17.077358172181615,1.0589209317317664e-09,2.0826094433187586e-11,2.0755237909030035e-11,7.085652415755195e-14,0.9999001977123851,0.9998850051212733,1.0,0.9992112951569341,0.893829898219723,45,5,2.0048906123847994
calibration,0,0,0,5,0.0,tp_uic_full,0.0017007091431266858,2.2714236510670824,4.260415808407637,1.9982179484546534,10,0.998840412181705,20.88386121910339,20.923710125867014,1.0589209317317664e-09,8.639277243504756e-12,8.560369688039567e-12,7.890755546518883e-14,0.9998710324103611,0.9995435122226559,0.9999993272005193,0.9990992698169172,0.893829898219723,45,5,16.53144985278719
calibration,0,0,0,5,0.0,perfect_channel,0.0017007091431266858,2.2714236510670824,4.1418114778223405,2.1951543555803257,10,0.9988430977670611,inf,inf,1.0589209317317664e-09,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.893829898219723,0,5,nan
calibration,0,0,0,6,0.0,no_ic,0.0015851073302890451,2.1834667137622024,7.576230032859934,10.962936781345514,10,0.9988432210176795,0.0,0.0,1.0376904965727067e-09,1.0376904965727067e-09,1.0376904965727067e-09,0.0,1.0,1.0,1.0,1.0,0.9022068609412932,0,5,0.0
calibration,0,0,0,6,0.0,plain_ls,0.0015851073302890451,2.1834667137622024,7.575385030011505,10.961780025762682,10,0.9988432335086642,16.182954196566882,16.21455601680186,1.0376904965727067e-09,2.499035466549252e-11,2.4809170152143012e-11,1.8118451334950802e-13,0.9998897455919408,0.9983447734893813,0.9999561383157404,0.9997328235891132,0.9022068609412932,0,5,21.159149682350055
