receiver,arm,norm_y2,norm_x2,norm_s2,norm_n2,i_in,i_res,i_res_structural,i_res_estimate,kappa_db,kappa_structural_db,norm_r2,linearity_rel_err,noise_survive_ratio,norm_n_minus_fn2,norm_fn2,i_res_estimate_over_norm_fn2,noise_enhance_db,orthogonality_rel,overcount_db,residual_over_noise_old,residual_over_noise_new,sigma2,n_bins
0,tp_uic_full,6.228346826358114e-10,8.046419179791492e-10,1.8607826172757272e-12,6.228346826358114e-10,8.046419179791492e-10,2.6966076332827393e-13,5.536184250265177e-16,2.691071449032474e-13,34.74784893938399,61.623921179966814,6.243872662990754e-10,7.639475184815672e-29,0.9998796096694818,6.227596993625107e-10,2.6910714490331714e-13,0.9999999999997409,-33.64447559707485,0.007497665900703891,26.876072240582822,0.00043295720493129956,8.888689735189869e-07,3.8309036447402614e-14,16384
1,tp_uic_full,6.343033680333096e-10,1.0669461211194639e-09,4.447721889857801e-12,6.343033680333096e-10,1.0669461211194639e-09,2.0143715263597788e-13,7.061110248030323e-17,2.0136654153349758e-13,37.24002914932508,71.7926949651285,6.380037717316795e-10,1.1698199561596625e-29,0.9997094293411721,6.341190580857635e-10,2.0136654153351528e-13,0.9999999999999121,-34.98309706296114,0.000754715479353055,34.55266581580342,0.00031757225767308183,1.113207118846564e-07,3.8309036447402614e-14,16384
2,tp_uic_full,6.258667384603376e-10,9.501748190375326e-10,1.6358595854369633e-12,6.258667384603376e-10,9.501748190375326e-10,3.224508494323834e-13,1.3677369293345641e-16,3.2231407573944994e-13,34.69339991487159,68.41800943654276,6.277515604375658e-10,4.802175454710749e-30,0.9996431482801306,6.25643396838309e-10,3.223140757394211e-13,1.0000000000000895,-32.8820259974029,0.0034848274022481634,33.72460952167118,0.0005152068797035421,2.1853484860040064e-07,3.8309036447402614e-14,16384
3,tp_uic_full,6.316524700456859e-10,5.027594999685612e-10,1.2061506393078178e-12,6.316524700456859e-10,5.027594999685612e-10,2.910623387391841e-13,2.7650165682065074e-16,2.907858370823635e-13,32.37374270964309,62.59662547646976,6.327962094422289e-10,8.81036506491758e-30,0.999563310385422,6.313766339719945e-10,2.907858370823568e-13,1.000000000000023,-33.3690494866586,0.0005516624777840192,30.22288276682667,0.0004607950614332788,4.3774333186831683e-07,3.8309036447402614e-14,16384
4,tp_uic_full,6.378413792133724e-10,1.3102955054008925e-09,4.056930932246296e-12,6.378413792133724e-10,1.3102955054008925e-09,1.9206299060620542e-13,6.655730711412931e-17,1.919964332990913e-13,38.339255643339214,72.94173509066755,6.421847805153382e-10,1.2043628675882174e-29,0.9996804081268439,6.376375302922132e-10,1.9199643329909384e-13,0.9999999999999867,-35.21419529239402,0.0005356067080140373,34.602479447328335,0.00030111403377916626,1.0434774112054649e-07,3.8309036447402614e-14,16384
5,tp_uic_full,6.325097653859004e-10,4.942932884056571e-10,5.419804058048475e-13,6.325097653859004e-10,4.942932884056571e-10,1.739969137721735e-13,1.734606807828061e-16,1.7382345309139067e-13,34.534431684215306,64.54783667042597,6.330638525368172e-10,5.892406851707911e-29,0.9999096320801913,6.324526067941438e-10,1.7382345309143616e-13,0.9999999999997383,-35.609588618644736,0.005563420589772737,30.013404986210652,0.00027508968761299086,2.742419015095775e-07,3.8309036447402614e-14,16384
