direct_gain_boost_db,receiver,target,arm,threshold,empirical_pfa,pfa_ci95_low,pfa_ci95_high,empirical_pd,pd_ci95_low,pd_ci95_high,auc,n_cal_h0,n_test_h0,n_test_h1,median_conflict_index,median_direct_inr_db,median_kappa_accounted_db,median_kappa_structural_db,median_eta_survive_q,median_eta_survive_risk_q,median_identifiable_fraction,median_protect_dim
0.0,0,1,tp_uic_full,12.749589728253358,0.0,0.0,0.08762160119728664,0.1,0.03957952868260638,0.23051775227522298,0.60375,20,40,40,0.0356914073314447,-0.7384947105414477,26.000934957567985,28.798986662439,0.9955160026148071,0.9770649382742177,0.9907061325780941,15.0
