method,P_D,P_FA,P_FA_overall,B_mean_bits,T_mean_ms,selected_links_mean,active_target_ratio_mean,feasible_target_ratio_mean,feasible_links_mean,comm_feasible_edge_ratio_mean,selected_rate_mean_mbps,selected_rate_min_mbps_mean,selected_rate_p10_mbps_mean,selected_chi_mean,selected_chi_min_mean,selected_chi_p10_mean,selected_gamma_comm_mean_db,selected_rate_satisfaction_ratio_mean,selected_chi_ge_min_ratio_mean,D_mean,D_median,D_p10,D_p90,all_targets_satisfied_prob,worst_target_D_mean,worst_target_satisfied_prob,actual_mean_target_P_D,actual_worst_target_P_D,actual_best_target_P_D,paired_proposed_delta_P_D,paired_proposed_delta_ci95_low,paired_proposed_delta_ci95_high,P_D_per_kbit,P_D_per_ms,D_per_kbit,D_per_ms
proposed_lagrangian,0.86,0.04933333333333333,0.04933333333333333,10496.0,17.493333333333336,16.4,1.0,1.0,766.0,0.5144993412384717,1.439459562373981,0.8159050338277991,0.8745952084392556,0.9893682302128054,0.927111631606827,0.9699259835461751,-2.156882627583193,1.0,1.0,387.7643456443715,76.22690453691614,1.6334818669874116,912.6256052932739,0.2,44.958682607135394,0.6,0.86,0.6,1.0,0.0,0.0,0.0,0.08193597560975609,0.049161585365853654,36.944011589593316,22.16640695375599
cost_aware_greedy,0.86,0.04933333333333333,0.04933333333333333,10496.0,17.493333333333336,16.4,1.0,1.0,766.0,0.5144993412384717,1.439459562373981,0.8159050338277991,0.8745952084392556,0.9893682302128054,0.927111631606827,0.9699259835461751,-2.156882627583193,1.0,1.0,387.7643456443715,76.22690453691614,1.6334818669874116,912.6256052932739,0.2,44.958682607135394,0.6,0.86,0.6,1.0,0.0,0.0,0.0,0.08193597560975609,0.049161585365853654,36.944011589593316,22.16640695375599
exact_marginal_greedy,0.86,0.04933333333333333,0.04933333333333333,10496.0,17.493333333333336,16.4,1.0,1.0,766.0,0.5144993412384717,1.439459562373981,0.8159050338277991,0.8745952084392556,0.9893682302128054,0.927111631606827,0.9699259835461751,-2.156882627583193,1.0,1.0,387.7643456443715,76.22690453691614,1.6334818669874116,912.6256052932739,0.2,44.958682607135394,0.6,0.86,0.6,1.0,0.0,0.0,0.0,0.08193597560975609,0.049161585365853654,36.944011589593316,22.16640695375599
