split,scene_id,receiver,target,realisation,direct_gain_boost_db,arm,selected_base_arm,conflict_index,direct_inr_db,tested_protected,n_protected_targets,stat_h0,stat_h1,whitened_residual_power_h0,whitened_residual_ratio_h0,dof_real,identifiable_fraction,ncp_unit,kappa_accounted_db,kappa_structural_db,i_in,i_res,i_res_structural,i_res_estimate,eta_survive_q,eta_survive_field,eta_survive_pred_q,eta_survive_risk_q,eta_protect,s_q_energy,post_ic_sinr,protect_dim,n_coefficients,calibration_error_db
calibration,0,0,1,0,30.0,tp_uic_full,tp_uic_full,0.03207358356596703,32.1591841410702,0,1,255.85298656880917,296.2547648321121,1021824.7983613942,62.36723622811244,10,0.9980473821750271,0.5739851372952182,14.274513545966014,14.274532912968008,1.0319046799795838e-06,3.856454639961566e-08,3.856437442460497e-08,1.7197501068822262e-13,0.9970194609350351,0.9987116220280473,0.996237681086751,0.9960830879909727,0.18125879892163127,2.2927676706634013e-14,5.832624580029284e-07,15,5,53.03532907096542
calibration,0,0,1,0,30.0,perfect_channel,perfect_channel,0.03207358356596703,32.1591841410702,0,1,3.4955047350947908,6.2286329539758025,16187.60909629512,0.988013250506294,10,0.9980499359106418,0.5761552877369663,inf,inf,1.0319046799795838e-06,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.18125879892163127,2.2927676706634013e-14,3.652909235031863e-05,0,5,nan
calibration,0,0,1,1,30.0,tp_uic_full,tp_uic_full,0.037035500740867096,32.35061942298008,0,1,4142.991059356071,4236.430976092234,2183416.556855112,133.26517070648876,10,0.9980596847208524,0.575089048312948,11.137516998813414,11.13752180442513,1.0784080232143685e-06,8.299107887707559e-08,8.299098704475977e-08,9.183231581757601e-14,0.9984896242826358,0.9991781564154835,0.9981383076336705,0.9906302698813332,0.15466894297473346,2.5470613740071273e-14,3.0414408694543586e-07,15,5,56.364380697369
calibration,0,0,1,1,30.0,perfect_channel,perfect_channel,0.037035500740867096,32.35061942298008,0,1,3.009939466543112,7.812859939957056,16249.163250144167,0.9917702179043071,10,0.9980499359106418,0.5761552877369663,inf,inf,1.0784080232143685e-06,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.15466894297473346,2.5470613740071273e-14,4.058057924644175e-05,0,5,nan
calibration,1,0,1,0,30.0,tp_uic_full,tp_uic_full,0.12324760436083304,27.002313720225196,0,1,145.0304863104525,168.35056466695005,156054.86648204224,9.524833159304336,10,0.9216149514525644,0.40126889521569037,17.32957429946814,17.329702189179212,3.14740434495127e-07,5.820966636349687e-09,5.820795224827926e-09,1.714115217608414e-13,0.9811465807345569,0.8846260053429402,0.9946193750487058,0.9256009704179607,0.04544206059162758,1.4518082810000354e-14,2.2089009949610742e-06,15,5,44.823721684664626
calibration,1,0,1,0,30.0,perfect_channel,perfect_channel,0.12324760436083304,27.002313720225196,0,1,4.616276762262094,4.659342240410176,16595.023684756314,1.0128798635715524,10,0.9221110620572073,0.4036246670311068,inf,inf,3.14740434495127e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04544206059162758,1.4518082810000354e-14,2.3130664066046744e-05,0,5,nan
calibration,1,0,1,1,30.0,tp_uic_full,tp_uic_full,0.10756979832679972,24.99095955970999,0,1,88.65382417995306,90.13917764479149,232038.77990830335,14.162523187762655,10,0.9214804724541484,0.4008767749646994,13.620195046872354,13.620288877639338,1.9806928049584283e-07,8.605926235803589e-09,8.605740303914087e-09,1.859318895020056e-13,0.9841973054555463,0.9461852040267337,0.9938915371538899,0.9394580126390124,0.04299055552626946,1.8389401792862072e-14,1.960106131636794e-06,15,5,46.520538407657234
calibration,1,0,1,1,30.0,perfect_channel,perfect_channel,0.10756979832679972,24.99095955970999,0,1,4.346449672085006,3.338112811396348,16439.467846152045,1.003385488656741,10,0.9221110620572073,0.4036246670311068,inf,inf,1.9806928049584283e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04299055552626946,1.8389401792862072e-14,2.929857067306809e-05,0,5,nan
calibration,2,0,1,0,30.0,tp_uic_full,tp_uic_full,0.011701796165200187,26.388528125180134,0,1,59.9419455024599,61.22508656192204,239016.99998033696,14.588439940206113,10,0.9682512673620159,1.2884668162428663,15.048170928309174,15.04820268686239,2.732586890672491e-07,8.545881917822691e-09,8.545819424776006e-09,6.249304668554995e-14,0.9996018016355349,0.9998560317741896,0.999769166842079,0.993328480409303,0.06794204445462267,5.153412935814696e-14,5.615457548381687e-06,15,5,46.49483122509534
calibration,2,0,1,0,30.0,perfect_channel,perfect_channel,0.011701796165200187,26.388528125180134,0,1,4.224787316644636,6.805124345053406,16295.519943006026,0.9945996058963639,10,0.9683205012668905,1.2887954332006757,inf,inf,2.732586890672491e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.06794204445462267,5.153412935814696e-14,8.210578832753369e-05,0,5,nan
calibration,2,0,1,1,30.0,tp_uic_full,tp_uic_full,0.007852685642453923,25.68609408888094,0,1,103.32832104960826,119.54312242970818,229465.1242972504,14.00543971540835,10,0.9682835707298425,1.2885857963450467,14.527752350105214,14.527797031605335,2.3245054934980187e-07,8.195120464393758e-09,8.195036151005573e-09,8.431338818451417e-14,0.9995417097067947,0.999861366386823,0.9998532934369121,0.9936302566537039,0.0720192963547587,5.0675909907147187e-14,5.741128104253185e-06,15,5,46.312810924220884
calibration,2,0,1,1,30.0,perfect_channel,perfect_channel,0.007852685642453923,25.68609408888094,0,1,5.706017658040022,3.826859722195163,16351.777361877153,0.9980332862473849,10,0.9683205012668905,1.2887954332006757,inf,inf,2.3245054934980187e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0720192963547587,5.0675909907147187e-14,8.073844622900612e-05,0,5,nan
calibration,3,0,1,0,30.0,tp_uic_full,tp_uic_full,0.36452375549139937,27.544463728654378,0,1,4547.686661159998,4772.440489100158,223579.19248711423,13.646190947699843,10,0.9748763969613943,0.8867270507588823,16.375031733712543,16.37507380268296,3.565886706375753e-07,8.216074478846194e-09,8.21599489226738e-09,7.958657881334565e-14,0.9946114391997048,0.8903761326919641,0.9962297416067002,0.9160589275435479,0.13030666916301367,3.790305636584134e-14,4.262773126782288e-06,15,5,46.321575405830295
calibration,3,0,1,0,30.0,perfect_channel,perfect_channel,0.36452375549139937,27.544463728654378,0,1,2.1730359915229664,5.635350687326351,16283.992452512177,0.9938960237129014,10,0.9731792701505358,0.8889082043552312,inf,inf,3.565886706375753e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.13030666916301367,3.790305636584134e-14,6.0388336073603725e-05,0,5,nan
calibration,3,0,1,1,30.0,tp_uic_full,tp_uic_full,0.35558477927274135,27.887527257540224,0,1,7119.688745843666,7156.0753091915885,1473018.6131930728,89.90592121539751,10,0.971350604652197,0.885331990432551,8.31584602022588,8.315849647656183,3.8589921378012834e-07,5.6870794006018884e-08,5.687074650489604e-08,4.7501122843058596e-14,0.9982088023712973,0.9399170373727108,0.9979601904881842,0.9253980452616487,0.12077302702308207,4.496707722482875e-14,7.806563982344774e-07,15,5,54.72432683859331
calibration,3,0,1,1,30.0,perfect_channel,perfect_channel,0.35558477927274135,27.887527257540224,0,1,4.586134685027783,7.14799286839263,16303.589160204618,0.9950921118288951,10,0.9731792701505358,0.8889082043552312,inf,inf,3.8589921378012834e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.12077302702308207,4.496707722482875e-14,7.164295526700264e-05,0,5,nan
test,4,0,1,0,30.0,tp_uic_full,tp_uic_full,0.8716957304334085,27.896077708586034,0,1,240295.11762868593,241020.48349033677,661400.8771232701,40.36870587910584,10,0.999709928671958,17.77592650180692,11.93880459015043,11.938852719098632,3.8665972600583294e-07,2.4742779214567806e-08,2.4742505014136913e-08,2.742004308930844e-13,0.9728037102402447,0.9732947108662987,0.5558618521540518,0.33596183310495914,0.006099034506062738,1.2009254301352521e-12,4.604827385371657e-05,15,5,51.10921805859224
test,4,0,1,0,30.0,perfect_channel,perfect_channel,0.8716957304334085,27.896077708586034,0,1,6.992100252228807,5.828364712389932,16252.784777699428,0.9919912584045061,10,0.9998247723301436,31.982873865819542,inf,inf,3.8665972600583294e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.006099034506062738,1.2009254301352521e-12,0.0019133519939490227,0,5,nan
test,4,0,1,1,30.0,tp_uic_full,tp_uic_full,0.9557672918561129,28.197179013004895,0,1,29122.150080936386,29495.36801096819,237344.14917260275,14.486337229773117,10,0.9995961843895262,12.17249428627966,16.862657787831697,16.862779632241818,4.144184378305669e-07,8.534405826711643e-09,8.534166391236407e-09,2.3943547523527235e-13,0.9635358336103957,0.9640000042695975,0.3806851187778953,0.09519699477009404,0.008011299923108513,1.242991012817811e-12,0.00013072019180679494,15,5,46.486648708164864
test,4,0,1,1,30.0,perfect_channel,perfect_channel,0.9557672918561129,28.197179013004895,0,1,6.239937942156345,8.68010167805407,16255.554442145549,0.9921603053067352,10,0.9998247723301436,31.982873865819542,inf,inf,4.144184378305669e-07,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.008011299923108513,1.242991012817811e-12,0.0019803721972710864,0,5,nan
test,5,0,1,0,30.0,tp_uic_full,tp_uic_full,0.2568918490023661,32.15545827463501,0,1,3145.648916836343,3233.0214623108336,1281319.5145935277,78.20553677939012,10,0.9990370378423606,5.470620633272374,13.265796894488705,13.2658087317383,1.0310197757456173e-06,4.860571163572447e-08,4.860557915484334e-08,1.324808811246608e-13,0.989507256924243,0.9871573672934054,0.9794391357048805,0.7849454538275916,0.02840967255288285,1.87768077056131e-13,3.7738202078501732e-06,15,5,54.04381153791803
test,5,0,1,0,30.0,perfect_channel,perfect_channel,0.2568918490023661,32.15545827463501,0,1,3.2151372868430523,16.84257465556196,16638.656438091806,1.0155429954890018,10,0.9992231615965893,5.587184811213522,inf,inf,1.0310197757456173e-06,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.02840967255288285,1.87768077056131e-13,0.00029915797902194493,0,5,nan
